definition,path,diagnostic_only,cmd_col,reference_col,cmd_deadband,reference_deadband,extra_condition,term_owner_rows,valid_rows,active_after_deadband_rows,wrong_sign_rows,command_step_beyond_slew_rows_for_path,base_liveness_pass,verdict_under_definition,verdict_note
legacy_harness_raw_e_meas,old_actual_applied,True,terminal_vz_up_mps,e_meas,0.0,0.03,cmd*e_meas < -1e-6,108,76,68,28,0,True,FAIL_OR_HELD,QA disclosure only; channel ruling owns whether this definition changes the restamp verdict
needed_correction_deadband_0p02,old_actual_applied,True,terminal_vz_up_mps,applied_e_z,0.02,0.02,cmd*applied_e_z < 0,108,108,108,0,0,True,PASS,QA disclosure only; channel ruling owns whether this definition changes the restamp verdict
needed_correction_deadband_0p02,old_goal_forecast,True,shadow_vz_cmd_old_mps,applied_e_z,0.02,0.02,cmd*applied_e_z < 0,108,108,96,0,7,True,FAIL_OR_HELD,QA disclosure only; channel ruling owns whether this definition changes the restamp verdict
needed_correction_deadband_0p02,new_shadow_goal_forecast,True,shadow_vz_cmd_new_mps,applied_e_z,0.02,0.02,cmd*applied_e_z < 0,108,16,13,0,1,True,FAIL_OR_HELD,QA disclosure only; channel ruling owns whether this definition changes the restamp verdict
current_velocity_context_deadband_0p02,old_actual_applied,True,terminal_vz_up_mps,truth_vz_up_mps,0.02,0.02,cmd*truth_vz_up_mps < 0,108,108,92,16,0,True,FAIL_OR_HELD,QA disclosure only; channel ruling owns whether this definition changes the restamp verdict
current_velocity_context_deadband_0p02,new_shadow_goal_forecast,True,shadow_vz_cmd_new_mps,truth_vz_up_mps,0.02,0.02,cmd*truth_vz_up_mps < 0,108,16,11,4,1,True,FAIL_OR_HELD,QA disclosure only; channel ruling owns whether this definition changes the restamp verdict
