flight_id,t_last_fix_s,range_m,true_ty_m,believed_ty_m,delta_believed_minus_true_m,runaway_believed_minus_true_m,believed_at_closest_ty,closest_dist_m,mean_vz_cmd_after,frac_blind_climb_active,note
20260716T203450-2ca531c3,8.5556768,9.949606424566614,-3.395779487397217,0.07660684033128311,3.4723863277285,3.4487613898240266,0.0529819024268097,1.9325279979666654,-0.19999999999999996,,TRUE_LOW believed_HIGH (sign conflict at last fix)
20260716T212408-2ca531c3,7.4906006,2.9415428309390332,-1.4037709563017404,0.30017314422002367,1.7039441005217641,1.6806560756125435,0.27688511931080306,1.9781088268446971,0.2028675652141128,1.0,TRUE_LOW believed_HIGH (sign conflict at last fix)
20260716T131137-2ca531c3,34.3144685,8.955108532588861,-0.43549096214419936,-9.952414855184488,-9.516923893040289,-1.0219006650629527,-1.457391627207152,13.185133539870403,-0.7516260062347511,,runaway |Δ|=1.02m after last fix
