fixture,attempt,reason,reached_gate,gate_rel_t_right,gate_rel_t_down,gate_rel_t_fwd,gate_rel_age_s,exit_range_m,closest_range_m,closest_fwd_m,gates_passed_flight
20260725T221057-raceprep-t6-B-run2,1,corridor_abort,True,-0.26735283025064727,-0.7046843879138821,1.2386950891852213,0.0208394,1.4499734985109822,1.398748832386334,1.156103593453034,0
20260725T221738-raceprep-t6-B-run4,2,pass,True,-0.005778196718916246,0.051490003266768364,0.2145443374266379,0.265707448,0.22071221242960112,0.22071221242960112,0.2145443374266379,1
20260725T221738-raceprep-t6-B-run4,3,corridor_abort,True,-0.6947688228541136,-0.6021332387995387,1.047634132026026,0.210887712,1.3938455542359196,1.3938455542359196,1.047634132026026,1
20260725T222348-raceprep-t6-B-run6,1,corridor_abort,True,-0.26485278172079463,-0.4394205171412983,0.9413479399113907,0.035717952,1.0720883036603785,1.0720883036603785,0.9413479399113907,0
20260725T222642-raceprep-t6-B-run7,1,corridor_abort,True,0.24339864165100555,-0.4038913803444792,0.9329122401034259,0.012564888,1.045321191600417,1.045321191600417,0.9329122401034259,0
20260725T222937-raceprep-t6-B-run8,1,corridor_abort,True,0.08838353327499572,-0.8825530988330323,1.016619976041402,0.015164088,1.3491581808299504,1.3491581808299504,1.016619976041402,1
