approach_id,cluster_id,flight,flight_id,fixture_dir,metrology_only,measurement_latch_mechanism_eligible,term_command_regime_eligible,cut_id,cut_frame_id,frame_id,feature_ts_ns,age_s,age2_s2,age_bin,range_z_m,r_v_mps,rv2_m2ps2,v_ref_oracle_mps,v_hold_mps,v_shadow_hold_mps,residual_sign_convention,v_latch_mps,v_latch_true_mps,v_full_raw_mps,v_anchor_old_mps,v_latch_auth_applied_mps,delta_latch_mps,auth_at_latch,rate_anchor_v_raw,rate_anchor_quality,shadow_vz_up,n_full_at_latch,span_full_at_latch_s,predicted_b0_from_auth_mps,rate_feed_forward_mps,command_regime,oracle_ref_n,oracle_ref_span_s,shadow_tau_s,shadow_e_z_cmd_m,shadow_e_cross_old_m,shadow_e_cross_new_m,shadow_vz_cmd_old_mps,shadow_vz_cmd_new_mps,shadow_command_delta_mps,shadow_e_cross_delta_m,row_key
20260719T201851-50f9dcc8:A1,20260719T201851-50f9dcc8:A1,A091,20260719T201851-50f9dcc8,20260719T204430-phase6i-r-rate-ab,False,True,True,20260719T201851-50f9dcc8:A1:cut03,291,297,1784492338776362600,0.20124363899230957,0.04049900223486702,0p20-0p30,2.4820796959408575,0.43375636627034897,0.18814458528005712,-0.0,-0.43375636627034897,-0.43375636627034897,r_v = v_ref_oracle - (v_anchor_old + feed_forward),-0.0,-0.0,-0.0,-0.0,-0.0,0.0,1.0,,,,16,0.49999380111694336,-0.0,-0.43375636627034897,down,14,0.5343410968780518,1.4758699212129838,-0.1,0.5401679741130501,0.5401679741130501,-0.06775664885006416,-0.06775664885006416,0.0,0.0,20260719T201851-50f9dcc8|frame=297|feature_ts_ns=1784492338776362600
20260719T201851-50f9dcc8:A1,20260719T201851-50f9dcc8:A1,A091,20260719T201851-50f9dcc8,20260719T204430-phase6i-r-rate-ab,False,True,True,20260719T201851-50f9dcc8:A1:cut03,291,299,1784492338845719700,0.2706010341644287,0.07322491969085831,0p20-0p30,2.4221829171528055,0.09877816295893116,0.00975712547754116,-0.0,-0.09877816295893116,-0.09877816295893116,r_v = v_ref_oracle - (v_anchor_old + feed_forward),-0.0,-0.0,-0.0,-0.0,-0.0,0.0,1.0,,,,16,0.49999380111694336,-0.0,-0.09877816295893116,down,16,0.6044282913208008,1.4983955664260504,-0.1,0.04800876143737237,0.04800876143737237,-0.06673805117998209,-0.06673805117998209,0.0,0.0,20260719T201851-50f9dcc8|frame=299|feature_ts_ns=1784492338845719700
20260719T201851-50f9dcc8:A1,20260719T201851-50f9dcc8:A1,A091,20260719T201851-50f9dcc8,20260719T204430-phase6i-r-rate-ab,False,True,True,20260719T201851-50f9dcc8:A1:cut03,291,301,1784492338908125900,0.3330070972442627,0.11089372681504983,0p30-0p40,2.350909378177712,0.4188798152887269,0.175460299656318,-0.0,-0.4188798152887269,-0.4188798152887269,r_v = v_ref_oracle - (v_anchor_old + feed_forward),-0.0,-0.0,-0.0,-0.0,-0.0,0.0,1.0,,,,16,0.49999380111694336,-0.0,-0.4188798152887269,down,18,0.6662600040435791,1.3923090373511018,-0.1,0.48321015239045473,0.48321015239045473,-0.0718231350349145,-0.0718231350349145,0.0,0.0,20260719T201851-50f9dcc8|frame=301|feature_ts_ns=1784492338908125900
20260719T201851-50f9dcc8:A1,20260719T201851-50f9dcc8:A1,A091,20260719T201851-50f9dcc8,20260719T204430-phase6i-r-rate-ab,False,True,True,20260719T201851-50f9dcc8:A1:cut03,291,302,1784492338942988400,0.36786961555480957,0.1353280540484434,0p30-0p40,2.360039073618696,0.35105329973237576,0.12323841925298926,-0.0,-0.35105329973237576,-0.35105329973237576,r_v = v_ref_oracle - (v_anchor_old + feed_forward),-0.0,-0.0,-0.0,-0.0,-0.0,0.0,1.0,,,,16,0.49999380111694336,-0.0,-0.35105329973237576,down,18,0.5970754623413086,1.4104049306718764,-0.1,0.39512730487117487,0.39512730487117487,-0.07090162394168806,-0.07090162394168806,0.0,0.0,20260719T201851-50f9dcc8|frame=302|feature_ts_ns=1784492338942988400
20260719T201851-50f9dcc8:A1,20260719T201851-50f9dcc8:A1,A091,20260719T201851-50f9dcc8,20260719T204430-phase6i-r-rate-ab,False,True,True,20260719T201851-50f9dcc8:A1:cut03,291,303,1784492338977627300,0.4025084972381592,0.1620130903489212,0p40-0p50,2.3039204113015956,0.26381431217925355,0.06959799131061264,-0.0,-0.26381431217925355,-0.26381431217925355,r_v = v_ref_oracle - (v_anchor_old + feed_forward),-0.0,-0.0,-0.0,-0.0,-0.0,0.0,1.0,,,,16,0.49999380111694336,-0.0,-0.26381431217925355,down,19,0.6321134567260742,1.3904027464320838,-0.1,0.2668081442021253,0.2668081442021253,-0.07192160707148362,-0.07192160707148362,0.0,0.0,20260719T201851-50f9dcc8|frame=303|feature_ts_ns=1784492338977627300
20260719T201851-50f9dcc8:A1,20260719T201851-50f9dcc8:A1,A091,20260719T201851-50f9dcc8,20260719T204430-phase6i-r-rate-ab,False,True,True,20260719T201851-50f9dcc8:A1:cut03,291,304,1784492339012412500,0.43729352951049805,0.19122563095174883,0p40-0p50,2.2229525210106056,0.21364492998432416,0.045644156108006775,-0.0,-0.21364492998432416,-0.21364492998432416,r_v = v_ref_oracle - (v_anchor_old + feed_forward),-0.0,-0.0,-0.0,-0.0,-0.0,0.0,1.0,,,,16,0.49999380111694336,-0.0,-0.21364492998432416,down,20,0.6666829586029053,1.3495864113377973,-0.1,0.188332294358059,0.188332294358059,-0.07409677450803134,-0.07409677450803134,0.0,0.0,20260719T201851-50f9dcc8|frame=304|feature_ts_ns=1784492339012412500
20260719T201851-50f9dcc8:A1,20260719T201851-50f9dcc8:A1,A091,20260719T201851-50f9dcc8,20260719T204430-phase6i-r-rate-ab,False,True,True,20260719T201851-50f9dcc8:A1:cut03,291,305,1784492339047335800,0.4722168445587158,0.22298874828499038,0p40-0p50,2.1552983633694747,0.1705768186253025,0.029096451052329345,-0.0,-0.1705768186253025,-0.1705768186253025,r_v = v_ref_oracle - (v_anchor_old + feed_forward),-0.0,-0.0,-0.0,-0.0,-0.0,0.0,1.0,,,,16,0.49999380111694336,-0.0,-0.1705768186253025,down,20,0.666499137878418,1.3154453577957999,-0.1,0.12438448420823028,0.12438448420823028,-0.07601988133324142,-0.07601988133324142,0.0,0.0,20260719T201851-50f9dcc8|frame=305|feature_ts_ns=1784492339047335800
20260719T201851-50f9dcc8:A1,20260719T201851-50f9dcc8:A1,A091,20260719T201851-50f9dcc8,20260719T204430-phase6i-r-rate-ab,False,True,True,20260719T201851-50f9dcc8:A1:cut03,291,306,1784492339075412000,0.5002932548522949,0.2502933408507033,gt0p50,2.0819080366091516,0.1363208249175777,0.01858336730620887,-0.0,-0.1363208249175777,-0.1363208249175777,r_v = v_ref_oracle - (v_anchor_old + feed_forward),-0.0,-0.0,-0.0,-0.0,-0.0,0.0,1.0,,,,16,0.49999380111694336,-0.0,-0.1363208249175777,down,20,0.6662261486053467,1.2760795099508793,-0.1,0.07395621145692213,0.07395621145692213,-0.07836502288470203,-0.07836502288470203,0.0,0.0,20260719T201851-50f9dcc8|frame=306|feature_ts_ns=1784492339075412000
20260719T201851-50f9dcc8:A1,20260719T201851-50f9dcc8:A1,A091,20260719T201851-50f9dcc8,20260719T204430-phase6i-r-rate-ab,False,True,True,20260719T201851-50f9dcc8:A1:cut03,291,307,1784492339109460000,0.5343410968780518,0.2855204078128395,gt0p50,2.0324473521435866,0.017154904838517587,0.0002942907600185941,-0.0929607881061458,-0.11011569294466339,-0.11011569294466339,r_v = v_ref_oracle - (v_anchor_old + feed_forward),-0.0,-0.0,-0.0,-0.0,-0.0,0.0,1.0,,,,16,0.49999380111694336,-0.0,-0.11011569294466339,down,20,0.6665091514587402,1.2515919790682308,-0.1,0.03781991805908086,0.03781991805908086,-0.07989824293572632,-0.07989824293572632,0.0,0.0,20260719T201851-50f9dcc8|frame=307|feature_ts_ns=1784492339109460000
20260719T201851-50f9dcc8:A1,20260719T201851-50f9dcc8:A1,A091,20260719T201851-50f9dcc8,20260719T204430-phase6i-r-rate-ab,False,True,True,20260719T201851-50f9dcc8:A1:cut04,296,297,1784492338776362600,0.034693002700805664,0.001203604436398109,0p00-0p10,2.4820796959408575,0.09961100464448835,0.00992235224628428,-0.0,-0.09961100464448835,-0.09961100464448835,r_v = v_ref_oracle - (v_anchor_old + feed_forward),-0.0,-0.0,-0.0,-0.0,-0.0,0.0,1.0,,,,14,0.49994349479675293,-0.0,-0.09961100464448835,down,11,0.36779046058654785,1.4758699212129838,-0.1,0.04701288557660718,0.04701288557660718,-0.06775664885006416,-0.06775664885006416,0.0,0.0,20260719T201851-50f9dcc8|frame=297|feature_ts_ns=1784492338776362600
20260719T201851-50f9dcc8:A1,20260719T201851-50f9dcc8:A1,A091,20260719T201851-50f9dcc8,20260719T204430-phase6i-r-rate-ab,False,True,True,20260719T201851-50f9dcc8:A1:cut04,296,299,1784492338845719700,0.1040503978729248,0.010826485297513955,0p10-0p20,2.4221829171528055,-0.23536719866692946,0.05539771820831784,-0.0,0.23536719866692946,0.23536719866692946,r_v = v_ref_oracle - (v_anchor_old + feed_forward),-0.0,-0.0,-0.0,-0.0,-0.0,0.0,1.0,,,,14,0.49994349479675293,-0.0,0.23536719866692946,up,13,0.4378776550292969,1.4983955664260504,-0.1,-0.45267316696464655,-0.45267316696464655,-0.06673805117998209,-0.06673805117998209,0.0,0.0,20260719T201851-50f9dcc8|frame=299|feature_ts_ns=1784492338845719700
