row_key,flight_id,tick,ts_s,feature_ts_ns,mono_ns,v_ref_up_mps,setpoint_v_body_z,level_pitch,level_roll,certified_full,row_kind,frame_id,tick_grid_mono_ns,tick_mismatch_ns,e_meas_m,feature_mode,cert_status,det_cert_status,range_z_m,planner_phase,term_owner_state,arbiter_vertical_source,adapter_input_v_body_z,post_limit_command_v_body_z,clip_status,shadow_owner,shadow_up_legacy_mps,term_ready,term_engaged
20260719T201851-50f9dcc8|setpoint_tick=000000,20260719T201851-50f9dcc8,0,0.0,0,169002578699600,-0.0,0.0,-0.3106987661062333,0.00025650874109527094,False,setpoint_grid,,,,,,,,,,,,,,,,,,
20260719T201851-50f9dcc8|setpoint_tick=000001,20260719T201851-50f9dcc8,1,0.02,20000000,169002594654400,-0.0,0.0,-0.3106987661062333,0.00025650874109527094,False,setpoint_grid,,,,,,,,,,,,,,,,,,
20260719T201851-50f9dcc8|setpoint_tick=000002,20260719T201851-50f9dcc8,2,0.04,40000000,169002614631200,-0.0,0.0,-0.3106987661062333,0.00025650874109527094,False,setpoint_grid,,,,,,,,,,,,,,,,,,
20260719T201851-50f9dcc8|setpoint_tick=000003,20260719T201851-50f9dcc8,3,0.06,60000000,169002634620000,-0.0,0.0,-0.3106987661062333,0.00025650874109527094,False,setpoint_grid,,,,,,,,,,,,,,,,,,
20260719T201851-50f9dcc8|setpoint_tick=000004,20260719T201851-50f9dcc8,4,0.08,80000000,169002654620200,-0.0,0.0,-0.3106987661062333,0.00025650874109527094,False,setpoint_grid,,,,,,,,,,,,,,,,,,
20260719T201851-50f9dcc8|setpoint_tick=000005,20260719T201851-50f9dcc8,5,0.1,100000000,169002674621600,-0.0,0.0,-0.3106987661062333,0.00025650874109527094,False,setpoint_grid,,,,,,,,,,,,,,,,,,
20260719T201851-50f9dcc8|setpoint_tick=000006,20260719T201851-50f9dcc8,6,0.12,120000000,169002694625800,-0.0,0.0,-0.3106987661062333,0.00025650874109527094,False,setpoint_grid,,,,,,,,,,,,,,,,,,
20260719T201851-50f9dcc8|setpoint_tick=000007,20260719T201851-50f9dcc8,7,0.14,140000000,169002714649300,-0.0,0.0,-0.3106987661062333,0.00025650874109527094,False,setpoint_grid,,,,,,,,,,,,,,,,,,
20260719T201851-50f9dcc8|setpoint_tick=000008,20260719T201851-50f9dcc8,8,0.16,160000000,169002734773200,-0.0,0.0,-0.3106987661062333,0.00025650874109527094,False,setpoint_grid,,,,,,,,,,,,,,,,,,
20260719T201851-50f9dcc8|setpoint_tick=000009,20260719T201851-50f9dcc8,9,0.18,180000000,169002754746000,-0.0,0.0,-0.3106987661062333,0.00025650874109527094,False,setpoint_grid,,,,,,,,,,,,,,,,,,
20260719T201851-50f9dcc8|setpoint_tick=000010,20260719T201851-50f9dcc8,10,0.2,200000000,169002774804100,-0.0,0.0,-0.3106987661062333,0.00025650874109527094,False,setpoint_grid,,,,,,,,,,,,,,,,,,
20260719T201851-50f9dcc8|setpoint_tick=000011,20260719T201851-50f9dcc8,11,0.22,220000000,169002794765200,-0.0,0.0,-0.3106987661062333,0.00025650874109527094,False,setpoint_grid,,,,,,,,,,,,,,,,,,
20260719T201851-50f9dcc8|setpoint_tick=000012,20260719T201851-50f9dcc8,12,0.24,240000000,169002814635300,-0.0,0.0,-0.3106987661062333,0.00025650874109527094,False,setpoint_grid,,,,,,,,,,,,,,,,,,
20260719T201851-50f9dcc8|setpoint_tick=000013,20260719T201851-50f9dcc8,13,0.26,260000000,169002834899000,-0.0,0.0,-0.3106987661062333,0.00025650874109527094,False,setpoint_grid,,,,,,,,,,,,,,,,,,
20260719T201851-50f9dcc8|setpoint_tick=000014,20260719T201851-50f9dcc8,14,0.28,280000000,169002854731300,-0.0,0.0,-0.3106987661062333,0.00025650874109527094,False,setpoint_grid,,,,,,,,,,,,,,,,,,
20260719T201851-50f9dcc8|setpoint_tick=000015,20260719T201851-50f9dcc8,15,0.3,300000000,169002874656200,-0.0,0.0,-0.3106987661062333,0.00025650874109527094,False,setpoint_grid,,,,,,,,,,,,,,,,,,
20260719T201851-50f9dcc8|setpoint_tick=000016,20260719T201851-50f9dcc8,16,0.32,320000000,169002894947700,-0.0,0.0,-0.3106987661062333,0.00025650874109527094,False,setpoint_grid,,,,,,,,,,,,,,,,,,
20260719T201851-50f9dcc8|setpoint_tick=000017,20260719T201851-50f9dcc8,17,0.34,340000000,169002914635700,-0.0,0.0,-0.3106987661062333,0.00025650874109527094,False,setpoint_grid,,,,,,,,,,,,,,,,,,
20260719T201851-50f9dcc8|setpoint_tick=000018,20260719T201851-50f9dcc8,18,0.36,360000000,169002934803100,-0.0,0.0,-0.3106987661062333,0.00025650874109527094,False,setpoint_grid,,,,,,,,,,,,,,,,,,
20260719T201851-50f9dcc8|setpoint_tick=000019,20260719T201851-50f9dcc8,19,0.38,380000000,169002954849200,-0.0,0.0,-0.3106987661062333,0.00025650874109527094,False,setpoint_grid,,,,,,,,,,,,,,,,,,
20260719T201851-50f9dcc8|setpoint_tick=000020,20260719T201851-50f9dcc8,20,0.4,400000000,169002974604600,-0.0,0.0,-0.3106987661062333,0.00025650874109527094,False,setpoint_grid,,,,,,,,,,,,,,,,,,
20260719T201851-50f9dcc8|setpoint_tick=000021,20260719T201851-50f9dcc8,21,0.42,420000000,169002994630700,-0.0,0.0,-0.3106987661062333,0.00025650874109527094,False,setpoint_grid,,,,,,,,,,,,,,,,,,
20260719T201851-50f9dcc8|setpoint_tick=000022,20260719T201851-50f9dcc8,22,0.44,440000000,169003014824300,-0.0,0.0,-0.3106987661062333,0.00025650874109527094,False,setpoint_grid,,,,,,,,,,,,,,,,,,
20260719T201851-50f9dcc8|setpoint_tick=000023,20260719T201851-50f9dcc8,23,0.46,460000000,169003034840100,-0.0,0.0,-0.3106987661062333,0.00025650874109527094,False,setpoint_grid,,,,,,,,,,,,,,,,,,
20260719T201851-50f9dcc8|setpoint_tick=000024,20260719T201851-50f9dcc8,24,0.48,480000000,169003054691400,-0.0,0.0,-0.3106987661062333,0.00025650874109527094,False,setpoint_grid,,,,,,,,,,,,,,,,,,
20260719T201851-50f9dcc8|setpoint_tick=000025,20260719T201851-50f9dcc8,25,0.5,500000000,169003075076200,-0.0,0.0,-0.3106987661062333,0.00025650874109527094,False,setpoint_grid,,,,,,,,,,,,,,,,,,
20260719T201851-50f9dcc8|setpoint_tick=000026,20260719T201851-50f9dcc8,26,0.52,520000000,169003094887500,-0.0,0.0,-0.3106987661062333,0.00025650874109527094,False,setpoint_grid,,,,,,,,,,,,,,,,,,
20260719T201851-50f9dcc8|setpoint_tick=000027,20260719T201851-50f9dcc8,27,0.54,540000000,169003114604800,-0.0,0.0,-0.3106987661062333,0.00025650874109527094,False,setpoint_grid,,,,,,,,,,,,,,,,,,
20260719T201851-50f9dcc8|setpoint_tick=000028,20260719T201851-50f9dcc8,28,0.56,560000000,169003134649200,-0.0,0.0,-0.3106987661062333,0.00025650874109527094,False,setpoint_grid,,,,,,,,,,,,,,,,,,
20260719T201851-50f9dcc8|setpoint_tick=000029,20260719T201851-50f9dcc8,29,0.58,580000000,169003154931700,-0.0,0.0,-0.3106987661062333,0.00025650874109527094,False,setpoint_grid,,,,,,,,,,,,,,,,,,
20260719T201851-50f9dcc8|setpoint_tick=000030,20260719T201851-50f9dcc8,30,0.6,600000000,169003174613600,-0.0,0.0,-0.3106987661062333,0.00025650874109527094,False,setpoint_grid,,,,,,,,,,,,,,,,,,
20260719T201851-50f9dcc8|setpoint_tick=000031,20260719T201851-50f9dcc8,31,0.62,620000000,169003194646000,-0.0,0.0,-0.3106987661062333,0.00025650874109527094,False,setpoint_grid,,,,,,,,,,,,,,,,,,
20260719T201851-50f9dcc8|setpoint_tick=000032,20260719T201851-50f9dcc8,32,0.64,640000000,169003214935600,-0.0,0.0,-0.3106987661062333,0.00025650874109527094,False,setpoint_grid,,,,,,,,,,,,,,,,,,
20260719T201851-50f9dcc8|setpoint_tick=000033,20260719T201851-50f9dcc8,33,0.66,660000000,169003234661200,-0.0,0.0,-0.3106987661062333,0.00025650874109527094,False,setpoint_grid,,,,,,,,,,,,,,,,,,
20260719T201851-50f9dcc8|setpoint_tick=000034,20260719T201851-50f9dcc8,34,0.68,680000000,169003255260100,-0.0,0.0,-0.3106987661062333,0.00025650874109527094,False,setpoint_grid,,,,,,,,,,,,,,,,,,
20260719T201851-50f9dcc8|setpoint_tick=000035,20260719T201851-50f9dcc8,35,0.7000000000000001,700000000,169003274811800,-0.0,0.0,-0.3106987661062333,0.00025650874109527094,False,setpoint_grid,,,,,,,,,,,,,,,,,,
20260719T201851-50f9dcc8|setpoint_tick=000036,20260719T201851-50f9dcc8,36,0.72,720000000,169003294746300,-0.0,0.0,-0.3106987661062333,0.00025650874109527094,False,setpoint_grid,,,,,,,,,,,,,,,,,,
20260719T201851-50f9dcc8|setpoint_tick=000037,20260719T201851-50f9dcc8,37,0.74,740000000,169003314628200,-0.0,0.0,-0.3106987661062333,0.00025650874109527094,False,setpoint_grid,,,,,,,,,,,,,,,,,,
20260719T201851-50f9dcc8|setpoint_tick=000038,20260719T201851-50f9dcc8,38,0.76,760000000,169003334810400,-0.0,0.0,-0.3106987661062333,0.00025650874109527094,False,setpoint_grid,,,,,,,,,,,,,,,,,,
20260719T201851-50f9dcc8|setpoint_tick=000039,20260719T201851-50f9dcc8,39,0.78,780000000,169003354639000,-0.0,0.0,-0.3106987661062333,0.00025650874109527094,False,setpoint_grid,,,,,,,,,,,,,,,,,,
20260719T201851-50f9dcc8|setpoint_tick=000040,20260719T201851-50f9dcc8,40,0.8,800000000,169003374863700,-0.0,0.0,-0.3106987661062333,0.00025650874109527094,False,setpoint_grid,,,,,,,,,,,,,,,,,,
20260719T201851-50f9dcc8|setpoint_tick=000041,20260719T201851-50f9dcc8,41,0.8200000000000001,820000000,169003394666600,-0.0,0.0,-0.3106987661062333,0.00025650874109527094,False,setpoint_grid,,,,,,,,,,,,,,,,,,
20260719T201851-50f9dcc8|setpoint_tick=000042,20260719T201851-50f9dcc8,42,0.84,840000000,169003414724500,-0.0,0.0,-0.3106987661062333,0.00025650874109527094,False,setpoint_grid,,,,,,,,,,,,,,,,,,
20260719T201851-50f9dcc8|setpoint_tick=000043,20260719T201851-50f9dcc8,43,0.86,860000000,169003434911100,-0.0,0.0,-0.3106987661062333,0.00025650874109527094,False,setpoint_grid,,,,,,,,,,,,,,,,,,
20260719T201851-50f9dcc8|setpoint_tick=000044,20260719T201851-50f9dcc8,44,0.88,880000000,169003454625000,-0.0,0.0,-0.3106987661062333,0.00025650874109527094,False,setpoint_grid,,,,,,,,,,,,,,,,,,
20260719T201851-50f9dcc8|setpoint_tick=000045,20260719T201851-50f9dcc8,45,0.9,900000000,169003474858400,-0.0,0.0,-0.3106987661062333,0.00025650874109527094,False,setpoint_grid,,,,,,,,,,,,,,,,,,
20260719T201851-50f9dcc8|setpoint_tick=000046,20260719T201851-50f9dcc8,46,0.92,920000000,169003494842400,-0.0,0.0,-0.3106987661062333,0.00025650874109527094,False,setpoint_grid,,,,,,,,,,,,,,,,,,
20260719T201851-50f9dcc8|setpoint_tick=000047,20260719T201851-50f9dcc8,47,0.9400000000000001,940000000,169003514642200,-0.0,0.0,-0.3106987661062333,0.00025650874109527094,False,setpoint_grid,,,,,,,,,,,,,,,,,,
20260719T201851-50f9dcc8|setpoint_tick=000048,20260719T201851-50f9dcc8,48,0.96,960000000,169003534639400,-0.0,0.0,-0.3106987661062333,0.00025650874109527094,False,setpoint_grid,,,,,,,,,,,,,,,,,,
20260719T201851-50f9dcc8|setpoint_tick=000049,20260719T201851-50f9dcc8,49,0.98,980000000,169003554867200,-0.0,0.0,-0.3106987661062333,0.00025650874109527094,False,setpoint_grid,,,,,,,,,,,,,,,,,,
20260719T201851-50f9dcc8|setpoint_tick=000050,20260719T201851-50f9dcc8,50,1.0,1000000000,169003575083200,-0.0,0.0,-0.3106987661062333,0.00025650874109527094,False,setpoint_grid,,,,,,,,,,,,,,,,,,
20260719T201851-50f9dcc8|setpoint_tick=000051,20260719T201851-50f9dcc8,51,1.02,1020000000,169003594762800,-0.0,0.0,-0.3106987661062333,0.00025650874109527094,False,setpoint_grid,,,,,,,,,,,,,,,,,,
20260719T201851-50f9dcc8|setpoint_tick=000052,20260719T201851-50f9dcc8,52,1.04,1040000000,169003614850000,-0.0,0.0,-0.3106987661062333,0.00025650874109527094,False,setpoint_grid,,,,,,,,,,,,,,,,,,
20260719T201851-50f9dcc8|setpoint_tick=000053,20260719T201851-50f9dcc8,53,1.06,1060000000,169003634805100,-0.0,0.0,-0.3106987661062333,0.00025650874109527094,False,setpoint_grid,,,,,,,,,,,,,,,,,,
20260719T201851-50f9dcc8|setpoint_tick=000054,20260719T201851-50f9dcc8,54,1.08,1080000000,169003654715600,-0.0,0.0,-0.3106987661062333,0.00025650874109527094,False,setpoint_grid,,,,,,,,,,,,,,,,,,
20260719T201851-50f9dcc8|setpoint_tick=000055,20260719T201851-50f9dcc8,55,1.1,1100000000,169003674662400,-0.0,0.0,-0.3106987661062333,0.00025650874109527094,False,setpoint_grid,,,,,,,,,,,,,,,,,,
20260719T201851-50f9dcc8|setpoint_tick=000056,20260719T201851-50f9dcc8,56,1.12,1120000000,169003694808700,-0.0,0.0,-0.3106987661062333,0.00025650874109527094,False,setpoint_grid,,,,,,,,,,,,,,,,,,
20260719T201851-50f9dcc8|setpoint_tick=000057,20260719T201851-50f9dcc8,57,1.1400000000000001,1140000000,169003714818100,-0.0,0.0,-0.3106987661062333,0.00025650874109527094,False,setpoint_grid,,,,,,,,,,,,,,,,,,
20260719T201851-50f9dcc8|setpoint_tick=000058,20260719T201851-50f9dcc8,58,1.16,1160000000,169003734637000,-0.0,0.0,-0.3106987661062333,0.00025650874109527094,False,setpoint_grid,,,,,,,,,,,,,,,,,,
20260719T201851-50f9dcc8|setpoint_tick=000059,20260719T201851-50f9dcc8,59,1.18,1180000000,169003754723900,-0.0,0.0,-0.3106987661062333,0.00025650874109527094,False,setpoint_grid,,,,,,,,,,,,,,,,,,
20260719T201851-50f9dcc8|setpoint_tick=000060,20260719T201851-50f9dcc8,60,1.2,1200000000,169003774808800,-0.0,0.0,-0.3106987661062333,0.00025650874109527094,False,setpoint_grid,,,,,,,,,,,,,,,,,,
20260719T201851-50f9dcc8|setpoint_tick=000061,20260719T201851-50f9dcc8,61,1.22,1220000000,169003794727000,-0.0,0.0,-0.3106987661062333,0.00025650874109527094,False,setpoint_grid,,,,,,,,,,,,,,,,,,
20260719T201851-50f9dcc8|setpoint_tick=000062,20260719T201851-50f9dcc8,62,1.24,1240000000,169003814670200,-0.0,0.0,-0.3106987661062333,0.00025650874109527094,False,setpoint_grid,,,,,,,,,,,,,,,,,,
20260719T201851-50f9dcc8|setpoint_tick=000063,20260719T201851-50f9dcc8,63,1.26,1260000000,169003834809400,-0.0,0.0,-0.3106987661062333,0.00025650874109527094,False,setpoint_grid,,,,,,,,,,,,,,,,,,
20260719T201851-50f9dcc8|setpoint_tick=000064,20260719T201851-50f9dcc8,64,1.28,1280000000,169003854860600,-0.0,0.0,-0.3106987661062333,0.00025650874109527094,False,setpoint_grid,,,,,,,,,,,,,,,,,,
20260719T201851-50f9dcc8|setpoint_tick=000065,20260719T201851-50f9dcc8,65,1.3,1300000000,169003874627400,-0.0,0.0,-0.3106987661062333,0.00025650874109527094,False,setpoint_grid,,,,,,,,,,,,,,,,,,
20260719T201851-50f9dcc8|setpoint_tick=000066,20260719T201851-50f9dcc8,66,1.32,1320000000,169003895014600,-0.0,0.0,-0.3106987661062333,0.00025650874109527094,False,setpoint_grid,,,,,,,,,,,,,,,,,,
20260719T201851-50f9dcc8|setpoint_tick=000067,20260719T201851-50f9dcc8,67,1.34,1340000000,169003914622700,-0.0,0.0,-0.3106987661062333,0.00025650874109527094,False,setpoint_grid,,,,,,,,,,,,,,,,,,
20260719T201851-50f9dcc8|setpoint_tick=000068,20260719T201851-50f9dcc8,68,1.36,1360000000,169003934622400,-0.0,0.0,-0.3106987661062333,0.00025650874109527094,False,setpoint_grid,,,,,,,,,,,,,,,,,,
20260719T201851-50f9dcc8|setpoint_tick=000069,20260719T201851-50f9dcc8,69,1.3800000000000001,1380000000,169003954802100,-0.0,0.0,-0.3106987661062333,0.00025650874109527094,False,setpoint_grid,,,,,,,,,,,,,,,,,,
20260719T201851-50f9dcc8|setpoint_tick=000070,20260719T201851-50f9dcc8,70,1.4000000000000001,1400000000,169003974825300,-0.0,0.0,-0.3106987661062333,0.00025650874109527094,False,setpoint_grid,,,,,,,,,,,,,,,,,,
20260719T201851-50f9dcc8|setpoint_tick=000071,20260719T201851-50f9dcc8,71,1.42,1420000000,169003994642000,-0.0,0.0,-0.3106987661062333,0.00025650874109527094,False,setpoint_grid,,,,,,,,,,,,,,,,,,
20260719T201851-50f9dcc8|setpoint_tick=000072,20260719T201851-50f9dcc8,72,1.44,1440000000,169004014883900,-0.0,0.0,-0.3106987661062333,0.00025650874109527094,False,setpoint_grid,,,,,,,,,,,,,,,,,,
20260719T201851-50f9dcc8|setpoint_tick=000073,20260719T201851-50f9dcc8,73,1.46,1460000000,169004034964800,-0.0,0.0,-0.3106987661062333,0.00025650874109527094,False,setpoint_grid,,,,,,,,,,,,,,,,,,
20260719T201851-50f9dcc8|setpoint_tick=000074,20260719T201851-50f9dcc8,74,1.48,1480000000,169004054639200,-0.0,0.0,-0.3106987661062333,0.00025650874109527094,False,setpoint_grid,,,,,,,,,,,,,,,,,,
20260719T201851-50f9dcc8|setpoint_tick=000075,20260719T201851-50f9dcc8,75,1.5,1500000000,169004074959400,-0.0,0.0,-0.3106987661062333,0.00025650874109527094,False,setpoint_grid,,,,,,,,,,,,,,,,,,
20260719T201851-50f9dcc8|setpoint_tick=000076,20260719T201851-50f9dcc8,76,1.52,1520000000,169004094939100,-0.0,0.0,-0.3106987661062333,0.00025650874109527094,False,setpoint_grid,,,,,,,,,,,,,,,,,,
20260719T201851-50f9dcc8|setpoint_tick=000077,20260719T201851-50f9dcc8,77,1.54,1540000000,169004114635400,-0.0,0.0,-0.3106987661062333,0.00025650874109527094,False,setpoint_grid,,,,,,,,,,,,,,,,,,
20260719T201851-50f9dcc8|setpoint_tick=000078,20260719T201851-50f9dcc8,78,1.56,1560000000,169004134833900,-0.0,0.0,-0.3106987661062333,0.00025650874109527094,False,setpoint_grid,,,,,,,,,,,,,,,,,,
20260719T201851-50f9dcc8|setpoint_tick=000079,20260719T201851-50f9dcc8,79,1.58,1580000000,169004154942500,-0.0,0.0,-0.3106987661062333,0.00025650874109527094,False,setpoint_grid,,,,,,,,,,,,,,,,,,
20260719T201851-50f9dcc8|setpoint_tick=000080,20260719T201851-50f9dcc8,80,1.6,1600000000,169004174659700,-0.0,0.0,-0.3106987661062333,0.00025650874109527094,False,setpoint_grid,,,,,,,,,,,,,,,,,,
20260719T201851-50f9dcc8|setpoint_tick=000081,20260719T201851-50f9dcc8,81,1.62,1620000000,169004194993100,-0.0,0.0,-0.3106987661062333,0.00025650874109527094,False,setpoint_grid,,,,,,,,,,,,,,,,,,
20260719T201851-50f9dcc8|setpoint_tick=000082,20260719T201851-50f9dcc8,82,1.6400000000000001,1640000000,169004214828000,-0.0,0.0,-0.3106987661062333,0.00025650874109527094,False,setpoint_grid,,,,,,,,,,,,,,,,,,
20260719T201851-50f9dcc8|setpoint_tick=000083,20260719T201851-50f9dcc8,83,1.6600000000000001,1660000000,169004234641500,-0.0,0.0,-0.3106987661062333,0.00025650874109527094,False,setpoint_grid,,,,,,,,,,,,,,,,,,
20260719T201851-50f9dcc8|setpoint_tick=000084,20260719T201851-50f9dcc8,84,1.68,1680000000,169004254731700,-0.0,0.0,-0.3106987661062333,0.00025650874109527094,False,setpoint_grid,,,,,,,,,,,,,,,,,,
20260719T201851-50f9dcc8|setpoint_tick=000085,20260719T201851-50f9dcc8,85,1.7,1700000000,169004274818900,-0.0,0.0,-0.3106987661062333,0.00025650874109527094,False,setpoint_grid,,,,,,,,,,,,,,,,,,
20260719T201851-50f9dcc8|setpoint_tick=000086,20260719T201851-50f9dcc8,86,1.72,1720000000,169004295314000,-0.0,0.0,-0.3106987661062333,0.00025650874109527094,False,setpoint_grid,,,,,,,,,,,,,,,,,,
20260719T201851-50f9dcc8|setpoint_tick=000087,20260719T201851-50f9dcc8,87,1.74,1740000000,169004314652700,-0.0,0.0,-0.3106987661062333,0.00025650874109527094,False,setpoint_grid,,,,,,,,,,,,,,,,,,
20260719T201851-50f9dcc8|setpoint_tick=000088,20260719T201851-50f9dcc8,88,1.76,1760000000,169004334638800,-0.0,0.0,-0.3106987661062333,0.00025650874109527094,False,setpoint_grid,,,,,,,,,,,,,,,,,,
20260719T201851-50f9dcc8|setpoint_tick=000089,20260719T201851-50f9dcc8,89,1.78,1780000000,169004355091800,-0.0,0.0,-0.3106987661062333,0.00025650874109527094,False,setpoint_grid,,,,,,,,,,,,,,,,,,
20260719T201851-50f9dcc8|setpoint_tick=000090,20260719T201851-50f9dcc8,90,1.8,1800000000,169004374700600,-0.0,0.0,-0.3106987661062333,0.00025650874109527094,False,setpoint_grid,,,,,,,,,,,,,,,,,,
20260719T201851-50f9dcc8|setpoint_tick=000091,20260719T201851-50f9dcc8,91,1.82,1820000000,169004394791500,-0.0,0.0,-0.3106987661062333,0.00025650874109527094,False,setpoint_grid,,,,,,,,,,,,,,,,,,
20260719T201851-50f9dcc8|setpoint_tick=000092,20260719T201851-50f9dcc8,92,1.84,1840000000,169004414817000,-0.0,0.0,-0.3106987661062333,0.00025650874109527094,False,setpoint_grid,,,,,,,,,,,,,,,,,,
20260719T201851-50f9dcc8|setpoint_tick=000093,20260719T201851-50f9dcc8,93,1.86,1860000000,169004435190900,-0.0,0.0,-0.3106987661062333,0.00025650874109527094,False,setpoint_grid,,,,,,,,,,,,,,,,,,
20260719T201851-50f9dcc8|setpoint_tick=000094,20260719T201851-50f9dcc8,94,1.8800000000000001,1880000000,169004454700100,-0.0,0.0,-0.3106987661062333,0.00025650874109527094,False,setpoint_grid,,,,,,,,,,,,,,,,,,
20260719T201851-50f9dcc8|setpoint_tick=000095,20260719T201851-50f9dcc8,95,1.9000000000000001,1900000000,169004474819000,-0.0,0.0,-0.3106987661062333,0.00025650874109527094,False,setpoint_grid,,,,,,,,,,,,,,,,,,
20260719T201851-50f9dcc8|setpoint_tick=000096,20260719T201851-50f9dcc8,96,1.92,1920000000,169004495093400,-0.0,0.0,-0.3106987661062333,0.00025650874109527094,False,setpoint_grid,,,,,,,,,,,,,,,,,,
20260719T201851-50f9dcc8|setpoint_tick=000097,20260719T201851-50f9dcc8,97,1.94,1940000000,169004514628500,-0.0,0.0,-0.3106987661062333,0.00025650874109527094,False,setpoint_grid,,,,,,,,,,,,,,,,,,
20260719T201851-50f9dcc8|setpoint_tick=000098,20260719T201851-50f9dcc8,98,1.96,1960000000,169004534853500,-0.0,0.0,-0.3106987661062333,0.00025650874109527094,False,setpoint_grid,,,,,,,,,,,,,,,,,,
20260719T201851-50f9dcc8|setpoint_tick=000099,20260719T201851-50f9dcc8,99,1.98,1980000000,169004554635600,-0.0,0.0,-0.3106987661062333,0.00025650874109527094,False,setpoint_grid,,,,,,,,,,,,,,,,,,
20260719T201851-50f9dcc8|setpoint_tick=000100,20260719T201851-50f9dcc8,100,2.0,2000000000,169004574608600,-0.0,0.0,-0.3106987661062333,0.00025650874109527094,False,setpoint_grid,,,,,,,,,,,,,,,,,,
20260719T201851-50f9dcc8|setpoint_tick=000101,20260719T201851-50f9dcc8,101,2.02,2020000000,169004595405300,-0.0,0.0,-0.3106987661062333,0.00025650874109527094,False,setpoint_grid,,,,,,,,,,,,,,,,,,
20260719T201851-50f9dcc8|setpoint_tick=000102,20260719T201851-50f9dcc8,102,2.04,2040000000,169004614677000,-0.0,0.0,-0.3106987661062333,0.00025650874109527094,False,setpoint_grid,,,,,,,,,,,,,,,,,,
20260719T201851-50f9dcc8|setpoint_tick=000103,20260719T201851-50f9dcc8,103,2.06,2060000000,169004635175700,-0.0,0.0,-0.3106987661062333,0.00025650874109527094,False,setpoint_grid,,,,,,,,,,,,,,,,,,
20260719T201851-50f9dcc8|setpoint_tick=000104,20260719T201851-50f9dcc8,104,2.08,2080000000,169004655182000,-0.0,0.0,-0.3106987661062333,0.00025650874109527094,False,setpoint_grid,,,,,,,,,,,,,,,,,,
20260719T201851-50f9dcc8|setpoint_tick=000105,20260719T201851-50f9dcc8,105,2.1,2100000000,169004674879700,-0.0,0.0,-0.3106987661062333,0.00025650874109527094,False,setpoint_grid,,,,,,,,,,,,,,,,,,
20260719T201851-50f9dcc8|setpoint_tick=000106,20260719T201851-50f9dcc8,106,2.12,2120000000,169004694654600,-0.0,0.0,-0.3106987661062333,0.00025650874109527094,False,setpoint_grid,,,,,,,,,,,,,,,,,,
20260719T201851-50f9dcc8|setpoint_tick=000107,20260719T201851-50f9dcc8,107,2.14,2140000000,169004714604000,-0.0,0.0,-0.3106987661062333,0.00025650874109527094,False,setpoint_grid,,,,,,,,,,,,,,,,,,
20260719T201851-50f9dcc8|setpoint_tick=000108,20260719T201851-50f9dcc8,108,2.16,2160000000,169004734954400,-0.0,0.0,-0.3106987661062333,0.00025650874109527094,False,setpoint_grid,,,,,,,,,,,,,,,,,,
20260719T201851-50f9dcc8|setpoint_tick=000109,20260719T201851-50f9dcc8,109,2.18,2180000000,169004754861800,-0.0,0.0,-0.3106987661062333,0.00025650874109527094,False,setpoint_grid,,,,,,,,,,,,,,,,,,
20260719T201851-50f9dcc8|setpoint_tick=000110,20260719T201851-50f9dcc8,110,2.2,2200000000,169004774804500,-0.0,0.0,-0.3106987661062333,0.00025650874109527094,False,setpoint_grid,,,,,,,,,,,,,,,,,,
20260719T201851-50f9dcc8|setpoint_tick=000111,20260719T201851-50f9dcc8,111,2.22,2220000000,169004794629900,-0.0,0.0,-0.3106987661062333,0.00025650874109527094,False,setpoint_grid,,,,,,,,,,,,,,,,,,
20260719T201851-50f9dcc8|setpoint_tick=000112,20260719T201851-50f9dcc8,112,2.24,2240000000,169004814654800,-0.0,0.0,-0.3106987661062333,0.00025650874109527094,False,setpoint_grid,,,,,,,,,,,,,,,,,,
20260719T201851-50f9dcc8|setpoint_tick=000113,20260719T201851-50f9dcc8,113,2.2600000000000002,2260000000,169004834811500,-0.0,0.0,-0.3106987661062333,0.00025650874109527094,False,setpoint_grid,,,,,,,,,,,,,,,,,,
20260719T201851-50f9dcc8|setpoint_tick=000114,20260719T201851-50f9dcc8,114,2.2800000000000002,2280000000,169004854668700,-0.0,0.0,-0.3106987661062333,0.00025650874109527094,False,setpoint_grid,,,,,,,,,,,,,,,,,,
20260719T201851-50f9dcc8|setpoint_tick=000115,20260719T201851-50f9dcc8,115,2.3000000000000003,2300000000,169004874646800,-0.0,0.0,-0.3106987661062333,0.00025650874109527094,False,setpoint_grid,,,,,,,,,,,,,,,,,,
20260719T201851-50f9dcc8|setpoint_tick=000116,20260719T201851-50f9dcc8,116,2.32,2320000000,169004894969400,-0.0,0.0,-0.3106987661062333,0.00025650874109527094,False,setpoint_grid,,,,,,,,,,,,,,,,,,
20260719T201851-50f9dcc8|setpoint_tick=000117,20260719T201851-50f9dcc8,117,2.34,2340000000,169004914662700,-0.0,0.0,-0.3106987661062333,0.00025650874109527094,False,setpoint_grid,,,,,,,,,,,,,,,,,,
20260719T201851-50f9dcc8|setpoint_tick=000118,20260719T201851-50f9dcc8,118,2.36,2360000000,169004934744100,-0.0,0.0,-0.3106987661062333,0.00025650874109527094,False,setpoint_grid,,,,,,,,,,,,,,,,,,
