flight,flight_id,frame_id,mono_ns,t_rel_s,feature_ts_ns,phase,commit,source,feature_mode,cert_status,range_z_m,range_norm_m,x_m,y_down_m,gate_age_s,center_x_px,y_top_px,span_px,span_x_range,e_meas,e_reject,level_pitch_rad,level_roll_rad,image_w,image_h,det_confidence,det_cert_status
F2,20260720T071112-cd18c5fb,257,208148706621300,5.2345766,1784531478597809000,commit,True,detector,FULL_QUAD,certified,3.804182240846698,3.8393064329235718,0.28818507404503557,-0.4306050712806037,0.0,353.0,250.5,145.82523787054146,554.7457801743592,-0.45,ok,-0.31070304002823274,0.00025602409079155774,640,360,1.0,certified
F2,20260720T071112-cd18c5fb,261,208148838528000,5.3664833,1784531478729590600,commit,True,tracker,SIDE_PAIR,probation,2.964745858550118,3.3640302022299986,0.3194667352668768,-1.5572161702164067,0.0,351.50206050760517,131.0161733686522,150.52409224755348,446.2656791029501,-0.45,ok,-0.31070304002823274,0.00025602409079155774,640,360,0.5,probation
F2,20260720T071112-cd18c5fb,271,208149172092200,5.7000475,1784531479062956400,commit,True,tracker,SIDE_PAIR,none,3.318166919895278,3.377616256820985,0.2848412171099059,-0.5629612340911527,0.008064912,377.1265458958767,219.2034439888621,183.31274172990965,608.2622756034929,,not_certified,-0.31070304002823274,0.00025602409079155774,640,360,0.5,none
F2,20260720T071112-cd18c5fb,285,208149636841400,6.1647967,1784531479528186500,commit,True,tracker,SIDE_PAIR,probation,2.772713872210143,3.2726213471378394,0.18149730595061306,-1.7289207594705978,0.0,339.37912090355826,100.1268288423644,150.01058674899906,415.93643485733276,-0.45,ok,-0.31070304002823274,0.00025602409079155774,640,360,0.5,probation
F2,20260720T071112-cd18c5fb,287,208149706764000,6.2347193,1784531479597761900,commit,True,tracker,SIDE_PAIR,none,2.460693708623052,2.9865717164916528,-0.02065167778891938,-1.69238606656263,0.0,285.66164380542875,80.86174796664953,187.6567223976753,461.76571618478215,,not_certified,-0.31070304002823274,0.00025602409079155774,640,360,0.5,none
F2,20260720T071112-cd18c5fb,293,208149907642600,6.4355979,1784531479798964900,commit,True,tracker,SIDE_PAIR,none,2.2052379355234804,2.7479717404040604,0.045657772563667126,-1.6389599450846823,0.0079314,329.1522932048824,56.756489921388365,171.01780004907104,377.1349403179808,,not_certified,-0.31070304002823274,0.00025602409079155774,640,360,0.5,none
F2,20260720T071112-cd18c5fb,298,208150074148800,6.6021041,1784531479965709900,commit,True,detector,FULL_QUAD,certified,2.1837498964465607,2.5972953327818202,0.0818673199925639,-1.4037368618715893,0.0,320.5,61.0,177.55280904564702,387.73092836722765,-0.4383662919971123,ok,-0.31070304002823274,0.00025602409079155774,640,360,1.0,certified
F2,20260720T071112-cd18c5fb,299,208150102418200,6.6303735,1784531479993161000,commit,True,detector,FULL_QUAD,certified,2.1917528439877025,2.5853073654957344,0.07066426741800216,-1.3693210749377187,0.0,315.5,67.0,183.273020382161,401.68916364881755,-0.4101084225833649,ok,-0.31070304002823274,0.00025602409079155774,640,360,1.0,certified
F2,20260720T071112-cd18c5fb,300,208150138151700,6.666107,1784531480027996900,commit,True,detector,FULL_QUAD,certified,2.1316069599764265,2.5145829389632017,0.06634985005302814,-1.3322825610593316,0.0,310.5,68.5,185.21878954360974,394.8136609095675,-0.3362525872226713,ok,-0.31070304002823274,0.00025602409079155774,640,360,1.0,certified
F2,20260720T071112-cd18c5fb,301,208150172095000,6.7000503,1784531480062738500,commit,True,detector,FULL_QUAD,certified,2.0990217831425735,2.4555743945334574,0.06568886287687677,-1.2726500439143789,0.0,311.0,72.5,198.3053201505194,416.24718670900216,-0.3174950462830216,ok,-0.31070304002823274,0.00025602409079155774,640,360,1.0,certified
F2,20260720T071112-cd18c5fb,302,208150206326000,6.7342813,1784531480097612300,commit,True,detector,FULL_QUAD,certified,2.0128849432298743,2.3739670069776535,0.06440745894973077,-1.2569269011237463,0.0,305.0,62.5,196.1249601657066,394.77697930910966,-0.23730212551579288,ok,-0.31070304002823274,0.00025602409079155774,640,360,1.0,certified
F2,20260720T071112-cd18c5fb,303,208150241394800,6.7693501,1784531480132076000,commit,True,detector,FULL_QUAD,certified,1.902749064928567,2.2928796650762773,0.035214989765357044,-1.2789069782160043,0.0,295.0,49.0,208.0384579831335,395.84498139658825,-0.23254347557751165,ok,-0.31070304002823274,0.00025602409079155774,640,360,1.0,certified
F2,20260720T071112-cd18c5fb,304,208150268520200,6.7964755,1784531480159929900,commit,True,detector,FULL_QUAD,certified,1.820520976506556,2.225537377193343,0.0077652784502270054,-1.2801014381035705,0.0,282.5,39.0,213.03755537463343,387.83933834319714,-0.18517863752343472,ok,-0.31070304002823274,0.00025602409079155774,640,360,1.0,certified
F2,20260720T071112-cd18c5fb,305,208150303798100,6.8317534,1784531480194656100,commit,True,detector,FULL_QUAD,certified,1.7168908172085224,2.130292384053285,0.024272153250848975,-1.26088953755555,0.0,281.5,31.5,223.0022421411946,382.87050174912844,-0.11989927518559945,ok,-0.31070304002823274,0.00025602409079155774,640,360,1.0,certified
F2,20260720T071112-cd18c5fb,306,208150338727400,6.8666827,1784531480229388300,commit,True,detector,FULL_QUAD,certified,1.6485115910166956,2.041061114504528,0.04819050687235834,-1.2025047536178202,0.009296312,285.5,27.5,227.1079038695043,374.3900119403833,-0.031435611319506895,ok,-0.31070304002823274,0.00025602409079155774,640,360,1.0,certified
F2,20260720T071112-cd18c5fb,307,208150373706100,6.9016614,1784531480264298600,commit,True,detector,FULL_QUAD,certified,1.5762884929364394,1.9587987384832901,0.014608963163791833,-1.162752623353384,0.008059432,271.5,24.5,239.00209204105306,376.7362474720477,-0.022770931419690832,ok,-0.31070304002823274,0.00025602409079155774,640,360,1.0,certified
F2,20260720T071112-cd18c5fb,308,208150408857100,6.9368124,1784531480298793200,commit,True,detector,FULL_QUAD,certified,1.49710337227553,1.8844702122593708,0.02622389314327156,-1.1442122971907458,0.0,267.0,16.0,244.0327846827143,365.3423048942799,0.025564718274174364,ok,-0.31070304002823274,0.00025602409079155774,640,360,1.0,certified
F2,20260720T071112-cd18c5fb,309,208150438790800,6.9667461,1784531480326569300,commit,True,detector,FULL_QUAD,certified,1.4409211047550425,1.8250063937686438,0.03245665525066625,-1.1195272541112509,0.0,265.5,10.0,255.07057846799972,367.53657971661795,0.05184612784154291,ok,-0.31070304002823274,0.00025602409079155774,640,360,1.0,certified
F2,20260720T071112-cd18c5fb,310,208150470606100,6.9985614,1784531480361406400,commit,True,detector,FULL_QUAD,certified,1.3790571722634235,1.732427896866635,0.023740071440101398,-1.0483053669988438,0.0,259.5,7.0,265.1207272168662,365.61664038411396,0.09609946312210396,ok,-0.31070304002823274,0.00025602409079155774,640,360,1.0,certified
F2,20260720T071112-cd18c5fb,311,208150504669700,7.032625,1784531480395970000,commit,True,detector,FULL_QUAD,certified,1.3163215867776885,1.6522460230799367,0.03278688945199619,-0.9980678438095267,0.0,260.0,5.0,274.18242102658587,360.9122395122638,0.1260863745710043,ok,-0.31070304002823274,0.00025602409079155774,640,360,1.0,certified
