flight,flight_id,frame_id,mono_ns,t_rel_s,feature_ts_ns,phase,commit,source,feature_mode,cert_status,range_z_m,range_norm_m,x_m,y_down_m,gate_age_s,center_x_px,y_top_px,span_px,span_x_range,e_meas,e_reject,level_pitch_rad,level_roll_rad,image_w,image_h,det_confidence,det_cert_status,sweep,fed,active_source,ready,ready_legacy,hist_n,hist_span_s,hist_gap_s,oracle_e_z
F2,20260720T071112-cd18c5fb,303,208150241394800,6.7693501,1784531480132076000,commit,True,detector,FULL_QUAD,certified,1.902749064928567,2.2928796650762773,0.035214989765357044,-1.2789069782160043,0.0,295.0,49.0,208.0384579831335,395.84498139658825,-0.23254347557751165,ok,-0.31070304002823274,0.00025602409079155774,640,360,1.0,certified,baseline,True,FULL_QUAD,True,False,6,0.1663661003112793,0.03487396240234375,
F2,20260720T071112-cd18c5fb,304,208150268520200,6.7964755,1784531480159929900,commit,True,detector,FULL_QUAD,certified,1.820520976506556,2.225537377193343,0.0077652784502270054,-1.2801014381035705,0.0,282.5,39.0,213.03755537463343,387.83933834319714,-0.18517863752343472,ok,-0.31070304002823274,0.00025602409079155774,640,360,1.0,certified,baseline,True,FULL_QUAD,True,False,7,0.19421982765197754,0.03487396240234375,
F2,20260720T071112-cd18c5fb,305,208150303798100,6.8317534,1784531480194656100,commit,True,detector,FULL_QUAD,certified,1.7168908172085224,2.130292384053285,0.024272153250848975,-1.26088953755555,0.0,281.5,31.5,223.0022421411946,382.87050174912844,-0.11989927518559945,ok,-0.31070304002823274,0.00025602409079155774,640,360,1.0,certified,baseline,True,FULL_QUAD,True,False,8,0.22894597053527832,0.03487396240234375,
F2,20260720T071112-cd18c5fb,306,208150338727400,6.8666827,1784531480229388300,commit,True,detector,FULL_QUAD,certified,1.6485115910166956,2.041061114504528,0.04819050687235834,-1.2025047536178202,0.009296312,285.5,27.5,227.1079038695043,374.3900119403833,-0.031435611319506895,ok,-0.31070304002823274,0.00025602409079155774,640,360,1.0,certified,baseline,True,FULL_QUAD,True,False,9,0.26367831230163574,0.03487396240234375,
F2,20260720T071112-cd18c5fb,307,208150373706100,6.9016614,1784531480264298600,commit,True,detector,FULL_QUAD,certified,1.5762884929364394,1.9587987384832901,0.014608963163791833,-1.162752623353384,0.008059432,271.5,24.5,239.00209204105306,376.7362474720477,-0.022770931419690832,ok,-0.31070304002823274,0.00025602409079155774,640,360,1.0,certified,baseline,True,FULL_QUAD,True,False,10,0.29858851432800293,0.03491020202636719,
F2,20260720T071112-cd18c5fb,308,208150408857100,6.9368124,1784531480298793200,commit,True,detector,FULL_QUAD,certified,1.49710337227553,1.8844702122593708,0.02622389314327156,-1.1442122971907458,0.0,267.0,16.0,244.0327846827143,365.3423048942799,0.025564718274174364,ok,-0.31070304002823274,0.00025602409079155774,640,360,1.0,certified,baseline,True,FULL_QUAD,True,False,11,0.3330833911895752,0.03491020202636719,
F2,20260720T071112-cd18c5fb,309,208150438790800,6.9667461,1784531480326569300,commit,True,detector,FULL_QUAD,certified,1.4409211047550425,1.8250063937686438,0.03245665525066625,-1.1195272541112509,0.0,265.5,10.0,255.07057846799972,367.53657971661795,0.05184612784154291,ok,-0.31070304002823274,0.00025602409079155774,640,360,1.0,certified,baseline,True,FULL_QUAD,True,False,12,0.36085939407348633,0.03491020202636719,
F2,20260720T071112-cd18c5fb,310,208150470606100,6.9985614,1784531480361406400,commit,True,detector,FULL_QUAD,certified,1.3790571722634235,1.732427896866635,0.023740071440101398,-1.0483053669988438,0.0,259.5,7.0,265.1207272168662,365.61664038411396,0.09609946312210396,ok,-0.31070304002823274,0.00025602409079155774,640,360,1.0,certified,baseline,True,FULL_QUAD,True,False,13,0.39569664001464844,0.03491020202636719,
F2,20260720T071112-cd18c5fb,311,208150504669700,7.032625,1784531480395970000,commit,True,detector,FULL_QUAD,certified,1.3163215867776885,1.6522460230799367,0.03278688945199619,-0.9980678438095267,0.0,260.0,5.0,274.18242102658587,360.9122395122638,0.1260863745710043,ok,-0.31070304002823274,0.00025602409079155774,640,360,1.0,certified,baseline,True,FULL_QUAD,True,False,14,0.43026018142700195,0.03491020202636719,
F2,20260720T071112-cd18c5fb,312,208150539550100,7.0675054,1784531480430727000,commit,True,detector,FULL_QUAD,certified,1.2654288904272961,1.6053468406161286,0.037383099082472164,-0.9871325675161965,0.0,264.0,2.0,282.02836736753983,356.8868439869278,0.1461127750258445,ok,-0.31070304002823274,0.00025602409079155774,640,360,1.0,certified,baseline,True,FULL_QUAD,True,False,15,0.46501708030700684,0.03491020202636719,
F2,20260720T071112-cd18c5fb,313,208150573979400,7.1019347,1784531480465555400,commit,True,detector,FULL_QUAD,certified,1.1940047941274192,1.5432671603051997,0.018503081503157163,-0.9775907710550984,0.0,262.0,0.0,296.0,353.42541906171607,0.13780383356066506,ok,-0.31070304002823274,0.00025602409079155774,640,360,1.0,certified,baseline,True,FULL_QUAD,True,False,16,0.4998455047607422,0.03491020202636719,
F2,20260720T071112-cd18c5fb,314,208150602000200,7.1299555,1784531480493214800,commit,True,detector,FULL_QUAD,certified,1.139573386869149,1.4956353222427916,-0.0039462191832325515,-0.9686495446930401,0.0,260.0,0.0,314.0,357.82604347691284,0.08857906987093482,ok,-0.31070304002823274,0.00025602409079155774,640,360,1.0,certified,baseline,True,FULL_QUAD,True,False,17,0.5275046825408936,0.03491020202636719,
F2,20260720T071112-cd18c5fb,315,208150638869800,7.1668251,1784531480528160300,commit,True,detector,FULL_QUAD,certified,1.0643050179747024,1.4338838053681504,-0.023989950909647825,-0.9605738275979981,0.0,263.0,0.0,336.0,357.6064860395,0.035191406071151066,ok,-0.31070304002823274,0.00025602409079155774,640,360,1.0,certified,baseline,True,FULL_QUAD,True,False,18,0.5624504089355469,0.03494572639465332,
F2,20260720T071112-cd18c5fb,316,208150671664100,7.1996194,1784531480562728400,commit,True,tracker,SIDE_PAIR,certified,1.005559242163126,1.330008553396087,-0.03363715019154434,-0.8698516567404255,0.0,310.3688386326044,0.4165067941440691,437.0860576943464,439.51592493519536,-0.14513023437950556,ok,-0.31070304002823274,0.00025602409079155774,640,360,0.5,certified,baseline,True,FULL_QUAD,True,False,18,0.5624504089355469,0.03494572639465332,
F4,20260720T071333-cd18c5fb,253,208289308025700,4.8296668,1784531619199442600,commit,True,detector,FULL_QUAD,certified,3.436235464820484,4.124797651891942,-0.3269353536598937,-2.258175098146846,0.0,299.0,93.5,124.32618388738553,427.21404227962717,-0.45,ok,-0.3106577689082355,0.0002620316247470928,640,360,1.0,certified,baseline,True,FULL_QUAD,False,False,1,0.0,inf,
F4,20260720T071333-cd18c5fb,254,208289343657400,4.8652985,1784531619234124700,commit,True,detector,FULL_QUAD,certified,3.5582483583200437,4.109127482056837,-0.3832229266406222,-2.0191427569155356,0.0,292.0,114.0,128.0,455.4557898649656,-0.45,ok,-0.3106577689082355,0.0002620316247470928,640,360,1.0,certified,baseline,True,FULL_QUAD,False,False,2,0.034682273864746094,0.034682273864746094,
F4,20260720T071333-cd18c5fb,255,208289376563900,4.898205,1784531619262107900,commit,True,detector,FULL_QUAD,certified,3.665154738031261,4.127412624289796,-0.40614298478247757,-1.8539750789440954,0.0,286.5,131.0,125.14391715141412,458.671820883297,-0.45,ok,-0.3106577689082355,0.0002620316247470928,640,360,1.0,certified,baseline,True,FULL_QUAD,False,False,3,0.06266522407531738,0.034682273864746094,
F4,20260720T071333-cd18c5fb,256,208289405700600,4.9273417,1784531619296720000,commit,True,detector,FULL_QUAD,certified,3.6932835909353328,4.086452231141449,-0.40974967132690543,-1.7002509700559587,0.0,286.5,144.5,125.03599481749245,461.7933879357202,-0.45,ok,-0.3106577689082355,0.0002620316247470928,640,360,1.0,certified,baseline,True,FULL_QUAD,False,False,4,0.09727716445922852,0.034682273864746094,
F4,20260720T071333-cd18c5fb,257,208289440391600,4.9620327,1784531619331376800,commit,True,detector,FULL_QUAD,certified,3.7680119480238377,4.03048745230777,-0.3744307966775564,-1.3808391076658402,0.0092312,288.0,168.0,128.14054783713078,482.8351152766289,-0.45,ok,-0.3106577689082355,0.0002620316247470928,640,360,1.0,certified,baseline,True,FULL_QUAD,False,False,5,0.13193416595458984,0.034682273864746094,
F4,20260720T071333-cd18c5fb,258,208289474696500,4.9963376,1784531619366112400,commit,True,detector,FULL_QUAD,certified,3.761946717845305,3.9771003498019306,-0.3439303896327004,-1.2437025253551088,0.008369392,289.0,181.0,130.13838787997952,489.57368115076815,-0.45,ok,-0.3106577689082355,0.0002620316247470928,640,360,1.0,certified,baseline,True,FULL_QUAD,True,False,6,0.1666698455810547,0.034735679626464844,
F4,20260720T071333-cd18c5fb,259,208289509719600,5.0313607,1784531619400790400,commit,True,detector,FULL_QUAD,certified,3.7122236855971096,3.9195528173962337,-0.31621812442843333,-1.2174956649752513,0.0,290.5,178.0,133.13526955694348,494.2279010376414,-0.45,ok,-0.3106577689082355,0.0002620316247470928,640,360,1.0,certified,baseline,True,FULL_QUAD,True,False,7,0.20134782791137695,0.034735679626464844,
F4,20260720T071333-cd18c5fb,260,208289537546400,5.0591875,1784531619428613000,commit,True,detector,FULL_QUAD,certified,3.671123941985499,3.873443860968604,-0.31957168311486006,-1.193436335129507,0.0,289.0,177.5,132.1854757528224,485.26926481893,-0.45,ok,-0.3106577689082355,0.0002620316247470928,640,360,1.0,certified,baseline,True,FULL_QUAD,True,False,8,0.229170560836792,0.034735679626464844,
F4,20260720T071333-cd18c5fb,261,208289572159500,5.0938006,1784531619463254600,commit,True,detector,FULL_QUAD,certified,3.4850427044467667,3.6754716455920025,-0.3258833727191529,-1.121324749177658,0.0,289.5,184.5,135.18135966175217,471.1128112663838,-0.45,ok,-0.3106577689082355,0.0002620316247470928,640,360,1.0,certified,baseline,True,FULL_QUAD,True,False,9,0.2638118267059326,0.034735679626464844,
F4,20260720T071333-cd18c5fb,262,208289607366600,5.1290077,1784531619497949100,commit,True,detector,FULL_QUAD,certified,3.5424240940372376,3.6854661369470825,-0.3194858018298102,-0.965308762519678,0.0,286.5,193.5,135.44740676735012,479.81215720752346,-0.45,ok,-0.3106577689082355,0.0002620316247470928,640,360,1.0,certified,baseline,True,FULL_QUAD,True,False,10,0.298506498336792,0.034735679626464844,
F4,20260720T071333-cd18c5fb,263,208289641932200,5.1635733,1784531619532701700,commit,True,detector,FULL_QUAD,certified,3.5295146759030027,3.622097126619429,-0.30342490802690314,-0.7550146173677097,0.008139552,287.0,207.0,140.356688476182,495.39099183783026,-0.45,ok,-0.3106577689082355,0.0002620316247470928,640,360,1.0,certified,baseline,True,FULL_QUAD,True,False,11,0.33325910568237305,0.034752607345581055,
F4,20260720T071333-cd18c5fb,264,208289675586900,5.197228,1784531619567570300,commit,True,detector,FULL_QUAD,certified,3.540197025233399,3.619854368925492,-0.29048430927629654,-0.6971151560695255,0.0,288.5,212.5,141.28694207179942,500.18361202690784,-0.45,ok,-0.3106577689082355,0.0002620316247470928,640,360,1.0,certified,baseline,True,FULL_QUAD,True,False,12,0.36812758445739746,0.034868478775024414,
F4,20260720T071333-cd18c5fb,265,208289704404300,5.2260454,1784531619595221700,commit,True,detector,FULL_QUAD,certified,3.508041181240004,3.5882931786370693,-0.2719797815875443,-0.7039332390114532,0.007281448,288.5,211.0,141.2267680009707,495.42931804083327,-0.45,ok,-0.3106577689082355,0.0002620316247470928,640,360,1.0,certified,baseline,True,FULL_QUAD,True,False,13,0.3957791328430176,0.034868478775024414,
F4,20260720T071333-cd18c5fb,266,208289741923200,5.2635643,1784531619629984000,commit,True,detector,FULL_QUAD,certified,3.4629427027663002,3.5500394908422517,-0.27598132566713596,-0.7311925408400697,0.0,289.0,203.5,142.28492541376264,492.72454417523664,-0.45,ok,-0.3106577689082355,0.0002620316247470928,640,360,1.0,certified,baseline,True,FULL_QUAD,True,False,14,0.4305412769317627,0.034868478775024414,
F4,20260720T071333-cd18c5fb,267,208289773453600,5.2950947,1784531619664671400,commit,True,detector,FULL_QUAD,certified,3.3726443151684826,3.461204055709814,-0.26057961449405986,-0.7330089379631803,0.006721088,289.5,199.5,147.16657229140046,496.3405034214233,-0.45,ok,-0.3106577689082355,0.0002620316247470928,640,360,1.0,certified,baseline,True,FULL_QUAD,True,False,15,0.465228796005249,0.034868478775024414,
F4,20260720T071333-cd18c5fb,268,208289808011400,5.3296525,1784531619699272900,commit,True,detector,FULL_QUAD,certified,3.271874601474427,3.3701738929030336,-0.2694359848888812,-0.7617827188107551,0.00580324,291.0,193.5,150.56227947264878,492.62089814665404,-0.45,ok,-0.3106577689082355,0.0002620316247470928,640,360,1.0,certified,baseline,True,FULL_QUAD,True,False,16,0.4998302459716797,0.034868478775024414,
F4,20260720T071333-cd18c5fb,269,208289843219600,5.3648607,1784531619734049700,commit,True,detector,FULL_QUAD,certified,3.2173525768688886,3.320290026450091,-0.264398963789799,-0.7765703083468674,0.004877144,292.0,192.5,154.26276284314372,496.3176975483027,-0.45,ok,-0.3106577689082355,0.0002620316247470928,640,360,1.0,certified,baseline,True,FULL_QUAD,True,False,17,0.5346071720123291,0.034868478775024414,
F4,20260720T071333-cd18c5fb,270,208289870484900,5.392126,1784531619761861800,commit,True,detector,FULL_QUAD,certified,3.2243741297586657,3.3167298427812906,-0.2520508520980189,-0.735240565594497,0.0,293.5,195.0,155.0,499.77799011259316,-0.45,ok,-0.3106577689082355,0.0002620316247470928,640,360,1.0,certified,baseline,True,FULL_QUAD,True,False,18,0.5624191761016846,0.034868478775024414,
F4,20260720T071333-cd18c5fb,271,208289905667300,5.4273084,1784531619797060100,commit,True,detector,FULL_QUAD,certified,3.2184904953508955,3.3024792822120013,-0.24208985506075872,-0.6993431510010684,0.0,295.0,196.5,158.15498727514097,509.02032333738305,-0.45,ok,-0.3106577689082355,0.0002620316247470928,640,360,1.0,certified,baseline,True,FULL_QUAD,True,False,19,0.5976173877716064,0.035198211669921875,
F4,20260720T071333-cd18c5fb,273,208289975106200,5.4967473,1784531619865962700,commit,True,detector,FULL_QUAD,certified,3.073789046997753,3.1707374489139104,-0.2208919371635103,-0.74605872195015,0.0,296.0,186.0,160.31219541881399,492.7658703785138,-0.45,ok,-0.3106577689082355,0.0002620316247470928,640,360,1.0,certified,baseline,True,FULL_QUAD,True,False,20,0.6665201187133789,0.06890273094177246,
F4,20260720T071333-cd18c5fb,274,208290009668900,5.53131,1784531619900773400,commit,True,detector,FULL_QUAD,certified,2.9984982414588606,3.0913312130181034,-0.24671591749820707,-0.7102592629463677,0.0,293.5,184.5,167.2423391369542,501.47585979962355,-0.45,ok,-0.3106577689082355,0.0002620316247470928,640,360,1.0,certified,baseline,True,FULL_QUAD,True,False,21,0.7013306617736816,0.06890273094177246,
F4,20260720T071333-cd18c5fb,275,208290037592600,5.5592337,1784531619928608400,commit,True,detector,FULL_QUAD,certified,2.9462550052554564,3.0246575875593353,-0.2756721362510969,-0.6262106987924968,0.0,290.0,191.0,172.10461934532728,507.06409617375556,-0.45,ok,-0.3106577689082355,0.0002620316247470928,640,360,1.0,certified,baseline,True,FULL_QUAD,True,False,22,0.72916579246521,0.06890273094177246,
F4,20260720T071333-cd18c5fb,276,208290072198900,5.59384,1784531619963246600,commit,True,detector,FULL_QUAD,certified,2.8523120137582225,2.9326733846031985,-0.27903311238802675,-0.6221172551228134,0.0,290.0,187.5,180.13605968822566,513.8042471597943,-0.45,ok,-0.3106577689082355,0.0002620316247470928,640,360,1.0,certified,baseline,True,FULL_QUAD,True,False,23,0.7638039588928223,0.06890273094177246,
F4,20260720T071333-cd18c5fb,277,208290107169900,5.628811,1784531619997923900,commit,True,detector,FULL_QUAD,certified,2.7790967938171347,2.8727907119323826,-0.2687773636393598,-0.6762441969846122,0.007460488,297.0,175.5,175.26266002774236,487.07189655896127,-0.45,ok,-0.3106577689082355,0.0002620316247470928,640,360,1.0,certified,baseline,True,FULL_QUAD,True,False,24,0.7984812259674072,0.06890273094177246,
F4,20260720T071333-cd18c5fb,287,208290440432500,5.9620736,1784531620331164700,commit,True,tracker,SIDE_PAIR,none,2.173643894139886,2.2196839288524206,-0.05061594406468956,-0.4468858821674165,0.0,351.3193654917676,172.57697071995648,247.84286018091933,538.7221197384208,,not_certified,-0.3106577689082355,0.0002620316247470928,640,360,0.5,none,baseline,True,FULL_QUAD,True,False,24,0.7984812259674072,0.06890273094177246,
F4,20260720T071333-cd18c5fb,302,208290940189600,6.4618307,1784531620831154300,commit,True,tracker,SIDE_PAIR_ROW_ONLY,none,1.0283844811614702,1.13465845399759,0.39904175484410165,-0.26578345325733604,0.0,463.7196855041644,66.63487923781511,589.4101667076183,606.1402684809096,,not_certified,-0.3106577689082355,0.0002620316247470928,640,360,0.5,none,baseline,True,FULL_QUAD,True,False,24,0.7984812259674072,0.06890273094177246,
