t_ff,t_rel,phase,e_meas,ready,n_hist,span_s,gap_s,vz_vis,rate_auth,certified_det,feat_cert,feat_age,R,tz,admit_ok,e_cross,would_capture,owner,vz_cmd_if_term
3.1921606,7.523929,commit,-0.45,True,40,1.3693664073944092,0.06945204734802246,-0.0,1.0,True,certified,0.015165399999999885,2.0034088481527177,1.9165837511829453,False,-0.45,False,alt,-0.46958553177992146
3.21249,7.5442584,commit,-0.45,True,40,1.3608777523040771,0.06945204734802246,-0.0,1.0,True,certified,0.00711639999999969,2.0419873316029227,1.9234019126762136,False,-0.45,False,alt,-0.4679209238945508
3.2321008,7.5638692,commit,-0.45,True,40,1.3608777523040771,0.06945204734802246,-0.0,1.0,True,certified,0.02672719999999984,2.0118621106470553,1.8921713373362303,False,-0.45,False,alt,-0.4756440298197341
3.2524815,7.5842499,commit,-0.45,True,40,1.3680176734924316,0.06945204734802246,-0.0,1.0,True,certified,0.014518199999999926,1.970752233912501,1.8382172059547772,False,-0.45,False,alt,-0.4896048176921163
3.272195,7.6039634,commit,-0.45,True,40,1.3675057888031006,0.06945204734802246,-0.0,1.0,True,certified,0.0007483000000001461,1.9381253239391016,1.797349131050069,False,-0.45,False,alt,-0.5007374385154604
3.2924352,7.6242036,commit,-0.45,True,40,1.3675057888031006,0.06945204734802246,-0.0,1.0,True,certified,0.020988500000000077,1.8761632326766224,1.7410292038721253,False,-0.45,False,alt,-0.516935613715359
3.3123725,7.6441409,commit,-0.45,True,40,1.3676047325134277,0.06945204734802246,-0.0,1.0,True,certified,0.00731959999999976,1.837324370406041,1.686191837619278,False,-0.45,False,alt,-0.5337470979996579
3.3320998,7.6638682,commit,-0.45,True,40,1.3676047325134277,0.06945204734802246,-0.0,1.0,True,certified,0.027046899999999763,1.8042511748347891,1.6488525460087042,False,-0.45,False,alt,-0.5458341330633751
3.3522414,7.6840098,commit,-0.45,True,40,1.3680949211120605,0.06945204734802246,-0.0,1.0,True,certified,0.011187000000000058,1.747712871083912,1.5776396496038263,False,-0.45,False,alt,-0.5704724778094961
3.3722352,7.7040036,commit,-0.4388323342208655,True,40,1.360908031463623,0.06945204734802246,-0.0,1.0,True,certified,0.004067299999999996,1.6877013331325839,1.5218440329229774,False,-0.4388323342208655,False,alt,-0.5767113117078212
3.3921086,7.723877,commit,-0.4230890762574704,True,40,1.360908031463623,0.06945204734802246,-0.0,1.0,True,certified,0.023940699999999815,1.6481040140955034,1.4934728650367213,False,-0.4230890762574704,False,alt,-0.5665842161076928
3.4122119,7.7439803,commit,-0.4017200703177381,True,40,1.360908031463623,0.06945204734802246,-0.0,1.0,False,certified,0.04404399999999997,1.4772514426772008,1.413220414875143,False,,False,alt,-0.568517219379724
3.4327902,7.7645586,commit,-0.3925788077643482,True,40,1.360908031463623,0.06945204734802246,-0.0,1.0,False,certified,0.06462229999999991,1.4039314774643374,1.3457441551863583,False,,False,alt,-0.5834375074212884
3.4521255,7.7838939,commit,-0.39798549108587333,True,40,1.360908031463623,0.06945204734802246,-0.0,1.0,True,certified,0.08395760000000019,1.3702703435731278,1.310301916376979,False,-0.39798549108587333,False,alt,-0.6
3.4721167,7.8038851,commit,-0.42084012942512433,True,40,1.360908031463623,0.06945204734802246,-0.0,1.0,True,certified,0.10394879999999995,1.3243057678553214,1.2592510279940943,False,-0.42084012942512433,False,alt,-0.6
3.4957226,7.827491,commit,-0.43298566949560635,True,40,1.360908031463623,0.06945204734802246,-0.0,1.0,True,certified,0.12755470000000013,1.3026017804749113,1.2351877070220982,False,-0.43298566949560635,False,alt,-0.6
3.5122541,7.8440225,commit,-0.45,True,40,1.4370694160461426,0.10426449775695801,-0.0,1.0,True,certified,0.002286499999999858,1.3301897443978887,1.2723234372752414,False,-0.45,False,alt,-0.6
3.5327902,7.8645586,commit,-0.45,True,40,1.4370694160461426,0.10426449775695801,-0.0,1.0,True,certified,0.022822600000000026,1.2900267301871313,1.237484446116822,False,-0.45,False,alt,-0.6
3.5523357,7.8841041,commit,-0.45,True,40,1.4370694160461426,0.10426449775695801,-0.0,1.0,True,certified,0.04236810000000002,1.199899907571375,1.1526855569588288,False,-0.45,False,alt,-0.6
3.5723657,7.9041341,commit,-0.45,True,40,1.4370694160461426,0.10426449775695801,-0.0,1.0,True,certified,0.062398100000000234,1.1707206736754217,1.118881788040296,False,-0.45,False,alt,-0.6
3.5923128,7.9240812,commit,-0.45,True,40,1.4370694160461426,0.10426449775695801,-0.0,1.0,True,certified,0.08234520000000023,1.1271813376717577,1.0669171626478289,False,-0.45,False,alt,-0.6
3.6215195,7.9532879,commit,-0.45,False,40,1.534242868423462,0.13193273544311523,-0.0,1.0,True,certified,0.0006550999999999085,1.0667005919211545,1.0138862709574905,,,False,alt,
3.6321389,7.9639073,commit,-0.45,False,40,1.534242868423462,0.13193273544311523,-0.0,1.0,True,certified,0.011274500000000298,1.0478946390163502,0.9973412151122348,,,False,alt,
3.6522142,7.9839826,commit,-0.45,False,40,1.534242868423462,0.13193273544311523,-0.0,1.0,True,certified,0.031349800000000094,0.9867076321885401,0.9484572092068858,,,False,alt,
3.6726091,8.0043775,commit,-0.45,False,40,1.534242868423462,0.13193273544311523,-0.0,1.0,True,certified,0.05174469999999998,0.9131423505325864,0.8838825257884089,,,False,alt,
3.6922762,8.0240446,commit,-0.45,False,40,1.534242868423462,0.13193273544311523,-0.0,1.0,True,certified,0.07141179999999991,0.8782259849613631,0.8504327565382385,,,False,alt,
3.7122221,8.0439905,commit,-0.45,False,40,1.534242868423462,0.13193273544311523,-0.0,1.0,True,certified,0.0913577000000001,0.835406487658604,0.8022235827683153,,,False,alt,
3.7324177,8.0641861,commit,-0.45,False,40,1.534242868423462,0.13193273544311523,-0.0,1.0,True,certified,0.11155330000000019,0.7787796086060307,0.7367070286864572,,,False,alt,
3.7521138,8.0838822,commit,-0.45,False,40,1.534242868423462,0.13193273544311523,-0.0,1.0,True,certified,0.13124940000000018,0.7483410073541736,0.7034251621306978,,,False,alt,
3.7722689,8.1040373,commit,,False,40,1.534242868423462,0.13193273544311523,-0.0,1.0,True,certified,0.15140449999999994,0.695052277819833,0.6567067693712996,,,False,alt,
3.7922345,8.1240029,commit,,False,40,1.534242868423462,0.13193273544311523,-0.0,1.0,True,certified,0.1713701000000003,0.6363446328146236,0.6099687206630702,,,False,alt,
3.8124398,8.1442082,commit,,False,40,1.534242868423462,0.13193273544311523,-0.0,1.0,True,certified,0.19157540000000006,0.5790503834318568,0.5616563720124009,,,False,alt,
3.8321212,8.1638896,commit,,False,40,1.534242868423462,0.13193273544311523,-0.0,1.0,True,certified,0.21125680000000013,0.5433287884427879,0.5298615467561165,,,False,alt,
3.8528205,8.1845889,commit,,False,40,1.534242868423462,0.13193273544311523,-0.0,1.0,True,certified,0.2319561000000001,0.47986386368271433,0.46470433708515285,,,False,alt,
3.8725363,8.2043047,commit,,False,40,1.534242868423462,0.13193273544311523,-0.0,1.0,True,certified,0.2516719000000003,0.4331503979794332,0.41580288893739137,,,False,alt,
3.8921625,8.2239309,commit,,False,40,1.534242868423462,0.13193273544311523,-0.0,1.0,True,certified,0.2712981000000001,0.40097102961900927,0.38265902859856105,,,False,alt,
3.9124125,8.2441809,commit,,False,40,1.534242868423462,0.13193273544311523,-0.0,1.0,True,certified,0.2915481,0.34874363589182017,0.33476081133968694,,,False,alt,
3.9321739,8.2639423,commit,,False,40,1.534242868423462,0.13193273544311523,-0.0,1.0,True,certified,0.31130950000000013,0.2831157145360691,0.2761263245505649,,,False,alt,
3.9522726,8.284041,commit,,False,40,1.534242868423462,0.13193273544311523,-0.0,1.0,True,certified,0.33140820000000026,0.5836379164532874,0.42794672201820677,,,False,alt,
3.9723361,8.3041045,commit,,False,40,1.534242868423462,0.13193273544311523,-0.0,1.0,True,certified,0.3514717000000003,0.5443095397352492,0.3881954012426343,,,False,alt,
3.9922572,8.3240256,commit,,False,40,1.534242868423462,0.13193273544311523,-0.0,1.0,True,certified,0.3713928000000002,0.5107198107095219,0.35856699605541476,,,False,alt,
4.0124316,8.3442,commit,,False,40,1.534242868423462,0.13193273544311523,-0.0,1.0,True,certified,0.39156720000000034,0.4369983457774015,0.31882899584895347,,,False,alt,
