row_key,frame_id,feature_ts_ns,tick,ts_s,certified_full,v_full_raw_mps,response_status,history_samples,fresh_tail_samples,recent_samples,fresh_tail_span_s,max_gap_s,last_sample_cap
20260719T201851-50f9dcc8|frame=467|feature_ts_ns=1784492344442116100,467,1784492344442116100,599,11.9729352,True,-0.0,VALID,130,12,12,0.43090660000000014,0.12,12
20260719T201851-50f9dcc8|frame=468|feature_ts_ns=1784492344477565700,468,1784492344477565700,600,12.0088442,True,-0.0,VALID,131,13,12,0.4306990000000006,0.12,12
20260719T201851-50f9dcc8|frame=469|feature_ts_ns=1784492344512030400,469,1784492344512030400,602,12.0434595,True,-0.0,VALID,132,14,12,0.42677670000000134,0.12,12
20260719T201851-50f9dcc8|frame=470|feature_ts_ns=1784492344546184700,470,1784492344546184700,604,12.0789521,True,-0.0,VALID,133,15,12,0.40411410000000103,0.12,12
20260719T201851-50f9dcc8|frame=471|feature_ts_ns=1784492344581696700,471,1784492344581696700,606,12.1119874,True,-0.0,VALID,134,16,12,0.40173419999999993,0.12,12
20260719T201851-50f9dcc8|frame=472|feature_ts_ns=1784492344608678900,472,1784492344608678900,607,12.1390467,True,-0.0,VALID,135,17,12,0.39503730000000026,0.12,12
20260719T201851-50f9dcc8|frame=473|feature_ts_ns=1784492344643483400,473,1784492344643483400,609,12.1755348,True,-0.0,VALID,136,18,12,0.36808639999999926,0.12,12
20260719T201851-50f9dcc8|frame=474|feature_ts_ns=1784492344678577200,474,1784492344678577200,610,12.2087709,True,-0.0,VALID,137,19,12,0.366799799999999,0.12,12
20260719T201851-50f9dcc8|frame=475|feature_ts_ns=1784492344712824100,475,1784492344712824100,612,12.2443374,False,-0.0,VALID,137,19,12,0.366799799999999,0.12,12
20260719T201851-50f9dcc8|frame=476|feature_ts_ns=1784492344747721900,476,1784492344747721900,614,12.2797165,False,-0.0,VALID,137,19,12,0.366799799999999,0.12,12
20260719T201851-50f9dcc8|frame=477|feature_ts_ns=1784492344775805400,477,1784492344775805400,615,12.3068349,False,-0.0,VALID,137,19,12,0.366799799999999,0.12,12
20260719T201851-50f9dcc8|frame=478|feature_ts_ns=1784492344810079800,478,1784492344810079800,617,12.3390138,False,-0.0,VALID,137,19,12,0.366799799999999,0.12,12
20260719T201851-50f9dcc8|frame=479|feature_ts_ns=1784492344844920600,479,1784492344844920600,619,12.3751624,True,,ABSENT_RESPONSE,138,1,1,0.0,0.12,12
20260719T201851-50f9dcc8|frame=480|feature_ts_ns=1784492344879536200,480,1784492344879536200,621,12.4101136,False,,ABSENT_RESPONSE,138,1,1,0.0,0.12,12
20260719T201851-50f9dcc8|frame=481|feature_ts_ns=1784492344908042400,481,1784492344908042400,622,12.437867,False,,ABSENT_RESPONSE,138,1,1,0.0,0.12,12
20260719T201851-50f9dcc8|frame=482|feature_ts_ns=1784492344942057800,482,1784492344942057800,624,12.4709723,False,,ABSENT_RESPONSE,138,1,1,0.0,0.12,12
20260719T201851-50f9dcc8|frame=483|feature_ts_ns=1784492344976788000,483,1784492344976788000,625,12.5075142,False,,ABSENT_RESPONSE,138,1,1,0.0,0.12,12
20260719T201851-50f9dcc8|frame=484|feature_ts_ns=1784492345011497100,484,1784492345011497100,627,12.5408144,False,,ABSENT_RESPONSE,138,1,1,0.0,0.12,12
20260719T201851-50f9dcc8|frame=485|feature_ts_ns=1784492345046245000,485,1784492345046245000,629,12.5765808,False,,ABSENT_RESPONSE,138,1,1,0.0,0.12,12
20260719T201851-50f9dcc8|frame=487|feature_ts_ns=1784492345108652600,487,1784492345108652600,632,12.6392099,False,,ABSENT_RESPONSE,138,1,1,0.0,0.12,12
20260719T201851-50f9dcc8|frame=488|feature_ts_ns=1784492345143438100,488,1784492345143438100,634,12.6738265,False,,ABSENT_RESPONSE,138,1,1,0.0,0.12,12
20260719T201851-50f9dcc8|frame=490|feature_ts_ns=1784492345213635000,490,1784492345213635000,637,12.744365,False,,ABSENT_RESPONSE,138,1,1,0.0,0.12,12
20260719T201851-50f9dcc8|frame=491|feature_ts_ns=1784492345247513800,491,1784492345247513800,639,12.7787426,False,,ABSENT_RESPONSE,138,1,1,0.0,0.12,12
20260719T201851-50f9dcc8|frame=492|feature_ts_ns=1784492345275341100,492,1784492345275341100,640,12.806351,True,,ABSENT_RESPONSE,139,1,1,0.0,0.12,12
20260719T201851-50f9dcc8|frame=494|feature_ts_ns=1784492345344781000,494,1784492345344781000,644,12.8759245,True,,ABSENT_RESPONSE,140,2,2,0.06957350000000062,0.12,12
20260719T201851-50f9dcc8|frame=495|feature_ts_ns=1784492345379671500,495,1784492345379671500,645,12.909818,False,,ABSENT_RESPONSE,141,3,3,0.1034670000000002,0.12,12
20260719T201851-50f9dcc8|frame=496|feature_ts_ns=1784492345414124900,496,1784492345414124900,647,12.9443992,False,,ABSENT_RESPONSE,141,3,3,0.1034670000000002,0.12,12
20260719T201851-50f9dcc8|frame=497|feature_ts_ns=1784492345441957900,497,1784492345441957900,649,12.9721826,False,-0.0,VALID,142,4,4,0.16583160000000063,0.12,12
20260719T201851-50f9dcc8|frame=498|feature_ts_ns=1784492345476560600,498,1784492345476560600,650,13.0087537,False,-0.0,VALID,142,4,4,0.16583160000000063,0.12,12
20260719T201851-50f9dcc8|frame=499|feature_ts_ns=1784492345511952500,499,1784492345511952500,652,13.0454264,False,-0.0,VALID,142,4,4,0.16583160000000063,0.12,12
20260719T201851-50f9dcc8|frame=500|feature_ts_ns=1784492345546063000,500,1784492345546063000,654,13.0769782,False,-0.0,VALID,142,4,4,0.16583160000000063,0.12,12
20260719T201851-50f9dcc8|frame=501|feature_ts_ns=1784492345580787700,501,1784492345580787700,656,13.1114103,False,-0.0,VALID,142,4,4,0.16583160000000063,0.12,12
20260719T201851-50f9dcc8|frame=505|feature_ts_ns=1784492345712739200,505,1784492345712739200,662,13.2440612,False,-0.0,VALID,142,4,4,0.16583160000000063,0.12,12
20260719T201851-50f9dcc8|frame=506|feature_ts_ns=1784492345747574900,506,1784492345747574900,664,13.2784617,False,-0.0,VALID,142,4,4,0.16583160000000063,0.12,12
20260719T201851-50f9dcc8|frame=507|feature_ts_ns=1784492345775151200,507,1784492345775151200,665,13.3080313,False,-0.0,VALID,142,4,4,0.16583160000000063,0.12,12
20260719T201851-50f9dcc8|frame=508|feature_ts_ns=1784492345810085800,508,1784492345810085800,667,13.341167,False,-0.0,VALID,142,4,4,0.16583160000000063,0.12,12
20260719T201851-50f9dcc8|frame=538|feature_ts_ns=1784492346809914800,538,1784492346809914800,717,14.3414314,True,,ABSENT_RESPONSE,143,1,1,0.0,0.12,12
20260719T201851-50f9dcc8|frame=539|feature_ts_ns=1784492346844471800,539,1784492346844471800,719,14.3748166,True,,ABSENT_RESPONSE,144,2,2,0.03338520000000145,0.12,12
20260719T201851-50f9dcc8|frame=540|feature_ts_ns=1784492346879228100,540,1784492346879228100,720,14.4090511,True,,ABSENT_RESPONSE,145,3,3,0.06761969999999984,0.12,12
20260719T201851-50f9dcc8|frame=553|feature_ts_ns=1784492347309687700,553,1784492347309687700,742,14.8392751,True,,ABSENT_RESPONSE,146,1,1,0.0,0.12,12
20260719T201851-50f9dcc8|frame=554|feature_ts_ns=1784492347344908400,554,1784492347344908400,744,14.8741292,True,,ABSENT_RESPONSE,147,2,2,0.03485410000000044,0.12,12
20260719T201851-50f9dcc8|frame=558|feature_ts_ns=1784492347476402600,558,1784492347476402600,750,15.0070763,True,,ABSENT_RESPONSE,148,1,1,0.0,0.12,12
20260719T201851-50f9dcc8|frame=560|feature_ts_ns=1784492347545942100,560,1784492347545942100,754,15.0754551,True,,ABSENT_RESPONSE,149,2,2,0.06837879999999963,0.12,12
20260719T201851-50f9dcc8|frame=561|feature_ts_ns=1784492347580393100,561,1784492347580393100,756,15.1106554,True,,ABSENT_RESPONSE,150,3,3,0.10357910000000103,0.12,12
20260719T201851-50f9dcc8|frame=562|feature_ts_ns=1784492347608251300,562,1784492347608251300,757,15.1388446,True,-0.0,VALID,151,4,4,0.13176830000000095,0.12,12
20260719T201851-50f9dcc8|frame=564|feature_ts_ns=1784492347677688600,564,1784492347677688600,760,15.207313,True,-0.0,VALID,152,5,5,0.2002366999999996,0.12,12
20260719T201851-50f9dcc8|frame=575|feature_ts_ns=1784492348046157500,575,1784492348046157500,779,15.5762193,True,,ABSENT_RESPONSE,153,1,1,0.0,0.12,12
20260719T201851-50f9dcc8|frame=614|feature_ts_ns=1784492349344379700,614,1784492349344379700,844,16.8741306,True,,ABSENT_RESPONSE,154,1,1,0.0,0.12,12
20260719T201851-50f9dcc8|frame=615|feature_ts_ns=1784492349378882700,615,1784492349378882700,845,16.9091211,True,,ABSENT_RESPONSE,155,2,2,0.03499049999999926,0.12,12
20260719T201851-50f9dcc8|frame=618|feature_ts_ns=1784492349475972700,618,1784492349475972700,850,17.0069389,True,,ABSENT_RESPONSE,156,3,3,0.13280830000000066,0.12,12
20260719T201851-50f9dcc8|frame=619|feature_ts_ns=1784492349511159700,619,1784492349511159700,852,17.04118,True,-0.0,VALID,157,4,4,0.1670493999999998,0.12,12
20260719T201851-50f9dcc8|frame=620|feature_ts_ns=1784492349545573600,620,1784492349545573600,854,17.0757352,True,-0.0,VALID,158,5,5,0.20160459999999958,0.12,12
20260719T201851-50f9dcc8|frame=621|feature_ts_ns=1784492349580199300,621,1784492349580199300,855,17.1097559,True,-0.0,VALID,159,6,6,0.23562529999999882,0.12,12
20260719T201851-50f9dcc8|frame=622|feature_ts_ns=1784492349608343400,622,1784492349608343400,857,17.1418738,True,-0.0,VALID,160,7,7,0.2677431999999982,0.12,12
20260719T201851-50f9dcc8|frame=625|feature_ts_ns=1784492349712179900,625,1784492349712179900,862,17.2428174,True,-0.0,VALID,161,8,8,0.368686799999999,0.12,12
20260719T201851-50f9dcc8|frame=626|feature_ts_ns=1784492349746918600,626,1784492349746918600,864,17.2775442,True,-0.0,VALID,162,9,9,0.40341360000000037,0.12,12
20260719T201851-50f9dcc8|frame=627|feature_ts_ns=1784492349774629000,627,1784492349774629000,865,17.3045261,True,-0.0,VALID,163,10,10,0.4303954999999995,0.12,12
20260719T201851-50f9dcc8|frame=628|feature_ts_ns=1784492349809520800,628,1784492349809520800,867,17.339796,True,-0.0,VALID,164,11,11,0.4656653999999989,0.12,12
20260719T201851-50f9dcc8|frame=629|feature_ts_ns=1784492349844202700,629,1784492349844202700,869,17.3752027,True,-0.0,VALID,165,12,12,0.5010720999999982,0.12,12
20260719T201851-50f9dcc8|frame=630|feature_ts_ns=1784492349879141600,630,1784492349879141600,870,17.4086858,True,-0.0,VALID,166,13,12,0.49956470000000053,0.12,12
20260719T201851-50f9dcc8|frame=631|feature_ts_ns=1784492349913508300,631,1784492349913508300,872,17.4447172,True,-0.0,VALID,167,14,12,0.43777829999999796,0.12,12
20260719T201851-50f9dcc8|frame=632|feature_ts_ns=1784492349941533000,632,1784492349941533000,874,17.4734355,True,-0.0,VALID,168,15,12,0.4322555000000001,0.12,12
20260719T201851-50f9dcc8|frame=633|feature_ts_ns=1784492349976058500,633,1784492349976058500,875,17.5057067,True,-0.0,VALID,169,16,12,0.4299715000000006,0.12,12
20260719T201851-50f9dcc8|frame=634|feature_ts_ns=1784492350010935500,634,1784492350010935500,877,17.5411647,True,-0.0,VALID,170,17,12,0.4314087999999998,0.12,12
20260719T201851-50f9dcc8|frame=635|feature_ts_ns=1784492350045469800,635,1784492350045469800,879,17.5766081,True,-0.0,VALID,171,18,12,0.43473430000000235,0.12,12
20260719T201851-50f9dcc8|frame=636|feature_ts_ns=1784492350080536300,636,1784492350080536300,881,17.6111766,True,-0.0,VALID,172,19,12,0.36835920000000044,0.12,12
20260719T201851-50f9dcc8|frame=637|feature_ts_ns=1784492350108034700,637,1784492350108034700,882,17.6375973,True,-0.0,VALID,173,20,12,0.36005309999999824,0.12,12
20260719T201851-50f9dcc8|frame=638|feature_ts_ns=1784492350142701200,638,1784492350142701200,884,17.672618,True,-0.0,VALID,174,21,12,0.3680918999999996,0.12,12
20260719T201851-50f9dcc8|frame=639|feature_ts_ns=1784492350177514700,639,1784492350177514700,885,17.7080589,True,-0.0,VALID,175,22,12,0.3682629000000013,0.12,12
20260719T201851-50f9dcc8|frame=640|feature_ts_ns=1784492350212302300,640,1784492350212302300,887,17.7426306,True,-0.0,VALID,176,23,12,0.36742789999999914,0.12,12
20260719T201851-50f9dcc8|frame=641|feature_ts_ns=1784492350247482200,641,1784492350247482200,889,17.7763484,True,-0.0,VALID,177,24,12,0.3676625999999992,0.12,12
20260719T201851-50f9dcc8|frame=642|feature_ts_ns=1784492350274518000,642,1784492350274518000,890,17.8042711,True,-0.0,VALID,178,25,12,0.35955390000000165,0.12,12
