slice,frame_id,cyan_frac,h_mean,s_mean,v_mean,gate_hit,gate_dist_px,n_gates_proxy
r2_f3,48,0.120951,99.16,188.7,111.3,True,0.6,1
r2_f3,48,0.120951,99.16,188.7,111.3,True,0.6,1
r2_f3,48,0.120951,99.16,188.7,111.3,True,0.6,1
r2_f3,48,0.120951,99.16,188.7,111.3,True,0.6,1
r2_f3,48,0.120951,99.16,188.7,111.3,True,0.6,1
r2_f3,48,0.120951,99.16,188.7,111.3,True,0.6,1
r2_f3,49,0.108498,99.19,187.3,110.5,True,0.6,1
r2_f3,49,0.108498,99.19,187.3,110.5,True,0.6,1
r2_f3,49,0.108498,99.19,187.3,110.5,True,0.6,1
r2_f3,49,0.108498,99.19,187.3,110.5,True,0.6,1
r2_f3,49,0.108498,99.19,187.3,110.5,True,0.6,1
r2_f3,49,0.108498,99.19,187.3,110.5,True,0.6,1
r2_f3,50,0.096367,99.17,186.7,110.7,True,0.6,1
r2_f3,50,0.096367,99.17,186.7,110.7,True,0.6,1
r2_f3,50,0.096367,99.17,186.7,110.7,True,0.6,1
r2_f3,50,0.096367,99.17,186.7,110.7,True,0.6,1
r2_f3,50,0.096367,99.17,186.7,110.7,True,0.6,1
r2_f3,50,0.096367,99.17,186.7,110.7,True,0.6,1
r2_f3,50,0.096367,99.17,186.7,110.7,True,0.6,1
r2_f3,50,0.096367,99.17,186.7,110.7,True,0.6,1
r2_f3,50,0.096367,99.17,186.7,110.7,True,0.6,1
r2_f3,51,0.077934,99.08,186.6,113.3,True,0.6,1
r2_f3,51,0.077934,99.08,186.6,113.3,True,0.6,1
r2_f3,51,0.077934,99.08,186.6,113.3,True,0.6,1
r2_f3,51,0.077934,99.08,186.6,113.3,True,0.6,1
r2_f3,51,0.077934,99.08,186.6,113.3,True,0.6,1
r2_f3,51,0.077934,99.08,186.6,113.3,True,0.6,1
r2_f3,51,0.077934,99.08,186.6,113.3,True,0.6,1
r2_f3,51,0.077934,99.08,186.6,113.3,True,0.6,1
r2_f3,52,0.067270,98.96,187.2,116.1,True,0.4,1
r2_f3,52,0.067270,98.96,187.2,116.1,True,0.4,1
r2_f3,52,0.067270,98.96,187.2,116.1,True,0.4,1
r2_f3,52,0.067270,98.96,187.2,116.1,True,0.4,1
r2_f3,52,0.067270,98.96,187.2,116.1,True,0.4,1
r2_f3,52,0.067270,98.96,187.2,116.1,True,0.4,1
r2_f3,52,0.067270,98.96,187.2,116.1,True,0.4,1
r2_f3,53,0.058194,98.87,188.2,119.7,True,0.6,1
r2_f3,53,0.058194,98.87,188.2,119.7,True,0.6,1
r2_f3,53,0.058194,98.87,188.2,119.7,True,0.6,1
r2_f3,53,0.058194,98.87,188.2,119.7,True,0.6,1
r2_f3,53,0.058194,98.87,188.2,119.7,True,0.6,1
r2_f3,53,0.058194,98.87,188.2,119.7,True,0.6,1
r2_f3,53,0.058194,98.87,188.2,119.7,True,0.6,1
r2_f3,53,0.058194,98.87,188.2,119.7,True,0.6,1
r2_f3,54,0.052773,98.73,189.9,122.1,True,0.6,1
r2_f3,54,0.052773,98.73,189.9,122.1,True,0.6,1
r2_f3,54,0.052773,98.73,189.9,122.1,True,0.6,1
r2_f3,54,0.052773,98.73,189.9,122.1,True,0.6,1
r2_f3,54,0.052773,98.73,189.9,122.1,True,0.6,1
r2_f3,54,0.052773,98.73,189.9,122.1,True,0.6,1
r2_f3,54,0.052773,98.73,189.9,122.1,True,0.6,1
r2_f3,55,0.045447,98.55,191.7,127.0,True,0.2,1
r2_f3,55,0.045447,98.55,191.7,127.0,True,0.2,1
r2_f3,55,0.045447,98.55,191.7,127.0,True,0.2,1
r2_f3,55,0.045447,98.55,191.7,127.0,True,0.2,1
r2_f3,55,0.045447,98.55,191.7,127.0,True,0.2,1
r2_f3,55,0.045447,98.55,191.7,127.0,True,0.2,1
r2_f3,56,0.039705,98.40,192.8,132.3,True,0.2,1
r2_f3,56,0.039705,98.40,192.8,132.3,True,0.2,1
r2_f3,56,0.039705,98.40,192.8,132.3,True,0.2,1
r2_f3,56,0.039705,98.40,192.8,132.3,True,0.2,1
r2_f3,56,0.039705,98.40,192.8,132.3,True,0.2,1
r2_f3,56,0.039705,98.40,192.8,132.3,True,0.2,1
r2_f3,57,0.034401,98.24,193.6,138.8,True,0.4,1
r2_f3,57,0.034401,98.24,193.6,138.8,True,0.4,1
r2_f3,57,0.034401,98.24,193.6,138.8,True,0.4,1
r2_f3,57,0.034401,98.24,193.6,138.8,True,0.4,1
r2_f3,57,0.034401,98.24,193.6,138.8,True,0.4,1
r2_f3,57,0.034401,98.24,193.6,138.8,True,0.4,1
r2_f3,57,0.034401,98.24,193.6,138.8,True,0.4,1
r2_f3,57,0.034401,98.24,193.6,138.8,True,0.4,1
r2_f3,58,0.029353,97.99,194.9,147.4,True,0.6,1
r2_f3,58,0.029353,97.99,194.9,147.4,True,0.6,1
r2_f3,58,0.029353,97.99,194.9,147.4,True,0.6,1
r2_f3,58,0.029353,97.99,194.9,147.4,True,0.6,1
r2_f3,58,0.029353,97.99,194.9,147.4,True,0.6,1
r2_f3,58,0.029353,97.99,194.9,147.4,True,0.6,1
r2_f3,58,0.029353,97.99,194.9,147.4,True,0.6,1
r2_f3,59,0.029240,98.02,194.3,147.6,True,0.6,1
r2_f3,59,0.029240,98.02,194.3,147.6,True,0.6,1
r2_f3,59,0.029240,98.02,194.3,147.6,True,0.6,1
r2_f3,59,0.029240,98.02,194.3,147.6,True,0.6,1
r2_f3,59,0.029240,98.02,194.3,147.6,True,0.6,1
r2_f3,59,0.029240,98.02,194.3,147.6,True,0.6,1
r2_f3,60,0.029722,98.14,194.1,147.3,True,0.6,1
r2_f3,60,0.029722,98.14,194.1,147.3,True,0.6,1
r2_f3,60,0.029722,98.14,194.1,147.3,True,0.6,1
r2_f3,60,0.029722,98.14,194.1,147.3,True,0.6,1
r2_f3,60,0.029722,98.14,194.1,147.3,True,0.6,1
r2_f3,61,0.030538,98.24,194.3,146.3,True,0.6,1
r2_f3,61,0.030538,98.24,194.3,146.3,True,0.6,1
r2_f3,61,0.030538,98.24,194.3,146.3,True,0.6,1
r2_f3,61,0.030538,98.24,194.3,146.3,True,0.6,1
r2_f3,61,0.030538,98.24,194.3,146.3,True,0.6,1
r2_f3,61,0.030538,98.24,194.3,146.3,True,0.6,1
r2_f3,61,0.030538,98.24,194.3,146.3,True,0.6,1
r2_f3,62,0.032383,98.33,194.2,143.9,True,0.6,1
r2_f3,62,0.032383,98.33,194.2,143.9,True,0.6,1
r2_f3,62,0.032383,98.33,194.2,143.9,True,0.6,1
r2_f3,62,0.032383,98.33,194.2,143.9,True,0.6,1
r2_f3,62,0.032383,98.33,194.2,143.9,True,0.6,1
r2_f3,62,0.032383,98.33,194.2,143.9,True,0.6,1
r2_f3,63,0.068498,98.99,189.8,121.0,True,0.6,1
r2_f3,63,0.068498,98.99,189.8,121.0,True,0.6,1
r2_f3,63,0.068498,98.99,189.8,121.0,True,0.6,1
r2_f3,63,0.068498,98.99,189.8,121.0,True,0.6,1
r2_f3,63,0.068498,98.99,189.8,121.0,True,0.6,1
r2_f3,63,0.068498,98.99,189.8,121.0,True,0.6,1
