group,n,p50_abs_sigma_a_mps2,p80_abs_sigma_a_mps2,p90_abs_sigma_a_mps2,p95_abs_sigma_a_mps2,p99_abs_sigma_a_mps2,max_abs_sigma_a_mps2
all,16,0.9573353308226236,2.536314497500249,3.4954187611603484,4.454523024820448,4.454523024820448,4.454523024820448
switch_adjacent,3,0.6462439424740618,0.6462439424740618,0.6462439424740618,0.6462439424740618,0.6462439424740618,0.6462439424740618
maintenance,13,0.97008490696748,2.536314497500249,4.07088131935641,4.454523024820448,4.454523024820448,4.454523024820448
