slot,arm,fid,loss_mode,loss_t,last_near_R,believed_R,age,vz_ptp,osc,reacq,far_n
1,control,20260720T053402-f170ead6,fov_leave,3.1316993,4.036410292233415,3.2929361317290553,0.273218984,3.675200257331862,True,False,45
2,live,20260720T053514-5cebc2b2,fov_leave,3.516219,4.239381720579434,2.0459801856454303,0.262205336,4.65146811479116,True,False,40
3,control,20260720T053635-f170ead6,fov_leave,3.9186764,1.8954099622632488,1.166766431559505,0.26001632,2.0508229771085618,True,False,1
4,live,20260720T053745-5cebc2b2,fov_leave,4.5442413,2.93283765864465,1.5750620507872957,0.262982504,2.2369334245437518,True,False,29
5,control,20260720T053905-f170ead6,far_gate_contest,3.1720731,4.404762285340096,3.8001346405361205,0.255642312,2.581322041091015,True,False,15
6,live,20260720T054016-5cebc2b2,fov_leave,3.9404269,1.8104360593831428,0.4421486359722752,0.261055056,4.174395223598632,True,False,20
