fid,t_ff,R,bearing,elev,error_vs_exit_deg,abs_error_vs_exit_deg,error_vs_cross_truth_deg
20260715T122040-22978559,2.7229697,7.953582873913437,26.752421253726563,21.374665940452346,90.54116620014707,90.54116620014707,-8.056712035790781
20260715T122040-22978559,2.7307248,7.953582873913437,26.752421253726563,21.374665940452346,90.54116620014707,90.54116620014707,-8.056712035790781
20260715T122040-22978559,2.741399,7.953582873913437,26.752421253726563,21.374665940452346,90.54116620014707,90.54116620014707,-8.056712035790781
20260715T122040-22978559,2.8488192,7.563905658370068,27.769816310225973,21.32517511931954,91.5585612566465,91.5585612566465,-7.039316979291385
20260715T122040-22978559,2.8596976,7.563905658370068,27.769816310225973,21.32517511931954,91.5585612566465,91.5585612566465,-7.039316979291385
20260715T122040-22978559,2.8724636,7.732514913154606,27.754871424042367,22.42030958010533,91.54361637046287,91.54361637046287,-7.0542618654749845
20260715T122040-22978559,2.8762326,7.732514913154606,27.754871424042367,22.42030958010533,91.54361637046287,91.54361637046287,-7.0542618654749845
20260715T122040-22978559,2.892072,7.732514913154606,27.754871424042367,22.42030958010533,91.54361637046287,91.54361637046287,-7.0542618654749845
20260715T122040-22978559,2.9018159,7.732514913154606,27.754871424042367,22.42030958010533,91.54361637046287,91.54361637046287,-7.0542618654749845
20260715T122040-22978559,2.9084046,7.633509895487469,32.446409207429944,27.193000316092014,96.23515415385043,96.23515415385043,-2.3627240820873965
20260715T122040-22978559,2.9240424,7.633509895487469,32.446409207429944,27.193000316092014,96.23515415385043,96.23515415385043,-2.3627240820873965
20260715T122040-22978559,2.934884,7.633509895487469,32.446409207429944,27.193000316092014,96.23515415385043,96.23515415385043,-2.3627240820873965
20260715T122040-22978559,2.939925,7.633509895487469,32.446409207429944,27.193000316092014,96.23515415385043,96.23515415385043,-2.3627240820873965
20260715T122040-22978559,2.9737148,8.62655541755106,44.259852144831434,38.104546644373094,108.04859709125196,108.04859709125196,9.45071885531408
20260715T122040-22978559,2.9787581,8.62655541755106,44.259852144831434,38.104546644373094,108.04859709125196,108.04859709125196,9.45071885531408
20260715T122040-22978559,2.9930254,8.62655541755106,44.259852144831434,38.104546644373094,108.04859709125196,108.04859709125196,9.45071885531408
20260715T122040-22978559,3.0012542,8.62655541755106,44.259852144831434,38.104546644373094,108.04859709125196,108.04859709125196,9.45071885531408
20260715T122040-22978559,3.0129208,8.491109282434945,41.1507615345005,35.53307293679598,104.93950648092101,104.93950648092101,6.341628244983156
20260715T122040-22978559,3.0223255,8.491109282434945,41.1507615345005,35.53307293679598,104.93950648092101,104.93950648092101,6.341628244983156
20260715T122040-22978559,3.030087,8.491109282434945,41.1507615345005,35.53307293679598,104.93950648092101,104.93950648092101,6.341628244983156
20260715T122040-22978559,3.0367969,8.491109282434945,41.1507615345005,35.53307293679598,104.93950648092101,104.93950648092101,6.341628244983156
20260715T203300-8edfeec4,6.3112929,7.184824114246402,40.458840400640995,19.899204410144268,-24.902404077429793,24.902404077429793,87.17230750643193
20260715T203300-8edfeec4,6.3237001,7.184824114246402,40.458840400640995,19.899204410144268,-24.902404077429793,24.902404077429793,87.17230750643193
20260715T203300-8edfeec4,6.3296789,7.184824114246402,40.458840400640995,19.899204410144268,-24.902404077429793,24.902404077429793,87.17230750643193
20260715T203300-8edfeec4,6.3379108,7.184824114246402,40.458840400640995,19.899204410144268,-24.902404077429793,24.902404077429793,87.17230750643193
20260715T213138-8edfeec4,4.070411,9.050926839870707,33.51090427867846,14.177488497835988,-138.34221726948687,138.34221726948687,-0.8780226506709425
20260715T213138-8edfeec4,4.0832202,9.050926839870707,33.51090427867846,14.177488497835988,-138.34221726948687,138.34221726948687,-0.8780226506709425
20260715T213138-8edfeec4,4.0910403,9.050926839870707,33.51090427867846,14.177488497835988,-138.34221726948687,138.34221726948687,-0.8780226506709425
20260715T213138-8edfeec4,4.1035949,9.22827071487689,33.492751209342366,14.192098058201099,-138.36037033882295,138.36037033882295,-0.8961757200070224
20260715T213138-8edfeec4,4.1106165,9.22827071487689,33.492751209342366,14.192098058201099,-138.36037033882295,138.36037033882295,-0.8961757200070224
20260715T213138-8edfeec4,4.1169468,9.22827071487689,33.492751209342366,14.192098058201099,-138.36037033882295,138.36037033882295,-0.8961757200070224
20260715T213138-8edfeec4,4.1261906,9.22827071487689,33.492751209342366,14.192098058201099,-138.36037033882295,138.36037033882295,-0.8961757200070224
20260715T213138-8edfeec4,4.1630863,9.43745918850383,34.388926929349395,13.72075081066398,-137.46419461881592,137.46419461881592,0.0
20260715T213138-8edfeec4,4.1707271,9.43745918850383,34.388926929349395,13.72075081066398,-137.46419461881592,137.46419461881592,0.0
20260715T213138-8edfeec4,4.1831791,9.43745918850383,34.388926929349395,13.72075081066398,-137.46419461881592,137.46419461881592,0.0
20260715T213138-8edfeec4,4.1891051,9.43745918850383,34.388926929349395,13.72075081066398,-137.46419461881592,137.46419461881592,0.0
20260716T022502-8edfeec4,3.5220164,9.516953178361518,42.6392614604577,27.275050019080822,-137.3607385395423,137.3607385395423,-2.1604827536463347
20260716T022502-8edfeec4,3.5319024,9.516953178361518,42.6392614604577,27.275050019080822,-137.3607385395423,137.3607385395423,-2.1604827536463347
20260716T022502-8edfeec4,3.5420694,9.516953178361518,42.6392614604577,27.275050019080822,-137.3607385395423,137.3607385395423,-2.1604827536463347
20260716T022502-8edfeec4,3.55228,9.516953178361518,42.6392614604577,27.275050019080822,-137.3607385395423,137.3607385395423,-2.1604827536463347
20260716T022502-8edfeec4,3.5605142,9.570879321963059,43.042514232001125,26.962169938733588,-136.9574857679989,136.9574857679989,-1.7572299821028992
20260716T022502-8edfeec4,3.5704027,9.570879321963059,43.042514232001125,26.962169938733588,-136.9574857679989,136.9574857679989,-1.7572299821028992
20260716T022502-8edfeec4,3.5784945,9.570879321963059,43.042514232001125,26.962169938733588,-136.9574857679989,136.9574857679989,-1.7572299821028992
20260716T022502-8edfeec4,3.5851721,9.570879321963059,43.042514232001125,26.962169938733588,-136.9574857679989,136.9574857679989,-1.7572299821028992
20260716T022502-8edfeec4,3.6539328,8.793809144222342,43.88749182556794,29.10475500394698,-136.11250817443207,136.11250817443207,-0.9122523885361034
20260716T022502-8edfeec4,3.6625875,8.793809144222342,43.88749182556794,29.10475500394698,-136.11250817443207,136.11250817443207,-0.9122523885361034
20260716T022502-8edfeec4,3.6735291,8.793809144222342,43.88749182556794,29.10475500394698,-136.11250817443207,136.11250817443207,-0.9122523885361034
20260716T022502-8edfeec4,3.6820587,8.701484816549016,45.019038376186096,31.90342785407667,-134.9809616238139,134.9809616238139,0.21929416208206476
20260716T022502-8edfeec4,3.6887193,8.701484816549016,45.019038376186096,31.90342785407667,-134.9809616238139,134.9809616238139,0.21929416208206476
20260716T022502-8edfeec4,3.7033695,8.701484816549016,45.019038376186096,31.90342785407667,-134.9809616238139,134.9809616238139,0.21929416208206476
20260716T022502-8edfeec4,3.7123088,8.701484816549016,45.019038376186096,31.90342785407667,-134.9809616238139,134.9809616238139,0.21929416208206476
20260716T022502-8edfeec4,3.782455,7.900047353903317,43.76214833805238,23.69447867166432,-136.23785166194762,136.23785166194762,-1.037595876051654
20260716T022502-8edfeec4,3.7936553,7.900047353903317,43.76214833805238,23.69447867166432,-136.23785166194762,136.23785166194762,-1.037595876051654
20260716T022502-8edfeec4,3.7995572,7.900047353903317,43.76214833805238,23.69447867166432,-136.23785166194762,136.23785166194762,-1.037595876051654
20260716T022502-8edfeec4,3.8143867,7.900047353903317,43.76214833805238,23.69447867166432,-136.23785166194762,136.23785166194762,-1.037595876051654
20260716T131630-8edfeec4,4.1437988,9.705297692610333,15.64974503291475,19.550766422000706,-164.35025496708525,164.35025496708525,-0.05683243512552849
20260716T131630-8edfeec4,4.2490134,9.390766434080225,15.706577468040273,18.0695428814798,-164.29342253195972,164.29342253195972,0.0
20260716T203450-2ca531c3,3.0135154,11.504551762572957,13.425678393278302,17.337180349876885,15.004298247537434,15.004298247537434,-4.417507149065159
20260716T203450-2ca531c3,3.0186107,11.504551762572957,13.425678393278302,17.337180349876885,15.004298247537434,15.004298247537434,-4.417507149065159
20260716T203450-2ca531c3,3.0294648,11.504551762572957,13.425678393278302,17.337180349876885,15.004298247537434,15.004298247537434,-4.417507149065159
20260716T203450-2ca531c3,3.0366599,11.504551762572957,13.425678393278302,17.337180349876885,15.004298247537434,15.004298247537434,-4.417507149065159
20260716T203450-2ca531c3,3.0858205,10.782482326357885,14.746264666713667,14.097147356207714,16.3248845209728,16.3248845209728,-3.0969208756297917
20260716T203450-2ca531c3,3.0950824,10.782482326357885,14.746264666713667,14.097147356207714,16.3248845209728,16.3248845209728,-3.0969208756297917
20260716T203450-2ca531c3,3.3310081,10.458397074435515,17.562065871322144,19.4085522844382,19.140685725581278,19.140685725581278,-0.2811196710213153
20260716T203450-2ca531c3,3.3376108,10.458397074435515,17.562065871322144,19.4085522844382,19.140685725581278,19.140685725581278,-0.2811196710213153
20260716T203450-2ca531c3,3.3627236,10.349243839562675,17.31313923339577,18.866398602687166,18.89175908765492,18.89175908765492,-0.530046308947675
20260716T203450-2ca531c3,3.3678666,10.349243839562675,17.31313923339577,18.866398602687166,18.89175908765492,18.89175908765492,-0.530046308947675
20260716T203450-2ca531c3,3.3771968,10.349243839562675,17.31313923339577,18.866398602687166,18.89175908765492,18.89175908765492,-0.530046308947675
20260716T203450-2ca531c3,3.3943555,10.220629282739425,17.318074937810103,17.705942563022667,18.89669479206924,18.89669479206924,-0.5251106045333529
20260716T203450-2ca531c3,3.4009863,10.220629282739425,17.318074937810103,17.705942563022667,18.89669479206924,18.89669479206924,-0.5251106045333529
20260716T203450-2ca531c3,3.4097807,10.220629282739425,17.318074937810103,17.705942563022667,18.89669479206924,18.89669479206924,-0.5251106045333529
20260716T203450-2ca531c3,3.421112,10.124615428466958,17.50595562889889,16.654259257123204,19.084575483158034,19.084575483158034,-0.33722991344455977
20260716T203450-2ca531c3,3.4318378,10.124615428466958,17.50595562889889,16.654259257123204,19.084575483158034,19.084575483158034,-0.33722991344455977
20260716T203450-2ca531c3,3.4445017,10.039153185415403,17.84318554234345,16.056758795480274,19.421805396602593,19.421805396602593,0.0
20260716T203450-2ca531c3,3.4509944,10.039153185415403,17.84318554234345,16.056758795480274,19.421805396602593,19.421805396602593,0.0
20260716T203450-2ca531c3,3.4631576,10.039153185415403,17.84318554234345,16.056758795480274,19.421805396602593,19.421805396602593,0.0
20260716T203450-2ca531c3,3.4704832,10.039153185415403,17.84318554234345,16.056758795480274,19.421805396602593,19.421805396602593,0.0
20260717T095722-a560c093,3.2341243,9.36145943918661,35.03146016125493,26.912967643649896,-144.96853983874507,144.96853983874507,-15.4571378396424
20260717T095722-a560c093,3.2783425,9.493039926625816,34.86359210635956,26.988616279795533,-145.13640789364044,145.13640789364044,-15.625005894537765
20260717T095722-a560c093,3.3086844,9.381869608407154,34.894149586308814,27.490978365720277,-145.1058504136912,145.1058504136912,-15.594448414588499
20260717T095722-a560c093,3.34002,9.445757054145194,34.909300277677914,28.026457427629843,-145.09069972232209,145.09069972232209,-15.579297723219412
20260717T095722-a560c093,3.3699205,9.293000681591447,35.07104933458787,28.504945255226847,-144.92895066541212,144.92895066541212,-15.417548666309443
20260717T095722-a560c093,3.5015478,8.934283006605316,36.95077754596711,17.869980844673147,-143.0492224540329,143.0492224540329,-13.537820454930227
20260717T095722-a560c093,3.5685528,7.925373480790289,40.56292485726559,13.175782438565498,-139.43707514273441,139.43707514273441,-9.925673143631741
20260717T095722-a560c093,3.6144041,8.628979474807082,43.07498923637051,29.955312620324698,-136.92501076362947,136.92501076362947,-7.413608764526799
20260717T095722-a560c093,3.6327612,8.585606333875209,43.95033718919267,37.70925816396157,-136.04966281080732,136.04966281080732,-6.538260811704646
20260717T095722-a560c093,3.6771539,7.076041625419583,48.419296830833495,40.39867672681506,-131.5807031691665,131.5807031691665,-2.0693011700638237
20260717T095722-a560c093,3.7111709,7.2894001635594305,50.48859800089732,40.50418170935293,-129.51140199910267,129.51140199910267,0.0
20260717T151717-e179e097,2.5374796,11.801736366324203,24.063355038673162,22.22163106559937,19.795705401594375,19.795705401594375,-0.8002398959216066
20260717T151717-e179e097,2.5726269,11.582605122755815,23.840588162109572,21.57123993345241,19.572938525030793,19.572938525030793,-1.0230067724851892
20260717T151717-e179e097,2.747079,11.042498088510476,24.411712478449232,18.253530436658888,20.14406284137044,20.14406284137044,-0.45188245614554035
20260717T151717-e179e097,2.9294512,10.717042816521168,24.763322278655718,23.639874953826983,20.49567264157693,20.49567264157693,-0.10027265593905099
20260717T151717-e179e097,2.9433593,10.482887072812943,24.79196044538672,23.23044609211368,20.524310808307916,20.524310808307916,-0.07163448920803717
20260717T151717-e179e097,3.0738136,9.895158875499767,25.045388931368173,22.644738357594225,20.777739294289375,20.777739294289375,0.1817939967734219
20260717T151717-e179e097,3.1104177,9.710925749049869,24.863594934594765,22.566977121430483,20.595945297515982,20.595945297515982,0.0
20260719T075333-fab49fbf,3.6739925,9.765711130715118,37.1175028717774,24.74345808241352,-142.8824971282226,142.8824971282226,-0.6759739253066925
20260719T075333-fab49fbf,3.7066013,9.6318171155249,37.358610501665375,22.423723233188976,-142.64138949833463,142.64138949833463,-0.4348662954187148
20260719T075333-fab49fbf,3.732776,9.71745384955071,37.60094842899138,21.28402720031632,-142.3990515710086,142.3990515710086,-0.19252836809272367
20260719T075333-fab49fbf,3.7658995,9.562268064147593,37.6494476440849,20.444001905921134,-142.3505523559151,142.3505523559151,-0.14402915299919528
20260719T075333-fab49fbf,3.8038155,9.370695493408547,37.94099918048975,18.12014997642764,-142.05900081951026,142.05900081951026,0.14752238340565782
20260719T075333-fab49fbf,3.835683,9.623613085003841,37.79347679708409,15.16164592063525,-142.20652320291592,142.20652320291592,0.0
20260719T080255-fab49fbf,3.238923,10.147378743216242,29.872210046099816,33.98941205653161,31.313965926595273,31.313965926595273,-1.6522881805395286
20260719T080255-fab49fbf,3.2692687,10.251458323423687,30.306091897108104,30.637230755066135,31.747847777603567,31.747847777603567,-1.2184063295312342
20260719T080255-fab49fbf,3.3046871,10.134340976382658,30.839937044525033,29.587232758980587,32.28169292502048,32.28169292502048,-0.6845611821143223
20260719T080255-fab49fbf,3.3395786,9.980408705686532,31.524498226639345,29.7146157845271,32.9662541071348,32.9662541071348,0.0
20260719T080255-fab49fbf,3.3650054,9.926689824408705,32.0447626838776,29.863087992969298,33.48651856437306,33.48651856437306,0.5202644572382553
20260719T143404-a76247fb,3.3662747,9.66125155603609,39.35538373627484,27.29960092996016,14.408403398207383,14.408403398207383,-0.780150099621153
20260719T143404-a76247fb,3.4032946,9.41747104038692,39.72789972208456,24.89532228156625,14.780919384017096,14.780919384017096,-0.4076341138114401
20260719T143404-a76247fb,3.4343154,9.624752608322728,39.99715703929816,23.738408695980965,15.050176701230697,15.050176701230697,-0.1383767965978393
20260719T143404-a76247fb,3.4731864,9.645420529697171,40.84029596211913,23.878563438709698,15.893315624051667,15.893315624051667,0.7047621262231303
20260719T143404-a76247fb,3.5065129,9.272468954629414,41.968623826939144,24.313509637861745,17.02164348887169,17.02164348887169,1.8330899910431526
20260719T143404-a76247fb,3.5282153,9.388859807309741,42.84949881221594,24.970085157397293,17.90251847414848,17.90251847414848,2.713964976319943
20260719T143404-a76247fb,3.5643574,8.693417605566841,43.68578488803303,25.40900855788055,18.73880454996555,18.73880454996555,3.5502510521370425
20260719T143404-a76247fb,3.6005432,8.17507496304269,43.95985104741362,25.214034318565957,19.012870709346146,19.012870709346146,3.824317211517638
20260719T143404-a76247fb,4.635074,9.326496997936799,40.13553383589599,26.23594683510218,15.188553497828536,15.188553497828536,0.0
20260719T144941-a76247fb,3.8542574,9.85623826540834,25.04666404183931,21.687098308573834,31.330620684910173,31.330620684910173,22.929725064272304
20260719T144941-a76247fb,3.869322,9.926738409513252,25.384227833245433,21.062363235377706,31.6681844763163,31.6681844763163,23.2672888556784
20260719T144941-a76247fb,3.9066142,9.81454625657335,25.842989838833173,20.891651572628742,32.12694648190404,32.12694648190404,23.726050861266145
20260719T144941-a76247fb,3.938004,9.599051923194928,26.365324767485284,20.95168121368477,32.64928141055614,32.64928141055614,24.248385789918274
20260719T144941-a76247fb,3.96979,9.476297825143046,26.830879594876947,20.66809506233352,33.11483623794783,33.11483623794783,24.71394061730993
20260719T150627-486b0765,4.0613107,8.993707024887065,2.2967992119750114,13.43557881720123,-177.703200788025,177.703200788025,-39.72112166674398
20260719T150627-486b0765,4.2308885,8.420090492647661,-3.1428689956547515,13.890761474412725,176.85713100434526,176.85713100434526,-45.160789874373734
20260719T160537-f170ead6,3.0073958,9.929245695529746,33.572947776792994,19.374608056659962,34.07084056340335,34.07084056340335,25.19189750855992
20260719T160537-f170ead6,3.0296016,9.705968879014673,33.74735711980808,17.769023415502815,34.24524990641842,34.24524990641842,25.36630685157499
20260719T160537-f170ead6,3.0757469,10.026481699879408,34.01522898303963,18.13634414242369,34.513121769649956,34.513121769649956,25.634178714806524
20260719T160537-f170ead6,3.5696157,8.701704525536623,40.3802634222017,29.913814558219414,40.878156208812044,40.878156208812044,31.99921315396861
20260719T160537-f170ead6,3.6049604,8.604550166722223,40.82340947720533,30.26028844539386,41.32130226381568,41.32130226381568,32.44235920897225
20260719T160537-f170ead6,3.6376809,8.131440388133873,40.61688510485587,29.138971660058207,41.11477789146622,41.11477789146622,32.235834836622786
20260719T160537-f170ead6,3.6696706,7.838090924672822,40.78873731203415,28.356298057351342,41.28663009864448,41.28663009864448,32.40768704380105
20260719T160537-f170ead6,3.7027574,7.4958017635692205,40.700078024506354,28.134775599419974,41.197970811116704,41.197970811116704,32.31902775627327
20260719T163649-f170ead6,3.7046101,9.359187379112782,26.40164083209292,21.972252334613547,-143.41977086175703,143.41977086175703,-9.977388127826003
20260719T163649-f170ead6,3.7369272,9.40769646183049,26.46350612661601,22.599654021426737,-143.35790556723393,143.35790556723393,-9.915522833302902
20260719T163649-f170ead6,3.769538,9.347703888833035,26.538437155636647,22.99526485272746,-143.2829745382133,143.2829745382133,-9.840591804282269
20260719T163649-f170ead6,3.8035625,9.106656063591641,26.62822495281204,22.171222187467894,-143.1931867410379,143.1931867410379,-9.750804007106865
20260719T163649-f170ead6,3.8428439,9.11517215572243,26.643645458106963,21.710028620152336,-143.17776623574298,143.17776623574298,-9.735383501811953
20260719T163649-f170ead6,3.8684596,8.967631159368931,26.05649687546436,22.031270251892366,-143.7649148183856,143.7649148183856,-10.322532084454565
20260719T163649-f170ead6,3.9034594,8.974446530442979,26.85134595054293,22.340675435760836,-142.970065743307,142.970065743307,-9.527683009375977
20260719T163649-f170ead6,3.9778352,8.972922261534682,26.297966657760472,22.389846670561496,-143.52344503608947,143.52344503608947,-10.081062302158443
20260719T163649-f170ead6,4.0096367,8.983022617610747,25.766999607419983,20.86487775608604,-144.05441208642995,144.05441208642995,-10.612029352498922
20260719T163649-f170ead6,4.0370459,8.723085650094497,24.512323630740575,18.1516707814409,-145.30908806310936,145.30908806310936,-11.86670532917833
20260719T163649-f170ead6,4.0731321,8.3357147635627,24.587787732374718,6.367605671075882,-145.23362396147522,145.23362396147522,-11.791241227544191
20260719T173050-f170ead6,3.7020021,9.253942331028108,-1.4445018993350158,22.99439663236892,178.55549810066498,178.55549810066498,
20260719T173050-f170ead6,3.7368117,9.09861592812095,-3.640685282459747,22.122011949104966,176.35931471754026,176.35931471754026,
20260719T200816-f170ead6,3.1338552,10.894526315507084,37.495413391707324,23.860018527604034,36.933742472856125,36.933742472856125,33.432238788603144
20260719T200816-f170ead6,3.1686578,10.668153385609779,37.682667924108316,24.274048752138093,37.120997005257124,37.120997005257124,33.61949332100414
20260719T200816-f170ead6,3.1967414,10.398307219612397,37.953795751819754,24.56157360818429,37.39212483296856,37.39212483296856,33.89062114871558
20260719T200816-f170ead6,3.2340963,10.67617530778136,38.139015484867855,24.034572324104232,37.57734456601668,37.57734456601668,34.07584088176367
20260719T200816-f170ead6,3.3383786,10.494083226309401,39.264695083908414,25.71770149624677,38.70302416505723,38.70302416505723,35.20152048080422
20260719T200816-f170ead6,3.3651198,10.108530016683805,39.3105357881095,27.701277979390525,38.74886486925831,38.74886486925831,35.24736118500533
20260719T200816-f170ead6,3.3991977,10.06894309797179,39.39654488726146,27.45368176628768,38.83487396841028,38.83487396841028,35.3333702841573
20260719T200816-f170ead6,3.4329492,9.882040177602828,39.83210150980965,26.409719362596903,39.270430590958455,39.270430590958455,35.768926906705474
20260719T200816-f170ead6,3.4677222,9.666961762447412,40.19706829392667,26.36456191653006,39.635397375075485,39.635397375075485,36.133893690822504
20260719T200816-f170ead6,3.5022352,9.89890166507641,40.50776378000213,26.987220535860125,39.94609286115093,39.94609286115093,36.44458917689795
20260719T200816-f170ead6,3.5302177,9.680461267398854,40.65638747889439,27.008165829607908,40.094716560043196,40.094716560043196,36.593212875790215
20260719T200816-f170ead6,3.5669693,9.427695309326893,40.811162545975904,27.42996117488799,40.24949162712471,40.24949162712471,36.74798794287173
20260719T200816-f170ead6,3.977116,8.762656172618874,43.15353738947975,25.478197615003857,42.59186647062856,42.59186647062856,39.09036278637558
20260719T201851-50f9dcc8,3.9616553,8.660397140887664,22.35912795037693,18.802237905509084,26.221299455287095,26.221299455287095,-2.2825054209274924
20260719T201851-50f9dcc8,4.0008958,9.09147438382781,22.805065111565774,18.838940488534906,26.667236616475947,26.667236616475947,-1.8365682597386694
20260719T201851-50f9dcc8,4.0308288,8.987655420227624,23.198347910412863,19.513081925192832,27.06051941532303,27.06051941532303,-1.443285460891559
20260719T201851-50f9dcc8,4.0629161,8.98852535990093,23.59929005576724,20.559474015448938,27.461461560677407,27.461461560677407,-1.042343315537181
20260719T201851-50f9dcc8,4.0983013,8.825858327597405,23.98433900292646,21.487782210116766,27.846510507836626,27.846510507836626,-0.6572943683779613
