flight,flight_id,frame_id,mono_ns,t_rel_s,feature_ts_ns,topic,phase,commit,source,feature_mode,cert_status,range_z_m,range_norm_m,x_m,y_down_m,gate_age_s,center_x_px,y_top_px,span_px,span_x_range,e_meas,e_reject,level_pitch_rad,level_roll_rad,image_w,image_h,det_confidence,det_cert_status,cohort,setpoint_speed_xy_mps,sweep,fed,source_valid,active_sample,observer_ready,ready_legacy,shadow_owner,shadow_capture,shadow_phase,active_source,hist_n,hist_span_s,hist_gap_s,admission_score,admission_mu,admission_sigma,admission_h_tail_s,admission_vz_vis_mps,admission_e_cross_m,sigma_induced_abort,oracle_e_z,oracle_disarmed,jump_grace_consumed,applied_e_z,transition_id
20260719T160537-f170ead6,20260719T160537-f170ead6,273,153813997359900,5.5249459,1784477143887869800,feature,commit,True,detector,FULL_QUAD,certified,2.6909520164795975,2.921134217645351,-0.07302974474509923,-1.1342261762476524,0.0,294.5,131.5,173.44163283364233,466.7231116152038,-0.45,ok,-0.31066147435532415,0.0002609853739922995,640,360,1.0,certified,sweep29,1.5917690359332053,baseline,True,True,True,True,True,alt,False,position,FULL_QUAD,27,0.930396556854248,0.0971980094909668,0.6514213562373095,0.51,0.07071067811865477,0.5,-0.0,-0.45,False,,False,False,,
20260719T160537-f170ead6,20260719T160537-f170ead6,273,153813997359900,5.5249459,1784477143887869800,feature_side,commit,True,tracker_parallel,SIDE_PAIR,certified,2.6909520164795975,2.921134217645351,-0.07302974474509923,-1.1342261762476524,0.0,306.02803263433935,127.73947906852734,182.43381672414344,490.9206469879031,-0.45,ok,-0.31066147435532415,0.0002609853739922995,640,360,0.5,certified,sweep29,1.5917690359332053,baseline,True,True,False,True,True,alt,False,position,FULL_QUAD,27,0.930396556854248,0.0971980094909668,0.6514213562373095,0.51,0.07071067811865477,0.5,-0.0,-0.45,False,,False,False,,
20260719T160537-f170ead6,20260719T160537-f170ead6,274,153814033821700,5.5614077,1784477143922814300,feature,commit,True,detector,FULL_QUAD,certified,2.6316014663308,2.821949338073038,-0.04842869712319555,-1.017706465711695,0.006162152,296.5,135.5,178.7568180517879,470.416704501713,-0.45,ok,-0.31066147435532415,0.0002609853739922995,640,360,1.0,certified,sweep29,1.6162637633553256,baseline,True,True,True,True,True,alt,False,position,FULL_QUAD,28,0.9653410911560059,0.0971980094909668,0.6514213562373095,0.51,0.07071067811865477,0.5,-0.0,-0.45,False,,False,False,,
20260719T160537-f170ead6,20260719T160537-f170ead6,274,153814033821700,5.5614077,1784477143922814300,feature_side,commit,True,tracker_parallel,SIDE_PAIR,certified,2.6316014663308,2.821949338073038,-0.04842869712319555,-1.017706465711695,0.006162152,308.57469040182303,133.33767166568265,187.7825368906873,494.1687994328503,-0.45,ok,-0.31066147435532415,0.0002609853739922995,640,360,0.5,certified,sweep29,1.6162637633553256,baseline,True,True,False,True,True,alt,False,position,FULL_QUAD,28,0.9653410911560059,0.0971980094909668,0.6514213562373095,0.51,0.07071067811865477,0.5,-0.0,-0.45,False,,False,False,,
20260719T160537-f170ead6,20260719T160537-f170ead6,275,153814067915100,5.5955011,1784477143957202600,feature,commit,True,detector,FULL_QUAD,certified,2.574143648188048,2.7441299354437305,-0.06826196873921161,-0.948353248908542,0.0,302.5,139.0,176.13914953808538,453.4074729807072,-0.45,ok,-0.31066147435532415,0.0002609853739922995,640,360,1.0,certified,sweep29,1.6325654261287041,baseline,True,True,True,True,True,alt,False,position,FULL_QUAD,29,0.9997296333312988,0.0971980094909668,0.6514213562373095,0.51,0.07071067811865477,0.5,-0.0,-0.45,False,,False,False,,
20260719T160537-f170ead6,20260719T160537-f170ead6,275,153814067915100,5.5955011,1784477143957202600,feature_side,commit,True,tracker_parallel,SIDE_PAIR,certified,2.574143648188048,2.7441299354437305,-0.06826196873921161,-0.948353248908542,0.0,309.9422018001581,139.2076912231221,191.7227372251185,493.521866241265,-0.45,ok,-0.31066147435532415,0.0002609853739922995,640,360,0.5,certified,sweep29,1.6325654261287041,baseline,True,True,False,True,True,alt,False,position,FULL_QUAD,29,0.9997296333312988,0.0971980094909668,0.6514213562373095,0.51,0.07071067811865477,0.5,-0.0,-0.45,False,,False,False,,
20260719T160537-f170ead6,20260719T160537-f170ead6,276,153814099923300,5.6275093,1784477143991913400,feature,commit,True,detector,FULL_QUAD,certified,2.4959175807672946,2.647989501938231,-0.06928419265985393,-0.8817275843701884,0.0,303.0,140.5,183.20753259623362,457.2709015359367,-0.45,ok,-0.31066147435532415,0.0002609853739922995,640,360,1.0,certified,sweep29,1.6463217104262566,baseline,True,True,True,True,True,alt,False,position,FULL_QUAD,30,1.034440517425537,0.0971980094909668,0.6514213562373095,0.51,0.07071067811865477,0.5,-0.0,-0.45,False,,False,False,,
20260719T160537-f170ead6,20260719T160537-f170ead6,276,153814099923300,5.6275093,1784477143991913400,feature_side,commit,True,tracker_parallel,SIDE_PAIR,certified,2.4959175807672946,2.647989501938231,-0.06928419265985393,-0.8817275843701884,0.0,308.89461506031313,140.35920856607342,197.97369985147282,494.12603798883856,-0.45,ok,-0.31066147435532415,0.0002609853739922995,640,360,0.5,certified,sweep29,1.6463217104262566,baseline,True,True,False,True,True,alt,False,position,FULL_QUAD,30,1.034440517425537,0.0971980094909668,0.6514213562373095,0.51,0.07071067811865477,0.5,-0.0,-0.45,False,,False,False,,
20260719T160537-f170ead6,20260719T160537-f170ead6,277,153814136379700,5.6639657,1784477144026719300,feature,commit,True,detector,FULL_QUAD,certified,2.4149065626328725,2.5546880221770536,-0.06437519935593064,-0.8309711295318715,0.0,304.0,142.0,193.25630649476875,466.69592282440686,-0.45,ok,-0.31066147435532415,0.0002609853739922995,640,360,1.0,certified,sweep29,1.6544743734966727,baseline,True,True,True,True,True,alt,False,position,FULL_QUAD,31,1.0692462921142578,0.0971980094909668,0.6514213562373095,0.51,0.07071067811865477,0.5,-0.0,-0.45,False,,False,False,,
20260719T160537-f170ead6,20260719T160537-f170ead6,277,153814136379700,5.6639657,1784477144026719300,feature_side,commit,True,tracker_parallel,SIDE_PAIR,certified,2.4149065626328725,2.5546880221770536,-0.06437519935593064,-0.8309711295318715,0.0,309.53303247082437,141.03046235896025,205.48391351493964,496.22445126271333,-0.45,ok,-0.31066147435532415,0.0002609853739922995,640,360,0.5,certified,sweep29,1.6544743734966727,baseline,True,True,False,True,True,alt,False,position,FULL_QUAD,31,1.0692462921142578,0.0971980094909668,0.6514213562373095,0.51,0.07071067811865477,0.5,-0.0,-0.45,False,,False,False,,
20260719T160537-f170ead6,20260719T160537-f170ead6,278,153814164424600,5.6920106,1784477144054394500,feature,commit,True,detector,FULL_QUAD,certified,2.3390014116490385,2.4701733311012264,-0.052531794316905085,-0.7925081025285365,0.007504432,308.5,139.5,197.3068675946177,461.50104183186073,-0.45,ok,-0.31066147435532415,0.0002609853739922995,640,360,1.0,certified,sweep29,1.6567296400185996,baseline,True,True,True,True,True,alt,False,position,FULL_QUAD,32,1.096921682357788,0.0971980094909668,0.6514213562373095,0.51,0.07071067811865477,0.5,-0.0,-0.45,False,,False,False,,
20260719T160537-f170ead6,20260719T160537-f170ead6,278,153814164424600,5.6920106,1784477144054394500,feature_side,commit,True,tracker_parallel,SIDE_PAIR,certified,2.3390014116490385,2.4701733311012264,-0.052531794316905085,-0.7925081025285365,0.007504432,311.06075657987145,139.38625912404785,211.98655924872097,495.83686133338085,-0.45,ok,-0.31066147435532415,0.0002609853739922995,640,360,0.5,certified,sweep29,1.6567296400185996,baseline,True,True,False,True,True,alt,False,position,FULL_QUAD,32,1.096921682357788,0.0971980094909668,0.6514213562373095,0.51,0.07071067811865477,0.5,-0.0,-0.45,False,,False,False,,
20260719T160537-f170ead6,20260719T160537-f170ead6,279,153814201182900,5.7287689,1784477144089022900,feature,commit,True,detector,FULL_QUAD,certified,2.2606370906129953,2.39169287785804,-0.04360898757895419,-0.7796236417297924,0.006485552,312.0,139.5,206.11889772653063,465.96002527686176,-0.45,ok,-0.31066147435532415,0.0002609853739922995,640,360,1.0,certified,sweep29,1.6598508983616547,baseline,True,True,True,True,True,alt,False,position,FULL_QUAD,33,1.1315498352050781,0.0971980094909668,0.6514213562373095,0.51,0.07071067811865477,0.5,-0.0,-0.45,False,,False,False,,
20260719T160537-f170ead6,20260719T160537-f170ead6,279,153814201182900,5.7287689,1784477144089022900,feature_side,commit,True,tracker_parallel,SIDE_PAIR,certified,2.2606370906129953,2.39169287785804,-0.04360898757895419,-0.7796236417297924,0.006485552,311.8437323337432,138.94993812614746,222.74299698744898,503.54108066412584,-0.45,ok,-0.31066147435532415,0.0002609853739922995,640,360,0.5,certified,sweep29,1.6598508983616547,baseline,True,True,False,True,True,alt,False,position,FULL_QUAD,33,1.1315498352050781,0.0971980094909668,0.6514213562373095,0.51,0.07071067811865477,0.5,-0.0,-0.45,False,,False,False,,
20260719T160537-f170ead6,20260719T160537-f170ead6,280,153814233647900,5.7612339,1784477144124039000,feature,commit,True,detector,FULL_QUAD,certified,2.197948350853359,2.297551086866124,-0.03592186599738591,-0.6681868475837968,0.005099976,311.5,139.5,215.05813167606567,472.6866658550131,-0.45,ok,-0.31066147435532415,0.0002609853739922995,640,360,1.0,certified,sweep29,1.6618031020712387,baseline,True,True,True,True,True,alt,False,position,FULL_QUAD,34,1.1665658950805664,0.0971980094909668,0.6514213562373095,0.51,0.07071067811865477,0.5,-0.0,-0.45,False,,False,False,,
20260719T160537-f170ead6,20260719T160537-f170ead6,280,153814233647900,5.7612339,1784477144124039000,feature_side,commit,True,tracker_parallel,SIDE_PAIR,certified,2.197948350853359,2.297551086866124,-0.03592186599738591,-0.6681868475837968,0.005099976,311.83829399409785,138.57583112757843,226.26756762263227,497.3244271077655,-0.45,ok,-0.31066147435532415,0.0002609853739922995,640,360,0.5,certified,sweep29,1.6618031020712387,baseline,True,True,False,True,True,alt,False,position,FULL_QUAD,34,1.1665658950805664,0.0971980094909668,0.6514213562373095,0.51,0.07071067811865477,0.5,-0.0,-0.45,False,,False,False,,
20260719T160537-f170ead6,20260719T160537-f170ead6,281,153814268464400,5.7960504,1784477144158698900,feature,commit,True,detector,FULL_QUAD,certified,2.117819300076947,2.1996030744235235,-0.03286455428789904,-0.5933085355078462,0.004612648,310.0,139.0,226.14154859291116,478.92693615935605,-0.45,ok,-0.31066147435532415,0.0002609853739922995,640,360,1.0,certified,sweep29,1.6824150475398487,baseline,True,True,True,True,True,alt,False,position,FULL_QUAD,35,1.201225996017456,0.0971980094909668,0.6514213562373095,0.51,0.07071067811865477,0.5,-0.0,-0.45,False,,False,False,,
20260719T160537-f170ead6,20260719T160537-f170ead6,281,153814268464400,5.7960504,1784477144158698900,feature_side,commit,True,tracker_parallel,SIDE_PAIR,certified,2.117819300076947,2.1996030744235235,-0.03286455428789904,-0.5933085355078462,0.004612648,308.9406561924103,138.9167125769828,238.7096189756956,505.5438381807424,-0.45,ok,-0.31066147435532415,0.0002609853739922995,640,360,0.5,certified,sweep29,1.6824150475398487,baseline,True,True,False,True,True,alt,False,position,FULL_QUAD,35,1.201225996017456,0.0971980094909668,0.6514213562373095,0.51,0.07071067811865477,0.5,-0.0,-0.45,False,,False,False,,
20260719T160537-f170ead6,20260719T160537-f170ead6,282,153814306803500,5.8343895,1784477144193140400,feature,commit,True,detector,FULL_QUAD,certified,2.052885194799563,2.128087535857417,-0.03202837860457214,-0.5598152554266583,0.0,314.0,136.0,230.0,472.1635948038995,-0.45,ok,-0.31066147435532415,0.0002609853739922995,640,360,1.0,certified,sweep29,1.694426954532299,baseline,True,True,True,True,True,alt,False,position,FULL_QUAD,36,1.2356674671173096,0.0971980094909668,0.6514213562373095,0.51,0.07071067811865477,0.5,-0.0,-0.45,False,,False,False,,
20260719T160537-f170ead6,20260719T160537-f170ead6,282,153814306803500,5.8343895,1784477144193140400,feature_side,commit,True,tracker_parallel,SIDE_PAIR,certified,2.052885194799563,2.128087535857417,-0.03202837860457214,-0.5598152554266583,0.0,307.5699142388542,135.97620562460082,249.36082672818176,511.9091493532635,-0.45,ok,-0.31066147435532415,0.0002609853739922995,640,360,0.5,certified,sweep29,1.694426954532299,baseline,True,True,False,True,True,alt,False,position,FULL_QUAD,36,1.2356674671173096,0.0971980094909668,0.6514213562373095,0.51,0.07071067811865477,0.5,-0.0,-0.45,False,,False,False,,
20260719T160537-f170ead6,20260719T160537-f170ead6,283,153814332017700,5.8596037,1784477144221056500,feature,commit,True,detector,FULL_QUAD,certified,1.9685888073703626,2.0407225356339556,-0.034034229766174574,-0.5367012634088337,0.0,315.5,131.5,243.0514348857048,478.46833433130496,-0.45,ok,-0.31066147435532415,0.0002609853739922995,640,360,1.0,certified,sweep29,1.6950177314216484,baseline,True,True,True,True,True,alt,False,position,FULL_QUAD,37,1.2635834217071533,0.0971980094909668,0.6514213562373095,0.51,0.07071067811865477,0.5,-0.0,-0.45,False,,False,False,,
20260719T160537-f170ead6,20260719T160537-f170ead6,283,153814332017700,5.8596037,1784477144221056500,feature_side,commit,True,tracker_parallel,SIDE_PAIR,certified,1.9685888073703626,2.0407225356339556,-0.034034229766174574,-0.5367012634088337,0.0,309.2033328991308,131.13342861225166,258.54429431901167,508.9674040058752,-0.45,ok,-0.31066147435532415,0.0002609853739922995,640,360,0.5,certified,sweep29,1.6950177314216484,baseline,True,True,False,True,True,alt,False,position,FULL_QUAD,37,1.2635834217071533,0.0971980094909668,0.6514213562373095,0.51,0.07071067811865477,0.5,-0.0,-0.45,False,,False,False,,
20260719T160537-f170ead6,20260719T160537-f170ead6,284,153814366618900,5.8942049,1784477144256204000,feature,commit,True,detector,FULL_QUAD,certified,1.8595501991030319,1.9319239113626925,-0.026362730518376447,-0.5231711600904758,0.0,320.0,120.0,254.19677417308034,472.6916620249,-0.45,ok,-0.31066147435532415,0.0002609853739922995,640,360,1.0,certified,sweep29,1.6947586586549104,baseline,True,True,True,True,True,alt,False,position,FULL_QUAD,38,1.2987310886383057,0.0971980094909668,0.6514213562373095,0.51,0.07071067811865477,0.5,-0.0,-0.45,False,,False,False,,
20260719T160537-f170ead6,20260719T160537-f170ead6,284,153814366618900,5.8942049,1784477144256204000,feature_side,commit,True,tracker_parallel,SIDE_PAIR,certified,1.8595501991030319,1.9319239113626925,-0.026362730518376447,-0.5231711600904758,0.0,309.9957809897983,120.21685949084656,278.5810316055706,518.0354127884668,-0.45,ok,-0.31066147435532415,0.0002609853739922995,640,360,0.5,certified,sweep29,1.6947586586549104,baseline,True,True,False,True,True,alt,False,position,FULL_QUAD,38,1.2987310886383057,0.0971980094909668,0.6514213562373095,0.51,0.07071067811865477,0.5,-0.0,-0.45,False,,False,False,,
20260719T160537-f170ead6,20260719T160537-f170ead6,285,153814399001800,5.9265878,1784477144290426500,feature,commit,True,detector,FULL_QUAD,certified,1.7085770727415672,1.8320737636215156,-0.05757764084621859,-0.6587438630657189,0.005399536,322.0,113.0,264.3709515056448,451.69814644141746,-0.45,ok,-0.31066147435532415,0.0002609853739922995,640,360,1.0,certified,sweep29,1.6980579985041655,baseline,True,True,True,True,True,alt,False,position,FULL_QUAD,39,1.332953691482544,0.0971980094909668,0.6514213562373095,0.51,0.07071067811865477,0.5,-0.0,-0.45,False,,False,False,,
20260719T160537-f170ead6,20260719T160537-f170ead6,285,153814399001800,5.9265878,1784477144290426500,feature_side,commit,True,tracker_parallel,SIDE_PAIR,certified,1.7085770727415672,1.8320737636215156,-0.05757764084621859,-0.6587438630657189,0.005399536,309.2974091434643,113.56210123712466,287.498135981127,491.212723593291,-0.45,ok,-0.31066147435532415,0.0002609853739922995,640,360,0.5,certified,sweep29,1.6980579985041655,baseline,True,True,False,True,True,alt,False,position,FULL_QUAD,39,1.332953691482544,0.0971980094909668,0.6514213562373095,0.51,0.07071067811865477,0.5,-0.0,-0.45,False,,False,False,,
20260719T160537-f170ead6,20260719T160537-f170ead6,286,153814435794700,5.9633807,1784477144325064300,feature,commit,True,detector,FULL_QUAD,certified,1.6093109638072918,1.7635730200557787,-0.07009377881091597,-0.7179100786382034,0.0,324.5,107.5,277.95323347642494,447.31318605929863,-0.45,ok,-0.31066147435532415,0.0002609853739922995,640,360,1.0,certified,sweep29,1.6390971078346401,baseline,True,True,True,True,True,alt,False,position,FULL_QUAD,40,1.367591142654419,0.0971980094909668,0.6514213562373095,0.51,0.07071067811865477,0.5,-0.0,-0.45,False,,False,False,,
20260719T160537-f170ead6,20260719T160537-f170ead6,286,153814435794700,5.9633807,1784477144325064300,feature_side,commit,True,tracker_parallel,SIDE_PAIR,certified,1.6093109638072918,1.7635730200557787,-0.07009377881091597,-0.7179100786382034,0.0,308.4507980328116,109.8733664345395,310.7974481991311,500.1697409101905,-0.45,ok,-0.31066147435532415,0.0002609853739922995,640,360,0.5,certified,sweep29,1.6390971078346401,baseline,True,True,False,True,True,alt,False,position,FULL_QUAD,40,1.367591142654419,0.0971980094909668,0.6514213562373095,0.51,0.07071067811865477,0.5,-0.0,-0.45,False,,False,False,,
20260719T160537-f170ead6,20260719T160537-f170ead6,290,153814568260400,6.0958464,1784477144457124300,feature,commit,True,tracker,SIDE_PAIR,certified,1.252202187064972,1.3211872927959105,-0.0377456929930631,-0.41964366790833574,0.0,315.67284278165505,95.04876245328335,452.4255582558917,566.5282735321185,-0.45,ok,-0.31066147435532415,0.0002609853739922995,640,360,0.5,certified,sweep29,1.647108913338963,baseline,True,True,False,True,True,alt,False,position,FULL_QUAD,40,1.367591142654419,0.0971980094909668,0.6514213562373095,0.51,0.07071067811865477,0.5,-0.0,-0.45,False,,False,False,,
20260719T160537-f170ead6,20260719T160537-f170ead6,291,153814608216300,6.1358023,1784477144492047500,feature,commit,True,tracker,SIDE_PAIR,probation,1.0851850546186583,1.1425644822452252,0.01759850615064048,-0.357095625710908,0.008735192,324.4079942443612,76.58989428844785,515.6834602585799,559.6119839866458,-0.45,ok,-0.31066147435532415,0.0002609853739922995,640,360,0.5,probation,sweep29,1.6300267950402436,baseline,True,False,False,True,True,alt,False,position,FULL_QUAD,40,1.367591142654419,0.0971980094909668,0.642426622163798,0.51,0.06621331108189894,0.43407402184746335,-0.0,-0.45,False,,False,False,,
20260719T160537-f170ead6,20260719T160537-f170ead6,292,153814640752100,6.1683381,1784477144526618000,feature,commit,True,tracker,SIDE_PAIR,probation,0.9979654442944355,1.0534798190483523,0.027566091020670015,-0.3363403213446158,0.00618828,329.9234158677309,60.146962234228155,548.6103285605423,547.4941502864377,-0.45,ok,-0.31066147435532415,0.0002609853739922995,640,360,0.5,probation,sweep29,1.677186476047037,baseline,True,False,False,True,True,alt,False,position,FULL_QUAD,40,1.367591142654419,0.0971980094909668,0.6379608697189771,0.51,0.06398043485948861,0.3991861777177742,-0.0,-0.45,False,,False,False,,
20260719T160537-f170ead6,20260719T160537-f170ead6,293,153814672576000,6.200162,1784477144554419900,feature,commit,True,tracker,SIDE_PAIR,probation,0.94833500475455,1.0203378163685177,0.013970345904270725,-0.3762377010669954,0.00736752,322.8825874365404,46.174089980271276,576.6911820635697,546.8964348841624,-0.45,ok,-0.31066147435532415,0.0002609853739922995,640,360,0.5,probation,sweep29,1.628999042536218,baseline,True,False,False,True,True,alt,False,position,FULL_QUAD,40,1.367591142654419,0.0971980094909668,0.6355219956818485,0.51,0.06276099784092427,0.37933400190182,-0.0,-0.45,False,,False,False,,
20260719T160537-f170ead6,20260719T160537-f170ead6,294,153814704434500,6.2320205,1784477144589038900,feature,commit,True,tracker,SIDE_PAIR,none,0.8381839969825218,0.9261090384421352,0.012803780371044918,-0.39365162452964714,0.006865752,322.58824585864477,19.9911724784142,688.4132290522857,577.0169519026891,,not_certified,-0.31066147435532415,0.0002609853739922995,640,360,0.5,none,sweep29,1.6169254054613886,baseline,True,False,False,True,True,alt,False,position,FULL_QUAD,40,1.367591142654419,0.0971980094909668,0.6304007285771338,0.51,0.06020036428856684,0.3352735987930087,-0.0,-0.45,False,,False,False,,
20260719T160537-f170ead6,20260719T160537-f170ead6,295,153814737194800,6.2647808,1784477144623836300,feature,commit,True,tracker,SIDE_PAIR,none,0.7594627685760655,0.8587212740140587,-0.01832738800772205,-0.4003531396653709,0.0,324.44196040079,0.061052426036878105,758.341722727411,575.9323042693026,,not_certified,-0.31066147435532415,0.0002609853739922995,640,360,0.5,none,sweep29,1.564349173746381,baseline,True,False,False,True,True,alt,False,position,FULL_QUAD,40,1.367591142654419,0.0971980094909668,0.6270103228773454,0.51,0.058505161438672716,0.3037851074304262,-0.0,-0.45,False,,False,False,,
20260719T160537-f170ead6,20260719T160537-f170ead6,296,153814768635500,6.2962215,1784477144658853100,feature,commit,True,tracker,SIDE_PAIR,none,0.676182151549408,0.7524755707215292,-0.06532784402870889,-0.32361930605769673,0.0,276.00107853278723,-0.21434367029331702,940.160685008035,635.7198747908983,,not_certified,-0.31066147435532415,0.0002609853739922995,640,360,0.5,none,sweep29,1.5421100351621575,baseline,True,False,False,True,True,alt,False,position,FULL_QUAD,40,1.367591142654419,0.0971980094909668,0.6236935474566323,0.51,0.05684677372831618,0.27047286061976317,-0.0,-0.45,False,,False,False,,
20260719T160537-f170ead6,20260719T160537-f170ead6,382,153817635870200,9.1634562,1784477147526086100,feature,commit,True,detector,FULL_QUAD,certified,4.347476836570512,4.583449348005769,1.0254963233659449,-1.0275263363925486,0.005514424,384.5,210.0,69.1158447825099,300.47953423196464,,scale_gate,-0.31066147435532415,0.0002609853739922995,640,360,1.0,certified,sweep29,1.9466876438438165,baseline,True,False,False,True,True,alt,False,position,FULL_QUAD,40,1.367591142654419,0.0971980094909668,0.6514213562373095,0.51,0.07071067811865477,0.5,-0.0,-0.45,False,,False,False,,
20260719T160537-f170ead6,20260719T160537-f170ead6,384,153817699000700,9.2265867,1784477147588522600,feature,commit,True,detector,FULL_QUAD,certified,3.6290407881688713,4.307033670031423,1.0291209064994962,-2.0788247045859016,0.0,391.5,109.5,67.1863081289633,243.82185260648964,,scale_gate,-0.31066147435532415,0.0002609853739922995,640,360,1.0,certified,sweep29,1.812066792188723,baseline,True,False,False,True,True,alt,False,position,FULL_QUAD,40,1.367591142654419,0.0971980094909668,0.6514213562373095,0.51,0.07071067811865477,0.5,-0.0,-0.45,False,,False,False,,
20260719T160537-f170ead6,20260719T160537-f170ead6,388,153817836577400,9.3641634,1784477147727457700,feature,commit,True,detector,FULL_QUAD,certified,3.0118933539015713,3.974069668309209,0.9311072317125862,-2.419662678215981,0.004841,415.5,35.5,65.25335240430181,196.53613842631373,,scale_gate,-0.31066147435532415,0.0002609853739922995,640,360,1.0,certified,sweep29,1.710175716632719,baseline,True,False,False,True,True,alt,False,position,FULL_QUAD,40,1.367591142654419,0.0971980094909668,0.6514213562373095,0.51,0.07071067811865477,0.5,-0.0,-0.45,False,,False,False,,
20260719T160537-f170ead6,20260719T160537-f170ead6,390,153817899693900,9.4272799,1784477147789954900,feature,commit,True,tracker,SIDE_PAIR_ROW_ONLY,none,3.0424167293460513,3.3989407747179126,0.5269430218184239,-1.4208553363351768,0.0,349.8725476963451,130.58387111922153,164.0979524536712,499.25435579648223,,not_certified,-0.31066147435532415,0.0002609853739922995,640,360,0.5,none,sweep29,1.7892561128001085,baseline,True,False,False,True,True,alt,False,position,FULL_QUAD,40,1.367591142654419,0.0971980094909668,0.6514213562373095,0.51,0.07071067811865477,0.5,-0.0,-0.45,False,,False,False,,
20260719T160537-f170ead6,20260719T160537-f170ead6,391,153817935121300,9.4627073,1784477147825201100,feature,commit,True,tracker,SIDE_PAIR_ROW_ONLY,none,3.1086161389079203,3.3385509480916813,0.38351203764729136,-1.1555720016098954,0.0,356.64837370889626,160.61411536176217,151.66803861827714,471.477712605286,,not_certified,-0.31066147435532415,0.0002609853739922995,640,360,0.5,none,sweep29,1.673252203635916,baseline,True,False,False,True,True,alt,False,position,FULL_QUAD,40,1.367591142654419,0.0971980094909668,0.6514213562373095,0.51,0.07071067811865477,0.5,-0.0,-0.45,False,,False,False,,
20260719T160537-f170ead6,20260719T160537-f170ead6,425,153819066782300,10.5943683,1784477148956453000,feature,commit,True,detector,FULL_QUAD,certified,1.9648908180212226,4.038958755977447,-3.519933984688347,0.24991328331800985,1.126675512,291.0,327.5,52.08646657242167,102.34421991132068,,scale_gate,-0.31066147435532415,0.0002609853739922995,640,360,1.0,certified,sweep29,1.7078521749717912,baseline,True,False,False,True,True,alt,False,position,FULL_QUAD,40,1.367591142654419,0.0971980094909668,0.6514213562373095,0.51,0.07071067811865477,0.5,-0.0,-0.45,False,,False,False,,
20260719T160537-f170ead6,20260719T160537-f170ead6,426,153819100512900,10.6280989,1784477148991406000,feature,commit,True,detector,FULL_QUAD,certified,1.9502764411967035,4.128869848291671,-3.6351792569943915,0.1716385637405163,1.161511512,306.0,336.5,44.10215414239989,86.01139222994811,,scale_gate,-0.31066147435532415,0.0002609853739922995,640,360,1.0,certified,sweep29,1.7565344935204625,baseline,True,False,False,True,True,alt,False,position,FULL_QUAD,40,1.367591142654419,0.0971980094909668,0.6514213562373095,0.51,0.07071067811865477,0.5,-0.0,-0.45,False,,False,False,,
20260719T163649-f170ead6,20260719T163649-f170ead6,256,155685275023700,4.531235,1784479015160874900,feature,commit,True,detector,FULL_QUAD,certified,5.0991987347556895,5.347265361462639,0.21045822800185504,-1.5959719432466413,0.00979948,333.5,203.0,95.02105029939419,484.53121946182756,-0.45,ok,-0.310663626352603,0.00025840748429031764,640,360,1.0,certified,sweep29,1.6928983030358369,baseline,True,True,True,False,False,alt,False,position,FULL_QUAD,1,0.0,inf,,,,,,,False,,False,False,,
20260719T163649-f170ead6,20260719T163649-f170ead6,257,155685304692900,4.5609042,1784479015196293300,feature,commit,True,detector,FULL_QUAD,certified,4.843320244052534,5.312083760813511,0.20052748652191088,-2.1726186095582265,0.0,333.5,161.5,95.13148795220224,460.7522614457408,-0.45,ok,-0.310663626352603,0.00025840748429031764,640,360,1.0,certified,sweep29,1.6630192942195505,baseline,True,True,True,False,False,alt,False,position,FULL_QUAD,2,0.03541827201843262,0.03541827201843262,,,,,,,False,,False,False,,
20260719T163649-f170ead6,20260719T163649-f170ead6,258,155685339391500,4.5956028,1784479015230351100,feature,commit,True,detector,FULL_QUAD,certified,3.749188370805191,5.175039149163086,0.15609746467770103,-3.563741059211641,0.0,329.5,45.5,105.04284840006957,393.8254256577935,-0.45,ok,-0.310663626352603,0.00025840748429031764,640,360,1.0,certified,sweep29,1.37494296291062,baseline,True,True,True,False,False,alt,False,position,FULL_QUAD,3,0.06947612762451172,0.03541827201843262,,,,,,,False,,False,False,,
20260719T163649-f170ead6,20260719T163649-f170ead6,262,155685471547500,4.7277588,1784479015362350600,feature,commit,True,detector,FULL_QUAD,certified,3.974784590797506,5.106167532157189,0.0398608651608268,-3.205065589756872,0.0,324.0,70.0,108.07404868885037,429.57106339354186,-0.45,ok,-0.310663626352603,0.00025840748429031764,640,360,1.0,certified,sweep29,1.258384107650671,baseline,True,True,True,False,False,alt,False,position,FULL_QUAD,1,0.0,inf,,,,,,,False,,False,False,,
20260719T163649-f170ead6,20260719T163649-f170ead6,263,155685507710200,4.7639215,1784479015397079100,feature,commit,True,detector,FULL_QUAD,certified,4.268081098410133,5.060971716109173,0.07109850077015956,-2.7187981631300655,0.008511528,325.0,105.5,104.04326023342406,444.0650724192439,-0.45,ok,-0.310663626352603,0.00025840748429031764,640,360,1.0,certified,sweep29,1.3831339053511553,baseline,True,True,True,False,False,alt,False,position,FULL_QUAD,2,0.034728288650512695,0.034728288650512695,,,,,,,False,,False,False,,
