artifact,term_status_csv,row,ts_ns,cmd_col,cmd_mps,needed_e_col,needed_e_m,registered_wrong_sign,body_z_adapter_v_bz_applied,opposition_to_velocity_rate
terminal-ab-46e9a64-46e9a64-20260720T063932Z,tuning\terminal-ab-46e9a64-46e9a64-20260720T063932Z\term_status_live\08_20260720T064357-b59d0674.csv,75,134101500000,vz_up,0.07656402333146974,e_z,0.3228642005632477,False,-0.08042129004720673,False
terminal-ab-46e9a64-46e9a64-20260720T063932Z,tuning\terminal-ab-46e9a64-46e9a64-20260720T063932Z\term_status_live\08_20260720T064357-b59d0674.csv,76,134116500000,vz_up,0.07734278807090512,e_z,0.3228642005632477,False,-0.08123928866148447,False
terminal-ab-46e9a64-46e9a64-20260720T063932Z,tuning\terminal-ab-46e9a64-46e9a64-20260720T063932Z\term_status_live\08_20260720T064357-b59d0674.csv,77,134148500000,vz_up,0.07752341737538279,e_z,0.3228642005632477,False,-0.08142901800242486,False
terminal-ab-46e9a64-46e9a64-20260720T063932Z,tuning\terminal-ab-46e9a64-46e9a64-20260720T063932Z\term_status_live\08_20260720T064357-b59d0674.csv,78,134163500000,vz_up,0.07906977407188925,e_z,0.3228642005632477,False,-0.08305327956804025,False
terminal-ab-46e9a64-46e9a64-20260720T063932Z,tuning\terminal-ab-46e9a64-46e9a64-20260720T063932Z\term_status_live\08_20260720T064357-b59d0674.csv,79,134179500000,vz_up,0.08006330819091495,e_z,0.3228642005632477,False,-0.08409686756252224,False
terminal-ab-46e9a64-46e9a64-20260720T063932Z,tuning\terminal-ab-46e9a64-46e9a64-20260720T063932Z\term_status_live\08_20260720T064357-b59d0674.csv,80,134194500000,vz_up,0.08090850354201777,e_z,0.3228642005632477,False,-0.08498464353771258,False
terminal-ab-46e9a64-46e9a64-20260720T063932Z,tuning\terminal-ab-46e9a64-46e9a64-20260720T063932Z\term_status_live\08_20260720T064357-b59d0674.csv,81,134226500000,vz_up,0.08345208370340088,e_z,0.3228642005632477,False,-0.0876563683115181,False
terminal-ab-46e9a64-46e9a64-20260720T063932Z,tuning\terminal-ab-46e9a64-46e9a64-20260720T063932Z\term_status_live\08_20260720T064357-b59d0674.csv,82,134241500000,vz_up,0.08432578859201267,e_z,0.3228642005632477,False,-0.08857409012400064,False
terminal-ab-46e9a64-46e9a64-20260720T063932Z,tuning\terminal-ab-46e9a64-46e9a64-20260720T063932Z\term_status_live\08_20260720T064357-b59d0674.csv,83,134257500000,vz_up,0.08601181710200058,e_z,0.3228642005632477,False,-0.09034506011655934,False
terminal-ab-46e9a64-46e9a64-20260720T063932Z,tuning\terminal-ab-46e9a64-46e9a64-20260720T063932Z\term_status_live\08_20260720T064357-b59d0674.csv,84,134273500000,vz_up,0.08554273869646015,e_z,0.3228642005632477,False,-0.08985234971726998,False
