path,sha256,kind
tuning/post-reg2-generator-stepE-48d567b-20260721T070816Z/fixture_transcript.txt,7cdbb5b5dcf909a38ee1d515b522fce0d5151cd4ea38867fe3d7b1da22809e5c,fixture_transcript
tuning/post-reg2-generator-stepE-48d567b-20260721T070816Z/summary.json,08d31687d88f318c0e295b341c02adefffeba7e578e7827da693915c896a4fb5,summary
