anchor_age_s,sigma_a_mps2,sigma_v_mps,floor_m,corridor_pass,observed_age_used
0.1,2.340311169172686,0.25450061627733683,0.32560603096606117,False,True
0.2,2.340311169172686,0.4786253803782004,0.5446217646187355,False,True
0.3,2.340311169172686,0.7091791544947568,0.773239842668578,False,True
0.4,2.340311169172686,0.9414504867324186,1.0045131121211117,False,True
0.5,2.340311169172686,1.1744207474915478,1.2368772629882039,False,False
0.6,2.340311169172686,1.1744207474915478,1.2368772629882039,False,False
0.75,2.340311169172686,1.1744207474915478,1.2368772629882039,False,False
1.0,2.340311169172686,1.1744207474915478,1.2368772629882039,False,False
