age_bin,approaches,flights,n_rows,median_signed_r_v_mps,p95_abs_centered_r_v_mps,predicted_scale_mps,balanced_coverage,worst_undercoverage,dangerous_safe_misclassifications,green
0p00-0p10,23,23,465,-0.0,0.681205361093256,0.0954864726464739,0.8321950081241806,0.07692307692307693,67,False
0p10-0p20,23,23,308,0.04519221201487554,0.9134586702156147,0.19991440445843617,0.8019715791454922,0.25,60,False
0p20-0p30,22,22,366,0.06038974194649914,1.0314011983198643,0.3200210824994385,0.7637695637695638,0.0,59,False
0p30-0p40,19,19,216,0.10203045178789558,1.0063457221271137,0.47912113639523435,0.9107417666974454,0.0,14,False
0p40-0p50,17,17,213,0.10231639969887407,1.3363208853198856,0.5780637875013915,0.8781194295900178,0.0,16,False
gt0p50,14,14,70,0.09046271532325906,1.4652723281962254,0.7034561944173308,0.9047619047619048,0.0,4,False
