age_bin,n_rows,raw_p95_abs_centered_r_v_mps,isotonic_B_rate_drift_mps
0p00-0p10,465,0.681205361093256,0.681205361093256
0p10-0p20,308,0.9134586702156147,0.9134586702156147
0p20-0p30,366,1.0314011983198643,1.0314011983198643
0p30-0p40,216,1.0063457221271137,1.0314011983198643
0p40-0p50,213,1.3363208853198856,1.3363208853198856
gt0p50,70,1.4652723281962254,1.4652723281962254
