approach_id,cluster_id,flight,flight_id,anchor_frame_id,age_s,age_bin,r_v_mps,rv2_m2ps2,auth_at_latch,n_full_at_latch,span_full_at_latch_s
20260717T095722-a560c093:A1,20260717T095722-a560c093:A1,A048,20260717T095722-a560c093,240,0.2,0p20-0p30,0.0,0.0,0.6074409484863281,8,0.22779035568237305
20260717T095722-a560c093:A1,20260717T095722-a560c093:A1,A048,20260717T095722-a560c093,240,0.3,0p30-0p40,0.0,0.0,0.6074409484863281,8,0.22779035568237305
20260717T095722-a560c093:A1,20260717T095722-a560c093:A1,A048,20260717T095722-a560c093,240,0.4,0p40-0p50,0.0,0.0,0.6074409484863281,8,0.22779035568237305
20260717T095722-a560c093:A1,20260717T095722-a560c093:A1,A048,20260717T095722-a560c093,240,0.5,gt0p50,0.0,0.0,0.6074409484863281,8,0.22779035568237305
20260717T095722-a560c093:A1,20260717T095722-a560c093:A1,A048,20260717T095722-a560c093,241,0.1,0p10-0p20,0.0,0.0,0.7785429954528809,9,0.25951433181762695
20260717T095722-a560c093:A1,20260717T095722-a560c093:A1,A048,20260717T095722-a560c093,241,0.2,0p20-0p30,0.0,0.0,0.7785429954528809,9,0.25951433181762695
20260717T095722-a560c093:A1,20260717T095722-a560c093:A1,A048,20260717T095722-a560c093,241,0.3,0p30-0p40,0.0,0.0,0.7785429954528809,9,0.25951433181762695
20260717T095722-a560c093:A1,20260717T095722-a560c093:A1,A048,20260717T095722-a560c093,241,0.4,0p40-0p50,0.0,0.0,0.7785429954528809,9,0.25951433181762695
20260717T095722-a560c093:A1,20260717T095722-a560c093:A1,A048,20260717T095722-a560c093,241,0.5,gt0p50,0.0,0.0,0.7785429954528809,9,0.25951433181762695
20260717T095722-a560c093:A1,20260717T095722-a560c093:A1,A048,20260717T095722-a560c093,242,0.1,0p10-0p20,0.0,0.0,0.9744405746459961,10,0.29233217239379883
20260717T095722-a560c093:A1,20260717T095722-a560c093:A1,A048,20260717T095722-a560c093,242,0.2,0p20-0p30,0.0,0.0,0.9744405746459961,10,0.29233217239379883
20260717T095722-a560c093:A1,20260717T095722-a560c093:A1,A048,20260717T095722-a560c093,242,0.3,0p30-0p40,0.0,0.0,0.9744405746459961,10,0.29233217239379883
20260717T095722-a560c093:A1,20260717T095722-a560c093:A1,A048,20260717T095722-a560c093,242,0.4,0p40-0p50,0.0,0.0,0.9744405746459961,10,0.29233217239379883
20260717T095722-a560c093:A1,20260717T095722-a560c093:A1,A048,20260717T095722-a560c093,242,0.5,gt0p50,0.0,0.0,0.9744405746459961,10,0.29233217239379883
20260717T095722-a560c093:A1,20260717T095722-a560c093:A1,A048,20260717T095722-a560c093,243,0.1,0p10-0p20,0.0,0.0,1.0,11,0.32901716232299805
20260717T095722-a560c093:A1,20260717T095722-a560c093:A1,A048,20260717T095722-a560c093,243,0.2,0p20-0p30,0.0,0.0,1.0,11,0.32901716232299805
20260717T095722-a560c093:A1,20260717T095722-a560c093:A1,A048,20260717T095722-a560c093,243,0.3,0p30-0p40,0.0,0.0,1.0,11,0.32901716232299805
20260717T095722-a560c093:A1,20260717T095722-a560c093:A1,A048,20260717T095722-a560c093,243,0.4,0p40-0p50,0.0,0.0,1.0,11,0.32901716232299805
