b0,b1,mean_fit_residual_rms_mps,sigma_0_mps,sigma_a_mps2,nll,profile_u95_sigma_a_mps2,profile_threshold_nll,profile_nearly_flat,profile_loss_min,profile_loss_max
0.022361933030061475,-0.06172451865814767,0.3571036005826834,0.013697768148201908,4.305708208859055e-09,-7598.752266323461,0.0,-7597.399494596413,False,-7598.752263686425,-1669.5194445314294
