row,ts_ns,owner,source_mode,engaged,ready,ready_legacy,e_z,vz_up,v_bz_applied,sign_bad_vbz_vs_ez,range_m,lateral_m,true_dz_m,pitch_t_rad,gate_age_s,feature_cert_status,feature_span_px,feature_mode,span_x_range,visible_scale_gate_reject
1,105711000000,alt,FULL_QUAD,False,False,False,,,,0,3.8549819950069564,0.8585629188221773,0.7995285305323083,-0.6933363514514435,0.00252512,certified,53.150729063673246,FULL_QUAD,204.8951035619533,False
2,105727000000,alt,FULL_QUAD,False,False,False,,,,0,3.863091348873704,0.8260108239952013,0.7877891057343089,-0.6915323702305411,0.01852512,certified,53.150729063673246,FULL_QUAD,205.32612163220625,False
3,105742000000,alt,FULL_QUAD,False,False,False,,,,0,3.848718179565457,0.7874794862047663,0.7780518806842511,-0.6987304491471613,0.03452512,certified,53.150729063673246,FULL_QUAD,204.56217720451733,False
4,105758000000,alt,FULL_QUAD,False,False,False,,,,0,3.561815007858793,0.8033137542792779,0.7350005191361859,-0.7120545015810216,0.0,certified,53.150729063673246,FULL_QUAD,189.3130644576279,False
5,105789000000,alt,FULL_QUAD,False,False,False,,,,0,3.4689464809585004,0.7151381969083106,0.7252748609445341,-0.7522668467270581,0.030133568,certified,53.150729063673246,FULL_QUAD,184.377034545808,False
6,105805000000,alt,FULL_QUAD,False,False,False,,,,0,3.4018292879830456,0.6921577021857648,0.6749255568561505,-0.7773781786234788,0.0,certified,46.17358552246078,FULL_QUAD,157.07465556149702,False
7,105820000000,alt,FULL_QUAD,False,False,False,,,,0,3.260893934068616,0.6009223369218278,0.6751168304204902,-0.8295587332739001,0.026511872,certified,46.17358552246078,FULL_QUAD,150.56716494439084,True
8,105852000000,alt,FULL_QUAD,False,False,False,,,,0,3.2117851643880275,0.6031280013657835,0.6712616365777522,-0.8543554522864201,0.0,certified,49.09175083453431,FULL_QUAD,157.67215702419085,False
9,105867000000,alt,FULL_QUAD,False,False,False,,,,0,3.1419305630843333,0.5812586018504222,0.6727549461276829,-0.8779107339370915,0.008669952,certified,49.09175083453431,FULL_QUAD,154.24287234234416,False
10,105883000000,alt,FULL_QUAD,False,False,False,,,,0,3.0224058825450246,0.5713836307375991,0.6747711034070254,-0.9168910835134445,0.039669952,certified,49.09175083453431,FULL_QUAD,148.37519650673113,True
