row,ts_ns,owner,source_mode,engaged,ready,ready_legacy,e_z,vz_up,v_bz_applied,sign_bad_vbz_vs_ez,range_m,lateral_m,true_dz_m,pitch_t_rad,gate_age_s,feature_cert_status,feature_span_px,feature_mode,span_x_range,visible_scale_gate_reject
1,229914000000,alt,FULL_QUAD,False,False,False,,,,0,3.906431402350969,0.4489264421877882,0.7700579309591568,-0.5822465732946951,0.00533568,certified,54.147945482723536,FULL_QUAD,211.5252346064995,False
2,229930000000,alt,FULL_QUAD,False,False,False,,,,0,3.881513621801889,0.44451857244695847,0.7552506147680962,-0.5936382210843127,0.02133568,certified,54.147945482723536,FULL_QUAD,210.17598798377747,False
3,229945000000,alt,FULL_QUAD,False,False,False,,,,0,3.7887825346235866,0.4323485089470125,0.7332491429093062,-0.638930358653626,0.05233568,certified,54.147945482723536,FULL_QUAD,205.15479013069307,False
4,229977000000,alt,FULL_QUAD,False,False,False,,,,0,3.6386888841653082,0.4021526828788048,0.6616581198156215,-0.6703003945376264,0.017218624,certified,56.00892785976178,FULL_QUAD,203.79906321733185,False
5,229992000000,alt,FULL_QUAD,False,False,False,,,,0,3.5627932309909722,0.39517457110120185,0.6558733627266303,-0.704158642692816,0.033218624,certified,56.00892785976178,FULL_QUAD,199.54822905382096,False
6,230008000000,alt,FULL_QUAD,False,False,False,,,,0,3.4752454808877435,0.3423028169700468,0.6311193716718552,-0.7367657301137579,0.0,certified,61.032778078668514,FULL_QUAD,212.10388620391728,False
7,230023000000,alt,FULL_QUAD,False,False,False,,,,0,3.310730454646686,0.3364945075315505,0.6264634057131016,-0.8014737286582032,0.028614336,certified,61.032778078668514,FULL_QUAD,202.0630771167405,False
8,230055000000,alt,FULL_QUAD,False,False,False,,,,0,3.2464423685519876,0.3927444296063294,0.6184105043206525,-0.8326752436238366,0.0,certified,61.00819617067857,FULL_QUAD,198.05959287742206,False
9,230070000000,alt,FULL_QUAD,False,False,False,,,,0,3.166612249608335,0.39294840806150866,0.6169601452232658,-0.8605073701085835,0.01054048,certified,61.00819617067857,FULL_QUAD,193.1893013205791,False
10,230086000000,alt,FULL_QUAD,False,False,False,,,,0,3.0370750805107205,0.3948566053507679,0.6140886227685138,-0.9031409133305716,0.04154048,certified,61.00819617067857,FULL_QUAD,185.28647229687746,False
11,230117000000,alt,FULL_QUAD,False,False,False,,,,0,3.0288412666391746,0.39477200127190604,0.5902952007186786,-0.9180580283569173,0.005590144,certified,63.071388124885914,FULL_QUAD,191.03322309687044,False
12,230133000000,alt,FULL_QUAD,False,False,False,,,,0,2.992659560635069,0.3975667121854779,0.5856180487792244,-0.9278554431565785,0.020590144,certified,63.071388124885914,FULL_QUAD,188.751192674465,False
13,230148000000,alt,FULL_QUAD,False,False,False,,,,0,2.968198589808278,0.40026381042099807,0.5809528298546682,-0.9335269094355667,0.036590144,certified,63.071388124885914,FULL_QUAD,187.20840528953693,False
14,230164000000,alt,FULL_QUAD,False,True,True,,,,0,2.9499617361700228,0.4383310917127329,0.5159453771085236,-0.9336434249068091,0.016820224,certified,60.40695324215582,FULL_QUAD,178.19820066297137,False
15,230195000000,alt,FULL_QUAD,False,True,True,,,,0,2.954862171231172,0.4387567425201692,0.5083890141315057,-0.9290076722011353,0.032820224,certified,60.40695324215582,FULL_QUAD,178.49422101457642,False
16,230211000000,alt,FULL_QUAD,False,True,True,,,,0,2.8766924943282213,0.4186121512628667,0.4767822333486069,-0.9213013828614305,0.0,certified,64.77653896280658,FULL_QUAD,186.3421834428653,False
17,230227000000,alt,FULL_QUAD,False,True,True,,,,0,2.8965305778718027,0.4128817838365866,0.46735406126131074,-0.9109924212148177,0.012707264,certified,64.77653896280658,FULL_QUAD,187.6272258344735,False
18,230258000000,alt,FULL_QUAD,False,True,True,,,,0,3.043044523609146,0.42771002735387786,0.4731646848061659,-0.885038763315777,0.0,certified,62.12889826803627,FULL_QUAD,189.0610036324175,False
19,230273000000,alt,FULL_QUAD,False,True,True,,,,0,3.0790407213785747,0.4191651640602519,0.46404679373170454,-0.8690126894064852,0.010040704,certified,62.12889826803627,FULL_QUAD,191.29740774167047,False
20,230289000000,alt,FULL_QUAD,False,True,True,,,,0,3.1119232551534335,0.4091223800010928,0.45610815458392917,-0.853972030938707,0.025040704,certified,62.12889826803627,FULL_QUAD,193.34036333736393,False
21,230305000000,alt,FULL_QUAD,False,True,True,,,,0,3.1745948994528392,0.3826161579140997,0.44119063583040075,-0.8234849224027804,0.057040704,certified,62.12889826803627,FULL_QUAD,197.23408355033226,False
22,230336000000,alt,FULL_QUAD,False,True,True,,,,0,3.139650230949689,0.360074843556853,0.35474931678666155,-0.800447490536643,0.0365824,certified,52.009614495783374,FULL_QUAD,163.29199816329057,False
23,230352000000,alt,FULL_QUAD,False,True,True,,,,0,3.139650230949689,0.360074843556853,0.35474931678666155,-0.800447490536643,0.0365824,certified,52.009614495783374,FULL_QUAD,163.29199816329057,False
24,230367000000,alt,FULL_QUAD,False,True,True,,,,0,3.1539168999096545,0.368803330283659,0.33329639924660337,-0.7817639266860017,0.016355776,certified,60.207972893961475,FULL_QUAD,189.89094321956748,False
25,230383000000,alt,FULL_QUAD,False,True,True,,,,0,3.1622414347657077,0.3498586226449412,0.3243373372286147,-0.7741134232502145,0.032355776,certified,60.207972893961475,FULL_QUAD,190.39214658853558,False
26,230414000000,alt,FULL_QUAD,False,True,True,,,,0,3.2185478545130732,0.34977224432735443,0.33740990692139095,-0.7686598654976324,0.0,certified,60.207972893961475,FULL_QUAD,193.78224198244098,False
27,230430000000,alt,FULL_QUAD,False,True,True,,,,0,3.218005527201048,0.33243215152705347,0.32797438700190784,-0.7642333596955742,0.012915584,certified,60.207972893961475,FULL_QUAD,193.7495895543389,False
28,230445000000,alt,FULL_QUAD,False,True,True,,,,0,3.212431361027841,0.3126588504307401,0.3188538365608966,-0.7616253038395205,0.028915584,certified,60.207972893961475,FULL_QUAD,193.41398030847603,False
29,230477000000,alt,FULL_QUAD,False,True,True,,,,0,3.137776454176963,0.30230910189426796,0.2884421173751137,-0.7604131681355413,0.010100032,certified,60.530983801686226,FULL_QUAD,189.93269572109818,False
30,230492000000,alt,FULL_QUAD,False,True,True,,,,0,3.1234287397105986,0.2836051573063911,0.27897091743557056,-0.7610392298265543,0.026100032,certified,60.530983801686226,FULL_QUAD,189.06421444914346,False
31,230508000000,alt,FULL_QUAD,False,True,True,,,,0,3.10823014920534,0.26616168288247144,0.2700167973768419,-0.7621974375120608,0.041100032,certified,60.530983801686226,FULL_QUAD,188.14422881346118,False
32,230523000000,alt,FULL_QUAD,False,True,True,,,,0,3.0765310251366738,0.267208308315383,0.27546742664189794,-0.765615007434062,0.020488384,certified,66.2872536767062,FULL_QUAD,203.93479250749166,False
33,230555000000,alt,FULL_QUAD,False,True,True,,,,0,3.0587554712446208,0.2523708601493371,0.2655510441126461,-0.7673884517251532,0.036488384,certified,66.2872536767062,FULL_QUAD,202.7564998574052,False
34,230570000000,alt,FULL_QUAD,False,True,True,,,,0,2.995953940278615,0.20982374494614986,0.2798607178827306,-0.7695271308671476,0.001400256,certified,65.12296062065974,FULL_QUAD,195.10539047407462,False
35,230586000000,alt,FULL_QUAD,False,True,True,,,,0,2.9789288211529112,0.19693386077703753,0.2704727421062596,-0.7712423598614839,0.016400256,certified,65.12296062065974,FULL_QUAD,193.9966643116894,False
36,230617000000,alt,FULL_QUAD,False,True,True,,,,0,2.892525500530515,0.1789449545796262,0.3125949565836206,-0.774261841415465,0.0,certified,73.02739212103907,FULL_QUAD,211.23359394734672,False
37,230633000000,alt,FULL_QUAD,False,True,True,,,,0,2.8761084305727307,0.16924920777452926,0.3029825629937246,-0.775216071904361,0.012991552,certified,73.02739212103907,FULL_QUAD,210.03469814206107,False
38,230648000000,alt,FULL_QUAD,False,True,True,,,,0,2.8595414509683503,0.16064721412339794,0.2923542402369046,-0.7757045554310895,0.028991552,certified,73.02739212103907,FULL_QUAD,208.82485482623073,False
39,230664000000,alt,FULL_QUAD,False,True,True,,,,0,2.8834185454323213,0.15749221860473964,0.317201137728947,-0.7744112407606466,0.01037312,certified,72.69112738154499,FULL_QUAD,209.59894478033004,False
40,230695000000,alt,FULL_QUAD,False,True,True,,,,0,2.87111168285372,0.14816895351599996,0.3061826040187554,-0.7728161730713592,0.02637312,certified,72.69112738154499,FULL_QUAD,208.70434506496176,False
41,230711000000,alt,FULL_QUAD,False,True,True,,,,0,2.861003566745592,0.14027653992823483,0.295452312034026,-0.7705736398904957,0.04137312,certified,72.69112738154499,FULL_QUAD,207.96957470935837,False
42,230727000000,alt,FULL_QUAD,False,True,True,,,,0,2.901348077797684,0.15987953110506098,0.2500846275608588,-0.7674244557849892,0.005659328,certified,66.37017402418047,FULL_QUAD,192.56297682815378,False
43,230758000000,alt,FULL_QUAD,False,True,True,,,,0,2.8867364156006374,0.14655040638167285,0.22766997597617267,-0.7599946748154683,0.036659328,certified,66.37017402418047,FULL_QUAD,191.59319826535327,False
44,230773000000,alt,FULL_QUAD,False,True,True,,,,0,2.8385829396808737,0.16069618800693652,0.18313254183768168,-0.7554753890507326,0.001773184,certified,73.33484846919642,FULL_QUAD,208.16704974874298,False
45,230789000000,alt,FULL_QUAD,False,True,True,,,,0,2.832562886522024,0.16008774276994883,0.17209628359711027,-0.7511550280737251,0.016773184,certified,73.33484846919642,FULL_QUAD,207.72557006256224,False
46,230805000000,alt,FULL_QUAD,False,True,True,,,,0,2.826044871266501,0.15760916255842275,0.16006899601477675,-0.7464871509316463,0.032773184,certified,73.33484846919642,FULL_QUAD,207.24757240147855,False
47,230836000000,alt,FULL_QUAD,False,True,True,,,,0,2.845716093140669,0.15152006936850693,0.1442819502320014,-0.7376162019645036,0.013277696,certified,66.48308055437865,FULL_QUAD,189.19197225516277,False
48,230852000000,alt,FULL_QUAD,False,True,True,,,,0,2.838204329278036,0.14654670242509496,0.13210315551423446,-0.7330521855732413,0.029277696,certified,66.48308055437865,FULL_QUAD,188.6925670531779,False
49,230867000000,alt,FULL_QUAD,False,True,True,,,,0,2.7326912949643267,0.1697223960907458,0.11086524833591604,-0.7284435637109806,0.0,certified,72.56031973468694,FULL_QUAD,198.28495409880725,False
50,230883000000,alt,FULL_QUAD,False,True,True,,,,0,2.7151074605687002,0.17257613119888965,0.08795109245904453,-0.7195468944376577,0.026571456,certified,72.56031973468694,FULL_QUAD,197.0090654528988,False
51,230914000000,alt,FULL_QUAD,False,True,True,,,,0,2.706238342313242,0.17186916297397745,0.07652955326328903,-0.7153114298115025,0.041571456,certified,72.56031973468694,FULL_QUAD,196.365519396518,False
52,230930000000,alt,FULL_QUAD,False,True,True,,,,0,2.7879338296157963,0.15278754970659103,0.07706331041780734,-0.7111141543761124,0.005887104,certified,67.26812023536856,FULL_QUAD,187.5390680588469,False
53,230945000000,alt,FULL_QUAD,False,True,True,,,,0,2.7692524361811937,0.1505127386911036,0.055177538976419305,-0.7032708831710686,0.036887104,certified,67.26812023536856,FULL_QUAD,186.2824058391238,False
54,230977000000,alt,FULL_QUAD,False,True,True,,,,0,2.7826733729137647,0.11406920624760587,0.043148056842797766,-0.7001751797937519,0.002114624,certified,69.1158447825099,FULL_QUAD,192.32682092273103,False
55,230992000000,alt,FULL_QUAD,False,True,True,,,,0,2.769174010701063,0.11611048382284887,0.03266709776108567,-0.6978286072902777,0.018114624,certified,69.1158447825099,FULL_QUAD,191.39380109937508,False
56,231008000000,alt,FULL_QUAD,False,True,True,,,,0,2.7548333399062717,0.11983147819868384,0.023003332515552755,-0.6963753079458845,0.033114624,certified,69.1158447825099,FULL_QUAD,190.4026335226452,False
57,231023000000,alt,FULL_QUAD,False,True,True,,,,0,2.716587106724549,0.11743680230986679,0.00310383296134642,-0.6949312189132042,0.013516992,certified,66.007575322837,FULL_QUAD,179.3153280681685,False
58,231055000000,alt,FULL_QUAD,False,True,True,,,,0,2.6987325336521195,0.12400676946099302,-0.00609710619374515,-0.6948369500445106,0.029516992,certified,66.007575322837,FULL_QUAD,178.13679099123303,False
59,231070000000,alt,FULL_QUAD,False,True,True,,,,0,2.6591948515743957,0.1531537286275591,-0.016210914454987124,-0.6963408387802255,0.010320512,certified,70.03570517957252,FULL_QUAD,186.23858663990148,False
60,231086000000,alt,FULL_QUAD,False,True,True,,,,0,2.6379899979252235,0.1584599464992523,-0.02458139184099739,-0.6980977835678102,0.026320512,certified,70.03570517957252,FULL_QUAD,184.75348976135206,False
61,231117000000,alt,FULL_QUAD,False,True,True,,,,0,2.6160148205898945,0.16289534987333748,-0.03265045533792854,-0.7002413345167671,0.042320512,certified,70.03570517957252,FULL_QUAD,183.21444272022615,False
62,231133000000,alt,FULL_QUAD,False,True,True,,,,0,2.6073885758798365,0.17180807660352082,-0.03903697527993,-0.7021885134357086,0.005640256,certified,70.8590149522275,FULL_QUAD,184.7569860845365,False
63,231148000000,alt,FULL_QUAD,False,True,True,,,,0,2.5855726314015803,0.17227650210419942,-0.047015537635037186,-0.7047079965953819,0.021640256,certified,70.8590149522275,FULL_QUAD,183.21112974855478,False
64,231164000000,alt,FULL_QUAD,False,True,True,,,,0,2.565578915792326,0.17277934773917825,-0.05423058010373061,-0.7068851205482047,0.036640256,certified,70.8590149522275,FULL_QUAD,181.79439475524802,False
65,231195000000,alt,FULL_QUAD,True,True,True,,,,0,2.4562896101658542,0.19072295385938717,-0.08789490540570988,-0.7118411438547934,0.017730048,certified,77.12976079309465,FULL_QUAD,189.45303007065604,False
66,231211000000,alt,FULL_QUAD,True,True,True,,,,0,2.436415796623731,0.18777427833341784,-0.09522388193544407,-0.7141092994645113,0.032730048,certified,77.12976079309465,FULL_QUAD,187.92016758610552,False
