t_rel_s,signed_plane_m,signed_plane_dot_n_m,active_gate_index,lock_present,det_present,det_certified,det_confidence,det_class,gate_rel_age_s,commit_predicate_vector,range_m,lateral_m,true_world_dz_m,opening_off_m,abort_corridor_breach_proxy,margin_lateral_m,margin_vertical_m,last_full_quad_signed_plane_m,phase,v_cmd_body_xyz,yaw_rate,blind_hold,speed_cap_mps,v_est_body_xyz,phase_transition,exit_cause,proxy_exit_cause,collision_impulse
0.0,0.9944477382615157,0.7239577625678985,1,True,True,True,1.0,FULL_QUAD,0.018878224,UNLOGGED,1.2563444954801395,-0.5429916392041558,1.1619334808575528,1.28254798513871,True,0.2570083607958442,-0.3619334808575527,0.9944477382615157,commit,"(1.3771019606349881, -1.0777247453254286, -0.12006164999999999)",-0.5997419508715965,False,UNLOGGED,"(2.1592248825200877, -0.7942228860089187, -1.1845374685069452)",,UNLOGGED,NONE,
0.0201,0.9351000498690387,0.664596155684572,1,True,True,True,1.0,FULL_QUAD,0.053364224,UNLOGGED,1.1667692746843,-0.49318963538922134,1.0932404117601298,1.199337573146448,True,0.3068103646107787,-0.2932404117601297,0.9351000498690387,retreat,"(-1.2, 0.0, -0.0)",-0.5824098288960324,False,UNLOGGED,"(2.1881762488364545, -0.8227213820207928, -0.9946496926462833)",commit→retreat,UNLOGGED,RETREAT,
0.0408,0.9141563395025134,0.6424398041655425,1,True,False,False,1.0,none,0.067106224,UNLOGGED,1.1343574644010814,-0.48145998039788135,1.0651889652365145,1.1689445001309364,True,0.3185400196021187,-0.2651889652365145,0.9351000498690387,retreat,"(-1.2, 0.0, -0.2)",-0.5817076125016127,False,UNLOGGED,"(2.201090830434207, -0.8562700580705864, -0.562298827318621)",,UNLOGGED,RETREAT,
0.0599,0.8935242919099935,0.6198438671459405,1,True,False,False,1.0,none,0.081187224,UNLOGGED,1.1011785007990522,-0.47543314599949615,1.034304567665544,1.1383420465786134,True,0.3245668540005039,-0.23430456766554397,0.9351000498690387,retreat,"(-1.2, 0.0, -0.2)",-0.5867843032851081,False,UNLOGGED,"(2.2122306316108333, -0.8832278405779872, -0.5027431743647215)",,UNLOGGED,RETREAT,
0.0801,0.853325139564555,0.5729054763357592,1,True,False,False,,none,0.108915224,UNLOGGED,1.0388709020402709,-0.5126481874190493,0.9499393369792921,1.0794410164546713,True,0.28735181258095077,-0.14993933697929207,0.9351000498690387,retreat,"(-1.2, 0.0, -0.2)",-0.6491784927937234,False,UNLOGGED,"(2.2256419195644526, -0.9524125997528652, -0.24308872827880865)",,UNLOGGED,RETREAT,
0.1,0.8301203451282395,0.5501465142359214,1,True,False,False,,none,0.122910224,UNLOGGED,1.0079011472708157,-0.524338482414693,0.9062195983822013,1.0469788940723408,True,0.275661517585307,-0.1062195983822013,0.9351000498690387,retreat,"(-1.2, 0.0, -0.2)",-0.6760331944696625,False,UNLOGGED,"(2.222527256222613, -0.9290905822493859, 0.13211040379039354)",,UNLOGGED,RETREAT,
0.1199,0.7911614065343654,0.5170170297910441,1,True,True,True,1.0,FULL_QUAD,0.143696224,UNLOGGED,0.9626597411705196,-0.5193545989954789,0.8478501350468153,0.994273126960926,True,0.2806454010045212,-0.047850135046815234,0.7911614065343654,retreat,"(-1.2, 0.0, -0.2)",-0.6970718585047518,False,UNLOGGED,"(2.206923290890153, -0.8185458400091945, 0.22919805495707848)",,UNLOGGED,RETREAT,
0.1401,0.7356844439897061,0.4711511844646744,1,True,True,False,0.6,partial,0.171648224,UNLOGGED,0.90140659528448,-0.4849179706726063,0.7896531864091727,0.9266593727402741,True,0.31508202932739376,0.010346813590827342,0.7911614065343654,retreat,"(-1.2, 0.0, -0.2)",-0.6993272400011671,False,UNLOGGED,"(2.1820284420090723, -0.6604932611153016, -0.316504035954929)",,UNLOGGED,RETREAT,
0.1599,0.7082058949739057,0.4473221333332409,1,True,True,False,0.6,partial,0.185422224,UNLOGGED,0.871134000523448,-0.4620642926076155,0.7682580435282003,0.8965064595131226,True,0.33793570739238454,0.03174195647179978,0.7911614065343654,retreat,"(-1.2, 0.0, -0.2)",-0.6937092164499034,False,UNLOGGED,"(2.1730872935182264, -0.5912552776029988, -0.5675088248399547)",,UNLOGGED,RETREAT,
0.18,0.6686839657788513,0.41135784465223435,1,True,True,False,0.6,partial,0.206291224,UNLOGGED,0.8275485994227989,-0.43159325191063536,0.7385886675610621,0.8554448871461108,True,0.3684067480893647,0.06141133243893793,0.7911614065343654,retreat,"(-1.2, 0.0, -0.2)",-0.6877928027674491,False,UNLOGGED,"(2.1469131798164036, -0.4612764243456672, -0.4490214344429258)",,UNLOGGED,RETREAT,
0.2003,0.6168872056048706,0.36786971690918774,1,True,True,False,0.6,partial,0.233806224,UNLOGGED,0.7765265382262421,-0.39889425655850974,0.6930215782452935,0.7996221206475992,False,0.4011057434414903,0.10697842175470651,0.7911614065343654,retreat,"(-1.2, 0.0, -0.2)",-0.6887981787521663,False,UNLOGGED,"(2.1093437663225973, -0.36180417047932906, 0.5756414932330045)",,UNLOGGED,RETREAT,
0.22,0.5900714007779817,0.34707641056741373,1,True,True,True,1.0,FULL_QUAD,0.247876224,UNLOGGED,0.7534678764354269,-0.3839010335190901,0.6677532478937017,0.7702430808579932,False,0.41609896648090994,0.13224675210629833,0.5900714007779817,retreat,"(-1.2, 0.0, -0.2)",-0.6921571060697213,False,UNLOGGED,"(2.109509938335036, -0.36379266460156134, 0.5962259954358101)",,UNLOGGED,RETREAT,
0.2399,0.5501966251527415,0.3136340673882068,1,True,True,False,0.6,partial,0.268591224,UNLOGGED,0.7144283851862386,-0.36425812563777926,0.6300966043492954,0.7278088436572206,False,0.4357418743622208,0.16990339565070467,0.5900714007779817,retreat,"(-1.2, 0.0, -0.2)",-0.7017602453228031,False,UNLOGGED,"(2.0644425414435705, -0.30192516032097944, -0.6861380828815015)",,UNLOGGED,RETREAT,
0.2599,0.5232122866740864,0.2897235254436642,1,True,True,False,0.6,partial,0.282633224,UNLOGGED,0.6853274415939445,-0.35222393034970206,0.6045454130602586,0.6996691029073604,False,0.447776069650298,0.1954545869397415,0.5900714007779817,retreat,"(-1.2, 0.0, -0.2)",-0.7110103889482413,False,UNLOGGED,"(2.062425204044985, -0.2872542607504928, -1.0005081337280595)",,UNLOGGED,RETREAT,
0.2802,0.4713248692685882,0.24251552121844755,1,True,True,True,1.0,FULL_QUAD,0.310334224,UNLOGGED,0.6278185900474021,-0.33253608755136865,0.5543789043479435,0.6464643989501647,False,0.4674639124486314,0.2456210956520566,0.4713248692685882,retreat,"(-1.2, 0.0, -0.2)",-0.7373171166081608,False,UNLOGGED,"(2.033063460951957, -0.23936283354997012, -0.9499224232659786)",,UNLOGGED,RETREAT,
0.3039,0.43347722041279774,0.21064434663541226,1,True,False,False,1.0,none,0.330985224,UNLOGGED,0.5929413085908426,-0.3199889586068894,0.5173643356686559,0.6083245757424167,False,0.4800110413931106,0.2826356643313441,0.4713248692685882,retreat,"(-1.2, 0.0, -0.2)",-0.7630804499997587,False,UNLOGGED,"(1.996354114357748, -0.2060470198188139, 0.09295616354625841)",,UNLOGGED,RETREAT,
0.3199,0.40771363006520434,0.19014227749409202,1,True,False,False,1.0,none,0.345095224,UNLOGGED,0.5725617576484853,-0.3118640103324245,0.4923054895491892,0.5827725593925038,False,0.48813598966757554,0.30769451045081087,0.4713248692685882,retreat,"(-1.2, 0.0, -0.2)",-0.7835700880150768,False,UNLOGGED,"(1.9987410185177077, -0.2068283967137905, 0.35978165966234077)",,UNLOGGED,RETREAT,
0.34,0.3579980308210155,0.15100501885804615,1,True,False,False,,none,0.372721224,UNLOGGED,0.5360449006977545,-0.29550573714825956,0.4452786351310885,0.5344124845021319,False,0.5044942628517405,0.35472136486891154,0.4713248692685882,retreat,"(-1.2, 0.0, -0.2)",-0.8,False,UNLOGGED,"(1.99800510470333, -0.21022693769835418, 0.3028829464011131)",,UNLOGGED,RETREAT,
0.3599,0.3328866323553136,0.1307517575176982,1,True,False,False,,none,0.386829224,UNLOGGED,0.5168244566927533,-0.2874791216718251,0.42170341108062137,0.5103704657542749,False,0.512520878328175,0.3782965889193787,0.4713248692685882,retreat,"(-1.2, 0.0, -0.2)",-0.8,False,UNLOGGED,"(1.994324955777703, -0.2099010344662208, 0.05555795622676097)",,UNLOGGED,RETREAT,
0.38,0.2957266562204435,0.10034983135150805,1,True,False,False,,none,0.407548224,UNLOGGED,0.4859335471856794,-0.2781913634659621,0.3851083534322262,0.4750777605722368,False,0.521808636534038,0.41489164656777383,0.4713248692685882,retreat,"(-1.2, 0.0, -0.2)",-0.8,False,UNLOGGED,"(1.9964256113361047, -0.21095604717873434, -0.2676300347491131)",,UNLOGGED,RETREAT,
0.4001,0.24973858825000986,0.06254213638401371,1,True,False,False,,none,0.432899224,UNLOGGED,0.4454918911882937,-0.26857055857840784,0.3386059816416229,0.4321853256863369,False,0.5314294414215922,0.4613940183583771,0.4713248692685882,retreat,"(-1.2, 0.0, -0.2)",-0.8,False,UNLOGGED,"(1.987773755098959, -0.20988753989330963, -0.6297453905023058)",,UNLOGGED,RETREAT,
0.42,0.21965080423577665,0.038130971874582344,1,True,False,False,1.0,none,0.449380224,UNLOGGED,0.4199754614206337,-0.26267281141118515,0.3081617226293942,0.40492055165003876,False,0.5373271885888149,0.49183827737060587,0.4713248692685882,retreat,"(-1.2, 0.0, -0.2)",-0.8,False,UNLOGGED,"(1.9933418117814292, -0.21033458656134635, -0.5279128158946027)",,UNLOGGED,RETREAT,
0.4399,0.2073239303673844,0.028411210191013933,1,True,False,False,1.0,none,0.456139224,UNLOGGED,0.41069432413833723,-0.2603308131358941,0.2958025315375015,0.3940447562549087,False,0.5396691868641059,0.5041974684624986,0.4713248692685882,retreat,"(-1.2, 0.0, -0.2)",-0.8,False,UNLOGGED,"(1.9906110713919976, -0.20943943129655107, -0.3708492063336171)",,UNLOGGED,RETREAT,
0.46,0.16020437348504046,0.001928878161985434,1,True,False,False,,none,0.483870224,UNLOGGED,0.42500296337130583,-0.25147061836524776,0.2534530654473677,0.3570377126938662,False,0.5485293816347523,0.5465469345526324,0.4713248692685882,retreat,"(-1.2, 0.0, -0.2)",-0.8,False,UNLOGGED,"(1.872169329851539, -0.19208538186041146, 2.3479935638286156)",,UNLOGGED,RETREAT,
0.4799,0.12613799454989888,-0.01893228177061948,1,True,False,False,1.0,none,0.505085224,UNLOGGED,0.43292732751423285,-0.2450502630770541,0.22280469996873314,0.33119717052277275,False,0.5549497369229459,0.5771953000312668,0.4713248692685882,retreat,"(-1.2, 0.0, -0.2)",-0.8,False,UNLOGGED,"(1.775507305078569, -0.18401038206444661, 1.4247024189940944)",,UNLOGGED,RETREAT,
0.4999,0.10432238642244848,-0.03276133869219549,1,True,False,False,1.0,none,0.518651224,UNLOGGED,0.4368680419959504,-0.24099916304301672,0.20322604966207977,0.31524819404508675,False,0.5590008369569833,0.5967739503379202,0.4713248692685882,retreat,"(-1.2, 0.0, -0.2)",-0.8,False,UNLOGGED,"(1.7743605112549357, -0.184344316162988, 1.1040023017053533)",,UNLOGGED,RETREAT,
0.5199,0.06085248210308092,-0.06547885920449317,1,True,False,False,,none,0.546273224,UNLOGGED,0.4169344336453678,-0.2331774722959157,0.1616227311706585,0.2837140123740375,False,0.5668225277040844,0.6383772688293415,0.4713248692685882,retreat,"(-1.2, 0.0, -0.2)",-0.8,False,UNLOGGED,"(1.7356068173375718, -0.18159655911872044, -0.6379475486526776)",,UNLOGGED,RETREAT,
0.5405,0.02745043882966341,-0.09328048415854163,1,True,False,False,,none,0.567541224,UNLOGGED,0.3869384464795536,-0.22811764333830065,0.1276226605433009,0.2613909001598387,False,0.5718823566616994,0.6723773394566992,0.4713248692685882,retreat,"(-1.2, 0.0, -0.2)",-0.8,False,UNLOGGED,"(1.721845164397441, -0.17827270312278265, -1.7169541607062908)",,UNLOGGED,RETREAT,
0.5599,-0.004691380120737672,-0.12043528362614662,1,True,False,False,,none,0.588152224,UNLOGGED,0.35718846587076175,-0.224102846972301,0.09410961224740509,0.24306111399902597,False,0.5758971530276991,0.7058903877525949,0.4713248692685882,retreat,"(-1.2, 0.0, -0.2)",-0.8,False,UNLOGGED,"(1.7208572756605534, -0.17525900556675428, -1.5191845896613863)",,UNLOGGED,RETREAT,
0.5799,-0.037072836964658795,-0.1458857884456815,1,True,False,False,,none,0.608911224,UNLOGGED,0.33960608975455575,-0.220718170650768,0.06125620248675285,0.22906076311433088,False,0.5792818293492321,0.7387437975132471,0.4713248692685882,retreat,"(-1.2, 0.0, -0.2)",-0.8,False,UNLOGGED,"(1.7292617344261016, -0.17126253828655236, -1.030600014834776)",,UNLOGGED,RETREAT,
0.6002,-0.07673593541376182,-0.17394590569280238,1,True,False,False,,none,0.634177224,UNLOGGED,0.33708109327889385,-0.2174064953028464,0.022890109131995493,0.21860819128280906,False,0.5825935046971537,0.7771098908680045,0.4713248692685882,retreat,"(-1.2, 0.0, -0.2)",-0.8,False,UNLOGGED,"(1.7295663424156864, -0.16524714719361905, -0.07048296230282605)",,UNLOGGED,RETREAT,
0.6199,-0.10251295252250808,-0.19013807555637502,1,True,False,False,,none,0.650585224,UNLOGGED,0.34689903384485693,-0.2157098660645413,-0.0007119774013503131,0.2157110410465871,False,0.5842901339354587,0.7992880225986497,0.4713248692685882,retreat,"(-1.2, 0.0, -0.2)",-0.8,False,UNLOGGED,"(1.726281190661618, -0.16076602728988565, 0.38859727434032104)",,UNLOGGED,RETREAT,
0.6399,-0.12368369693779921,-0.20353742593371965,1,True,False,False,,none,0.664206224,UNLOGGED,0.3542517748078957,-0.21461425401001238,-0.02052828220645026,0.2155938041656619,False,0.5853857459899876,0.7794717177935497,0.4713248692685882,retreat,"(-1.2, 0.0, -0.2)",-0.8,False,UNLOGGED,"(1.6966823483044167, -0.15934817176486094, 0.13151015787868076)",,UNLOGGED,RETREAT,
0.66,-0.15657626921742177,-0.22474289001908476,1,True,False,False,,none,0.685230224,UNLOGGED,0.364825417854513,-0.21354284287964248,-0.051810740397945594,0.21973825011978,False,0.5864571571203576,0.7481892596020544,0.4713248692685882,retreat,"(-1.2, 0.0, -0.2)",-0.8,False,UNLOGGED,"(1.7018076485425915, -0.1514718743003926, -0.1978873699244342)",,UNLOGGED,RETREAT,
0.68,-0.1883848299745761,-0.24760346114154852,1,True,False,False,,none,0.706142224,UNLOGGED,0.3659734158539039,-0.2130377038612835,-0.08407788235871225,0.2290287177810097,False,0.5869622961387165,0.7159221176412878,0.4713248692685882,retreat,"(-1.2, 0.0, -0.2)",-0.8,False,UNLOGGED,"(1.6727117416504806, -0.1471626178351161, -0.9970087775660788)",,UNLOGGED,RETREAT,
0.7,-0.20927591562306705,-0.26299930521553666,1,True,False,False,,none,0.719889224,UNLOGGED,0.36722730289925454,-0.21297769535209146,-0.1054746422324442,0.2376644669940174,False,0.5870223046479086,0.6945253577675559,0.4713248692685882,retreat,"(-1.2, 0.0, -0.2)",-0.8,False,UNLOGGED,"(1.6726804321711861, -0.14091640380875742, -1.2047521214861678)",,UNLOGGED,RETREAT,
0.7202,-0.2611635444679843,-0.29674215881209576,1,True,False,False,,none,0.754639224,UNLOGGED,0.39233357842218347,-0.2139859901827862,-0.15487898225489438,0.2641543169036224,False,0.5860140098172139,0.6451210177451057,0.4713248692685882,retreat,"(-1.2, 0.0, -0.2)",-0.8,False,UNLOGGED,"(1.6591969507416489, -0.12594862691641598, -0.16483384927220432)",,UNLOGGED,RETREAT,
0.7402,-0.28143207820276905,-0.3082040447508361,1,True,False,False,,none,0.768375224,UNLOGGED,0.40890135001410094,-0.21481105701873546,-0.1726377018795263,0.2755858601738315,False,0.5851889429812646,0.6273622981204737,0.4713248692685882,retreat,"(-1.2, 0.0, -0.2)",-0.8,False,UNLOGGED,"(1.6342710009576318, -0.12454980240699419, 0.3365250365565169)",,UNLOGGED,RETREAT,
0.7599,-0.31299482233218645,-0.32597970141131866,1,True,False,False,,none,0.789549224,UNLOGGED,0.43556186926243795,-0.21666572177888058,-0.19996691266280292,0.2948402977102288,False,0.5833342782211195,0.6000330873371971,0.4713248692685882,retreat,"(-1.2, 0.0, -0.2)",-0.8,False,UNLOGGED,"(1.6544663544587055, -0.1099664884188121, 0.29382670169599245)",,UNLOGGED,RETREAT,
0.7799,-0.3330070114949452,-0.3381007745745076,1,True,False,False,,none,0.803128224,UNLOGGED,0.4496752277660163,-0.21808094995784738,-0.21806665891882443,0.3084029320005503,False,0.5819190500421527,0.5819333410811756,0.4713248692685882,retreat,"(-1.2, 0.0, -0.2)",-0.8,False,UNLOGGED,"(1.638678701825366, -0.10795700852415756, -0.21032841395109997)",,UNLOGGED,RETREAT,
0.8001,-0.3740901917269444,-0.3644609670405883,1,True,False,False,,none,0.831181224,UNLOGGED,0.4749064445419442,-0.22201442117981504,-0.2572704688904922,0.3398212726933704,False,0.577985578820185,0.5427295311095078,0.4713248692685882,retreat,"(-1.2, 0.0, -0.2)",-0.8,False,UNLOGGED,"(1.6103560667411942, -0.10468109994882191, -1.055420186313639)",,UNLOGGED,RETREAT,
0.8199,-0.3942023625153543,-0.377979965931163,1,True,False,False,,none,0.844992224,UNLOGGED,0.4864426480707607,-0.2245131673207963,-0.277474136747777,0.3569286467409697,False,0.5754868326792038,0.522525863252223,0.4713248692685882,retreat,"(-1.2, 0.0, -0.2)",-0.8,False,UNLOGGED,"(1.6287513876012532, -0.09044203094745235, -1.1293466096143647)",,UNLOGGED,RETREAT,
0.84,-0.42432253169692236,-0.39652185110964305,1,True,False,False,,none,0.865691224,UNLOGGED,0.5091931981428314,-0.22896089312787707,-0.3061103456582659,0.38226513613058954,False,0.571039106872123,0.49388965434173415,0.4713248692685882,retreat,"(-1.2, 0.0, -0.2)",-0.8,False,UNLOGGED,"(1.6248163280974701, -0.08291047644990407, -0.3324743847282688)",,UNLOGGED,GEOMETRIC_BEHIND,
0.86,-0.45504122798106666,-0.413843228893312,1,True,False,False,,none,0.886627224,UNLOGGED,0.5368748382222873,-0.23435410622115765,-0.3335148354682519,0.4076199119033966,False,0.5656458937788424,0.46648516453174815,0.4713248692685882,retreat,"(-1.2, 0.0, -0.2)",-0.8,False,UNLOGGED,"(1.6495316443207777, -0.06257357804217807, 0.08916410265675505)",,UNLOGGED,GEOMETRIC_BEHIND,
0.8799,-0.48607063032397485,-0.43066892121559464,1,True,False,False,,none,0.907775224,UNLOGGED,0.566153793081725,-0.24024028553840024,-0.3604158810363991,0.4331454745219161,False,0.5597597144615998,0.43958411896360094,0.4713248692685882,retreat,"(-1.2, 0.0, -0.2)",-0.8,False,UNLOGGED,"(1.6544341439824604, -0.05313474987060038, 0.022587648408008934)",,UNLOGGED,GEOMETRIC_BEHIND,
0.8999,-0.5061385850895675,-0.4416448580525699,1,True,False,False,,none,0.921331224,UNLOGGED,0.5851879161804874,-0.24441253659138695,-0.37764293384171077,0.4498351626136076,False,0.5555874634086131,0.4223570661582893,0.4713248692685882,retreat,"(-1.2, 0.0, -0.2)",-0.8,False,UNLOGGED,"(1.6681018782536932, -0.04066475376103554, -0.062429805094593484)",,UNLOGGED,GEOMETRIC_BEHIND,
