t_rel_s,signed_plane_m,v_cmd_along_plane,v_est_along_plane,v_cmd_lat,v_est_lat,v_cmd_vert,v_est_vert
0.0,0.9704385324561967,0.6781982621164278,1.1507568866467506,1.4169648846520106,2.09791202675716,-0.029010637213342558,0.286630874789107
0.0199,0.9462122346907424,0.7122818662858927,0.5885024475865318,1.4157733133150512,2.1060510842234663,0.0,-0.3556590631306263
0.0399,0.9091776032271245,0.7221937221945187,0.2916455077053056,1.4175313744396727,2.1118135618719447,0.0,-0.7123080459305691
0.06,0.8740966138653775,0.7303374640204758,0.6947412688409131,1.4191825088121308,2.1236556804659172,0.0,-0.2973861351998022
0.0799,0.8517530813521378,0.7351915309768533,1.0530027088411456,1.4178848764838934,2.128002583240828,0.0,0.08361700608911479
0.0999,0.820932578478899,0.7391575417289831,1.9923203203323128,1.4053546609045857,2.1348596064130776,0.0,1.1058566920338144
0.1229,0.801283258584117,0.7115451737616376,2.086630108801116,1.3949675511576975,2.1353435223871586,-0.0345009,1.2009836652953316
0.1403,0.760502333144967,0.6881763710983447,1.7141590854049311,1.3691600187087434,2.139944293370594,-0.06000255,0.7744615598416561
0.1599,0.7483455455808593,0.6676472202017167,0.48823794522877895,1.3705396402842627,2.15070392082634,-0.08999865,-0.6187590769014842
0.1799,0.7239577625678985,0.6487245892053554,0.00405962863094067,1.3771019606349881,2.1592248825200877,-0.12006164999999999,-1.1845374685069452
0.2,0.664596155684572,-0.5435789779581602,0.2183877061801083,-1.2,2.1881762488364545,-0.0,-0.9946496926462833
