t_rel_s,signed_plane_m,signed_plane_dot_n_m,active_gate_index,lock_present,det_present,det_certified,det_confidence,det_class,gate_rel_age_s,commit_predicate_vector,range_m,lateral_m,true_world_dz_m,opening_off_m,abort_corridor_breach_proxy,margin_lateral_m,margin_vertical_m,last_full_quad_signed_plane_m,phase,v_cmd_body_xyz,yaw_rate,blind_hold,speed_cap_mps,v_est_body_xyz,phase_transition,exit_cause,proxy_exit_cause,collision_impulse
0.0,0.9978569451103085,1.3253990468138814,1,True,False,False,,none,0.374660776,UNLOGGED,1.9215330976836758,1.2027704732411886,1.0987475698922187,1.6290804257755014,False,-0.40277047324118853,-0.2987475698922186,0.4713248692685882,align,"(0.4, 0.6, -0.8078274963923577)",0.8,False,UNLOGGED,"(3.041613892440197, 0.3794563912820987, -0.7512978655047916)",,UNLOGGED,NONE,
0.02,0.9667985760297252,1.2846491609573887,1,True,False,False,,none,0.388350776,UNLOGGED,1.8868577433104419,1.17871568964974,1.0584755907428998,1.5842162899127734,False,-0.3787156896497399,-0.2584755907428997,0.4713248692685882,align,"(0.4, 0.6, -0.7933420564765055)",0.8,False,UNLOGGED,"(3.0726337212939816, 0.35124053894938, -1.245419013158086)",,UNLOGGED,NONE,
0.0399,0.9172170190316569,1.2115270892429795,1,True,False,False,,none,0.409289776,UNLOGGED,1.8255661597865662,1.147026007938139,0.9929096295681883,1.517082132046825,False,-0.34702600793813887,-0.19290962956818825,0.4713248692685882,align,"(0.4, 0.6, -0.7566555430026641)",0.8,False,UNLOGGED,"(3.127256234134566, 0.29568463241047654, -1.985010670606334)",,UNLOGGED,NONE,
0.0602,0.8472788616076408,1.1238989091847444,1,True,False,False,,none,0.437102776,UNLOGGED,1.7543193170954883,1.1091541163196155,0.9092570286903543,1.4342144881333332,False,-0.3091541163196154,-0.10925702869035425,0.4713248692685882,align,"(0.4, 0.6, -0.7234440227409991)",0.8,False,UNLOGGED,"(3.1979122564762745, 0.22622358124973233, -1.1568224306189525)",,UNLOGGED,NONE,
0.0803,0.8112642651409266,1.0858230608477208,1,True,False,False,,none,0.450873776,UNLOGGED,1.724594901534017,1.090987543354016,0.8690961225486739,1.3948411701633883,False,-0.2909875433540159,-0.06909612254867381,0.4713248692685882,align,"(0.4, 0.6, -0.7153666883877154)",0.8,False,UNLOGGED,"(3.230054371157921, 0.19922182004126002, -0.6935591961805708)",,UNLOGGED,NONE,
0.1,0.7569596952965085,1.0380995320976552,1,True,False,False,,none,0.471658776,UNLOGGED,1.6901319291199477,1.0617432396964943,0.8085779198640818,1.3345774460603375,False,-0.26174323969649427,-0.00857791986408174,0.4713248692685882,align,"(0.4, 0.6, -0.7185430759309308)",0.8,False,UNLOGGED,"(3.292684121164821, 0.1592586856639184, -0.051895191787396364)",,UNLOGGED,NONE,
0.1199,0.6926785371212638,0.9803793819887087,1,True,False,False,,none,0.497000776,UNLOGGED,1.6512666353218561,1.0231202420206853,0.7295053279608464,1.25656398689272,False,-0.22312024202068526,0.0704946720391536,0.4713248692685882,align,"(0.4, 0.6, -0.7246156678017737)",0.8,False,UNLOGGED,"(3.354793274706518, 0.12632376014052107, -0.07140310208422679)",,UNLOGGED,NONE,
0.1398,0.6518386365371525,0.9402025019680387,1,True,False,False,,none,0.513441776,UNLOGGED,1.6251079946086415,0.9980941075227707,0.6751916156566261,1.205020981279862,False,-0.19809410752277068,0.12480838434337393,0.4713248692685882,commit,"(0.6860323930523101, 1.6493079883951092, -1.2)",0.0,False,UNLOGGED,"(3.3910187543477806, 0.10285193130245818, -0.3021711745324987)",align→commit,UNLOGGED,NONE,
0.16,0.6041708040009489,0.8895789902439666,1,True,False,False,,none,0.531657776,UNLOGGED,1.591570546288468,0.9724790040695197,0.6121364549063838,1.1490981040717978,False,-0.17247900406951966,0.18786354509361625,0.4713248692685882,commit,"(0.6486034186593663, 1.6274855606396303, -1.2)",0.8,False,UNLOGGED,"(3.436016952157966, 0.07565999671234125, -0.7924639766933832)",,UNLOGGED,NONE,
0.1802,0.5407256474901787,0.8184273130638446,1,True,False,False,,none,0.555077776,UNLOGGED,1.5452733315563953,0.8794734793817849,0.48807934717255036,1.0058305275106167,False,-0.07947347938178484,0.3119206528274497,0.4713248692685882,commit,"(0.5958979246965543, 1.4968935631215061, -1.2)",0.8,False,UNLOGGED,"(3.4912808332829797, -0.02685985095268218, -1.2337466149707927)",,UNLOGGED,NONE,
