row,ts_ns,owner,engaged,ready,e_z,vz_up,v_bz_applied,sign_bad_vbz_vs_ez,range_m,lateral_m,true_dz_m,pitch_t_rad,gate_age_s,feature_cert_status,feature_span_px,feature_mode,span_x_range,visible_scale_gate_reject
1,114523000000,alt,False,False,,,,0,3.6944561810155734,0.7594324469684919,0.7591452425449469,-0.5876985008413923,0.012140544,certified,57.87054518492115,BAR_FULL,213.80019335717296,True
2,114539000000,alt,False,False,,,,0,3.6928517949587594,0.7174913268822729,0.7431468371022585,-0.5884779240742561,0.027140544,certified,57.87054518492115,BAR_FULL,213.70734666137804,True
3,114554000000,alt,False,False,,,,0,3.677928086623251,0.6686913188215287,0.7284865777866849,-0.597455165665467,0.043140544,certified,57.87054518492115,BAR_FULL,212.84370352382143,True
4,114586000000,alt,False,False,,,,0,3.8113003653434583,0.7469996920233302,0.7329666701790142,-0.6388040026959076,0.018967424,certified,53.46026561849464,BAR_FULL,203.75312988312695,True
5,114601000000,alt,False,False,,,,0,3.6868425708089165,0.6290029804871348,0.7203815162977674,-0.700254425429197,0.049967424,certified,53.46026561849464,BAR_FULL,197.0995831290183,True
6,114617000000,alt,False,False,,,,0,3.5516972155313993,0.7256239870808688,0.655586290032696,-0.7356314004221549,0.01039648,certified,53.009433122794285,BAR_FULL,188.2734560191264,True
7,114633000000,alt,False,False,,,,0,3.468989565489822,0.6661180052917685,0.6543532054967043,-0.7704521372670381,0.02639648,certified,53.009433122794285,BAR_FULL,183.88917037550394,True
8,114664000000,alt,False,False,,,,0,3.3923829254780435,0.6134096079048363,0.6547952668838306,-0.8010967921092573,0.04139648,certified,53.009433122794285,BAR_FULL,179.82829581503756,True
9,114679000000,alt,False,False,,,,0,3.3210148669154194,0.7107635997151807,0.5935919482042353,-0.831289223024867,0.00291456,certified,54.45181356024793,BAR_FULL,180.83528236409,True
10,114695000000,alt,False,False,,,,0,3.1763115053995765,0.6228240391827822,0.6027403788160342,-0.8828818434307448,0.03391456,certified,54.45181356024793,BAR_FULL,172.95592190128818,True
11,114711000000,alt,False,False,,,,0,3.0084471604459075,0.6761687246289526,0.5105352518094859,-0.9055975645082979,0.00860896,certified,56.08029957123981,BAR_FULL,168.71461800205225,True
12,114742000000,alt,False,False,,,,0,2.9565593160457193,0.6442182112756639,0.5169402406032866,-0.9231602542544768,0.02360896,certified,56.08029957123981,BAR_FULL,165.80473214398384,True
13,114758000000,alt,False,False,,,,0,2.912248031690015,0.6144445128937286,0.5241980375118431,-0.9380795277431448,0.03960896,certified,56.08029957123981,BAR_FULL,163.31974204292953,True
14,114773000000,alt,False,False,,,,0,2.879918855038934,0.6738449092683654,0.5151304782407808,-0.9572220404670444,0.017941824,certified,59.0,BAR_FULL,169.9152124472971,True
15,114804000000,alt,False,False,,,,0,2.8614590340691675,0.6622892069270925,0.517068687422229,-0.9623031881343829,0.033941824,certified,59.0,BAR_FULL,168.82608301008088,True
16,114820000000,alt,False,False,,,,0,2.8595469053780707,0.6422929078082359,0.5200190556613045,-0.962373649028833,0.048941824,certified,59.0,BAR_FULL,168.71326741730616,True
17,114836000000,alt,False,False,,,,0,2.938732910197008,0.6856260787824543,0.5325870932400234,-0.9524467002175272,0.024443136,certified,59.0,BAR_FULL,173.38524170162347,True
18,114851000000,alt,False,False,,,,0,2.938732910197008,0.6856260787824543,0.5325870932400234,-0.9524467002175272,0.024443136,certified,59.0,BAR_FULL,173.38524170162347,True
19,114883000000,alt,False,False,,,,0,2.9685953500612046,0.6801649412886153,0.45022215311101865,-0.934137402646521,0.0,certified,59.0,BAR_FULL,175.14712565361106,True
20,114898000000,alt,False,False,,,,0,3.0032042602881015,0.6357825688616028,0.4491292258975892,-0.9222487898406935,0.008725952,certified,59.0,BAR_FULL,177.189051356998,True
21,114914000000,alt,False,False,,,,0,3.0384442860169987,0.5810447574016913,0.4493770416139511,-0.91016340992667,0.023725952,certified,59.0,BAR_FULL,179.26821287500292,True
22,114945000000,alt,False,False,,,,0,3.006327464717449,0.4713366606677519,0.3273435888557781,-0.8861453537846886,0.001418304,certified,57.07889277132134,BAR_FULL,171.59784299408562,True
23,114961000000,alt,False,False,,,,0,3.0404122915103486,0.40031807500795885,0.3321718459011358,-0.8742450618570079,0.017418304,certified,57.07889277132134,BAR_FULL,173.5433671677266,True
24,114976000000,alt,False,False,,,,0,3.0697288087399635,0.33577672379555873,0.33781587638500254,-0.8635345615073853,0.033418304,certified,57.07889277132134,BAR_FULL,175.21672151110437,True
25,114992000000,alt,False,False,,,,0,3.056827739625512,0.27932369019901976,0.3415073789696548,-0.8547721702187416,0.0,certified,56.0,BAR_FULL,171.1823534190287,True
26,115023000000,alt,False,False,,,,0,3.089881837997354,0.19429421950628353,0.35495697784883773,-0.8397583520844243,0.026940416,certified,56.0,BAR_FULL,173.03338292785182,True
27,115039000000,alt,False,False,,,,0,3.104253275173754,0.14839352880878268,0.36762696389064153,-0.8298162490627439,0.057940416,certified,56.0,BAR_FULL,173.83818340973022,True
28,115054000000,alt,False,False,,,,0,3.0339209832713068,0.20390935931589382,0.32286225533980795,-0.8298162490627439,0.002015168,certified,57.0087712549569,BAR_FULL,172.96010734092783,True
29,115086000000,alt,False,False,,,,0,3.040024241432106,0.19969088076771438,0.3313835495310795,-0.821391326778707,0.033015168,certified,57.0087712549569,BAR_FULL,173.3080465893268,True
30,115101000000,alt,False,False,,,,0,2.988799559254195,0.22815528008413527,0.31569579920876056,-0.8138992377716061,0.011129408,certified,59.135437767890075,BAR_FULL,176.74397033697375,True
31,115117000000,alt,False,False,,,,0,2.987520059428165,0.23845760506211972,0.3201808992343038,-0.8107552268747096,0.027129408,certified,59.135437767890075,BAR_FULL,176.6683065546375,True
32,115133000000,alt,False,False,,,,0,2.982210191092687,0.24583164551145398,0.3256622003693239,-0.8090537336143024,0.043129408,certified,59.135437767890075,BAR_FULL,176.35430516612914,True
33,115164000000,alt,False,False,,,,0,2.9818560259665565,0.28628819416554513,0.3417921153428274,-0.8083474112537985,0.007387136,certified,60.00833275470999,BAR_FULL,178.9362086328383,True
34,115179000000,alt,False,False,,,,0,2.9696841427983207,0.2936284264391525,0.3453968851217213,-0.8086646544020804,0.023387136,certified,60.00833275470999,BAR_FULL,178.20579421742733,True
35,115195000000,alt,False,False,,,,0,2.9572728240412625,0.2998975608273985,0.3497953989650162,-0.809409808505598,0.038387136,certified,60.00833275470999,BAR_FULL,177.461011671529,True
36,115211000000,alt,False,False,,,,0,2.9783735960630033,0.31601937717051254,0.35141253757323265,-0.8103921512098702,0.017752256,certified,67.0,BAR_FULL,199.55103093622122,True
37,115242000000,alt,False,False,,,,0,2.952293923927707,0.3234274726597568,0.3608107259775404,-0.8110849189470268,0.048752256,certified,67.0,BAR_FULL,197.80369290315636,True
38,115258000000,alt,False,False,,,,0,2.8443403097627695,0.3148020139761193,0.4013929497642357,-0.811966018518284,0.011298688,certified,61.0,BAR_FULL,173.50475889552894,True
