g,tau_s,L_ticks,rows_used,scoring_rows,post_lag_rows,max_horizon_s,max_post_lag_horizon_s,sse,mse,rms_mps,eligible,candidate_type,failing_rule,ineligible_reason
0.0,0.36,3,51,51,48,0.66,0.66,0.0,0.0,0.0,True,ELIGIBLE,,
0.0,0.38,3,51,51,48,0.66,0.66,0.0,0.0,0.0,True,ELIGIBLE,,
0.0,0.4,3,51,51,48,0.66,0.66,0.0,0.0,0.0,True,ELIGIBLE,,
0.0,0.42,3,51,51,48,0.66,0.66,0.0,0.0,0.0,True,ELIGIBLE,,
0.0,0.44,3,51,51,48,0.66,0.66,0.0,0.0,0.0,True,ELIGIBLE,,
0.0,0.46,3,51,51,48,0.66,0.66,0.0,0.0,0.0,True,ELIGIBLE,,
0.0,0.48,3,51,51,48,0.66,0.66,0.0,0.0,0.0,True,ELIGIBLE,,
0.0,0.5,3,51,51,48,0.66,0.66,0.0,0.0,0.0,True,ELIGIBLE,,
0.0,0.52,3,51,51,48,0.66,0.66,0.0,0.0,0.0,True,ELIGIBLE,,
0.0,0.54,3,51,51,48,0.66,0.66,0.0,0.0,0.0,True,ELIGIBLE,,
0.0,0.56,3,51,51,48,0.66,0.66,0.0,0.0,0.0,True,ELIGIBLE,,
0.0,0.58,3,51,51,48,0.66,0.66,0.0,0.0,0.0,True,ELIGIBLE,,
0.0,0.6,3,51,51,48,0.66,0.66,0.0,0.0,0.0,True,ELIGIBLE,,
0.0,0.62,3,51,51,48,0.66,0.66,0.0,0.0,0.0,True,ELIGIBLE,,
0.0,0.64,3,51,51,48,0.66,0.66,0.0,0.0,0.0,True,ELIGIBLE,,
0.0,0.66,3,51,51,48,0.66,0.66,0.0,0.0,0.0,True,ELIGIBLE,,
0.0,0.02,4,51,51,47,0.64,0.64,0.0,0.0,0.0,True,ELIGIBLE,,
0.0,0.04,4,51,51,47,0.64,0.64,0.0,0.0,0.0,True,ELIGIBLE,,
0.0,0.06,4,51,51,47,0.64,0.64,0.0,0.0,0.0,True,ELIGIBLE,,
0.0,0.08,4,51,51,47,0.64,0.64,0.0,0.0,0.0,True,ELIGIBLE,,
0.0,0.1,4,51,51,47,0.64,0.64,0.0,0.0,0.0,True,ELIGIBLE,,
0.0,0.12,4,51,51,47,0.64,0.64,0.0,0.0,0.0,True,ELIGIBLE,,
0.0,0.14,4,51,51,47,0.64,0.64,0.0,0.0,0.0,True,ELIGIBLE,,
0.0,0.16,4,51,51,47,0.64,0.64,0.0,0.0,0.0,True,ELIGIBLE,,
0.0,0.18,4,51,51,47,0.64,0.64,0.0,0.0,0.0,True,ELIGIBLE,,
0.0,0.2,4,51,51,47,0.64,0.64,0.0,0.0,0.0,True,ELIGIBLE,,
0.0,0.22,4,51,51,47,0.64,0.64,0.0,0.0,0.0,True,ELIGIBLE,,
0.0,0.24,4,51,51,47,0.64,0.64,0.0,0.0,0.0,True,ELIGIBLE,,
0.0,0.26,4,51,51,47,0.64,0.64,0.0,0.0,0.0,True,ELIGIBLE,,
0.0,0.28,4,51,51,47,0.64,0.64,0.0,0.0,0.0,True,ELIGIBLE,,
0.0,0.3,4,51,51,47,0.64,0.64,0.0,0.0,0.0,True,ELIGIBLE,,
0.0,0.32,4,51,51,47,0.64,0.64,0.0,0.0,0.0,True,ELIGIBLE,,
0.0,0.34,4,51,51,47,0.64,0.64,0.0,0.0,0.0,True,ELIGIBLE,,
0.0,0.36,4,51,51,47,0.64,0.64,0.0,0.0,0.0,True,ELIGIBLE,,
