frame_id,feature_ts_ns,mono_ns,t_rel_s,phase,range_norm_m,range_z_m,parallel_acceptance_stage,det_cert_status,e_reject,tracker_prediction_inconsistent_relock_this_row,tracker_prediction_inconsistent_relock_preceded,tracker_prediction_inconsistent_relock_at_or_before,relock_frame_id,relock_range_mismatch_m,relock_range_mismatch_frac,relock_prior_z_m,relock_prior_norm_m,relock_det_range_norm_m,unique_contradictory_exposures_before,unique_contradictory_exposures_at_or_before
308,1784531621032630700,208291141383100,6.6630242,commit,19.86851729142958,17.420886050894495,other_prediction_inconsistent_relock,certified,,True,True,True,308,19.289362780360936,33.3060736154306,0.5791545110686429,0.7124184592195221,19.86851729142958,47,48
309,1784531621067313800,208291180268100,6.7019092,commit,1.9075132709974922,1.320633797073767,other_prediction_inconsistent_relock,certified,,True,True,True,309,1.4058166370777938,2.8021249138036057,0.5016966339196983,0.6788812588186858,1.9075132709974922,48,49
310,1784531621095166900,208291203783800,6.7254249,commit,19.24343463270392,16.911867105906946,other_prediction_inconsistent_relock,certified,,True,True,True,310,18.8025437175906,42.64670255851785,0.4408909151133223,0.6550479122314378,19.24343463270392,49,50
311,1784531621129823900,208291238264800,6.7599059,commit,18.52895754816913,16.286382041008586,other_prediction_inconsistent_relock,certified,,True,True,True,311,18.16350624233537,49.701577070291414,0.3654513058337622,0.6339312759347521,18.52895754816913,50,51
312,1784531621164422500,208291273075400,6.7947165,commit,17.547723630655202,15.44805476099365,other_prediction_inconsistent_relock,certified,,True,True,True,312,17.258096641886866,59.58732200779478,0.2896269887683371,0.6298960734072904,17.547723630655202,51,52
313,1784531621199178000,208291308179900,6.829821,commit,18.009769419437948,15.805169229033396,other_prediction_inconsistent_relock,certified,,True,True,True,313,17.796463351888143,83.43158521607899,0.21330606754980364,0.6408959904777505,18.009769419437948,52,53
314,1784531621233908300,208291342590500,6.8642316,commit,17.23899691031109,15.07135313316009,other_prediction_inconsistent_relock,certified,,True,True,True,314,17.101995613584283,124.83090322631715,0.13700129672680922,0.6610325947809835,17.23899691031109,53,54
315,1784531621261671700,208291370904000,6.8925451,commit,17.615039744113577,15.400007872775971,other_prediction_inconsistent_relock,certified,,True,True,True,315,17.53815475861545,228.10896880565306,0.07688498549812747,0.6851248252027816,17.615039744113577,54,55
