arm,frame_id,mono_ns,feature_ts_ns,t_rel_s,phase,raw_full_fix,det_cert_status,det_confidence,det_range_norm_m,det_z_m,prior_z_m,prior_norm_m,prior_age_s,range_mismatch_m,range_mismatch_frac,mismatch_threshold_m,accepted_full,full_feature_accepted,e_meas,e_reject,parallel_acceptance_stage,tracker_status_before,tracker_status_after,emitted_modes
parallel_tracker,198,208287474826700,1784531617366389300,2.9964678,hover,True,certified,1.0,6.056920164275271,5.267009075840111,,,,,,,True,True,-0.45,ok,accepted,none,none,FULL_QUAD
parallel_tracker,199,208287510027400,1784531617401147700,3.0316685,takeoff,True,certified,1.0,6.392612221132525,5.541508189004417,5.2668573273191095,6.054283985061972,0.045910128,1.1257548938134159,0.21374319140451029,2.106742930927644,True,True,-0.45,ok,accepted,none,none,FULL_QUAD
parallel_tracker,200,208287536971800,1784531617429032100,3.0586129,takeoff,True,certified,1.0,6.433290341831629,5.572940424228937,5.433723495118439,6.252112524599668,0.026722496,0.99956684671319,0.18395614859887205,2.173489398047376,True,True,-0.45,ok,accepted,none,none,FULL_QUAD
parallel_tracker,201,208287572468100,1784531617463816800,3.0941092,takeoff,True,certified,1.0,6.356065085837178,5.559887929229644,5.564606887324644,6.321186866286601,0.03376536,0.791458198512534,0.14223074774884084,2.225842754929858,True,True,-0.45,ok,accepted,none,none,FULL_QUAD
parallel_tracker,202,208287608934600,1784531617498265100,3.1305757,takeoff,True,certified,1.0,5.87150991855393,5.2316987709833525,5.659223364106311,6.282676034040358,0.033535176,0.21228655444761912,0.03751160553125523,2.2636893456425247,True,True,-0.45,ok,accepted,none,none,FULL_QUAD
parallel_tracker,203,208287642263100,1784531617532988600,3.1639042,takeoff,True,certified,1.0,5.827614906683736,5.350241477577253,5.531243510449768,6.01104102350845,0.033912624,0.296371396233968,0.05358133224003889,2.2124974041799073,True,True,-0.45,ok,accepted,none,none,FULL_QUAD
parallel_tracker,204,208287678228200,1784531617567805200,3.1998693,takeoff,True,certified,1.0,5.911721418977597,5.625639183301918,5.6010787220783405,5.87390787796883,0.034096144,0.31064269689925617,0.05546122672312466,2.2404314888313364,True,True,-0.45,ok,accepted,none,none,FULL_QUAD
parallel_tracker,205,208287704069900,1784531617595553300,3.225711,takeoff,True,certified,1.0,6.111117562282531,5.89394772490633,5.641283004649051,5.858023130153417,0.027060032,0.4698345576334795,0.08328505363873484,2.2565132018596206,True,True,-0.45,ok,accepted,none,none,FULL_QUAD
parallel_tracker,206,208287738536300,1784531617630378000,3.2601774,takeoff,True,certified,1.0,6.370942621448565,6.2124667138971015,5.7973947533332515,5.96331534870378,0.034202008,0.5735478681153134,0.09893200179020899,2.3189579013333006,True,True,-0.45,ok,accepted,none,none,FULL_QUAD
parallel_tracker,207,208287773477900,1784531617665127800,3.295119,takeoff,True,certified,1.0,6.0032366374474995,5.884246844346719,6.059397628678138,6.187484820591501,0.034232136,0.056160991230638224,0.009268411593396255,2.4237590514712553,True,True,-0.45,ok,accepted,none,none,FULL_QUAD
