arm,frame_id,mono_ns,feature_ts_ns,t_rel_s,phase,prior_z_m,prior_norm_m,det_range_norm_m,det_z_m,range_mismatch_m,range_mismatch_frac,mismatch_threshold_m,tracker_status_before
parallel_tracker,291,208290571884400,1784531620463123100,6.0935255,commit,1.9326107276882878,1.9686789584281674,9.989523462800667,6.909963330497843,8.05691273511238,4.168926840610959,0.7730442910753151,none
parallel_tracker,292,208290606289600,1784531620497784600,6.1279307,commit,1.8567570808373157,1.8881222294108184,9.930028238921178,6.827081131690786,8.073271158083863,4.348049209777712,0.7427028323349263,none
parallel_tracker,293,208290643981900,1784531620532438300,6.165623,commit,1.7803227327806566,1.8101155560339506,9.543671557538767,6.532408779153889,7.76334882475811,4.36064129374603,0.7121290931122627,none
parallel_tracker,294,208290676065600,1784531620567288700,6.1977067,commit,1.7023178510395154,1.7245437365825946,9.720422074368601,6.598836769825155,8.018104223329086,4.710109935364218,0.6809271404158062,none
parallel_tracker,295,208290704190400,1784531620595100800,6.2258315,commit,1.6398536493838178,1.6560153735370526,9.48030527671065,6.39880343078048,7.840451627326832,4.781189852077907,0.6559414597535271,none
parallel_tracker,296,208290738792800,1784531620629863800,6.2604339,commit,1.5615372899555493,1.5753546014088415,9.262870226944518,6.239448902783768,7.701332936988969,4.931891788000909,0.6246149159822197,none
parallel_tracker,297,208290773747400,1784531620664627200,6.2953885,commit,1.4830110502043325,1.49986612318293,9.4741863768217,6.388188484756104,7.991175326617368,5.388479961438134,0.593204420081733,none
parallel_tracker,298,208290808749100,1784531620699205200,6.3303902,commit,1.405042253181049,1.4227577855857627,8.573172560516499,5.796334130457938,7.168130307335449,5.10171867864232,0.5620169012724195,none
parallel_tracker,299,208290841983900,1784531620733938400,6.363625,commit,1.3267607328835187,1.3400525023644327,8.350925024943544,5.637128834623136,7.024164292060026,5.294220817640602,0.5307042931534075,none
parallel_tracker,300,208290869899000,1784531620761703000,6.3915401,commit,1.239941077099176,1.2516457471782003,8.098423407133215,5.421646570359919,6.858482330034039,5.53129697588482,0.49597643083967036,none
parallel_tracker,301,208290905469500,1784531620796500300,6.4271106,commit,1.18498630363346,1.1996872381557486,8.29692127032418,5.525092334451849,7.11193496669072,6.00170225164947,0.47399452145338405,none
parallel_tracker,303,208290974169500,1784531620865869700,6.4958106,commit,0.9528311110800491,0.9949047051548545,8.076198040428432,5.301202731180772,7.123366929348383,7.476001619294246,0.38113244443201966,none
parallel_tracker,304,208291009298500,1784531620900792600,6.5309396,commit,0.8499298722396194,0.9059769657816293,7.863498436629153,5.1533075893806695,7.013568564389534,8.251937946254712,0.33997194889584775,none
parallel_tracker,305,208291041871000,1784531620928324100,6.5635121,commit,0.8126099669207764,0.8783446447666186,7.683898166754457,5.029269169280121,6.87128819983368,8.455825647661028,0.3250439867683106,none
parallel_tracker,308,208291141383100,1784531621032630700,6.6630242,commit,0.5791545110686429,0.7124184592195221,19.86851729142958,17.420886050894495,19.289362780360936,33.3060736154306,0.23166180442745718,none
parallel_tracker,309,208291180268100,1784531621067313800,6.7019092,commit,0.5016966339196983,0.6788812588186858,1.9075132709974922,1.320633797073767,1.4058166370777938,2.8021249138036057,0.20067865356787934,none
parallel_tracker,310,208291203783800,1784531621095166900,6.7254249,commit,0.4408909151133223,0.6550479122314378,19.24343463270392,16.911867105906946,18.8025437175906,42.64670255851785,0.17635636604532892,none
parallel_tracker,311,208291238264800,1784531621129823900,6.7599059,commit,0.3654513058337622,0.6339312759347521,18.52895754816913,16.286382041008586,18.16350624233537,49.701577070291414,0.14618052233350487,none
parallel_tracker,312,208291273075400,1784531621164422500,6.7947165,commit,0.2896269887683371,0.6298960734072904,17.547723630655202,15.44805476099365,17.258096641886866,59.58732200779478,0.11585079550733485,none
parallel_tracker,313,208291308179900,1784531621199178000,6.829821,commit,0.21330606754980364,0.6408959904777505,18.009769419437948,15.805169229033396,17.796463351888143,83.43158521607899,0.08532242701992146,none
parallel_tracker,314,208291342590500,1784531621233908300,6.8642316,commit,0.13700129672680922,0.6610325947809835,17.23899691031109,15.07135313316009,17.101995613584283,124.83090322631715,0.05480051869072369,none
parallel_tracker,315,208291370904000,1784531621261671700,6.8925451,commit,0.07688498549812747,0.6851248252027816,17.615039744113577,15.400007872775971,17.53815475861545,228.10896880565306,0.03075399419925099,none
parallel_tracker,317,208291440157000,1784531621331174000,6.9617981,hover,-0.07232024503172764,0.7776109950378679,16.515795583265945,14.324620781114284,16.58811582829767,16588115828.29767,-0.028928098012691056,none
