series,config,run,fixture_dir,flight_id,line_no,detection_mono_ns,state_mono_ns,state_detection_dt_s,range_m,true_world_dz_m,center_px_x,center_px_y,cert_status
R1f,B,2,20260722T141353-raceprep-r1f-B-run2,20260722T141335-1d8b4339,2962,406294687193500,406294670665700,0.016528,11.520932,2.425373,519.750000,173.500000,certified
R1f,B,2,20260722T141353-raceprep-r1f-B-run2,20260722T141335-1d8b4339,2975,406294721173300,406294710697700,0.010476,11.543501,2.583656,519.250000,200.500000,certified
R1f,B,2,20260722T141353-raceprep-r1f-B-run2,20260722T141335-1d8b4339,2990,406294757561600,406294750610600,0.006951,11.729522,2.669836,519.000000,222.750000,certified
R1f,B,2,20260722T141353-raceprep-r1f-B-run2,20260722T141335-1d8b4339,3002,406294787931100,406294770899200,0.017032,11.425586,2.710334,518.750000,235.750000,certified
R1f,B,2,20260722T141353-raceprep-r1f-B-run2,20260722T141335-1d8b4339,3017,406294822214100,406294810532700,0.011681,11.606785,2.718822,521.250000,248.250000,certified
R1f,B,2,20260722T141353-raceprep-r1f-B-run2,20260722T141335-1d8b4339,3032,406294858406400,406294851277500,0.007129,10.876972,2.527878,524.000000,268.000000,certified
R1f,B,2,20260722T141353-raceprep-r1f-B-run2,20260722T141335-1d8b4339,3044,406294887031900,406294870530400,0.016501,11.342757,2.856433,527.000000,280.500000,certified
R1f,B,2,20260722T141353-raceprep-r1f-B-run2,20260722T141335-1d8b4339,3060,406294925595700,406294911031400,0.014564,11.184513,2.816129,527.750000,290.000000,certified
R1f,B,2,20260722T141353-raceprep-r1f-B-run2,20260722T141335-1d8b4339,3074,406294960027500,406294950685900,0.009342,10.809030,2.356148,530.000000,297.750000,certified
R1f,B,2,20260722T141353-raceprep-r1f-B-run2,20260722T141335-1d8b4339,3084,406294983280300,406294970748700,0.012532,11.361370,2.647625,541.750000,325.000000,certified
R1f,B,2,20260722T141353-raceprep-r1f-B-run2,20260722T141335-1d8b4339,3186,406295254198100,406295250547900,0.003650,27.080473,6.409336,434.250000,348.250000,certified
R1f,B,2,20260722T141353-raceprep-r1f-B-run2,20260722T141335-1d8b4339,3238,406295390743100,406295390356400,0.000387,40.703207,9.536438,500.000000,351.750000,certified
R1f,A,3,20260722T141508-raceprep-r1f-A-run3,20260722T141447-b1a8389a,258,406359718206100,406359715759700,0.002446,6.395296,-1.362293,321.250000,174.000000,certified
R1f,A,3,20260722T141508-raceprep-r1f-A-run3,20260722T141447-b1a8389a,281,406359774265000,406359771688600,0.002576,6.359327,-1.331186,321.750000,174.000000,certified
R1f,A,3,20260722T141508-raceprep-r1f-A-run3,20260722T141447-b1a8389a,285,406359777891800,406359771688600,0.006203,6.359327,-1.331186,321.750000,174.000000,certified
R1f,A,3,20260722T141508-raceprep-r1f-A-run3,20260722T141447-b1a8389a,289,406359781401600,406359771688600,0.009713,6.359327,-1.331186,321.750000,174.000000,certified
R1f,A,3,20260722T141508-raceprep-r1f-A-run3,20260722T141447-b1a8389a,292,406359784817800,406359771688600,0.013129,6.359327,-1.331186,321.750000,174.000000,certified
R1f,A,3,20260722T141508-raceprep-r1f-A-run3,20260722T141447-b1a8389a,300,406359798921300,406359791709000,0.007212,6.143251,-1.350396,321.250000,173.250000,certified
R1f,A,3,20260722T141508-raceprep-r1f-A-run3,20260722T141447-b1a8389a,325,406359865257800,406359851656500,0.013601,6.143251,-1.351598,321.250000,173.250000,certified
R1f,A,3,20260722T141508-raceprep-r1f-A-run3,20260722T141447-b1a8389a,332,406359876175200,406359871675100,0.004500,6.143251,-1.352758,321.250000,173.250000,certified
R1f,A,3,20260722T141508-raceprep-r1f-A-run3,20260722T141447-b1a8389a,343,406359900999700,406359891648100,0.009352,6.109564,-1.354263,321.500000,173.000000,certified
R1f,A,3,20260722T141508-raceprep-r1f-A-run3,20260722T141447-b1a8389a,360,406359937493200,406359931699800,0.005793,6.143251,-1.356473,321.250000,173.250000,certified
R1f,A,3,20260722T141508-raceprep-r1f-A-run3,20260722T141447-b1a8389a,374,406359975334400,406359971875800,0.003459,6.143251,-1.365337,321.250000,173.000000,certified
R1f,A,3,20260722T141508-raceprep-r1f-A-run3,20260722T141447-b1a8389a,385,406360004752200,406359991996000,0.012756,6.143251,-1.367633,321.250000,173.000000,certified
R1f,A,3,20260722T141508-raceprep-r1f-A-run3,20260722T141447-b1a8389a,400,406360036779800,406360031726900,0.005053,6.143251,-1.370093,321.250000,173.000000,certified
R1f,A,3,20260722T141508-raceprep-r1f-A-run3,20260722T141447-b1a8389a,412,406360066743600,406360051922100,0.014821,6.143251,-1.372445,321.250000,173.000000,certified
R1f,A,3,20260722T141508-raceprep-r1f-A-run3,20260722T141447-b1a8389a,425,406360100909300,406360091705700,0.009204,6.143251,-1.374713,321.250000,173.000000,certified
R1f,A,3,20260722T141508-raceprep-r1f-A-run3,20260722T141447-b1a8389a,440,406360132546600,406360131957100,0.000589,6.109564,-1.371326,321.500000,173.000000,certified
R1f,A,3,20260722T141508-raceprep-r1f-A-run3,20260722T141447-b1a8389a,455,406360169988000,406360151731800,0.018256,6.141191,-1.358780,321.250000,173.750000,certified
R1f,A,3,20260722T141508-raceprep-r1f-A-run3,20260722T141447-b1a8389a,467,406360198096100,406360191712700,0.006383,6.037369,-1.254858,321.500000,175.500000,certified
R1f,A,3,20260722T141508-raceprep-r1f-A-run3,20260722T141447-b1a8389a,484,406360238855800,406360231971900,0.006884,6.140644,-1.286047,321.750000,175.000000,certified
R1f,A,3,20260722T141508-raceprep-r1f-A-run3,20260722T141447-b1a8389a,495,406360265333100,406360251688900,0.013644,6.058250,-1.258854,322.500000,176.750000,certified
R1f,A,3,20260722T141508-raceprep-r1f-A-run3,20260722T141447-b1a8389a,509,406360303540700,406360291915500,0.011625,6.352834,-1.338510,321.750000,174.250000,certified
R1f,A,3,20260722T141508-raceprep-r1f-A-run3,20260722T141447-b1a8389a,525,406360335102700,406360332097300,0.003005,5.819131,-1.196688,322.500000,177.000000,none
R1f,A,3,20260722T141508-raceprep-r1f-A-run3,20260722T141447-b1a8389a,536,406360367672300,406360351974300,0.015698,6.469477,-1.300216,326.000000,179.750000,certified
R1f,A,3,20260722T141508-raceprep-r1f-A-run3,20260722T141447-b1a8389a,551,406360402722300,406360391668300,0.011054,6.074545,-1.255498,320.750000,175.500000,certified
R1f,A,3,20260722T141508-raceprep-r1f-A-run3,20260722T141447-b1a8389a,565,406360436439900,406360431689200,0.004751,5.771421,-1.268640,320.750000,174.500000,certified
R1f,A,3,20260722T141508-raceprep-r1f-A-run3,20260722T141447-b1a8389a,581,406360472915300,406360472097200,0.000818,5.990322,-1.316159,320.750000,174.000000,certified
R1f,A,3,20260722T141508-raceprep-r1f-A-run3,20260722T141447-b1a8389a,591,406360499461700,406360491716800,0.007745,6.207751,-1.365287,321.750000,173.250000,certified
R1f,A,3,20260722T141508-raceprep-r1f-A-run3,20260722T141447-b1a8389a,606,406360534605900,406360531980700,0.002625,6.140083,-1.350182,321.750000,173.500000,certified
R1f,A,3,20260722T141508-raceprep-r1f-A-run3,20260722T141447-b1a8389a,619,406360566596800,406360551803100,0.014794,6.176024,-1.349389,321.500000,173.750000,certified
R1f,A,3,20260722T141508-raceprep-r1f-A-run3,20260722T141447-b1a8389a,633,406360602348400,406360592027300,0.010321,6.141279,-1.348921,321.250000,173.500000,certified
R1f,A,3,20260722T141508-raceprep-r1f-A-run3,20260722T141447-b1a8389a,648,406360639121900,406360631707000,0.007415,6.175325,-1.353994,321.000000,173.500000,certified
R1f,A,3,20260722T141508-raceprep-r1f-A-run3,20260722T141447-b1a8389a,660,406360667583500,406360652096200,0.015487,6.141191,-1.341864,321.250000,173.750000,certified
R1f,A,3,20260722T141508-raceprep-r1f-A-run3,20260722T141447-b1a8389a,674,406360700912900,406360691689600,0.009223,6.143251,-1.354289,321.250000,173.250000,certified
R1f,A,3,20260722T141508-raceprep-r1f-A-run3,20260722T141447-b1a8389a,690,406360735585800,406360731893500,0.003692,6.143251,-1.354019,321.250000,173.250000,certified
R1f,A,3,20260722T141508-raceprep-r1f-A-run3,20260722T141447-b1a8389a,702,406360770453300,406360751689500,0.018764,6.143251,-1.359966,321.250000,173.000000,certified
R1f,A,3,20260722T141508-raceprep-r1f-A-run3,20260722T141447-b1a8389a,716,406360804528300,406360791911500,0.012617,6.145141,-1.366297,321.250000,172.750000,certified
R1f,A,3,20260722T141508-raceprep-r1f-A-run3,20260722T141447-b1a8389a,730,406360832918200,406360831694600,0.001224,6.143251,-1.360314,321.250000,173.000000,certified
R1f,A,3,20260722T141508-raceprep-r1f-A-run3,20260722T141447-b1a8389a,742,406360865290800,406360851985500,0.013305,6.178042,-1.360950,321.500000,173.250000,certified
R1f,A,3,20260722T141508-raceprep-r1f-A-run3,20260722T141447-b1a8389a,756,406360900758300,406360891703700,0.009055,6.143251,-1.355562,321.250000,173.250000,certified
R1f,A,3,20260722T141508-raceprep-r1f-A-run3,20260722T141447-b1a8389a,773,406360936780600,406360931702000,0.005079,6.109564,-1.356233,321.500000,173.000000,certified
R1f,A,3,20260722T141508-raceprep-r1f-A-run3,20260722T141447-b1a8389a,785,406360971576500,406360951691000,0.019886,6.143251,-1.362424,321.250000,173.000000,certified
R1f,A,3,20260722T141508-raceprep-r1f-A-run3,20260722T141447-b1a8389a,799,406360998341300,406360991918500,0.006423,6.143251,-1.362798,321.250000,173.000000,certified
R1f,A,3,20260722T141508-raceprep-r1f-A-run3,20260722T141447-b1a8389a,814,406361034268000,406361031677500,0.002590,6.143811,-1.363779,321.750000,173.000000,certified
R1f,A,3,20260722T141508-raceprep-r1f-A-run3,20260722T141447-b1a8389a,826,406361069847900,406361051875700,0.017972,6.178042,-1.364175,321.500000,173.250000,certified
R1f,A,3,20260722T141508-raceprep-r1f-A-run3,20260722T141447-b1a8389a,841,406361104947300,406361091686900,0.013260,6.143251,-1.364648,321.250000,173.000000,certified
R1f,A,3,20260722T141508-raceprep-r1f-A-run3,20260722T141447-b1a8389a,855,406361136214200,406361131706100,0.004508,6.143251,-1.365387,321.250000,173.000000,certified
R1f,A,3,20260722T141508-raceprep-r1f-A-run3,20260722T141447-b1a8389a,867,406361165534500,406361151705000,0.013829,6.143251,-1.359574,321.250000,173.250000,certified
R1f,A,3,20260722T141508-raceprep-r1f-A-run3,20260722T141447-b1a8389a,882,406361202927800,406361191927600,0.011000,6.345880,-1.378834,321.250000,173.750000,certified
R1f,A,3,20260722T141508-raceprep-r1f-A-run3,20260722T141447-b1a8389a,897,406361236928800,406361231759600,0.005169,6.392626,-1.350831,321.000000,174.250000,certified
R1f,A,3,20260722T141508-raceprep-r1f-A-run3,20260722T141447-b1a8389a,909,406361271124600,406361252137400,0.018987,6.361933,-1.352741,321.000000,174.250000,certified
R1f,A,3,20260722T141508-raceprep-r1f-A-run3,20260722T141447-b1a8389a,924,406361305964200,406361292114700,0.013850,6.123076,-1.258567,322.250000,175.500000,certified
R1f,A,3,20260722T141508-raceprep-r1f-A-run3,20260722T141447-b1a8389a,937,406361332512700,406361331771800,0.000741,6.288048,-1.361626,324.500000,174.000000,certified
R1f,A,3,20260722T141508-raceprep-r1f-A-run3,20260722T141447-b1a8389a,953,406361373887600,406361371976800,0.001911,6.352979,-1.355391,321.000000,175.750000,certified
R1f,A,3,20260722T141508-raceprep-r1f-A-run3,20260722T141447-b1a8389a,966,406361405523100,406361391689000,0.013834,5.978312,-1.248105,322.500000,174.750000,certified
R1f,A,3,20260722T141508-raceprep-r1f-A-run3,20260722T141447-b1a8389a,982,406361441915600,406361431742700,0.010173,5.933127,-1.206082,324.250000,178.000000,certified
R1f,A,3,20260722T141508-raceprep-r1f-A-run3,20260722T141447-b1a8389a,996,406361474434000,406361472220300,0.002214,5.950276,-1.211843,321.250000,175.500000,certified
R1f,A,3,20260722T141508-raceprep-r1f-A-run3,20260722T141447-b1a8389a,1005,406361497912100,406361492176800,0.005735,6.174288,-1.348733,322.000000,173.750000,certified
R1f,A,3,20260722T141508-raceprep-r1f-A-run3,20260722T141447-b1a8389a,1021,406361535520100,406361531816000,0.003704,6.103425,-1.329609,321.500000,174.000000,certified
R1f,A,3,20260722T141508-raceprep-r1f-A-run3,20260722T141447-b1a8389a,1034,406361569058900,406361552628300,0.016431,6.162051,-1.351440,322.000000,173.500000,certified
R1f,A,3,20260722T141508-raceprep-r1f-A-run3,20260722T141447-b1a8389a,1048,406361604925600,406361591693200,0.013232,5.921614,-1.195501,321.000000,176.750000,certified
R1f,A,3,20260722T141508-raceprep-r1f-A-run3,20260722T141447-b1a8389a,1064,406361643369000,406361632269800,0.011099,6.090418,-1.251715,321.500000,175.500000,certified
R1f,A,3,20260722T141508-raceprep-r1f-A-run3,20260722T141447-b1a8389a,1075,406361668164700,406361652012300,0.016152,6.234412,-1.354965,322.000000,173.750000,certified
R1f,A,3,20260722T141508-raceprep-r1f-A-run3,20260722T141447-b1a8389a,1089,406361705554600,406361692086000,0.013469,6.234412,-1.354151,322.000000,173.750000,certified
R1f,A,3,20260722T141508-raceprep-r1f-A-run3,20260722T141447-b1a8389a,1106,406361743987600,406361732176600,0.011811,6.034587,-1.234211,322.000000,175.500000,certified
R1f,A,3,20260722T141508-raceprep-r1f-A-run3,20260722T141447-b1a8389a,1119,406361774046800,406361771819800,0.002227,5.910801,-1.190525,322.250000,177.250000,certified
R1f,A,3,20260722T141508-raceprep-r1f-A-run3,20260722T141447-b1a8389a,1132,406361810129200,406361791688800,0.018440,5.680178,-1.224280,318.250000,175.250000,certified
R1f,A,3,20260722T141508-raceprep-r1f-A-run3,20260722T141447-b1a8389a,1146,406361835609000,406361831678700,0.003930,5.891743,-1.282813,319.750000,174.250000,certified
R1f,A,3,20260722T141508-raceprep-r1f-A-run3,20260722T141447-b1a8389a,1157,406361867128400,406361851692900,0.015435,6.141191,-1.337631,321.250000,173.750000,certified
R1f,A,3,20260722T141508-raceprep-r1f-A-run3,20260722T141447-b1a8389a,1171,406361901496600,406361891696000,0.009801,6.072333,-1.244752,321.000000,175.500000,certified
R1f,A,3,20260722T141508-raceprep-r1f-A-run3,20260722T141447-b1a8389a,1189,406361939722000,406361931701400,0.008021,6.141191,-1.337527,321.250000,173.750000,certified
R1f,A,3,20260722T141508-raceprep-r1f-A-run3,20260722T141447-b1a8389a,1203,406361974089800,406361972095100,0.001995,6.141191,-1.337528,321.250000,173.750000,certified
R1f,A,3,20260722T141508-raceprep-r1f-A-run3,20260722T141447-b1a8389a,1214,406362000420700,406361992098900,0.008322,5.891743,-1.282768,319.750000,174.250000,certified
R1f,A,3,20260722T141508-raceprep-r1f-A-run3,20260722T141447-b1a8389a,1229,406362033468100,406362031944200,0.001524,6.141191,-1.337564,321.250000,173.750000,certified
R1f,A,3,20260722T141508-raceprep-r1f-A-run3,20260722T141447-b1a8389a,1245,406362076348700,406362072136600,0.004212,6.141191,-1.337580,321.250000,173.750000,certified
R1f,A,3,20260722T141508-raceprep-r1f-A-run3,20260722T141447-b1a8389a,1257,406362107656900,406362092017700,0.015639,5.891743,-1.282774,319.750000,174.250000,certified
R1f,A,3,20260722T141508-raceprep-r1f-A-run3,20260722T141447-b1a8389a,1271,406362140632400,406362131699900,0.008932,5.862873,-1.283281,319.500000,174.000000,certified
R1f,A,3,20260722T141508-raceprep-r1f-A-run3,20260722T141447-b1a8389a,1284,406362167769400,406362152354900,0.015414,6.070731,-1.245588,322.000000,175.250000,certified
R1f,A,3,20260722T141508-raceprep-r1f-A-run3,20260722T141447-b1a8389a,1298,406362202009200,406362191728300,0.010281,6.214748,-1.291374,321.500000,175.000000,certified
R1f,A,3,20260722T141508-raceprep-r1f-A-run3,20260722T141447-b1a8389a,1313,406362234749500,406362231740900,0.003009,6.248225,-1.358189,320.500000,172.500000,certified
R1f,A,3,20260722T141508-raceprep-r1f-A-run3,20260722T141447-b1a8389a,1328,406362272990600,406362272150000,0.000841,6.403587,-1.359341,321.000000,174.000000,certified
R1f,A,3,20260722T141508-raceprep-r1f-A-run3,20260722T141447-b1a8389a,1340,406362306818400,406362291713900,0.015104,6.402605,-1.344202,321.500000,174.000000,certified
R1f,A,3,20260722T141508-raceprep-r1f-A-run3,20260722T141447-b1a8389a,1354,406362335334400,406362331914600,0.003420,6.166734,-1.308291,321.710144,174.029083,none
R1f,A,3,20260722T141508-raceprep-r1f-A-run3,20260722T141447-b1a8389a,1365,406362367013100,406362351666500,0.015347,6.421994,-1.346669,320.750000,176.250000,certified
R1f,A,3,20260722T141508-raceprep-r1f-A-run3,20260722T141447-b1a8389a,1382,406362407345100,406362391743000,0.015602,6.136860,-1.295490,321.750000,174.250000,certified
R1f,A,3,20260722T141508-raceprep-r1f-A-run3,20260722T141447-b1a8389a,1396,406362437305700,406362432370800,0.004935,6.161890,-1.261074,321.000000,175.250000,certified
R1f,A,3,20260722T141508-raceprep-r1f-A-run3,20260722T141447-b1a8389a,1412,406362476320200,406362471733900,0.004586,6.310609,-1.343052,320.250000,173.500000,certified
R1f,A,3,20260722T141508-raceprep-r1f-A-run3,20260722T141447-b1a8389a,1422,406362503860000,406362492060600,0.011799,6.191839,-1.293727,321.750000,174.750000,certified
R1f,A,3,20260722T141508-raceprep-r1f-A-run3,20260722T141447-b1a8389a,1437,406362533273600,406362531721500,0.001552,6.396826,-1.354725,321.500000,174.000000,certified
R1f,A,3,20260722T141508-raceprep-r1f-A-run3,20260722T141447-b1a8389a,1450,406362570405700,406362552170600,0.018235,6.100946,-1.254164,322.250000,175.250000,certified
R1f,A,3,20260722T141508-raceprep-r1f-A-run3,20260722T141447-b1a8389a,1464,406362603721800,406362591663100,0.012059,6.100946,-1.254148,322.250000,175.250000,certified
R1f,A,3,20260722T141508-raceprep-r1f-A-run3,20260722T141447-b1a8389a,1479,406362637535200,406362631699100,0.005836,6.063923,-1.240082,322.250000,176.000000,certified
R1f,A,3,20260722T141508-raceprep-r1f-A-run3,20260722T141447-b1a8389a,1491,406362668915900,406362652193600,0.016722,6.080082,-1.245824,322.000000,176.000000,certified
R1f,A,3,20260722T141508-raceprep-r1f-A-run3,20260722T141447-b1a8389a,1505,406362700668600,406362691813900,0.008855,6.023382,-1.226125,322.250000,176.250000,certified
R1f,A,3,20260722T141508-raceprep-r1f-A-run3,20260722T141447-b1a8389a,1520,406362737544100,406362732089600,0.005455,5.978561,-1.212063,322.750000,176.250000,certified
R1f,A,3,20260722T141508-raceprep-r1f-A-run3,20260722T141447-b1a8389a,1536,406362775057500,406362772030800,0.003027,6.068362,-1.245102,321.500000,175.250000,certified
R1f,A,3,20260722T141508-raceprep-r1f-A-run3,20260722T141447-b1a8389a,1547,406362805330400,406362791862500,0.013468,6.021305,-1.226608,321.750000,176.250000,certified
R1f,A,3,20260722T141508-raceprep-r1f-A-run3,20260722T141447-b1a8389a,1560,406362832135800,406362831875900,0.000260,6.027738,-1.279331,321.500000,175.250000,certified
R1f,A,3,20260722T141508-raceprep-r1f-A-run3,20260722T141447-b1a8389a,1573,406362867016100,406362851907300,0.015109,6.137900,-1.337481,321.750000,173.750000,certified
R1f,A,3,20260722T141508-raceprep-r1f-A-run3,20260722T141447-b1a8389a,1588,406362904422800,406362891703500,0.012719,6.072287,-1.246201,320.750000,175.500000,certified
R1f,A,3,20260722T141508-raceprep-r1f-A-run3,20260722T141447-b1a8389a,1605,406362936900100,406362931688800,0.005211,6.143251,0.546658,321.250000,173.250000,certified
R1f,A,3,20260722T141508-raceprep-r1f-A-run3,20260722T141447-b1a8389a,1620,406362973259900,406362971829900,0.001430,5.900903,0.468757,319.500000,173.000000,certified
R1f,A,3,20260722T141508-raceprep-r1f-A-run3,20260722T141447-b1a8389a,1631,406363001862500,406362991631200,0.010231,6.071830,0.533722,321.250000,178.750000,certified
R1f,A,3,20260722T141508-raceprep-r1f-A-run3,20260722T141447-b1a8389a,1648,406363040667600,406363031788700,0.008879,6.251073,0.425992,322.500000,197.250000,certified
R1f,A,3,20260722T141508-raceprep-r1f-A-run3,20260722T141447-b1a8389a,1658,406363068646000,406363051801000,0.016845,6.362452,0.682869,322.000000,217.250000,certified
R1f,A,3,20260722T141508-raceprep-r1f-A-run3,20260722T141447-b1a8389a,1673,406363103659300,406363091968600,0.011691,6.210767,0.565623,319.500000,243.000000,certified
R1f,A,3,20260722T141508-raceprep-r1f-A-run3,20260722T141447-b1a8389a,1688,406363138603700,406363131640200,0.006964,6.058215,0.590329,321.000000,260.000000,certified
R1f,A,3,20260722T141508-raceprep-r1f-A-run3,20260722T141447-b1a8389a,1701,406363170070700,406363151912200,0.018159,6.223351,0.722644,321.250000,271.250000,certified
R1f,A,3,20260722T141508-raceprep-r1f-A-run3,20260722T141447-b1a8389a,1714,406363200374200,406363191628900,0.008745,6.200785,0.666523,322.250000,279.000000,certified
R1f,A,3,20260722T141508-raceprep-r1f-A-run3,20260722T141447-b1a8389a,1729,406363235843700,406363231931300,0.003912,6.130694,1.103069,321.750000,242.250000,certified
R1f,A,3,20260722T141508-raceprep-r1f-A-run3,20260722T141447-b1a8389a,1745,406363273290800,406363271687800,0.001603,6.174603,0.912936,319.250000,198.500000,certified
R1f,A,3,20260722T141508-raceprep-r1f-A-run3,20260722T141447-b1a8389a,1756,406363304530800,406363291837100,0.012694,5.949267,0.690262,319.750000,180.000000,certified
R1f,A,3,20260722T141508-raceprep-r1f-A-run3,20260722T141447-b1a8389a,1770,406363333590700,406363331626500,0.001964,5.961656,0.645381,320.500000,176.750000,certified
R1f,A,3,20260722T141508-raceprep-r1f-A-run3,20260722T141447-b1a8389a,1796,406363403649300,406363391654900,0.011994,6.185931,0.630936,313.500000,131.000000,certified
R1f,A,3,20260722T141508-raceprep-r1f-A-run3,20260722T141447-b1a8389a,1812,406363437857900,406363431729800,0.006128,5.917620,0.515257,311.500000,135.250000,certified
R1f,A,3,20260722T141508-raceprep-r1f-A-run3,20260722T141447-b1a8389a,1827,406363472745000,406363471853600,0.000891,6.185855,0.753859,309.250000,131.250000,certified
R1f,A,3,20260722T141508-raceprep-r1f-A-run3,20260722T141447-b1a8389a,1837,406363501544400,406363491829200,0.009715,6.275281,0.616854,307.500000,114.000000,certified
R1f,A,3,20260722T141508-raceprep-r1f-A-run3,20260722T141447-b1a8389a,1853,406363535478600,406363531898000,0.003581,6.200566,0.611480,305.250000,107.500000,certified
R1f,A,3,20260722T141508-raceprep-r1f-A-run3,20260722T141447-b1a8389a,1865,406363570855700,406363551940300,0.018915,5.942745,0.482438,301.750000,102.000000,certified
R1f,A,3,20260722T141508-raceprep-r1f-A-run3,20260722T141447-b1a8389a,1879,406363603460600,406363591638200,0.011822,5.784749,0.486025,299.750000,104.500000,certified
R1f,A,3,20260722T141508-raceprep-r1f-A-run3,20260722T141447-b1a8389a,1919,406363704726100,406363692009800,0.012716,6.003398,0.384315,304.500000,174.000000,certified
R1f,A,3,20260722T141508-raceprep-r1f-A-run3,20260722T141447-b1a8389a,1935,406363739106700,406363731805400,0.007301,5.869603,0.183385,304.750000,199.250000,certified
R1f,A,3,20260722T141508-raceprep-r1f-A-run3,20260722T141447-b1a8389a,1946,406363770615100,406363751686900,0.018928,5.688516,0.413361,306.000000,217.750000,certified
R1f,A,3,20260722T141508-raceprep-r1f-A-run3,20260722T141447-b1a8389a,1961,406363806983100,406363791818900,0.015164,5.718100,0.358201,303.250000,227.000000,certified
R1f,A,3,20260722T141508-raceprep-r1f-A-run3,20260722T141447-b1a8389a,1975,406363834445000,406363831654300,0.002791,5.803196,0.282792,303.250000,236.500000,certified
R1f,A,3,20260722T141508-raceprep-r1f-A-run3,20260722T141447-b1a8389a,1990,406363873418800,406363871812600,0.001606,5.751644,0.241883,302.500000,246.000000,certified
R1f,A,3,20260722T141508-raceprep-r1f-A-run3,20260722T141447-b1a8389a,2002,406363906236700,406363891625700,0.014611,5.672055,0.268205,300.500000,249.500000,certified
R1f,A,3,20260722T141508-raceprep-r1f-A-run3,20260722T141447-b1a8389a,2018,406363940251100,406363931947200,0.008304,5.691130,0.266556,300.750000,254.500000,certified
R1f,A,3,20260722T141508-raceprep-r1f-A-run3,20260722T141447-b1a8389a,2031,406363972312100,406363971680500,0.000632,5.650137,0.295560,299.750000,254.000000,certified
R1f,A,3,20260722T141508-raceprep-r1f-A-run3,20260722T141447-b1a8389a,2043,406364003896900,406363991720900,0.012176,5.414646,0.244182,298.000000,253.750000,certified
R1f,A,3,20260722T141508-raceprep-r1f-A-run3,20260722T141447-b1a8389a,2059,406364039805500,406364031764800,0.008041,5.621898,0.290539,298.750000,255.250000,certified
R1f,A,3,20260722T141508-raceprep-r1f-A-run3,20260722T141447-b1a8389a,2073,406364073218500,406364071665400,0.001553,5.076450,0.198525,294.000000,263.000000,certified
R1f,A,3,20260722T141508-raceprep-r1f-A-run3,20260722T141447-b1a8389a,2085,406364106358200,406364092104700,0.014254,5.492841,0.325522,296.250000,266.000000,certified
R1f,A,3,20260722T141508-raceprep-r1f-A-run3,20260722T141447-b1a8389a,2100,406364140648200,406364131631500,0.009017,5.404015,0.288438,295.000000,269.500000,certified
R1f,A,3,20260722T141508-raceprep-r1f-A-run3,20260722T141447-b1a8389a,2113,406364169302900,406364151936200,0.017367,5.297192,0.291726,294.750000,280.250000,certified
R1f,A,3,20260722T141508-raceprep-r1f-A-run3,20260722T141447-b1a8389a,2126,406364201093100,406364191631500,0.009462,5.379114,0.348205,292.750000,286.000000,certified
R1f,A,3,20260722T141508-raceprep-r1f-A-run3,20260722T141447-b1a8389a,2144,406364244475400,406364232024300,0.012451,5.262942,0.402419,292.250000,287.500000,certified
R1f,A,3,20260722T141508-raceprep-r1f-A-run3,20260722T141447-b1a8389a,2157,406364273905800,406364271653100,0.002253,5.229029,0.443809,291.000000,282.500000,certified
R1f,A,3,20260722T141508-raceprep-r1f-A-run3,20260722T141447-b1a8389a,2170,406364311014500,406364291919200,0.019095,4.875494,0.369866,284.750000,275.500000,certified
R1f,A,3,20260722T141508-raceprep-r1f-A-run3,20260722T141447-b1a8389a,2181,406364332598500,406364331625200,0.000973,5.164342,0.437677,289.250000,281.250000,certified
R1f,A,3,20260722T141508-raceprep-r1f-A-run3,20260722T141447-b1a8389a,2195,406364367207900,406364351803700,0.015404,4.956662,0.436390,289.250000,291.750000,certified
R1f,A,3,20260722T141508-raceprep-r1f-A-run3,20260722T141447-b1a8389a,2208,406364401348100,406364391624600,0.009723,11.160202,0.463828,415.000000,273.750000,certified
R1f,A,3,20260722T141508-raceprep-r1f-A-run3,20260722T141447-b1a8389a,2230,406364442113600,406364431811300,0.010302,3.927126,0.534991,274.000004,300.000000,none
R1f,A,3,20260722T141508-raceprep-r1f-A-run3,20260722T141447-b1a8389a,2247,406364476249500,406364471975300,0.004274,11.040190,2.058075,417.250000,243.000000,certified
R1f,A,3,20260722T141508-raceprep-r1f-A-run3,20260722T141447-b1a8389a,2260,406364508464800,406364492269200,0.016196,4.775143,0.792310,289.000000,168.750000,certified
R1f,A,3,20260722T141508-raceprep-r1f-A-run3,20260722T141447-b1a8389a,2278,406364537721100,406364532157900,0.005563,4.889497,1.081219,295.500000,78.000000,certified
R1f,A,3,20260722T141508-raceprep-r1f-A-run3,20260722T141447-b1a8389a,2299,406364576970500,406364572064200,0.004906,4.619003,0.651763,292.000000,54.000000,certified
R1f,A,3,20260722T141508-raceprep-r1f-A-run3,20260722T141447-b1a8389a,2312,406364603615700,406364591842500,0.011773,4.764024,0.808780,289.000000,70.000000,certified
R1f,A,3,20260722T141508-raceprep-r1f-A-run3,20260722T141447-b1a8389a,2333,406364641697000,406364632241900,0.009455,4.830648,0.861392,287.750000,103.500000,certified
R1f,A,3,20260722T141508-raceprep-r1f-A-run3,20260722T141447-b1a8389a,2348,406364670451800,406364651781400,0.018670,4.805507,0.953903,287.750000,130.250000,certified
