attempt,label,idx,flight_id,gates_passed,finished,aborted,abort_reason,stale_imu,duration_s,lap_time_s,gate_clips,env_hits,score,param_hash,log_dir,error
2,campaign,1,20260715T192621-c1528efd,0,False,True,environment collision (impulse=3.0),False,21.29700000002049,,0,2,-242.12970000000206,c1528efdd1b930bf42d4a52295c5dee938cc2a4fba3f05c5dc579c8410f8ee5c,C:\Users\tsion\Projects\eni_dcim_qa\tuning\runtime-logs\2026-07-15-rebaseline-v2-1998e5c\campaign-attempt-2\20260715T192621-c1528efd,
2,campaign,2,20260715T192646-c2cbf64d,0,False,True,environment collision (impulse=1.7),False,4.125,,0,1,-220.4125,c2cbf64d5dc654121a35087b51494d72fa5869391f8712888ea9beb13eb6849a,C:\Users\tsion\Projects\eni_dcim_qa\tuning\runtime-logs\2026-07-15-rebaseline-v2-1998e5c\campaign-attempt-2\20260715T192646-c2cbf64d,
2,campaign,3,20260715T192653-76840162,0,False,True,environment collision (impulse=2.0),False,19.95299999997951,,0,1,-221.99529999999794,7684016210b3f03f303bd2aa2243e89637d18eee4462c77852550477a3aa3bf6,C:\Users\tsion\Projects\eni_dcim_qa\tuning\runtime-logs\2026-07-15-rebaseline-v2-1998e5c\campaign-attempt-2\20260715T192653-76840162,
2,campaign,4,20260715T192715-a8648c55,0,False,True,stale channels: imu,True,2.905999999959022,,0,0,-200.2905999999959,a8648c55e15531478a5fb64bd94337d82bdabc4451d897a4f58210a805575f9e,C:\Users\tsion\Projects\eni_dcim_qa\tuning\runtime-logs\2026-07-15-rebaseline-v2-1998e5c\campaign-attempt-2\20260715T192715-a8648c55,
2,campaign,5,20260715T192720-4bd4e061,0,False,True,environment collision (impulse=3.8),False,8.875,,0,1,-220.8875,4bd4e061ea2d5cc64646933a475814635187ab6c44cc16ec91aaa95954a4dc0f,C:\Users\tsion\Projects\eni_dcim_qa\tuning\runtime-logs\2026-07-15-rebaseline-v2-1998e5c\campaign-attempt-2\20260715T192720-4bd4e061,
2,campaign,6,20260715T192731-b885270e,0,False,True,environment collision (impulse=1.6),False,8.172000000020489,,0,1,-220.81720000000206,b885270ea44e0283cad8c729543eb9303756f222a4572c783c7bc16eb164e697,C:\Users\tsion\Projects\eni_dcim_qa\tuning\runtime-logs\2026-07-15-rebaseline-v2-1998e5c\campaign-attempt-2\20260715T192731-b885270e,
2,campaign,7,20260715T192742-4c4369d3,0,False,True,environment collision (impulse=3.7),False,11.406000000075437,,0,1,-221.14060000000754,4c4369d3b982269ef8bc16e5e1f01256460d239286e0d586e5399bfdd7d285ff,C:\Users\tsion\Projects\eni_dcim_qa\tuning\runtime-logs\2026-07-15-rebaseline-v2-1998e5c\campaign-attempt-2\20260715T192742-4c4369d3,
2,campaign,8,20260715T192755-df5c72ad,0,False,True,environment collision (impulse=1.6),False,21.515999999945052,,1,3,-282.1515999999945,df5c72ad67d95fcb7ccb68a4ac09edd0bdba1b644d5cf06e88e805cbce7926aa,C:\Users\tsion\Projects\eni_dcim_qa\tuning\runtime-logs\2026-07-15-rebaseline-v2-1998e5c\campaign-attempt-2\20260715T192755-df5c72ad,
2,campaign,9,20260715T192819-2a1ee24a,0,False,True,environment collision (impulse=1.4),False,11.48499999998603,,0,1,-221.1484999999986,2a1ee24ababc2815266e51b9bdcf0e0e7eb06448e4506dcc58da5be872233fb3,C:\Users\tsion\Projects\eni_dcim_qa\tuning\runtime-logs\2026-07-15-rebaseline-v2-1998e5c\campaign-attempt-2\20260715T192819-2a1ee24a,
2,campaign,10,20260715T192833-7311bc6f,0,False,True,environment collision (impulse=3.1),False,8.233999999938533,,0,1,-220.82339999999385,7311bc6f5373659fee5c87564b2191fc74198c929e290c6ea6168b3f60e58071,C:\Users\tsion\Projects\eni_dcim_qa\tuning\runtime-logs\2026-07-15-rebaseline-v2-1998e5c\campaign-attempt-2\20260715T192833-7311bc6f,
2,campaign,11,20260715T192844-c33c5c95,0,False,True,stale channels: imu,True,7.578000000095926,,0,1,-220.75780000000958,c33c5c956bc7910c689086d9638ff752318feac096a1093bd02ef2bb33216e0e,C:\Users\tsion\Projects\eni_dcim_qa\tuning\runtime-logs\2026-07-15-rebaseline-v2-1998e5c\campaign-attempt-2\20260715T192844-c33c5c95,
