diagnostic_only,approach_id,cluster_id,flight,flight_id,era,recording_regime,anchor_frame_id,age_s,age_bin,v_ref_pseudo_full_mps,v_latch_true_mps,auth_at_latch,delta_latch_mps,n_full_at_latch,span_full_at_latch_s,eval_n,eval_span_s,anchor_policy,v_anchor_mps,r_v_mps,rv2_m2ps2
True,20260720T071333-cd18c5fb:A1,20260720T071333-cd18c5fb:A1,A109,20260720T071333-cd18c5fb,phase6l,terminal_live,216,0.3,0p30-0p40,-0.0,-0.0,0.6109778086344402,0.0,8,0.22911667823791504,7,0.2011852264404297,old_policy_attenuated,-0.0,0.0,0.0
True,20260720T071333-cd18c5fb:A1,20260720T071333-cd18c5fb:A1,A109,20260720T071333-cd18c5fb,phase6l,terminal_live,216,0.4,0p40-0p50,-0.0,-0.0,0.6109778086344402,0.0,8,0.22911667823791504,5,0.1318984031677246,old_policy_attenuated,-0.0,0.0,0.0
True,20260720T071333-cd18c5fb:A1,20260720T071333-cd18c5fb:A1,A109,20260720T071333-cd18c5fb,phase6l,terminal_live,219,0.1,0p10-0p20,-0.0,-0.0,0.9999790191650391,0.0,9,0.3333263397216797,10,0.298630952835083,old_policy_attenuated,-0.0,0.0,0.0
True,20260720T071333-cd18c5fb:A1,20260720T071333-cd18c5fb:A1,A109,20260720T071333-cd18c5fb,phase6l,terminal_live,219,0.2,0p20-0p30,-0.0,-0.0,0.9999790191650391,0.0,9,0.3333263397216797,7,0.2011852264404297,old_policy_attenuated,-0.0,0.0,0.0
True,20260720T071333-cd18c5fb:A1,20260720T071333-cd18c5fb:A1,A109,20260720T071333-cd18c5fb,phase6l,terminal_live,219,0.3,0p30-0p40,-0.0,-0.0,0.9999790191650391,0.0,9,0.3333263397216797,4,0.09707427024841309,old_policy_attenuated,-0.0,0.0,0.0
True,20260720T071333-cd18c5fb:A1,20260720T071333-cd18c5fb:A1,A109,20260720T071333-cd18c5fb,phase6l,terminal_live,220,0.1,0p10-0p20,-0.0,-0.0,1.0,0.0,9,0.33333778381347656,10,0.298630952835083,old_policy_attenuated,-0.0,0.0,0.0
True,20260720T071333-cd18c5fb:A1,20260720T071333-cd18c5fb:A1,A109,20260720T071333-cd18c5fb,phase6l,terminal_live,220,0.2,0p20-0p30,-0.0,-0.0,1.0,0.0,9,0.33333778381347656,7,0.2011852264404297,old_policy_attenuated,-0.0,0.0,0.0
True,20260720T071333-cd18c5fb:A1,20260720T071333-cd18c5fb:A1,A109,20260720T071333-cd18c5fb,phase6l,terminal_live,220,0.3,0p30-0p40,-0.0,-0.0,1.0,0.0,9,0.33333778381347656,4,0.09707427024841309,old_policy_attenuated,-0.0,0.0,0.0
True,20260720T071333-cd18c5fb:A1,20260720T071333-cd18c5fb:A1,A109,20260720T071333-cd18c5fb,phase6l,terminal_live,221,0.1,0p10-0p20,-0.0,-0.0,0.9996485710144043,0.0,9,0.33321619033813477,9,0.26386380195617676,old_policy_attenuated,-0.0,0.0,0.0
True,20260720T071333-cd18c5fb:A1,20260720T071333-cd18c5fb:A1,A109,20260720T071333-cd18c5fb,phase6l,terminal_live,221,0.2,0p20-0p30,-0.0,-0.0,0.9996485710144043,0.0,9,0.33321619033813477,6,0.16659307479858398,old_policy_attenuated,-0.0,0.0,0.0
True,20260720T071333-cd18c5fb:A1,20260720T071333-cd18c5fb:A1,A109,20260720T071333-cd18c5fb,phase6l,terminal_live,223,0.1,0p10-0p20,-0.0,-0.0,0.8883743286132812,0.0,8,0.33314037322998047,6,0.16659307479858398,old_policy_attenuated,-0.0,0.0,0.0
True,20260720T071333-cd18c5fb:A1,20260720T071333-cd18c5fb:A1,A109,20260720T071333-cd18c5fb,phase6l,terminal_live,223,0.2,0p20-0p30,-0.0,-0.0,0.8883743286132812,0.0,8,0.33314037322998047,4,0.09707427024841309,old_policy_attenuated,-0.0,0.0,0.0
True,20260720T071333-cd18c5fb:A1,20260720T071333-cd18c5fb:A1,A109,20260720T071333-cd18c5fb,phase6l,terminal_live,224,0.1,0p10-0p20,-0.0,-0.0,0.8885345458984375,0.0,8,0.33320045471191406,5,0.1318984031677246,old_policy_attenuated,-0.0,0.0,0.0
True,20260720T071333-cd18c5fb:A1,20260720T071333-cd18c5fb:A1,A109,20260720T071333-cd18c5fb,phase6l,terminal_live,225,0.1,0p10-0p20,-0.0,-0.0,0.8884340922037762,0.0,8,0.333162784576416,5,0.1318984031677246,old_policy_attenuated,-0.0,0.0,0.0
True,20260720T071333-cd18c5fb:A1,20260720T071333-cd18c5fb:A1,A109,20260720T071333-cd18c5fb,phase6l,terminal_live,226,0.1,0p10-0p20,-0.0,-0.0,0.8890781402587891,0.0,8,0.3334043025970459,4,0.09707427024841309,old_policy_attenuated,-0.0,0.0,0.0
True,20260720T071333-cd18c5fb:A1,20260720T071333-cd18c5fb:A1,A109,20260720T071333-cd18c5fb,phase6l,terminal_live,231,0.5,gt0p50,-0.0,-0.0,1.0,0.0,10,0.33318161964416504,4,0.09727716445922852,old_policy_attenuated,-0.0,0.0,0.0
True,20260720T071333-cd18c5fb:A1,20260720T071333-cd18c5fb:A1,A109,20260720T071333-cd18c5fb,phase6l,terminal_live,232,0.5,gt0p50,-0.0,-0.0,0.9954365094502767,0.0,10,0.298630952835083,5,0.13193416595458984,old_policy_attenuated,-0.0,0.0,0.0
True,20260720T071333-cd18c5fb:A1,20260720T071333-cd18c5fb:A1,A109,20260720T071333-cd18c5fb,phase6l,terminal_live,256,0.1,0p10-0p20,-0.0,-0.0,0.12970288594563803,0.0,4,0.09727716445922852,11,0.33325934410095215,old_policy_attenuated,-0.0,0.0,0.0
True,20260720T071333-cd18c5fb:A1,20260720T071333-cd18c5fb:A1,A109,20260720T071333-cd18c5fb,phase6l,terminal_live,256,0.2,0p20-0p30,-0.0,-0.0,0.12970288594563803,0.0,4,0.09727716445922852,10,0.29911088943481445,old_policy_attenuated,-0.0,0.0,0.0
True,20260720T071333-cd18c5fb:A1,20260720T071333-cd18c5fb:A1,A109,20260720T071333-cd18c5fb,phase6l,terminal_live,256,0.3,0p30-0p40,-0.0,-0.0,0.12970288594563803,0.0,4,0.09727716445922852,9,0.29862451553344727,old_policy_attenuated,-0.0,0.0,0.0
True,20260720T071333-cd18c5fb:A1,20260720T071333-cd18c5fb:A1,A109,20260720T071333-cd18c5fb,phase6l,terminal_live,256,0.4,0p40-0p50,-0.0,-0.0,0.12970288594563803,0.0,4,0.09727716445922852,9,0.29865097999572754,old_policy_attenuated,-0.0,0.0,0.0
True,20260720T071333-cd18c5fb:A1,20260720T071333-cd18c5fb:A1,A109,20260720T071333-cd18c5fb,phase6l,terminal_live,256,0.5,gt0p50,-0.0,-0.0,0.12970288594563803,0.0,4,0.09727716445922852,6,0.20086383819580078,old_policy_attenuated,-0.0,0.0,0.0
True,20260720T071333-cd18c5fb:A1,20260720T071333-cd18c5fb:A1,A109,20260720T071333-cd18c5fb,phase6l,terminal_live,257,0.1,0p10-0p20,-0.0,-0.0,0.2198902765909831,0.0,5,0.13193416595458984,10,0.29860734939575195,old_policy_attenuated,-0.0,0.0,0.0
True,20260720T071333-cd18c5fb:A1,20260720T071333-cd18c5fb:A1,A109,20260720T071333-cd18c5fb,phase6l,terminal_live,257,0.2,0p20-0p30,-0.0,-0.0,0.2198902765909831,0.0,5,0.13193416595458984,10,0.33326101303100586,old_policy_attenuated,-0.0,0.0,0.0
True,20260720T071333-cd18c5fb:A1,20260720T071333-cd18c5fb:A1,A109,20260720T071333-cd18c5fb,phase6l,terminal_live,257,0.3,0p30-0p40,-0.0,-0.0,0.2198902765909831,0.0,5,0.13193416595458984,9,0.29857516288757324,old_policy_attenuated,-0.0,0.0,0.0
True,20260720T071333-cd18c5fb:A1,20260720T071333-cd18c5fb:A1,A109,20260720T071333-cd18c5fb,phase6l,terminal_live,257,0.4,0p40-0p50,-0.0,-0.0,0.2198902765909831,0.0,5,0.13193416595458984,8,0.2638740539550781,old_policy_attenuated,-0.0,0.0,0.0
True,20260720T071333-cd18c5fb:A1,20260720T071333-cd18c5fb:A1,A109,20260720T071333-cd18c5fb,phase6l,terminal_live,257,0.5,gt0p50,-0.0,-0.0,0.2198902765909831,0.0,5,0.13193416595458984,5,0.13196110725402832,old_policy_attenuated,-0.0,0.0,0.0
True,20260720T071333-cd18c5fb:A1,20260720T071333-cd18c5fb:A1,A109,20260720T071333-cd18c5fb,phase6l,terminal_live,258,0.1,0p10-0p20,-0.0,-0.0,0.3333396911621094,0.0,6,0.1666698455810547,10,0.29911088943481445,old_policy_attenuated,-0.0,0.0,0.0
True,20260720T071333-cd18c5fb:A1,20260720T071333-cd18c5fb:A1,A109,20260720T071333-cd18c5fb,phase6l,terminal_live,258,0.2,0p20-0p30,-0.0,-0.0,0.3333396911621094,0.0,6,0.1666698455810547,10,0.3332030773162842,old_policy_attenuated,-0.0,0.0,0.0
True,20260720T071333-cd18c5fb:A1,20260720T071333-cd18c5fb:A1,A109,20260720T071333-cd18c5fb,phase6l,terminal_live,258,0.3,0p30-0p40,-0.0,-0.0,0.3333396911621094,0.0,6,0.1666698455810547,9,0.29865097999572754,old_policy_attenuated,-0.0,0.0,0.0
True,20260720T071333-cd18c5fb:A1,20260720T071333-cd18c5fb:A1,A109,20260720T071333-cd18c5fb,phase6l,terminal_live,258,0.4,0p40-0p50,-0.0,-0.0,0.3333396911621094,0.0,6,0.1666698455810547,6,0.20086383819580078,old_policy_attenuated,-0.0,0.0,0.0
True,20260720T071333-cd18c5fb:A1,20260720T071333-cd18c5fb:A1,A109,20260720T071333-cd18c5fb,phase6l,terminal_live,258,0.5,gt0p50,-0.0,-0.0,0.3333396911621094,0.0,6,0.1666698455810547,4,0.09715056419372559,old_policy_attenuated,-0.0,0.0,0.0
True,20260720T071333-cd18c5fb:A1,20260720T071333-cd18c5fb:A1,A109,20260720T071333-cd18c5fb,phase6l,terminal_live,259,0.1,0p10-0p20,-0.0,-0.0,0.4698115984598796,0.0,7,0.20134782791137695,9,0.2643582820892334,old_policy_attenuated,-0.0,0.0,0.0
True,20260720T071333-cd18c5fb:A1,20260720T071333-cd18c5fb:A1,A109,20260720T071333-cd18c5fb,phase6l,terminal_live,259,0.2,0p20-0p30,-0.0,-0.0,0.4698115984598796,0.0,7,0.20134782791137695,9,0.29862451553344727,old_policy_attenuated,-0.0,0.0,0.0
True,20260720T071333-cd18c5fb:A1,20260720T071333-cd18c5fb:A1,A109,20260720T071333-cd18c5fb,phase6l,terminal_live,259,0.3,0p30-0p40,-0.0,-0.0,0.4698115984598796,0.0,7,0.20134782791137695,8,0.2638740539550781,old_policy_attenuated,-0.0,0.0,0.0
True,20260720T071333-cd18c5fb:A1,20260720T071333-cd18c5fb:A1,A109,20260720T071333-cd18c5fb,phase6l,terminal_live,259,0.4,0p40-0p50,-0.0,-0.0,0.4698115984598796,0.0,7,0.20134782791137695,5,0.13196110725402832,old_policy_attenuated,-0.0,0.0,0.0
True,20260720T071333-cd18c5fb:A1,20260720T071333-cd18c5fb:A1,A109,20260720T071333-cd18c5fb,phase6l,terminal_live,260,0.1,0p10-0p20,-0.0,-0.0,0.6111214955647788,0.0,8,0.229170560836792,10,0.33326101303100586,old_policy_attenuated,-0.0,0.0,0.0
True,20260720T071333-cd18c5fb:A1,20260720T071333-cd18c5fb:A1,A109,20260720T071333-cd18c5fb,phase6l,terminal_live,260,0.2,0p20-0p30,-0.0,-0.0,0.6111214955647788,0.0,8,0.229170560836792,10,0.33326268196105957,old_policy_attenuated,-0.0,0.0,0.0
True,20260720T071333-cd18c5fb:A1,20260720T071333-cd18c5fb:A1,A109,20260720T071333-cd18c5fb,phase6l,terminal_live,260,0.3,0p30-0p40,-0.0,-0.0,0.6111214955647788,0.0,8,0.229170560836792,8,0.2638740539550781,old_policy_attenuated,-0.0,0.0,0.0
True,20260720T071333-cd18c5fb:A1,20260720T071333-cd18c5fb:A1,A109,20260720T071333-cd18c5fb,phase6l,terminal_live,260,0.4,0p40-0p50,-0.0,-0.0,0.6111214955647788,0.0,8,0.229170560836792,5,0.13196110725402832,old_policy_attenuated,-0.0,0.0,0.0
True,20260720T071333-cd18c5fb:A1,20260720T071333-cd18c5fb:A1,A109,20260720T071333-cd18c5fb,phase6l,terminal_live,261,0.1,0p10-0p20,-0.0,-0.0,0.791435480117798,0.0,9,0.2638118267059326,10,0.3332030773162842,old_policy_attenuated,-0.0,0.0,0.0
True,20260720T071333-cd18c5fb:A1,20260720T071333-cd18c5fb:A1,A109,20260720T071333-cd18c5fb,phase6l,terminal_live,261,0.2,0p20-0p30,-0.0,-0.0,0.791435480117798,0.0,9,0.2638118267059326,10,0.3332524299621582,old_policy_attenuated,-0.0,0.0,0.0
True,20260720T071333-cd18c5fb:A1,20260720T071333-cd18c5fb:A1,A109,20260720T071333-cd18c5fb,phase6l,terminal_live,261,0.3,0p30-0p40,-0.0,-0.0,0.791435480117798,0.0,9,0.2638118267059326,6,0.20086383819580078,old_policy_attenuated,-0.0,0.0,0.0
True,20260720T071333-cd18c5fb:A1,20260720T071333-cd18c5fb:A1,A109,20260720T071333-cd18c5fb,phase6l,terminal_live,261,0.4,0p40-0p50,-0.0,-0.0,0.791435480117798,0.0,9,0.2638118267059326,5,0.13196110725402832,old_policy_attenuated,-0.0,0.0,0.0
True,20260720T071333-cd18c5fb:A1,20260720T071333-cd18c5fb:A1,A109,20260720T071333-cd18c5fb,phase6l,terminal_live,262,0.1,0p10-0p20,-0.0,-0.0,0.99502166112264,0.0,10,0.298506498336792,9,0.29862451553344727,old_policy_attenuated,-0.0,0.0,0.0
True,20260720T071333-cd18c5fb:A1,20260720T071333-cd18c5fb:A1,A109,20260720T071333-cd18c5fb,phase6l,terminal_live,262,0.2,0p20-0p30,-0.0,-0.0,0.99502166112264,0.0,10,0.298506498336792,9,0.29865097999572754,old_policy_attenuated,-0.0,0.0,0.0
True,20260720T071333-cd18c5fb:A1,20260720T071333-cd18c5fb:A1,A109,20260720T071333-cd18c5fb,phase6l,terminal_live,262,0.3,0p30-0p40,-0.0,-0.0,0.99502166112264,0.0,10,0.298506498336792,5,0.13196110725402832,old_policy_attenuated,-0.0,0.0,0.0
True,20260720T071333-cd18c5fb:A1,20260720T071333-cd18c5fb:A1,A109,20260720T071333-cd18c5fb,phase6l,terminal_live,262,0.4,0p40-0p50,-0.0,-0.0,0.99502166112264,0.0,10,0.298506498336792,4,0.09715056419372559,old_policy_attenuated,-0.0,0.0,0.0
True,20260720T071333-cd18c5fb:A1,20260720T071333-cd18c5fb:A1,A109,20260720T071333-cd18c5fb,phase6l,terminal_live,263,0.1,0p10-0p20,-0.0,-0.0,1.0,0.0,11,0.33325910568237305,9,0.29857516288757324,old_policy_attenuated,-0.0,0.0,0.0
True,20260720T071333-cd18c5fb:A1,20260720T071333-cd18c5fb:A1,A109,20260720T071333-cd18c5fb,phase6l,terminal_live,263,0.2,0p20-0p30,-0.0,-0.0,1.0,0.0,11,0.33325910568237305,8,0.2638740539550781,old_policy_attenuated,-0.0,0.0,0.0
True,20260720T071333-cd18c5fb:A1,20260720T071333-cd18c5fb:A1,A109,20260720T071333-cd18c5fb,phase6l,terminal_live,263,0.3,0p30-0p40,-0.0,-0.0,1.0,0.0,11,0.33325910568237305,5,0.13196110725402832,old_policy_attenuated,-0.0,0.0,0.0
True,20260720T071333-cd18c5fb:A1,20260720T071333-cd18c5fb:A1,A109,20260720T071333-cd18c5fb,phase6l,terminal_live,264,0.1,0p10-0p20,-0.0,-0.0,1.0,0.0,11,0.33344531059265137,9,0.29865097999572754,old_policy_attenuated,-0.0,0.0,0.0
