b0,b1,mean_fit_residual_rms_mps,sigma_0_mps,sigma_a_mps2,nll,profile_u95_sigma_a_mps2,profile_threshold_nll,profile_nearly_flat,profile_loss_min,profile_loss_max
0.049558424774795454,-0.24462823246438845,0.42345337331866495,0.07930770037152228,0.0,-318.28676955669704,0.07500000000000001,-316.93399782964934,False,-318.28676955644744,-148.54260753821544
