b0,b1,mean_fit_residual_rms_mps,sigma_0_mps,sigma_a_mps2,nll,profile_u95_sigma_a_mps2,profile_threshold_nll,profile_nearly_flat,profile_loss_min,profile_loss_max
0.1132204204638203,-0.4006133257944503,0.5349867972913284,0.1275182815477373,5.774152680518915e-10,-220.83037441894152,0.07500000000000001,-219.47760269189382,False,-220.8303744188878,-102.7436871046676
