diagnostic_only,approach_id,cluster_id,flight,flight_id,era,recording_regime,anchor_frame_id,age_s,age_bin,v_ref_pseudo_full_mps,v_latch_true_mps,auth_at_latch,delta_latch_mps,n_full_at_latch,span_full_at_latch_s,eval_n,eval_span_s,anchor_policy,v_anchor_mps,r_v_mps,rv2_m2ps2
True,20260720T071112-cd18c5fb:A1,20260720T071112-cd18c5fb:A1,A107,20260720T071112-cd18c5fb,phase6l,terminal_live,301,0.1,0p10-0p20,-0.8818391210899681,-1.2884062220334602,0.12937132517496747,1.1217234017253181,4,0.09702849388122559,10,0.29855871200561523,new_unattenuated_shadow,-1.2884062220334602,0.40656710094349213,0.16529680756959572
True,20260720T071112-cd18c5fb:A1,20260720T071112-cd18c5fb:A1,A107,20260720T071112-cd18c5fb,phase6l,terminal_live,301,0.2,0p20-0p30,-0.531303844636733,-1.2884062220334602,0.12937132517496747,1.1217234017253181,4,0.09702849388122559,9,0.26386189460754395,new_unattenuated_shadow,-1.2884062220334602,0.7571023773967273,0.5732040098597764
True,20260720T071112-cd18c5fb:A1,20260720T071112-cd18c5fb:A1,A107,20260720T071112-cd18c5fb,phase6l,terminal_live,301,0.3,0p30-0p40,0.8041645952811729,-1.2884062220334602,0.12937132517496747,1.1217234017253181,4,0.09702849388122559,5,0.13219022750854492,new_unattenuated_shadow,-1.2884062220334602,2.092570817314633,4.378852625476831
True,20260720T071112-cd18c5fb:A1,20260720T071112-cd18c5fb:A1,A107,20260720T071112-cd18c5fb,phase6l,terminal_live,302,0.1,0p10-0p20,-0.6184626597018491,-1.4728640200127274,0.21983742713928223,1.1490733833271092,5,0.13190245628356934,10,0.29877209663391113,new_unattenuated_shadow,-1.4728640200127274,0.8544013603108783,0.7300016845010793
True,20260720T071112-cd18c5fb:A1,20260720T071112-cd18c5fb:A1,A107,20260720T071112-cd18c5fb,phase6l,terminal_live,302,0.2,0p20-0p30,-0.2722692498317256,-1.4728640200127274,0.21983742713928223,1.1490733833271092,5,0.13190245628356934,8,0.22936701774597168,new_unattenuated_shadow,-1.4728640200127274,1.2005947701810018,1.4414278021859726
True,20260720T071112-cd18c5fb:A1,20260720T071112-cd18c5fb:A1,A107,20260720T071112-cd18c5fb,phase6l,terminal_live,302,0.3,0p30-0p40,1.3330821786347422,-1.4728640200127274,0.21983742713928223,1.1490733833271092,5,0.13190245628356934,4,0.09743332862854004,new_unattenuated_shadow,-1.4728640200127274,2.8059461986474696,7.873334069704185
True,20260720T071112-cd18c5fb:A1,20260720T071112-cd18c5fb:A1,A107,20260720T071112-cd18c5fb,phase6l,terminal_live,303,0.1,0p10-0p20,-0.531303844636733,-1.2782267223614459,0.33273220062255865,0.8529195321355616,6,0.1663661003112793,9,0.26386189460754395,new_unattenuated_shadow,-1.2782267223614459,0.7469228777247129,0.5578937852685664
True,20260720T071112-cd18c5fb:A1,20260720T071112-cd18c5fb:A1,A107,20260720T071112-cd18c5fb,phase6l,terminal_live,303,0.2,0p20-0p30,0.36525740068935153,-1.2782267223614459,0.33273220062255865,0.8529195321355616,6,0.1663661003112793,6,0.16675376892089844,new_unattenuated_shadow,-1.2782267223614459,1.6434841230507975,2.701040062720049
True,20260720T071112-cd18c5fb:A1,20260720T071112-cd18c5fb:A1,A107,20260720T071112-cd18c5fb,phase6l,terminal_live,304,0.1,0p10-0p20,-0.531303844636733,-1.3036138179459074,0.4531795978546142,0.7128426321714628,7,0.19421982765197754,9,0.26386189460754395,new_unattenuated_shadow,-1.3036138179459074,0.7723099733091744,0.5964626948728177
True,20260720T071112-cd18c5fb:A1,20260720T071112-cd18c5fb:A1,A107,20260720T071112-cd18c5fb,phase6l,terminal_live,304,0.2,0p20-0p30,0.36525740068935153,-1.3036138179459074,0.4531795978546142,0.7128426321714628,7,0.19421982765197754,6,0.16675376892089844,new_unattenuated_shadow,-1.3036138179459074,1.668871218635259,2.7851311443891347
True,20260720T071112-cd18c5fb:A1,20260720T071112-cd18c5fb:A1,A107,20260720T071112-cd18c5fb,phase6l,terminal_live,305,0.1,0p10-0p20,-0.2722692498317256,-1.3399176769780243,0.6105225880940757,0.5218676689963992,8,0.22894597053527832,8,0.22936701774597168,new_unattenuated_shadow,-1.3399176769780243,1.0676484271462987,1.1398731639879656
True,20260720T071112-cd18c5fb:A1,20260720T071112-cd18c5fb:A1,A107,20260720T071112-cd18c5fb,phase6l,terminal_live,305,0.2,0p20-0p30,0.8041645952811729,-1.3399176769780243,0.6105225880940757,0.5218676689963992,8,0.22894597053527832,5,0.13219022750854492,new_unattenuated_shadow,-1.3399176769780243,2.1440822722591975,4.597088790216163
True,20260720T071112-cd18c5fb:A1,20260720T071112-cd18c5fb:A1,A107,20260720T071112-cd18c5fb,phase6l,terminal_live,306,0.1,0p10-0p20,0.36525740068935153,-1.430834180969561,0.7910349369049072,0.29899435490491966,9,0.26367831230163574,6,0.16675376892089844,new_unattenuated_shadow,-1.430834180969561,1.7960915816589127,3.2259449697060147
True,20260720T071112-cd18c5fb:A1,20260720T071112-cd18c5fb:A1,A107,20260720T071112-cd18c5fb,phase6l,terminal_live,306,0.2,0p20-0p30,1.3330821786347422,-1.430834180969561,0.7910349369049072,0.29899435490491966,9,0.26367831230163574,4,0.09743332862854004,new_unattenuated_shadow,-1.430834180969561,2.7639163596043033,7.639233642888304
True,20260720T071112-cd18c5fb:A1,20260720T071112-cd18c5fb:A1,A107,20260720T071112-cd18c5fb,phase6l,terminal_live,307,0.1,0p10-0p20,0.8041645952811729,-1.4213882436946526,0.9952950477600098,0.0066875638010668315,10,0.29858851432800293,5,0.13219022750854492,new_unattenuated_shadow,-1.4213882436946526,2.2255528389758252,4.953085439073355
