verdict,first_capture_range_m,legal_trial_count,owner_term_side_rows,side_shadow_capture_rows,max_admission_score,phase_changed_rows,wrong_sign_command_rows,command_step_beyond_slew_rows
FAIL,1.9027490654879835,1,16,1,0.2708939736582296,0,28,0
