source,flight_key,mono_ns,t_rel_s,tau_s,guidance_phase,tau_le_threshold,path
live,flight,206468187000000,1.031,1.243689200355282,position,False,C:\Users\tsion\Projects\eni_dcim_qa\tuning\runtime-logs\terminal-ab-46e9a64-46e9a64-20260720T063932Z\terminal_speed1p8\20260720T064309-b59d0674\flight.jsonl
live,flight,206468203000000,1.047,1.2563887860687206,position,False,C:\Users\tsion\Projects\eni_dcim_qa\tuning\runtime-logs\terminal-ab-46e9a64-46e9a64-20260720T063932Z\terminal_speed1p8\20260720T064309-b59d0674\flight.jsonl
live,flight,206468234000000,1.078,1.2426225977643308,position,False,C:\Users\tsion\Projects\eni_dcim_qa\tuning\runtime-logs\terminal-ab-46e9a64-46e9a64-20260720T063932Z\terminal_speed1p8\20260720T064309-b59d0674\flight.jsonl
live,flight,206468250000000,1.094,1.251553927296533,position,False,C:\Users\tsion\Projects\eni_dcim_qa\tuning\runtime-logs\terminal-ab-46e9a64-46e9a64-20260720T063932Z\terminal_speed1p8\20260720T064309-b59d0674\flight.jsonl
live,flight,206468265000000,1.109,1.238181272077547,position,False,C:\Users\tsion\Projects\eni_dcim_qa\tuning\runtime-logs\terminal-ab-46e9a64-46e9a64-20260720T063932Z\terminal_speed1p8\20260720T064309-b59d0674\flight.jsonl
live,flight,206468296000000,1.14,1.2244238023149883,position,False,C:\Users\tsion\Projects\eni_dcim_qa\tuning\runtime-logs\terminal-ab-46e9a64-46e9a64-20260720T063932Z\terminal_speed1p8\20260720T064309-b59d0674\flight.jsonl
live,flight,206468328000000,1.172,1.2325605740802377,position,False,C:\Users\tsion\Projects\eni_dcim_qa\tuning\runtime-logs\terminal-ab-46e9a64-46e9a64-20260720T063932Z\terminal_speed1p8\20260720T064309-b59d0674\flight.jsonl
live,flight,206468359000000,1.203,1.2188614534850468,position,False,C:\Users\tsion\Projects\eni_dcim_qa\tuning\runtime-logs\terminal-ab-46e9a64-46e9a64-20260720T063932Z\terminal_speed1p8\20260720T064309-b59d0674\flight.jsonl
live,flight,206468375000000,1.219,1.2068305646180244,position,False,C:\Users\tsion\Projects\eni_dcim_qa\tuning\runtime-logs\terminal-ab-46e9a64-46e9a64-20260720T063932Z\terminal_speed1p8\20260720T064309-b59d0674\flight.jsonl
live,flight,206468390000000,1.234,1.2068305646180244,position,False,C:\Users\tsion\Projects\eni_dcim_qa\tuning\runtime-logs\terminal-ab-46e9a64-46e9a64-20260720T063932Z\terminal_speed1p8\20260720T064309-b59d0674\flight.jsonl
live,flight,206468421000000,1.265,1.1911115229193534,position,False,C:\Users\tsion\Projects\eni_dcim_qa\tuning\runtime-logs\terminal-ab-46e9a64-46e9a64-20260720T063932Z\terminal_speed1p8\20260720T064309-b59d0674\flight.jsonl
live,flight,206468437000000,1.281,1.1911115229193534,position,False,C:\Users\tsion\Projects\eni_dcim_qa\tuning\runtime-logs\terminal-ab-46e9a64-46e9a64-20260720T063932Z\terminal_speed1p8\20260720T064309-b59d0674\flight.jsonl
live,flight,206468453000000,1.297,1.1802199004762197,position,False,C:\Users\tsion\Projects\eni_dcim_qa\tuning\runtime-logs\terminal-ab-46e9a64-46e9a64-20260720T063932Z\terminal_speed1p8\20260720T064309-b59d0674\flight.jsonl
live,flight,206468468000000,1.312,1.1675049747732045,position,False,C:\Users\tsion\Projects\eni_dcim_qa\tuning\runtime-logs\terminal-ab-46e9a64-46e9a64-20260720T063932Z\terminal_speed1p8\20260720T064309-b59d0674\flight.jsonl
live,flight,206468500000000,1.344,1.1623850102656705,position,False,C:\Users\tsion\Projects\eni_dcim_qa\tuning\runtime-logs\terminal-ab-46e9a64-46e9a64-20260720T063932Z\terminal_speed1p8\20260720T064309-b59d0674\flight.jsonl
live,flight,206468515000000,1.359,1.1571684239573976,position,False,C:\Users\tsion\Projects\eni_dcim_qa\tuning\runtime-logs\terminal-ab-46e9a64-46e9a64-20260720T063932Z\terminal_speed1p8\20260720T064309-b59d0674\flight.jsonl
live,flight,206468531000000,1.375,1.1601526425449111,position,False,C:\Users\tsion\Projects\eni_dcim_qa\tuning\runtime-logs\terminal-ab-46e9a64-46e9a64-20260720T063932Z\terminal_speed1p8\20260720T064309-b59d0674\flight.jsonl
live,flight,206515687000000,0.0,1.5771363685060253,position,False,C:\Users\tsion\Projects\eni_dcim_qa\tuning\runtime-logs\terminal-ab-46e9a64-46e9a64-20260720T063932Z\terminal_speed1p8\20260720T064357-b59d0674\flight.jsonl
live,flight,206515718000000,0.031,1.5605694026499488,position,False,C:\Users\tsion\Projects\eni_dcim_qa\tuning\runtime-logs\terminal-ab-46e9a64-46e9a64-20260720T063932Z\terminal_speed1p8\20260720T064357-b59d0674\flight.jsonl
live,flight,206515734000000,0.047,1.5515218277692349,position,False,C:\Users\tsion\Projects\eni_dcim_qa\tuning\runtime-logs\terminal-ab-46e9a64-46e9a64-20260720T063932Z\terminal_speed1p8\20260720T064357-b59d0674\flight.jsonl
live,flight,206515750000000,0.063,1.5365192314805545,position,False,C:\Users\tsion\Projects\eni_dcim_qa\tuning\runtime-logs\terminal-ab-46e9a64-46e9a64-20260720T063932Z\terminal_speed1p8\20260720T064357-b59d0674\flight.jsonl
live,flight,206515765000000,0.078,1.521660474931169,position,False,C:\Users\tsion\Projects\eni_dcim_qa\tuning\runtime-logs\terminal-ab-46e9a64-46e9a64-20260720T063932Z\terminal_speed1p8\20260720T064357-b59d0674\flight.jsonl
live,flight,206515796000000,0.109,1.4787433272136545,position,False,C:\Users\tsion\Projects\eni_dcim_qa\tuning\runtime-logs\terminal-ab-46e9a64-46e9a64-20260720T063932Z\terminal_speed1p8\20260720T064357-b59d0674\flight.jsonl
live,flight,206515812000000,0.125,1.450085955903264,position,False,C:\Users\tsion\Projects\eni_dcim_qa\tuning\runtime-logs\terminal-ab-46e9a64-46e9a64-20260720T063932Z\terminal_speed1p8\20260720T064357-b59d0674\flight.jsonl
live,flight,206515828000000,0.141,1.4354817654237224,position,False,C:\Users\tsion\Projects\eni_dcim_qa\tuning\runtime-logs\terminal-ab-46e9a64-46e9a64-20260720T063932Z\terminal_speed1p8\20260720T064357-b59d0674\flight.jsonl
live,flight,206515859000000,0.172,1.4243703725262888,position,False,C:\Users\tsion\Projects\eni_dcim_qa\tuning\runtime-logs\terminal-ab-46e9a64-46e9a64-20260720T063932Z\terminal_speed1p8\20260720T064357-b59d0674\flight.jsonl
live,flight,206515875000000,0.188,1.409799594430047,position,False,C:\Users\tsion\Projects\eni_dcim_qa\tuning\runtime-logs\terminal-ab-46e9a64-46e9a64-20260720T063932Z\terminal_speed1p8\20260720T064357-b59d0674\flight.jsonl
live,flight,206515890000000,0.203,1.3755850452264613,position,False,C:\Users\tsion\Projects\eni_dcim_qa\tuning\runtime-logs\terminal-ab-46e9a64-46e9a64-20260720T063932Z\terminal_speed1p8\20260720T064357-b59d0674\flight.jsonl
live,flight,206515906000000,0.219,1.34709164069145,position,False,C:\Users\tsion\Projects\eni_dcim_qa\tuning\runtime-logs\terminal-ab-46e9a64-46e9a64-20260720T063932Z\terminal_speed1p8\20260720T064357-b59d0674\flight.jsonl
live,flight,206515937000000,0.25,1.334972588214869,position,False,C:\Users\tsion\Projects\eni_dcim_qa\tuning\runtime-logs\terminal-ab-46e9a64-46e9a64-20260720T063932Z\terminal_speed1p8\20260720T064357-b59d0674\flight.jsonl
live,flight,206515953000000,0.266,1.3060964621342919,position,False,C:\Users\tsion\Projects\eni_dcim_qa\tuning\runtime-logs\terminal-ab-46e9a64-46e9a64-20260720T063932Z\terminal_speed1p8\20260720T064357-b59d0674\flight.jsonl
live,flight,206515968000000,0.281,1.2929453733724152,position,False,C:\Users\tsion\Projects\eni_dcim_qa\tuning\runtime-logs\terminal-ab-46e9a64-46e9a64-20260720T063932Z\terminal_speed1p8\20260720T064357-b59d0674\flight.jsonl
live,flight,206516000000000,0.313,1.2899328149555305,position,False,C:\Users\tsion\Projects\eni_dcim_qa\tuning\runtime-logs\terminal-ab-46e9a64-46e9a64-20260720T063932Z\terminal_speed1p8\20260720T064357-b59d0674\flight.jsonl
live,flight,206516015000000,0.328,1.2647057763069014,position,False,C:\Users\tsion\Projects\eni_dcim_qa\tuning\runtime-logs\terminal-ab-46e9a64-46e9a64-20260720T063932Z\terminal_speed1p8\20260720T064357-b59d0674\flight.jsonl
live,flight,206516031000000,0.344,1.249011591696224,position,False,C:\Users\tsion\Projects\eni_dcim_qa\tuning\runtime-logs\terminal-ab-46e9a64-46e9a64-20260720T063932Z\terminal_speed1p8\20260720T064357-b59d0674\flight.jsonl
live,flight,206516046000000,0.359,1.2359640287756348,position,False,C:\Users\tsion\Projects\eni_dcim_qa\tuning\runtime-logs\terminal-ab-46e9a64-46e9a64-20260720T063932Z\terminal_speed1p8\20260720T064357-b59d0674\flight.jsonl
live,flight,206516078000000,0.391,1.198292427968755,position,False,C:\Users\tsion\Projects\eni_dcim_qa\tuning\runtime-logs\terminal-ab-46e9a64-46e9a64-20260720T063932Z\terminal_speed1p8\20260720T064357-b59d0674\flight.jsonl
live,flight,206516093000000,0.406,1.1858768434864302,position,False,C:\Users\tsion\Projects\eni_dcim_qa\tuning\runtime-logs\terminal-ab-46e9a64-46e9a64-20260720T063932Z\terminal_speed1p8\20260720T064357-b59d0674\flight.jsonl
live,flight,206516109000000,0.422,1.1626309426925718,position,False,C:\Users\tsion\Projects\eni_dcim_qa\tuning\runtime-logs\terminal-ab-46e9a64-46e9a64-20260720T063932Z\terminal_speed1p8\20260720T064357-b59d0674\flight.jsonl
live,flight,206516140000000,0.453,1.169006294676162,position,False,C:\Users\tsion\Projects\eni_dcim_qa\tuning\runtime-logs\terminal-ab-46e9a64-46e9a64-20260720T063932Z\terminal_speed1p8\20260720T064357-b59d0674\flight.jsonl
live,flight,206516171000000,0.484,1.1463502469570839,position,False,C:\Users\tsion\Projects\eni_dcim_qa\tuning\runtime-logs\terminal-ab-46e9a64-46e9a64-20260720T063932Z\terminal_speed1p8\20260720T064357-b59d0674\flight.jsonl
live,flight,206516203000000,0.516,1.135595817808035,position,False,C:\Users\tsion\Projects\eni_dcim_qa\tuning\runtime-logs\terminal-ab-46e9a64-46e9a64-20260720T063932Z\terminal_speed1p8\20260720T064357-b59d0674\flight.jsonl
live,flight,206516218000000,0.531,1.0583246928385324,position,False,C:\Users\tsion\Projects\eni_dcim_qa\tuning\runtime-logs\terminal-ab-46e9a64-46e9a64-20260720T063932Z\terminal_speed1p8\20260720T064357-b59d0674\flight.jsonl
live,flight,206516250000000,0.563,1.0374542884317666,position,False,C:\Users\tsion\Projects\eni_dcim_qa\tuning\runtime-logs\terminal-ab-46e9a64-46e9a64-20260720T063932Z\terminal_speed1p8\20260720T064357-b59d0674\flight.jsonl
live,flight,206516281000000,0.594,1.0100048224938885,position,False,C:\Users\tsion\Projects\eni_dcim_qa\tuning\runtime-logs\terminal-ab-46e9a64-46e9a64-20260720T063932Z\terminal_speed1p8\20260720T064357-b59d0674\flight.jsonl
live,flight,206516296000000,0.609,0.9996809770824896,position,False,C:\Users\tsion\Projects\eni_dcim_qa\tuning\runtime-logs\terminal-ab-46e9a64-46e9a64-20260720T063932Z\terminal_speed1p8\20260720T064357-b59d0674\flight.jsonl
live,flight,206516312000000,0.625,0.9900670401914062,position,False,C:\Users\tsion\Projects\eni_dcim_qa\tuning\runtime-logs\terminal-ab-46e9a64-46e9a64-20260720T063932Z\terminal_speed1p8\20260720T064357-b59d0674\flight.jsonl
live,flight,206516343000000,0.656,0.9359711053969143,position,False,C:\Users\tsion\Projects\eni_dcim_qa\tuning\runtime-logs\terminal-ab-46e9a64-46e9a64-20260720T063932Z\terminal_speed1p8\20260720T064357-b59d0674\flight.jsonl
live,flight,206516359000000,0.672,0.9258663787438681,position,False,C:\Users\tsion\Projects\eni_dcim_qa\tuning\runtime-logs\terminal-ab-46e9a64-46e9a64-20260720T063932Z\terminal_speed1p8\20260720T064357-b59d0674\flight.jsonl
live,flight,206516375000000,0.688,0.9046946969642109,position,False,C:\Users\tsion\Projects\eni_dcim_qa\tuning\runtime-logs\terminal-ab-46e9a64-46e9a64-20260720T063932Z\terminal_speed1p8\20260720T064357-b59d0674\flight.jsonl
live,flight,206516390000000,0.703,0.9014271196774293,position,False,C:\Users\tsion\Projects\eni_dcim_qa\tuning\runtime-logs\terminal-ab-46e9a64-46e9a64-20260720T063932Z\terminal_speed1p8\20260720T064357-b59d0674\flight.jsonl
live,flight,206516421000000,0.734,0.88081897143084,position,False,C:\Users\tsion\Projects\eni_dcim_qa\tuning\runtime-logs\terminal-ab-46e9a64-46e9a64-20260720T063932Z\terminal_speed1p8\20260720T064357-b59d0674\flight.jsonl
live,flight,206516437000000,0.75,0.85657227454378,position,False,C:\Users\tsion\Projects\eni_dcim_qa\tuning\runtime-logs\terminal-ab-46e9a64-46e9a64-20260720T063932Z\terminal_speed1p8\20260720T064357-b59d0674\flight.jsonl
live,flight,206516453000000,0.766,0.845988724661593,position,False,C:\Users\tsion\Projects\eni_dcim_qa\tuning\runtime-logs\terminal-ab-46e9a64-46e9a64-20260720T063932Z\terminal_speed1p8\20260720T064357-b59d0674\flight.jsonl
live,flight,206516468000000,0.781,0.8260605885881542,position,False,C:\Users\tsion\Projects\eni_dcim_qa\tuning\runtime-logs\terminal-ab-46e9a64-46e9a64-20260720T063932Z\terminal_speed1p8\20260720T064357-b59d0674\flight.jsonl
live,flight,209116906000000,0.0,1.3566287066053184,position,False,C:\Users\tsion\Projects\eni_dcim_qa\tuning\runtime-logs\terminal-ab-4fc71bb-4fc71bb-20260720T072104Z\terminal_speed1p8\20260720T072712-ccda84d6\flight.jsonl
live,flight,209116937000000,0.031,1.3448464088265781,position,False,C:\Users\tsion\Projects\eni_dcim_qa\tuning\runtime-logs\terminal-ab-4fc71bb-4fc71bb-20260720T072104Z\terminal_speed1p8\20260720T072712-ccda84d6\flight.jsonl
live,flight,209116953000000,0.047,1.3201671651561158,position,False,C:\Users\tsion\Projects\eni_dcim_qa\tuning\runtime-logs\terminal-ab-4fc71bb-4fc71bb-20260720T072104Z\terminal_speed1p8\20260720T072712-ccda84d6\flight.jsonl
live,flight,209116968000000,0.062,1.2973071328887003,position,False,C:\Users\tsion\Projects\eni_dcim_qa\tuning\runtime-logs\terminal-ab-4fc71bb-4fc71bb-20260720T072104Z\terminal_speed1p8\20260720T072712-ccda84d6\flight.jsonl
live,flight,209117000000000,0.094,1.2722870947936469,position,False,C:\Users\tsion\Projects\eni_dcim_qa\tuning\runtime-logs\terminal-ab-4fc71bb-4fc71bb-20260720T072104Z\terminal_speed1p8\20260720T072712-ccda84d6\flight.jsonl
live,flight,209117015000000,0.109,1.2712322703715184,position,False,C:\Users\tsion\Projects\eni_dcim_qa\tuning\runtime-logs\terminal-ab-4fc71bb-4fc71bb-20260720T072104Z\terminal_speed1p8\20260720T072712-ccda84d6\flight.jsonl
live,flight,209117031000000,0.125,1.2583846345284972,position,False,C:\Users\tsion\Projects\eni_dcim_qa\tuning\runtime-logs\terminal-ab-4fc71bb-4fc71bb-20260720T072104Z\terminal_speed1p8\20260720T072712-ccda84d6\flight.jsonl
live,flight,209117046000000,0.14,1.2583846345284972,position,False,C:\Users\tsion\Projects\eni_dcim_qa\tuning\runtime-logs\terminal-ab-4fc71bb-4fc71bb-20260720T072104Z\terminal_speed1p8\20260720T072712-ccda84d6\flight.jsonl
live,flight,209117078000000,0.172,1.2321194206456145,position,False,C:\Users\tsion\Projects\eni_dcim_qa\tuning\runtime-logs\terminal-ab-4fc71bb-4fc71bb-20260720T072104Z\terminal_speed1p8\20260720T072712-ccda84d6\flight.jsonl
live,flight,209117093000000,0.187,1.219531436382581,position,False,C:\Users\tsion\Projects\eni_dcim_qa\tuning\runtime-logs\terminal-ab-4fc71bb-4fc71bb-20260720T072104Z\terminal_speed1p8\20260720T072712-ccda84d6\flight.jsonl
live,flight,209117109000000,0.203,1.2077555387968941,position,False,C:\Users\tsion\Projects\eni_dcim_qa\tuning\runtime-logs\terminal-ab-4fc71bb-4fc71bb-20260720T072104Z\terminal_speed1p8\20260720T072712-ccda84d6\flight.jsonl
live,flight,209117125000000,0.219,1.1952131815550495,position,False,C:\Users\tsion\Projects\eni_dcim_qa\tuning\runtime-logs\terminal-ab-4fc71bb-4fc71bb-20260720T072104Z\terminal_speed1p8\20260720T072712-ccda84d6\flight.jsonl
live,flight,209117156000000,0.25,1.1645456449076899,position,False,C:\Users\tsion\Projects\eni_dcim_qa\tuning\runtime-logs\terminal-ab-4fc71bb-4fc71bb-20260720T072104Z\terminal_speed1p8\20260720T072712-ccda84d6\flight.jsonl
live,flight,209117171000000,0.265,1.1057007543524928,position,False,C:\Users\tsion\Projects\eni_dcim_qa\tuning\runtime-logs\terminal-ab-4fc71bb-4fc71bb-20260720T072104Z\terminal_speed1p8\20260720T072712-ccda84d6\flight.jsonl
live,flight,209117187000000,0.281,1.1057007543524928,position,False,C:\Users\tsion\Projects\eni_dcim_qa\tuning\runtime-logs\terminal-ab-4fc71bb-4fc71bb-20260720T072104Z\terminal_speed1p8\20260720T072712-ccda84d6\flight.jsonl
live,flight,209117218000000,0.312,1.080865716230344,position,False,C:\Users\tsion\Projects\eni_dcim_qa\tuning\runtime-logs\terminal-ab-4fc71bb-4fc71bb-20260720T072104Z\terminal_speed1p8\20260720T072712-ccda84d6\flight.jsonl
live,flight,209117234000000,0.328,1.0576527479595326,position,False,C:\Users\tsion\Projects\eni_dcim_qa\tuning\runtime-logs\terminal-ab-4fc71bb-4fc71bb-20260720T072104Z\terminal_speed1p8\20260720T072712-ccda84d6\flight.jsonl
live,flight,209117250000000,0.344,1.045578886031645,position,False,C:\Users\tsion\Projects\eni_dcim_qa\tuning\runtime-logs\terminal-ab-4fc71bb-4fc71bb-20260720T072104Z\terminal_speed1p8\20260720T072712-ccda84d6\flight.jsonl
live,flight,209117265000000,0.359,1.045578886031645,position,False,C:\Users\tsion\Projects\eni_dcim_qa\tuning\runtime-logs\terminal-ab-4fc71bb-4fc71bb-20260720T072104Z\terminal_speed1p8\20260720T072712-ccda84d6\flight.jsonl
live,flight,209117296000000,0.39,1.0485663385386188,position,False,C:\Users\tsion\Projects\eni_dcim_qa\tuning\runtime-logs\terminal-ab-4fc71bb-4fc71bb-20260720T072104Z\terminal_speed1p8\20260720T072712-ccda84d6\flight.jsonl
live,flight,209117312000000,0.406,1.0256732350761812,position,False,C:\Users\tsion\Projects\eni_dcim_qa\tuning\runtime-logs\terminal-ab-4fc71bb-4fc71bb-20260720T072104Z\terminal_speed1p8\20260720T072712-ccda84d6\flight.jsonl
live,flight,209117328000000,0.422,1.0256732350761812,position,False,C:\Users\tsion\Projects\eni_dcim_qa\tuning\runtime-logs\terminal-ab-4fc71bb-4fc71bb-20260720T072104Z\terminal_speed1p8\20260720T072712-ccda84d6\flight.jsonl
live,flight,209117359000000,0.453,0.9037048053277736,position,False,C:\Users\tsion\Projects\eni_dcim_qa\tuning\runtime-logs\terminal-ab-4fc71bb-4fc71bb-20260720T072104Z\terminal_speed1p8\20260720T072712-ccda84d6\flight.jsonl
live,flight,209117375000000,0.469,0.8797011799847633,position,False,C:\Users\tsion\Projects\eni_dcim_qa\tuning\runtime-logs\terminal-ab-4fc71bb-4fc71bb-20260720T072104Z\terminal_speed1p8\20260720T072712-ccda84d6\flight.jsonl
live,flight,209117390000000,0.484,0.8491669064142018,position,False,C:\Users\tsion\Projects\eni_dcim_qa\tuning\runtime-logs\terminal-ab-4fc71bb-4fc71bb-20260720T072104Z\terminal_speed1p8\20260720T072712-ccda84d6\flight.jsonl
live,flight,209117406000000,0.5,0.8491669064142018,position,False,C:\Users\tsion\Projects\eni_dcim_qa\tuning\runtime-logs\terminal-ab-4fc71bb-4fc71bb-20260720T072104Z\terminal_speed1p8\20260720T072712-ccda84d6\flight.jsonl
live,flight,209117437000000,0.531,0.8296349585526057,position,False,C:\Users\tsion\Projects\eni_dcim_qa\tuning\runtime-logs\terminal-ab-4fc71bb-4fc71bb-20260720T072104Z\terminal_speed1p8\20260720T072712-ccda84d6\flight.jsonl
live,flight,209117453000000,0.547,0.861825201298725,position,False,C:\Users\tsion\Projects\eni_dcim_qa\tuning\runtime-logs\terminal-ab-4fc71bb-4fc71bb-20260720T072104Z\terminal_speed1p8\20260720T072712-ccda84d6\flight.jsonl
live,flight,209117468000000,0.562,0.8535502090360745,position,False,C:\Users\tsion\Projects\eni_dcim_qa\tuning\runtime-logs\terminal-ab-4fc71bb-4fc71bb-20260720T072104Z\terminal_speed1p8\20260720T072712-ccda84d6\flight.jsonl
live,flight,209117500000000,0.594,0.8538266922411347,position,False,C:\Users\tsion\Projects\eni_dcim_qa\tuning\runtime-logs\terminal-ab-4fc71bb-4fc71bb-20260720T072104Z\terminal_speed1p8\20260720T072712-ccda84d6\flight.jsonl
live,flight,209117515000000,0.609,0.8359106250143581,position,False,C:\Users\tsion\Projects\eni_dcim_qa\tuning\runtime-logs\terminal-ab-4fc71bb-4fc71bb-20260720T072104Z\terminal_speed1p8\20260720T072712-ccda84d6\flight.jsonl
live,flight,209117531000000,0.625,0.8359106250143581,position,False,C:\Users\tsion\Projects\eni_dcim_qa\tuning\runtime-logs\terminal-ab-4fc71bb-4fc71bb-20260720T072104Z\terminal_speed1p8\20260720T072712-ccda84d6\flight.jsonl
live,flight,209117546000000,0.64,0.8142541478039793,position,False,C:\Users\tsion\Projects\eni_dcim_qa\tuning\runtime-logs\terminal-ab-4fc71bb-4fc71bb-20260720T072104Z\terminal_speed1p8\20260720T072712-ccda84d6\flight.jsonl
live,flight,209117578000000,0.672,0.794414068477433,position,False,C:\Users\tsion\Projects\eni_dcim_qa\tuning\runtime-logs\terminal-ab-4fc71bb-4fc71bb-20260720T072104Z\terminal_speed1p8\20260720T072712-ccda84d6\flight.jsonl
live,flight,209117593000000,0.687,0.7850458992945925,position,False,C:\Users\tsion\Projects\eni_dcim_qa\tuning\runtime-logs\terminal-ab-4fc71bb-4fc71bb-20260720T072104Z\terminal_speed1p8\20260720T072712-ccda84d6\flight.jsonl
live,flight,209117609000000,0.703,0.7850458992945925,position,False,C:\Users\tsion\Projects\eni_dcim_qa\tuning\runtime-logs\terminal-ab-4fc71bb-4fc71bb-20260720T072104Z\terminal_speed1p8\20260720T072712-ccda84d6\flight.jsonl
live,flight,209117625000000,0.719,0.7752224087349502,position,False,C:\Users\tsion\Projects\eni_dcim_qa\tuning\runtime-logs\terminal-ab-4fc71bb-4fc71bb-20260720T072104Z\terminal_speed1p8\20260720T072712-ccda84d6\flight.jsonl
live,flight,209117656000000,0.75,0.7366898723533984,position,False,C:\Users\tsion\Projects\eni_dcim_qa\tuning\runtime-logs\terminal-ab-4fc71bb-4fc71bb-20260720T072104Z\terminal_speed1p8\20260720T072712-ccda84d6\flight.jsonl
live,flight,209117671000000,0.765,0.7181373796611937,position,False,C:\Users\tsion\Projects\eni_dcim_qa\tuning\runtime-logs\terminal-ab-4fc71bb-4fc71bb-20260720T072104Z\terminal_speed1p8\20260720T072712-ccda84d6\flight.jsonl
live,flight,209117687000000,0.781,0.7181373796611937,position,False,C:\Users\tsion\Projects\eni_dcim_qa\tuning\runtime-logs\terminal-ab-4fc71bb-4fc71bb-20260720T072104Z\terminal_speed1p8\20260720T072712-ccda84d6\flight.jsonl
live,flight,209117718000000,0.812,0.6856835149483811,position,False,C:\Users\tsion\Projects\eni_dcim_qa\tuning\runtime-logs\terminal-ab-4fc71bb-4fc71bb-20260720T072104Z\terminal_speed1p8\20260720T072712-ccda84d6\flight.jsonl
live,flight,209117734000000,0.828,0.6764567457192817,position,False,C:\Users\tsion\Projects\eni_dcim_qa\tuning\runtime-logs\terminal-ab-4fc71bb-4fc71bb-20260720T072104Z\terminal_speed1p8\20260720T072712-ccda84d6\flight.jsonl
live,flight,209117750000000,0.844,0.6667797359921747,position,False,C:\Users\tsion\Projects\eni_dcim_qa\tuning\runtime-logs\terminal-ab-4fc71bb-4fc71bb-20260720T072104Z\terminal_speed1p8\20260720T072712-ccda84d6\flight.jsonl
live,flight,209117765000000,0.859,0.6434336579837376,position,False,C:\Users\tsion\Projects\eni_dcim_qa\tuning\runtime-logs\terminal-ab-4fc71bb-4fc71bb-20260720T072104Z\terminal_speed1p8\20260720T072712-ccda84d6\flight.jsonl
live,flight,209117796000000,0.89,0.634947536508046,position,False,C:\Users\tsion\Projects\eni_dcim_qa\tuning\runtime-logs\terminal-ab-4fc71bb-4fc71bb-20260720T072104Z\terminal_speed1p8\20260720T072712-ccda84d6\flight.jsonl
live,flight,209117812000000,0.906,0.6143654162378199,position,False,C:\Users\tsion\Projects\eni_dcim_qa\tuning\runtime-logs\terminal-ab-4fc71bb-4fc71bb-20260720T072104Z\terminal_speed1p8\20260720T072712-ccda84d6\flight.jsonl
live,flight,209117828000000,0.922,0.599086845653354,position,False,C:\Users\tsion\Projects\eni_dcim_qa\tuning\runtime-logs\terminal-ab-4fc71bb-4fc71bb-20260720T072104Z\terminal_speed1p8\20260720T072712-ccda84d6\flight.jsonl
live,flight,209117859000000,0.953,0.5900060447091657,position,False,C:\Users\tsion\Projects\eni_dcim_qa\tuning\runtime-logs\terminal-ab-4fc71bb-4fc71bb-20260720T072104Z\terminal_speed1p8\20260720T072712-ccda84d6\flight.jsonl
live,flight,209117875000000,0.969,0.5828033575182988,position,False,C:\Users\tsion\Projects\eni_dcim_qa\tuning\runtime-logs\terminal-ab-4fc71bb-4fc71bb-20260720T072104Z\terminal_speed1p8\20260720T072712-ccda84d6\flight.jsonl
live,flight,209117890000000,0.984,0.5759109649830698,position,False,C:\Users\tsion\Projects\eni_dcim_qa\tuning\runtime-logs\terminal-ab-4fc71bb-4fc71bb-20260720T072104Z\terminal_speed1p8\20260720T072712-ccda84d6\flight.jsonl
live,flight,209117906000000,1.0,0.5697078864450975,position,False,C:\Users\tsion\Projects\eni_dcim_qa\tuning\runtime-logs\terminal-ab-4fc71bb-4fc71bb-20260720T072104Z\terminal_speed1p8\20260720T072712-ccda84d6\flight.jsonl
live,flight,209117937000000,1.031,0.562730511433786,position,False,C:\Users\tsion\Projects\eni_dcim_qa\tuning\runtime-logs\terminal-ab-4fc71bb-4fc71bb-20260720T072104Z\terminal_speed1p8\20260720T072712-ccda84d6\flight.jsonl
live,flight,209117953000000,1.047,0.556689487589478,position,False,C:\Users\tsion\Projects\eni_dcim_qa\tuning\runtime-logs\terminal-ab-4fc71bb-4fc71bb-20260720T072104Z\terminal_speed1p8\20260720T072712-ccda84d6\flight.jsonl
live,flight,209117968000000,1.062,0.5508072658161217,position,False,C:\Users\tsion\Projects\eni_dcim_qa\tuning\runtime-logs\terminal-ab-4fc71bb-4fc71bb-20260720T072104Z\terminal_speed1p8\20260720T072712-ccda84d6\flight.jsonl
live,flight,212488515000000,0.0,1.5353587638259556,position,False,C:\Users\tsion\Projects\eni_dcim_qa\tuning\runtime-logs\terminal-ab-7b2626b-17fb31e-20260720T081707Z\terminal_speed1p8\20260720T082329-ccda84d6\flight.jsonl
live,flight,212488546000000,0.031,1.5149657043474756,position,False,C:\Users\tsion\Projects\eni_dcim_qa\tuning\runtime-logs\terminal-ab-7b2626b-17fb31e-20260720T081707Z\terminal_speed1p8\20260720T082329-ccda84d6\flight.jsonl
live,flight,212488562000000,0.047,1.5086990798495472,position,False,C:\Users\tsion\Projects\eni_dcim_qa\tuning\runtime-logs\terminal-ab-7b2626b-17fb31e-20260720T081707Z\terminal_speed1p8\20260720T082329-ccda84d6\flight.jsonl
live,flight,212488578000000,0.063,1.5022130394688449,position,False,C:\Users\tsion\Projects\eni_dcim_qa\tuning\runtime-logs\terminal-ab-7b2626b-17fb31e-20260720T081707Z\terminal_speed1p8\20260720T082329-ccda84d6\flight.jsonl
