flight,cluster_id,anchor_frame_id,anchor_ts_s,age_s,age2_s2,age_bin,anchor_n,anchor_span_s,anchor_authority,anchor_v_mps,oracle_v_mps,r_v_mps,rv2_m2ps2
F2,F2:pseudo_full_only,201,1784531476.7300737,0.4,0.16000000000000003,0p40-0p50,11,0.333423376083374,1.0,-0.0,-0.0,0.0,0.0
F2,F2:pseudo_full_only,201,1784531476.7300737,0.5,0.25,gt0p50,11,0.333423376083374,1.0,-0.0,-0.0,0.0,0.0
F2,F2:pseudo_full_only,202,1784531476.764674,0.1,0.010000000000000002,0p10-0p20,11,0.3329308032989502,1.0,-0.0,-0.0,0.0,0.0
F2,F2:pseudo_full_only,202,1784531476.764674,0.2,0.04000000000000001,0p20-0p30,11,0.3329308032989502,1.0,-0.0,-0.0,0.0,0.0
F2,F2:pseudo_full_only,202,1784531476.764674,0.3,0.09,0p30-0p40,11,0.3329308032989502,1.0,-0.0,-0.0,0.0,0.0
F2,F2:pseudo_full_only,202,1784531476.764674,0.4,0.16000000000000003,0p40-0p50,11,0.3329308032989502,1.0,-0.0,-0.0,0.0,0.0
F2,F2:pseudo_full_only,202,1784531476.764674,0.5,0.25,gt0p50,11,0.3329308032989502,1.0,-0.0,-0.0,0.0,0.0
F2,F2:pseudo_full_only,203,1784531476.7924845,0.1,0.010000000000000002,0p10-0p20,11,0.33320021629333496,1.0,-0.0,-0.0,0.0,0.0
F2,F2:pseudo_full_only,203,1784531476.7924845,0.2,0.04000000000000001,0p20-0p30,11,0.33320021629333496,1.0,-0.0,-0.0,0.0,0.0
F2,F2:pseudo_full_only,203,1784531476.7924845,0.3,0.09,0p30-0p40,11,0.33320021629333496,1.0,-0.0,-0.0,0.0,0.0
F2,F2:pseudo_full_only,203,1784531476.7924845,0.4,0.16000000000000003,0p40-0p50,11,0.33320021629333496,1.0,-0.0,-0.0,0.0,0.0
F2,F2:pseudo_full_only,203,1784531476.7924845,0.5,0.25,gt0p50,11,0.33320021629333496,1.0,-0.0,-0.0,0.0,0.0
F2,F2:pseudo_full_only,204,1784531476.8272357,0.1,0.010000000000000002,0p10-0p20,11,0.3332996368408203,1.0,-0.0,-0.0,0.0,0.0
F2,F2:pseudo_full_only,204,1784531476.8272357,0.2,0.04000000000000001,0p20-0p30,11,0.3332996368408203,1.0,-0.0,-0.0,0.0,0.0
F2,F2:pseudo_full_only,204,1784531476.8272357,0.3,0.09,0p30-0p40,11,0.3332996368408203,1.0,-0.0,-0.0,0.0,0.0
F2,F2:pseudo_full_only,204,1784531476.8272357,0.4,0.16000000000000003,0p40-0p50,11,0.3332996368408203,1.0,-0.0,-0.0,0.0,0.0
F2,F2:pseudo_full_only,204,1784531476.8272357,0.5,0.25,gt0p50,11,0.3332996368408203,1.0,-0.0,-0.0,0.0,0.0
F2,F2:pseudo_full_only,205,1784531476.8619933,0.1,0.010000000000000002,0p10-0p20,11,0.33324766159057617,1.0,-0.0,-0.0,0.0,0.0
F2,F2:pseudo_full_only,205,1784531476.8619933,0.2,0.04000000000000001,0p20-0p30,11,0.33324766159057617,1.0,-0.0,-0.0,0.0,0.0
F2,F2:pseudo_full_only,205,1784531476.8619933,0.3,0.09,0p30-0p40,11,0.33324766159057617,1.0,-0.0,-0.0,0.0,0.0
F2,F2:pseudo_full_only,205,1784531476.8619933,0.4,0.16000000000000003,0p40-0p50,11,0.33324766159057617,1.0,-0.0,-0.0,0.0,0.0
F2,F2:pseudo_full_only,205,1784531476.8619933,0.5,0.25,gt0p50,11,0.33324766159057617,1.0,-0.0,-0.0,0.0,0.0
F2,F2:pseudo_full_only,206,1784531476.896648,0.1,0.010000000000000002,0p10-0p20,11,0.33330583572387695,1.0,-0.0,-0.0,0.0,0.0
F2,F2:pseudo_full_only,206,1784531476.896648,0.2,0.04000000000000001,0p20-0p30,11,0.33330583572387695,1.0,-0.0,-0.0,0.0,0.0
F2,F2:pseudo_full_only,206,1784531476.896648,0.3,0.09,0p30-0p40,11,0.33330583572387695,1.0,-0.0,-0.0,0.0,0.0
F2,F2:pseudo_full_only,206,1784531476.896648,0.4,0.16000000000000003,0p40-0p50,11,0.33330583572387695,1.0,-0.0,-0.0,0.0,0.0
F2,F2:pseudo_full_only,206,1784531476.896648,0.5,0.25,gt0p50,11,0.33330583572387695,1.0,-0.0,-0.0,0.0,0.0
F2,F2:pseudo_full_only,207,1784531476.9315326,0.1,0.010000000000000002,0p10-0p20,11,0.3335742950439453,1.0,-0.0,-0.0,0.0,0.0
F2,F2:pseudo_full_only,207,1784531476.9315326,0.2,0.04000000000000001,0p20-0p30,11,0.3335742950439453,1.0,-0.0,-0.0,0.0,0.0
F2,F2:pseudo_full_only,207,1784531476.9315326,0.3,0.09,0p30-0p40,11,0.3335742950439453,1.0,-0.0,-0.0,0.0,0.0
F2,F2:pseudo_full_only,207,1784531476.9315326,0.4,0.16000000000000003,0p40-0p50,11,0.3335742950439453,1.0,-0.0,-0.0,0.0,0.0
F2,F2:pseudo_full_only,207,1784531476.9315326,0.5,0.25,gt0p50,11,0.3335742950439453,1.0,-0.0,-0.0,0.0,0.0
F2,F2:pseudo_full_only,208,1784531476.9591966,0.1,0.010000000000000002,0p10-0p20,11,0.3334813117980957,1.0,-0.0,-0.0,0.0,0.0
F2,F2:pseudo_full_only,208,1784531476.9591966,0.2,0.04000000000000001,0p20-0p30,11,0.3334813117980957,1.0,-0.0,-0.0,0.0,0.0
F2,F2:pseudo_full_only,208,1784531476.9591966,0.3,0.09,0p30-0p40,11,0.3334813117980957,1.0,-0.0,-0.0,0.0,0.0
F2,F2:pseudo_full_only,208,1784531476.9591966,0.4,0.16000000000000003,0p40-0p50,11,0.3334813117980957,1.0,-0.0,-0.0,0.0,0.0
F2,F2:pseudo_full_only,208,1784531476.9591966,0.5,0.25,gt0p50,11,0.3334813117980957,1.0,-0.0,-0.0,0.0,0.0
F2,F2:pseudo_full_only,209,1784531476.993815,0.1,0.010000000000000002,0p10-0p20,11,0.3333323001861572,1.0,-0.0,-0.0,0.0,0.0
F2,F2:pseudo_full_only,209,1784531476.993815,0.2,0.04000000000000001,0p20-0p30,11,0.3333323001861572,1.0,-0.0,-0.0,0.0,0.0
F2,F2:pseudo_full_only,209,1784531476.993815,0.3,0.09,0p30-0p40,11,0.3333323001861572,1.0,-0.0,-0.0,0.0,0.0
F2,F2:pseudo_full_only,209,1784531476.993815,0.4,0.16000000000000003,0p40-0p50,11,0.3333323001861572,1.0,-0.0,-0.0,0.0,0.0
F2,F2:pseudo_full_only,209,1784531476.993815,0.5,0.25,gt0p50,11,0.3333323001861572,1.0,-0.0,-0.0,0.0,0.0
F2,F2:pseudo_full_only,210,1784531477.0284562,0.1,0.010000000000000002,0p10-0p20,11,0.33336639404296875,1.0,-0.0,-0.0,0.0,0.0
F2,F2:pseudo_full_only,210,1784531477.0284562,0.2,0.04000000000000001,0p20-0p30,11,0.33336639404296875,1.0,-0.0,-0.0,0.0,0.0
F2,F2:pseudo_full_only,210,1784531477.0284562,0.3,0.09,0p30-0p40,11,0.33336639404296875,1.0,-0.0,-0.0,0.0,0.0
F2,F2:pseudo_full_only,210,1784531477.0284562,0.4,0.16000000000000003,0p40-0p50,11,0.33336639404296875,1.0,-0.0,-0.0,0.0,0.0
F2,F2:pseudo_full_only,210,1784531477.0284562,0.5,0.25,gt0p50,11,0.33336639404296875,1.0,-0.0,-0.0,0.0,0.0
F2,F2:pseudo_full_only,211,1784531477.0632682,0.1,0.010000000000000002,0p10-0p20,11,0.3331944942474365,1.0,-0.0,-0.0,0.0,0.0
F2,F2:pseudo_full_only,211,1784531477.0632682,0.2,0.04000000000000001,0p20-0p30,11,0.3331944942474365,1.0,-0.0,-0.0,0.0,0.0
F2,F2:pseudo_full_only,211,1784531477.0632682,0.3,0.09,0p30-0p40,11,0.3331944942474365,1.0,-0.0,-0.0,0.0,0.0
F2,F2:pseudo_full_only,211,1784531477.0632682,0.4,0.16000000000000003,0p40-0p50,11,0.3331944942474365,1.0,-0.0,-0.0,0.0,0.0
F2,F2:pseudo_full_only,211,1784531477.0632682,0.5,0.25,gt0p50,11,0.3331944942474365,1.0,-0.0,-0.0,0.0,0.0
F2,F2:pseudo_full_only,212,1784531477.097929,0.1,0.010000000000000002,0p10-0p20,11,0.3332550525665283,1.0,-0.0,-0.0,0.0,0.0
F2,F2:pseudo_full_only,212,1784531477.097929,0.2,0.04000000000000001,0p20-0p30,11,0.3332550525665283,1.0,-0.0,-0.0,0.0,0.0
F2,F2:pseudo_full_only,212,1784531477.097929,0.3,0.09,0p30-0p40,11,0.3332550525665283,1.0,-0.0,-0.0,0.0,0.0
F2,F2:pseudo_full_only,212,1784531477.097929,0.4,0.16000000000000003,0p40-0p50,11,0.3332550525665283,1.0,-0.0,-0.0,0.0,0.0
F2,F2:pseudo_full_only,212,1784531477.097929,0.5,0.25,gt0p50,11,0.3332550525665283,1.0,-0.0,-0.0,0.0,0.0
F2,F2:pseudo_full_only,213,1784531477.1260881,0.1,0.010000000000000002,0p10-0p20,11,0.3336036205291748,1.0,-0.0,-0.0,0.0,0.0
F2,F2:pseudo_full_only,213,1784531477.1260881,0.2,0.04000000000000001,0p20-0p30,11,0.3336036205291748,1.0,-0.0,-0.0,0.0,0.0
F2,F2:pseudo_full_only,213,1784531477.1260881,0.3,0.09,0p30-0p40,11,0.3336036205291748,1.0,-0.0,-0.0,0.0,0.0
F2,F2:pseudo_full_only,213,1784531477.1260881,0.4,0.16000000000000003,0p40-0p50,11,0.3336036205291748,1.0,-0.0,-0.0,0.0,0.0
F2,F2:pseudo_full_only,213,1784531477.1260881,0.5,0.25,gt0p50,11,0.3336036205291748,1.0,-0.0,-0.0,0.0,0.0
F2,F2:pseudo_full_only,214,1784531477.1606584,0.1,0.010000000000000002,0p10-0p20,11,0.3334226608276367,1.0,-0.0,-0.0,0.0,0.0
F2,F2:pseudo_full_only,214,1784531477.1606584,0.2,0.04000000000000001,0p20-0p30,11,0.3334226608276367,1.0,-0.0,-0.0,0.0,0.0
F2,F2:pseudo_full_only,214,1784531477.1606584,0.3,0.09,0p30-0p40,11,0.3334226608276367,1.0,-0.0,-0.0,0.0,0.0
F2,F2:pseudo_full_only,214,1784531477.1606584,0.4,0.16000000000000003,0p40-0p50,11,0.3334226608276367,1.0,-0.0,-0.0,0.0,0.0
F2,F2:pseudo_full_only,214,1784531477.1606584,0.5,0.25,gt0p50,11,0.3334226608276367,1.0,-0.0,-0.0,0.0,0.0
F2,F2:pseudo_full_only,215,1784531477.19531,0.1,0.010000000000000002,0p10-0p20,11,0.3333168029785156,1.0,-0.0,-0.0,0.0,0.0
F2,F2:pseudo_full_only,215,1784531477.19531,0.2,0.04000000000000001,0p20-0p30,11,0.3333168029785156,1.0,-0.0,-0.0,0.0,0.0
F2,F2:pseudo_full_only,215,1784531477.19531,0.3,0.09,0p30-0p40,11,0.3333168029785156,1.0,-0.0,-0.0,0.0,0.0
F2,F2:pseudo_full_only,215,1784531477.19531,0.4,0.16000000000000003,0p40-0p50,11,0.3333168029785156,1.0,-0.0,-0.0,0.0,0.0
F2,F2:pseudo_full_only,215,1784531477.19531,0.5,0.25,gt0p50,11,0.3333168029785156,1.0,-0.0,-0.0,0.0,0.0
F2,F2:pseudo_full_only,216,1784531477.2300756,0.1,0.010000000000000002,0p10-0p20,11,0.33342766761779785,1.0,-0.0,-0.0,0.0,0.0
F2,F2:pseudo_full_only,216,1784531477.2300756,0.2,0.04000000000000001,0p20-0p30,11,0.33342766761779785,1.0,-0.0,-0.0,0.0,0.0
F2,F2:pseudo_full_only,216,1784531477.2300756,0.3,0.09,0p30-0p40,11,0.33342766761779785,1.0,-0.0,-0.0,0.0,0.0
F2,F2:pseudo_full_only,216,1784531477.2300756,0.4,0.16000000000000003,0p40-0p50,11,0.33342766761779785,1.0,-0.0,-0.0,0.0,0.0
F2,F2:pseudo_full_only,216,1784531477.2300756,0.5,0.25,gt0p50,11,0.33342766761779785,1.0,-0.0,-0.0,0.0,0.0
F2,F2:pseudo_full_only,217,1784531477.264761,0.1,0.010000000000000002,0p10-0p20,11,0.33322834968566895,1.0,-0.0,-0.0,0.0,0.0
F2,F2:pseudo_full_only,217,1784531477.264761,0.2,0.04000000000000001,0p20-0p30,11,0.33322834968566895,1.0,-0.0,-0.0,0.0,0.0
F2,F2:pseudo_full_only,217,1784531477.264761,0.3,0.09,0p30-0p40,11,0.33322834968566895,1.0,-0.0,-0.0,0.0,0.0
F2,F2:pseudo_full_only,217,1784531477.264761,0.4,0.16000000000000003,0p40-0p50,11,0.33322834968566895,1.0,-0.0,-0.0,0.0,0.0
F2,F2:pseudo_full_only,217,1784531477.264761,0.5,0.25,gt0p50,11,0.33322834968566895,1.0,-0.0,-0.0,0.0,0.0
F2,F2:pseudo_full_only,218,1784531477.2925777,0.1,0.010000000000000002,0p10-0p20,11,0.33338117599487305,1.0,-0.0,-0.0,0.0,0.0
F2,F2:pseudo_full_only,218,1784531477.2925777,0.2,0.04000000000000001,0p20-0p30,11,0.33338117599487305,1.0,-0.0,-0.0,0.0,0.0
F2,F2:pseudo_full_only,218,1784531477.2925777,0.3,0.09,0p30-0p40,11,0.33338117599487305,1.0,-0.0,-0.0,0.0,0.0
F2,F2:pseudo_full_only,218,1784531477.2925777,0.4,0.16000000000000003,0p40-0p50,11,0.33338117599487305,1.0,-0.0,-0.0,0.0,0.0
F2,F2:pseudo_full_only,218,1784531477.2925777,0.5,0.25,gt0p50,11,0.33338117599487305,1.0,-0.0,-0.0,0.0,0.0
F2,F2:pseudo_full_only,219,1784531477.3272312,0.1,0.010000000000000002,0p10-0p20,11,0.333416223526001,1.0,-0.0,-0.0,0.0,0.0
F2,F2:pseudo_full_only,219,1784531477.3272312,0.2,0.04000000000000001,0p20-0p30,11,0.333416223526001,1.0,-0.0,-0.0,0.0,0.0
F2,F2:pseudo_full_only,219,1784531477.3272312,0.3,0.09,0p30-0p40,11,0.333416223526001,1.0,-0.0,-0.0,0.0,0.0
F2,F2:pseudo_full_only,219,1784531477.3272312,0.4,0.16000000000000003,0p40-0p50,11,0.333416223526001,1.0,-0.0,-0.0,0.0,0.0
F2,F2:pseudo_full_only,219,1784531477.3272312,0.5,0.25,gt0p50,11,0.333416223526001,1.0,-0.0,-0.0,0.0,0.0
F2,F2:pseudo_full_only,220,1784531477.3620076,0.1,0.010000000000000002,0p10-0p20,11,0.33355140686035156,1.0,-0.0,-0.0,0.0,0.0
F2,F2:pseudo_full_only,220,1784531477.3620076,0.2,0.04000000000000001,0p20-0p30,11,0.33355140686035156,1.0,-0.0,-0.0,0.0,0.0
F2,F2:pseudo_full_only,220,1784531477.3620076,0.3,0.09,0p30-0p40,11,0.33355140686035156,1.0,-0.0,-0.0,0.0,0.0
F2,F2:pseudo_full_only,220,1784531477.3620076,0.4,0.16000000000000003,0p40-0p50,11,0.33355140686035156,1.0,-0.0,-0.0,0.0,0.0
F2,F2:pseudo_full_only,220,1784531477.3620076,0.5,0.25,gt0p50,11,0.33355140686035156,1.0,-0.0,-0.0,0.0,0.0
F2,F2:pseudo_full_only,221,1784531477.3966436,0.1,0.010000000000000002,0p10-0p20,11,0.3333754539489746,1.0,-0.0,-0.0,0.0,0.0
F2,F2:pseudo_full_only,221,1784531477.3966436,0.2,0.04000000000000001,0p20-0p30,11,0.3333754539489746,1.0,-0.0,-0.0,0.0,0.0
F2,F2:pseudo_full_only,221,1784531477.3966436,0.3,0.09,0p30-0p40,11,0.3333754539489746,1.0,-0.0,-0.0,0.0,0.0
F2,F2:pseudo_full_only,221,1784531477.3966436,0.4,0.16000000000000003,0p40-0p50,11,0.3333754539489746,1.0,-0.0,-0.0,0.0,0.0
F2,F2:pseudo_full_only,221,1784531477.3966436,0.5,0.25,gt0p50,11,0.3333754539489746,1.0,-0.0,-0.0,0.0,0.0
F2,F2:pseudo_full_only,222,1784531477.431263,0.1,0.010000000000000002,0p10-0p20,11,0.33333396911621094,1.0,-0.0,-0.0,0.0,0.0
F2,F2:pseudo_full_only,222,1784531477.431263,0.2,0.04000000000000001,0p20-0p30,11,0.33333396911621094,1.0,-0.0,-0.0,0.0,0.0
F2,F2:pseudo_full_only,222,1784531477.431263,0.3,0.09,0p30-0p40,11,0.33333396911621094,1.0,-0.0,-0.0,0.0,0.0
F2,F2:pseudo_full_only,222,1784531477.431263,0.4,0.16000000000000003,0p40-0p50,11,0.33333396911621094,1.0,-0.0,-0.0,0.0,0.0
F2,F2:pseudo_full_only,222,1784531477.431263,0.5,0.25,gt0p50,11,0.33333396911621094,1.0,-0.0,-0.0,0.0,0.0
F2,F2:pseudo_full_only,223,1784531477.459023,0.1,0.010000000000000002,0p10-0p20,11,0.3329348564147949,1.0,-0.0,-0.0,0.0,0.0
F2,F2:pseudo_full_only,223,1784531477.459023,0.2,0.04000000000000001,0p20-0p30,11,0.3329348564147949,1.0,-0.0,-0.0,0.0,0.0
F2,F2:pseudo_full_only,223,1784531477.459023,0.3,0.09,0p30-0p40,11,0.3329348564147949,1.0,-0.0,-0.0,0.0,0.0
F2,F2:pseudo_full_only,223,1784531477.459023,0.4,0.16000000000000003,0p40-0p50,11,0.3329348564147949,1.0,-0.0,-0.0,0.0,0.0
F2,F2:pseudo_full_only,223,1784531477.459023,0.5,0.25,gt0p50,11,0.3329348564147949,1.0,-0.0,-0.0,0.0,0.0
F2,F2:pseudo_full_only,224,1784531477.4938662,0.1,0.010000000000000002,0p10-0p20,11,0.3332078456878662,1.0,-0.0,-0.0,0.0,0.0
F2,F2:pseudo_full_only,224,1784531477.4938662,0.2,0.04000000000000001,0p20-0p30,11,0.3332078456878662,1.0,-0.0,-0.0,0.0,0.0
F2,F2:pseudo_full_only,224,1784531477.4938662,0.3,0.09,0p30-0p40,11,0.3332078456878662,1.0,-0.0,-0.0,0.0,0.0
F2,F2:pseudo_full_only,224,1784531477.4938662,0.4,0.16000000000000003,0p40-0p50,11,0.3332078456878662,1.0,-0.0,-0.0,0.0,0.0
F2,F2:pseudo_full_only,224,1784531477.4938662,0.5,0.25,gt0p50,11,0.3332078456878662,1.0,-0.0,-0.0,0.0,0.0
F2,F2:pseudo_full_only,225,1784531477.528433,0.1,0.010000000000000002,0p10-0p20,11,0.33312296867370605,1.0,-0.0,-0.0,0.0,0.0
F2,F2:pseudo_full_only,225,1784531477.528433,0.2,0.04000000000000001,0p20-0p30,11,0.33312296867370605,1.0,-0.0,-0.0,0.0,0.0
F2,F2:pseudo_full_only,225,1784531477.528433,0.3,0.09,0p30-0p40,11,0.33312296867370605,1.0,-0.0,-0.0,0.0,0.0
F2,F2:pseudo_full_only,225,1784531477.528433,0.4,0.16000000000000003,0p40-0p50,11,0.33312296867370605,1.0,-0.0,-0.0,0.0,0.0
F2,F2:pseudo_full_only,225,1784531477.528433,0.5,0.25,gt0p50,11,0.33312296867370605,1.0,-0.0,-0.0,0.0,0.0
F2,F2:pseudo_full_only,226,1784531477.5631802,0.1,0.010000000000000002,0p10-0p20,11,0.33310461044311523,1.0,-0.0,-0.0,0.0,0.0
F2,F2:pseudo_full_only,226,1784531477.5631802,0.2,0.04000000000000001,0p20-0p30,11,0.33310461044311523,1.0,-0.0,-0.0,0.0,0.0
F2,F2:pseudo_full_only,226,1784531477.5631802,0.3,0.09,0p30-0p40,11,0.33310461044311523,1.0,-0.0,-0.0,0.0,0.0
F2,F2:pseudo_full_only,226,1784531477.5631802,0.4,0.16000000000000003,0p40-0p50,11,0.33310461044311523,1.0,-0.0,-0.0,0.0,0.0
F2,F2:pseudo_full_only,226,1784531477.5631802,0.5,0.25,gt0p50,11,0.33310461044311523,1.0,-0.0,-0.0,0.0,0.0
F2,F2:pseudo_full_only,227,1784531477.5979288,0.1,0.010000000000000002,0p10-0p20,11,0.33316779136657715,1.0,-0.0,-0.0,0.0,0.0
F2,F2:pseudo_full_only,227,1784531477.5979288,0.2,0.04000000000000001,0p20-0p30,11,0.33316779136657715,1.0,-0.0,-0.0,0.0,0.0
F2,F2:pseudo_full_only,227,1784531477.5979288,0.3,0.09,0p30-0p40,11,0.33316779136657715,1.0,-0.0,-0.0,0.0,0.0
F2,F2:pseudo_full_only,227,1784531477.5979288,0.4,0.16000000000000003,0p40-0p50,11,0.33316779136657715,1.0,-0.0,-0.0,0.0,0.0
F2,F2:pseudo_full_only,227,1784531477.5979288,0.5,0.25,gt0p50,11,0.33316779136657715,1.0,-0.0,-0.0,0.0,0.0
F2,F2:pseudo_full_only,228,1784531477.6257508,0.1,0.010000000000000002,0p10-0p20,11,0.3331730365753174,1.0,-0.0,-0.0,0.0,0.0
F2,F2:pseudo_full_only,228,1784531477.6257508,0.2,0.04000000000000001,0p20-0p30,11,0.3331730365753174,1.0,-0.0,-0.0,0.0,0.0
F2,F2:pseudo_full_only,228,1784531477.6257508,0.3,0.09,0p30-0p40,11,0.3331730365753174,1.0,-0.0,-0.0,0.0,0.0
F2,F2:pseudo_full_only,228,1784531477.6257508,0.4,0.16000000000000003,0p40-0p50,11,0.3331730365753174,1.0,-0.0,-0.0,0.0,0.0
F2,F2:pseudo_full_only,228,1784531477.6257508,0.5,0.25,gt0p50,11,0.3331730365753174,1.0,-0.0,-0.0,0.0,0.0
