L_ticks,tau_s,g,n_rows,sse,mse,rms_mps
0,0.28,1.1,13,0.02844984407791321,0.002188449544454862,0.04678086729053729
0,0.28,1.1500000000000001,13,0.031094974209124146,0.0023919210930095497,0.04890727034919808
0,0.28,1.2000000000000002,13,0.033857665679500014,0.0026044358215000013,0.051033673407858866
0,0.28,1.25,13,0.0367379184890408,0.0028259937299262156,0.05316007646651964
0,0.28,1.3,13,0.03973573263774653,0.0030565948182881947,0.055286479525180426
0,0.28,1.35,13,0.042851108125617196,0.0032962390865859384,0.05741288258384122
0,0.28,1.4000000000000001,13,0.0460840449526528,0.0035449265348194464,0.059539285642502014
0,0.28,1.4500000000000002,13,0.04943454311885332,0.003802657162988717,0.0616656887011628
0,0.28,1.5,13,0.05290260262421875,0.00406943097109375,0.06379209175982357
0,0.3,0.5,13,0.005165373749615686,0.00039733644227812973,0.019933299834150132
0,0.3,0.55,13,0.006250102237034981,0.000480777095156537,0.021926629817565147
0,0.3,0.6000000000000001,13,0.007438138199446591,0.000572164476880507,0.023919959800980165
0,0.3,0.65,13,0.008729481636850507,0.000671498587450039,0.02591328978439517
0,0.3,0.7000000000000001,13,0.010124132549246746,0.0007787794268651343,0.027906619767810188
0,0.3,0.75,13,0.011622090936635295,0.0008940069951257919,0.0298999497512252
0,0.3,0.8,13,0.013223356799016157,0.001017181292232012,0.03189327973464021
0,0.3,0.8500000000000001,13,0.014927930136389338,0.0011483023181837952,0.03388660971805523
0,0.3,0.9,13,0.016735810948754825,0.0012873700729811404,0.03587993970147024
0,0.3,0.9500000000000001,13,0.018646999236112623,0.001434384556624048,0.03787326968488525
0,0.3,1.0,13,0.020661494998462746,0.001589345769112519,0.039866599668300265
0,0.3,1.05,13,0.02277929823580518,0.0017522537104465523,0.04185992965171528
0,0.3,1.1,13,0.025000408948139922,0.001923108380626148,0.043853259635130294
0,0.3,1.1500000000000001,13,0.027324827135466984,0.0021019097796513065,0.04584658961854531
0,0.3,1.2000000000000002,13,0.029752552797786363,0.002288657907522028,0.04783991960196033
0,0.3,1.25,13,0.03228358593509804,0.0024833527642383105,0.04983324958537533
0,0.3,1.3,13,0.03491792654740203,0.002685994349800156,0.05182657956879034
0,0.3,1.35,13,0.03765557463469835,0.0028965826642075652,0.05381990955220536
0,0.3,1.4000000000000001,13,0.040496530196986985,0.0031151177074605373,0.055813239535620375
0,0.3,1.4500000000000002,13,0.04344079323426793,0.0033415994795590715,0.05780656951903539
0,0.3,1.5,13,0.04648836374654118,0.0035760279805031677,0.0597998995024504
0,0.32,0.5,13,0.0045746949741296275,0.0003518996133945867,0.01875898753650065
0,0.32,0.55,13,0.005535380918696849,0.0004257985322074499,0.020634886290150714
0,0.32,0.6000000000000001,13,0.006587560762746665,0.000506735443288205,0.02251078504380078
0,0.32,0.65,13,0.007731234506279071,0.0005947103466368516,0.024386683797450848
0,0.32,0.7000000000000001,13,0.008966402149294072,0.0006897232422533901,0.026262582551100914
0,0.32,0.75,13,0.010293063691791664,0.0007917741301378203,0.028138481304750978
0,0.32,0.8,13,0.011711219133771848,0.0009008630102901421,0.03001438005840104
0,0.32,0.8500000000000001,13,0.013220868475234628,0.001016989882710356,0.03189027881205111
0,0.32,0.9,13,0.014822011716179995,0.0011401547473984613,0.033766177565701175
0,0.32,0.9500000000000001,13,0.016514648856607958,0.0012703576043544584,0.03564207631935124
0,0.32,1.0,13,0.01829877989651851,0.001407598453578347,0.0375179750730013
0,0.32,1.05,13,0.02017440483591166,0.0015518772950701277,0.03939387382665137
0,0.32,1.1,13,0.022141523674787396,0.0017031941288297996,0.04126977258030143
0,0.32,1.1500000000000001,13,0.024200136413145733,0.0018615489548573642,0.0431456713339515
0,0.32,1.2000000000000002,13,0.02635024305098666,0.00202694177315282,0.04502157008760156
0,0.32,1.25,13,0.02859184358831017,0.0021993725837161668,0.04689746884125162
0,0.32,1.3,13,0.030924938025116283,0.0023788413865474065,0.048773367594901695
0,0.32,1.35,13,0.033349526361404994,0.002565348181646538,0.05064926634855176
0,0.32,1.4000000000000001,13,0.03586560859717629,0.0027588929690135606,0.05252516510220183
0,0.32,1.4500000000000002,13,0.03847318473243018,0.0029594757486484753,0.054401063855851896
0,0.32,1.5,13,0.041172254767166655,0.0031670965205512812,0.056276962609501956
0,0.34,0.5,13,0.00407972116628608,0.00031382470509892926,0.017715098224365827
