flight_id,frame_id,feature_ts_ns,mono_ns,mapped_tick,tick_mismatch_ns,t_rel_setpoint_grid_s,e_meas_m,range_z_m,v_full_raw_mps,full_history_n,full_history_span_s,input_validity,level_pitch_rad,level_roll_rad
20260719T201851-50f9dcc8,553,1784492347309687700,169017417974700,742,724900,14.84,-0.45,-2.286751586433641,-0.0,4,0.4997730255126953,VALID,-0.3106987661062333,0.00025650874109527094
20260719T201851-50f9dcc8,554,1784492347344908400,169017452828800,744,5870800,14.88,-0.45,,,3,0.0,ABSENT_RESPONSE,-0.3106987661062333,0.00025650874109527094
20260719T201851-50f9dcc8,558,1784492347476402600,169017585775900,750,7076300,15.0,-0.45,,,3,0.0,ABSENT_RESPONSE,-0.3106987661062333,0.00025650874109527094
20260719T201851-50f9dcc8,560,1784492347545942100,169017654154700,754,4544900,15.08,-0.45,,-0.0,4,0.23625421524047852,VALID,-0.3106987661062333,0.00025650874109527094
20260719T201851-50f9dcc8,561,1784492347580393100,169017689355000,756,9344600,15.120000000000001,-0.45,,-0.0,5,0.2707054615020752,VALID,-0.3106987661062333,0.00025650874109527094
20260719T201851-50f9dcc8,562,1784492347608251300,169017717544200,757,1155400,15.14,-0.45,,-0.0,6,0.29856348037719727,VALID,-0.3106987661062333,0.00025650874109527094
20260719T201851-50f9dcc8,564,1784492347677688600,169017786012600,760,7313000,15.200000000000001,-0.45,,-0.0,7,0.36800074577331543,VALID,-0.3106987661062333,0.00025650874109527094
20260719T201851-50f9dcc8,575,1784492348046157500,169018154918900,779,3780700,15.58,-0.45,,-0.0,4,0.46576428413391113,VALID,-0.3106987661062333,0.00025650874109527094
20260719T201851-50f9dcc8,614,1784492349344379700,169019452830200,844,5869400,16.88,-0.45,10.48697539970457,,1,0.0,ABSENT_RESPONSE,-0.3106987661062333,0.00025650874109527094
20260719T201851-50f9dcc8,615,1784492349378882700,169019487820700,845,9121100,16.9,-0.45,10.80805328599958,,2,0.0,ABSENT_RESPONSE,-0.3106987661062333,0.00025650874109527094
20260719T201851-50f9dcc8,618,1784492349475972700,169019585638500,850,6938900,17.0,-0.45,11.350990728561944,,3,0.0,ABSENT_RESPONSE,-0.3106987661062333,0.00025650874109527094
20260719T201851-50f9dcc8,619,1784492349511159700,169019619879600,852,1180000,17.04,-0.45,11.554163544565164,-0.0,4,0.1667802333831787,VALID,-0.3106987661062333,0.00025650874109527094
20260719T201851-50f9dcc8,620,1784492349545573600,169019654434800,854,4264800,17.080000000000002,-0.45,11.917110809951815,-0.0,5,0.20119404792785645,VALID,-0.3106987661062333,0.00025650874109527094
20260719T201851-50f9dcc8,621,1784492349580199300,169019688455500,855,9755900,17.1,-0.45,12.158283216731663,-0.0,6,0.23581981658935547,VALID,-0.3106987661062333,0.00025650874109527094
20260719T201851-50f9dcc8,622,1784492349608343400,169019720573400,857,1873800,17.14,-0.45,12.593431831877623,-0.0,7,0.2639636993408203,VALID,-0.3106987661062333,0.00025650874109527094
20260719T201851-50f9dcc8,625,1784492349712179900,169019821517000,862,2817400,17.240000000000002,-0.45,11.201878518880122,-0.0,8,0.367800235748291,VALID,-0.3106987661062333,0.00025650874109527094
20260719T201851-50f9dcc8,626,1784492349746918600,169019856243800,864,2455800,17.28,-0.45,12.561919019094578,-0.0,9,0.4025390148162842,VALID,-0.3106987661062333,0.00025650874109527094
20260719T201851-50f9dcc8,627,1784492349774629000,169019883225700,865,4526100,17.3,-0.45,13.076159782112967,-0.0,10,0.4302494525909424,VALID,-0.3106987661062333,0.00025650874109527094
20260719T201851-50f9dcc8,628,1784492349809520800,169019918495600,867,204000,17.34,-0.45,13.019743747981614,-0.0,11,0.46514129638671875,VALID,-0.3106987661062333,0.00025650874109527094
20260719T201851-50f9dcc8,629,1784492349844202700,169019953902300,869,4797300,17.38,-0.45,13.104972308726282,-0.0,12,0.49982309341430664,VALID,-0.3106987661062333,0.00025650874109527094
20260719T201851-50f9dcc8,630,1784492349879141600,169019987385400,870,8685800,17.400000000000002,-0.45,13.860646031760796,-0.0,11,0.4031689167022705,VALID,-0.3106987661062333,0.00025650874109527094
20260719T201851-50f9dcc8,631,1784492349913508300,169020023416800,872,4717200,17.44,-0.45,14.18239039963382,-0.0,12,0.43753576278686523,VALID,-0.3106987661062333,0.00025650874109527094
20260719T201851-50f9dcc8,632,1784492349941533000,169020052135100,874,6564500,17.48,-0.45,14.678918841976241,-0.0,13,0.4655601978302002,VALID,-0.3106987661062333,0.00025650874109527094
20260719T201851-50f9dcc8,633,1784492349976058500,169020084406300,875,5706700,17.5,-0.45,14.757870492515835,-0.0,13,0.46489882469177246,VALID,-0.3106987661062333,0.00025650874109527094
20260719T201851-50f9dcc8,634,1784492350010935500,169020119864300,877,1164700,17.54,-0.45,14.825515787128195,-0.0,14,0.49977564811706543,VALID,-0.3106987661062333,0.00025650874109527094
20260719T201851-50f9dcc8,635,1784492350045469800,169020155307700,879,3391900,17.580000000000002,-0.45,13.970259646362173,-0.0,14,0.4998960494995117,VALID,-0.3106987661062333,0.00025650874109527094
20260719T201851-50f9dcc8,636,1784492350080536300,169020189876200,881,8823400,17.62,-0.45,13.809320457675566,-0.0,13,0.47219300270080566,VALID,-0.3106987661062333,0.00025650874109527094
20260719T201851-50f9dcc8,637,1784492350108034700,169020216296900,882,2402700,17.64,-0.45,13.847533441502389,-0.0,14,0.4996914863586426,VALID,-0.3106987661062333,0.00025650874109527094
20260719T201851-50f9dcc8,638,1784492350142701200,169020251317600,884,7382000,17.68,-0.45,13.877529499914974,-0.0,14,0.43052148818969727,VALID,-0.3106987661062333,0.00025650874109527094
20260719T201851-50f9dcc8,639,1784492350177514700,169020286758500,885,8058900,17.7,-0.45,14.231695552398905,-0.0,15,0.4653348922729492,VALID,-0.3106987661062333,0.00025650874109527094
20260719T201851-50f9dcc8,640,1784492350212302300,169020321330200,887,2630600,17.740000000000002,-0.45,14.418363010169518,-0.0,15,0.46538376808166504,VALID,-0.3106987661062333,0.00025650874109527094
20260719T201851-50f9dcc8,641,1784492350247482200,169020355048000,889,3651600,17.78,-0.45,14.447795550520691,-0.0,15,0.4728529453277588,VALID,-0.3106987661062333,0.00025650874109527094
20260719T201851-50f9dcc8,642,1784492350274518000,169020382970700,890,4271100,17.8,-0.45,14.650076364231557,-0.0,16,0.49988889694213867,VALID,-0.3106987661062333,0.00025650874109527094
