series,label,config,run,flight_id,fixture,sample_kind,is_grinding_flight,mono_ns,collision_id,collision_kind,threat_level,impulse,planner_phase,v_body,v_body_x,v_body_y,v_body_z,gate_index_proxy,det_age_s,det_cert,range_z_m,tx_m,ty_cam_m,true_world_dz_m,center_x_px,center_y_px,hit_class,abort_reason,env_hits_total,gate_clips_total,gates_passed,duration_s
r1,r1-A-run5,A,5,20260721T191942-7bc7968c,20260721T192002-raceprep-r1-A-run5,abort_collision,False,338265191089500,1002,environment,2,1.3023239374160767,search,"[0.0, 0.0, -0.0]",0.0,0.0,-0.0,0,,,,,,,,,env_NO_GATE_IN_VIEW,environment collision (impulse=1.3),1,0,0,10.94811200001277
r1,r1-B-run6,B,6,20260721T192057-b0e9e73b,20260721T192123-raceprep-r1-B-run6,collision,False,338346295184100,1002,environment,2,6.265804767608643,search,"[0.0, 0.0, -0.0]",0.0,0.0,-0.0,0,0.0059658,none,,,,,,,env_NO_GATE_IN_VIEW,environment collision (impulse=6.3),1,0,0,17.063993600022513
r1,r1-B-run6,B,6,20260721T192057-b0e9e73b,20260721T192123-raceprep-r1-B-run6,abort_collision,False,338346295184100,1002,environment,2,6.265804767608643,search,"[0.0, 0.0, -0.0]",0.0,0.0,-0.0,0,0.0059658,none,,,,,,,env_NO_GATE_IN_VIEW,environment collision (impulse=6.3),1,0,0,17.063993600022513
r1,r1-B-run7,B,7,20260721T192218-b0e9e73b,20260721T192255-raceprep-r1-B-run7,collision_sampled,False,338430116718600,1002,environment,1,0.7337496280670166,search,"[0.0, 0.0, -0.0]",0.0,0.0,-0.0,0,,,,,,,,,env_NO_GATE_IN_VIEW,environment collision (impulse=13.4),744,0,0,27.148008099989966
r1,r1-B-run7,B,7,20260721T192218-b0e9e73b,20260721T192255-raceprep-r1-B-run7,collision_sampled,False,338430175253800,1002,environment,1,0.10262167453765869,recover,"[0.0, 0.0, 0.0]",0.0,0.0,0.0,0,,,,,,,,,env_NO_GATE_IN_VIEW,environment collision (impulse=13.4),744,0,0,27.148008099989966
r1,r1-B-run7,B,7,20260721T192218-b0e9e73b,20260721T192255-raceprep-r1-B-run7,collision_sampled,False,338430189248300,1002,environment,1,0.022846894338726997,recover,"[0.0, 0.0, 0.0]",0.0,0.0,0.0,0,,,,,,,,,env_NO_GATE_IN_VIEW,environment collision (impulse=13.4),744,0,0,27.148008099989966
r1,r1-B-run7,B,7,20260721T192218-b0e9e73b,20260721T192255-raceprep-r1-B-run7,collision_sampled,False,338430209964600,1002,environment,1,0.04188176617026329,recover,"[0.0, 0.0, 0.0]",0.0,0.0,0.0,0,,,,,,,,,env_NO_GATE_IN_VIEW,environment collision (impulse=13.4),744,0,0,27.148008099989966
r1,r1-B-run7,B,7,20260721T192218-b0e9e73b,20260721T192255-raceprep-r1-B-run7,collision_sampled,False,338432966418000,1002,environment,1,0.520659327507019,commit,"[1.6493370452577993, -2.164180006604674, -0.35]",1.6493370452577993,-2.164180006604674,-0.35,0,0.0400144,none,1.0324846990957417,-0.3888735876446666,-1.032908470985796,-1.0382699995596056,185.2728147506714,123.4791259765625,env_NEAR_gate_LOW_likely_floor_or_bottom,environment collision (impulse=13.4),744,0,0,27.148008099989966
r1,r1-B-run7,B,7,20260721T192218-b0e9e73b,20260721T192255-raceprep-r1-B-run7,collision_sampled,False,338432984086400,1002,environment,1,0.026658590883016586,recover,"[0.0, 0.0, 0.0]",0.0,0.0,0.0,0,0.0576828,none,1.0324846990957417,-0.3888735876446666,-1.032908470985796,-1.0313587579183459,185.2728147506714,123.4791259765625,env_NEAR_gate_LOW_likely_floor_or_bottom,environment collision (impulse=13.4),744,0,0,27.148008099989966
r1,r1-B-run7,B,7,20260721T192218-b0e9e73b,20260721T192255-raceprep-r1-B-run7,collision_sampled,False,338433001271400,1002,environment,1,0.03451671451330185,recover,"[0.0, 0.0, 0.0]",0.0,0.0,0.0,0,0.0748678,none,1.0324846990957417,-0.3888735876446666,-1.032908470985796,-1.1096717100361018,185.2728147506714,123.4791259765625,env_NEAR_gate_LOW_likely_floor_or_bottom,environment collision (impulse=13.4),744,0,0,27.148008099989966
r1,r1-B-run7,B,7,20260721T192218-b0e9e73b,20260721T192255-raceprep-r1-B-run7,collision_sampled,False,338433019281700,1002,environment,1,0.03728984668850899,recover,"[0.0, 0.0, 0.0]",0.0,0.0,0.0,0,0.0928781,none,1.0324846990957417,-0.3888735876446666,-1.032908470985796,-1.1696285326195475,185.2728147506714,123.4791259765625,env_NEAR_gate_LOW_likely_floor_or_bottom,environment collision (impulse=13.4),744,0,0,27.148008099989966
r1,r1-B-run7,B,7,20260721T192218-b0e9e73b,20260721T192255-raceprep-r1-B-run7,collision_sampled,False,338433035958200,1002,environment,1,0.04133963584899902,recover,"[0.0, 0.0, 0.0]",0.0,0.0,0.0,0,0.1095546,none,1.0324846990957417,-0.3888735876446666,-1.032908470985796,-1.1629569246974065,185.2728147506714,123.4791259765625,env_NEAR_gate_LOW_likely_floor_or_bottom,environment collision (impulse=13.4),744,0,0,27.148008099989966
r1,r1-B-run7,B,7,20260721T192218-b0e9e73b,20260721T192255-raceprep-r1-B-run7,collision_sampled,False,338433185506300,1002,environment,1,0.11821628361940384,recover,"[0.0, 0.0, 0.0]",0.0,0.0,0.0,0,0.2591027,none,1.0324846990957417,-0.3888735876446666,-1.032908470985796,-0.8914021463954009,185.2728147506714,123.4791259765625,env_NEAR_gate_LOW_likely_floor_or_bottom,environment collision (impulse=13.4),744,0,0,27.148008099989966
r1,r1-B-run7,B,7,20260721T192218-b0e9e73b,20260721T192255-raceprep-r1-B-run7,collision_sampled,False,338433209537100,1002,environment,1,0.015458375215530396,recover,"[0.0, 0.0, 0.0]",0.0,0.0,0.0,0,0.2831335,none,1.0324846990957417,-0.3888735876446666,-1.032908470985796,-0.9098805105672405,185.2728147506714,123.4791259765625,env_NEAR_gate_LOW_likely_floor_or_bottom,environment collision (impulse=13.4),744,0,0,27.148008099989966
r1,r1-B-run7,B,7,20260721T192218-b0e9e73b,20260721T192255-raceprep-r1-B-run7,collision_sampled,False,338433223229800,1002,environment,1,0.012533389031887054,recover,"[0.0, 0.0, 0.0]",0.0,0.0,0.0,0,0.2968262,none,1.0324846990957417,-0.3888735876446666,-1.032908470985796,-0.9262317276994833,185.2728147506714,123.4791259765625,env_NEAR_gate_LOW_likely_floor_or_bottom,environment collision (impulse=13.4),744,0,0,27.148008099989966
r1,r1-B-run7,B,7,20260721T192218-b0e9e73b,20260721T192255-raceprep-r1-B-run7,collision_sampled,False,338433244130300,1002,environment,1,0.036758746951818466,recover,"[0.0, 0.0, 0.0]",0.0,0.0,0.0,0,0.3177267,none,1.0324846990957417,-0.3888735876446666,-1.032908470985796,-0.9434413432299543,185.2728147506714,123.4791259765625,env_NEAR_gate_LOW_likely_floor_or_bottom,environment collision (impulse=13.4),744,0,0,27.148008099989966
r1,r1-B-run7,B,7,20260721T192218-b0e9e73b,20260721T192255-raceprep-r1-B-run7,collision_sampled,False,338433258099000,1002,environment,1,0.017017049714922905,recover,"[0.0, 0.0, 0.0]",0.0,0.0,0.0,0,0.3316954,none,1.0324846990957417,-0.3888735876446666,-1.032908470985796,-0.9519977205228696,185.2728147506714,123.4791259765625,env_NEAR_gate_LOW_likely_floor_or_bottom,environment collision (impulse=13.4),744,0,0,27.148008099989966
r1,r1-B-run7,B,7,20260721T192218-b0e9e73b,20260721T192255-raceprep-r1-B-run7,collision_sampled,False,338433283102100,1002,environment,1,0.023732060566544533,recover,"[0.0, 0.0, 0.0]",0.0,0.0,0.0,0,0.3566985,none,1.0324846990957417,-0.3888735876446666,-1.032908470985796,-0.9586016119472762,185.2728147506714,123.4791259765625,env_NEAR_gate_LOW_likely_floor_or_bottom,environment collision (impulse=13.4),744,0,0,27.148008099989966
r1,r1-B-run7,B,7,20260721T192218-b0e9e73b,20260721T192255-raceprep-r1-B-run7,collision_sampled,False,338433292775100,1002,environment,1,0.025203866884112358,recover,"[0.0, 0.0, 0.0]",0.0,0.0,0.0,0,0.3663715,none,1.0324846990957417,-0.3888735876446666,-1.032908470985796,-0.9586016119472762,185.2728147506714,123.4791259765625,env_NEAR_gate_LOW_likely_floor_or_bottom,environment collision (impulse=13.4),744,0,0,27.148008099989966
r1,r1-B-run7,B,7,20260721T192218-b0e9e73b,20260721T192255-raceprep-r1-B-run7,collision_sampled,False,338433317662800,1002,environment,1,0.018841398879885674,recover,"[0.0, 0.0, 0.0]",0.0,0.0,0.0,0,0.3912592,none,1.0324846990957417,-0.3888735876446666,-1.032908470985796,-0.9583533051521927,185.2728147506714,123.4791259765625,env_NEAR_gate_LOW_likely_floor_or_bottom,environment collision (impulse=13.4),744,0,0,27.148008099989966
r1,r1-B-run7,B,7,20260721T192218-b0e9e73b,20260721T192255-raceprep-r1-B-run7,collision_sampled,False,338433327782600,1002,environment,1,0.020290955901145935,recover,"[0.0, 0.0, 0.0]",0.0,0.0,0.0,0,0.401379,none,1.0324846990957417,-0.3888735876446666,-1.032908470985796,-0.9583533051521927,185.2728147506714,123.4791259765625,env_NEAR_gate_LOW_likely_floor_or_bottom,environment collision (impulse=13.4),744,0,0,27.148008099989966
r1,r1-B-run7,B,7,20260721T192218-b0e9e73b,20260721T192255-raceprep-r1-B-run7,collision_sampled,False,338433352364800,1002,environment,1,0.012866668403148651,recover,"[0.0, 0.0, 0.0]",0.0,0.0,0.0,0,0.4259612,none,1.0324846990957417,-0.3888735876446666,-1.032908470985796,-0.9445979905790591,185.2728147506714,123.4791259765625,env_NEAR_gate_LOW_likely_floor_or_bottom,environment collision (impulse=13.4),744,0,0,27.148008099989966
r1,r1-B-run7,B,7,20260721T192218-b0e9e73b,20260721T192255-raceprep-r1-B-run7,collision_sampled,False,338433363074300,1002,environment,1,0.010133781470358372,recover,"[0.0, 0.0, 0.0]",0.0,0.0,0.0,0,0.4366707,none,1.0324846990957417,-0.3888735876446666,-1.032908470985796,-0.9408076295234653,185.2728147506714,123.4791259765625,env_NEAR_gate_LOW_likely_floor_or_bottom,environment collision (impulse=13.4),744,0,0,27.148008099989966
r1,r1-B-run7,B,7,20260721T192218-b0e9e73b,20260721T192255-raceprep-r1-B-run7,collision_sampled,False,338433386894300,1002,environment,1,0.007688025012612343,recover,"[0.0, 0.0, 0.0]",0.0,0.0,0.0,0,0.4604907,none,1.0324846990957417,-0.3888735876446666,-1.032908470985796,-0.9285643892143415,185.2728147506714,123.4791259765625,env_NEAR_gate_LOW_likely_floor_or_bottom,environment collision (impulse=13.4),744,0,0,27.148008099989966
r1,r1-B-run7,B,7,20260721T192218-b0e9e73b,20260721T192255-raceprep-r1-B-run7,collision_sampled,False,338433397738200,1002,environment,1,0.012138058431446552,recover,"[0.0, 0.0, 0.0]",0.0,0.0,0.0,0,0.005668,certified,0.6507165110573138,-0.2955180686897487,-0.33360859919493036,-0.26444114043834893,302.75,133.0,env_NEAR_STRUCTURE_unspecified,environment collision (impulse=13.4),744,0,0,27.148008099989966
r1,r1-B-run7,B,7,20260721T192218-b0e9e73b,20260721T192255-raceprep-r1-B-run7,collision_sampled,False,338433421694800,1002,environment,1,0.011322839185595512,recover,"[0.0, 0.0, 0.0]",0.0,0.0,0.0,0,0.0296246,certified,0.6507165110573138,-0.2955180686897487,-0.33360859919493036,-0.26510113523970663,302.75,133.0,env_NEAR_STRUCTURE_unspecified,environment collision (impulse=13.4),744,0,0,27.148008099989966
r1,r1-B-run7,B,7,20260721T192218-b0e9e73b,20260721T192255-raceprep-r1-B-run7,collision_sampled,False,338433431760700,1002,environment,1,0.01662367582321167,recover,"[0.0, 0.0, 0.0]",0.0,0.0,0.0,0,0.0396905,certified,0.6507165110573138,-0.2955180686897487,-0.33360859919493036,-0.26510113523970663,302.75,133.0,env_NEAR_STRUCTURE_unspecified,environment collision (impulse=13.4),744,0,0,27.148008099989966
r1,r1-B-run7,B,7,20260721T192218-b0e9e73b,20260721T192255-raceprep-r1-B-run7,collision_sampled,False,338433449496700,1002,environment,1,0.013692006468772888,recover,"[0.0, 0.0, 0.0]",0.0,0.0,0.0,0,0.0574265,certified,0.6507165110573138,-0.2955180686897487,-0.33360859919493036,-0.2674496212549013,302.75,133.0,env_NEAR_STRUCTURE_unspecified,environment collision (impulse=13.4),744,0,0,27.148008099989966
r1,r1-B-run7,B,7,20260721T192218-b0e9e73b,20260721T192255-raceprep-r1-B-run7,collision_sampled,False,338433466681300,1002,environment,1,0.0187821164727211,recover,"[0.0, 0.0, 0.0]",0.0,0.0,0.0,0,0.0746111,certified,0.6507165110573138,-0.2955180686897487,-0.33360859919493036,-0.2694055672102255,302.75,133.0,env_NEAR_STRUCTURE_unspecified,environment collision (impulse=13.4),744,0,0,27.148008099989966
r1,r1-B-run7,B,7,20260721T192218-b0e9e73b,20260721T192255-raceprep-r1-B-run7,collision_sampled,False,338433484079200,1002,environment,1,0.018354859203100204,recover,"[0.0, 0.0, 0.0]",0.0,0.0,0.0,0,0.092009,certified,0.6507165110573138,-0.2955180686897487,-0.33360859919493036,-0.2723180145158536,302.75,133.0,env_NEAR_STRUCTURE_unspecified,environment collision (impulse=13.4),744,0,0,27.148008099989966
r1,r1-B-run7,B,7,20260721T192218-b0e9e73b,20260721T192255-raceprep-r1-B-run7,collision_sampled,False,338433501243800,1002,environment,1,0.02040073275566101,recover,"[0.0, 0.0, 0.0]",0.0,0.0,0.0,0,0.1091736,certified,0.6507165110573138,-0.2955180686897487,-0.33360859919493036,-0.27174074611670374,302.75,133.0,env_NEAR_STRUCTURE_unspecified,environment collision (impulse=13.4),744,0,0,27.148008099989966
r1,r1-B-run7,B,7,20260721T192218-b0e9e73b,20260721T192255-raceprep-r1-B-run7,collision_sampled,False,338433519008700,1002,environment,1,0.013166447170078754,recover,"[0.0, 0.0, 0.0]",0.0,0.0,0.0,0,0.1269385,certified,0.6507165110573138,-0.2955180686897487,-0.33360859919493036,-0.27015314236409105,302.75,133.0,env_NEAR_STRUCTURE_unspecified,environment collision (impulse=13.4),744,0,0,27.148008099989966
r1,r1-B-run7,B,7,20260721T192218-b0e9e73b,20260721T192255-raceprep-r1-B-run7,collision_sampled,False,338433535832900,1002,environment,1,0.016743721440434456,recover,"[0.0, 0.0, 0.0]",0.0,0.0,0.0,0,0.1437627,certified,0.6507165110573138,-0.2955180686897487,-0.33360859919493036,-0.26481372878468784,302.75,133.0,env_NEAR_STRUCTURE_unspecified,environment collision (impulse=13.4),744,0,0,27.148008099989966
r1,r1-B-run7,B,7,20260721T192218-b0e9e73b,20260721T192255-raceprep-r1-B-run7,collision_sampled,False,338433553781200,1002,environment,1,0.01043652556836605,recover,"[0.0, 0.0, 0.0]",0.0,0.0,0.0,0,0.161711,certified,0.6507165110573138,-0.2955180686897487,-0.33360859919493036,-0.26481372878468784,302.75,133.0,env_NEAR_STRUCTURE_unspecified,environment collision (impulse=13.4),744,0,0,27.148008099989966
