episode_id,flight_id,cohort,rows,owner_provenance_valid,command_source,age_range_s,episode_elapsed_range_s,vz_up_range_mps,up_command_rows,down_command_rows,up_step_rows,down_step_rows,up_down_slope_triangular,down_up_slope_triangular,up_down_signed_triangular,down_up_signed_triangular,saturation_rows,authority_limited_rows,authority_observable_rows,path
20260719T201851-50f9dcc8:term:1,20260719T201851-50f9dcc8,fixtures/20260719T204430-phase6i-r-rate-ab,28,True,TERM,,0.000000..0.539703,-0.600000..-0.160000,0,28,11,2,False,True,False,False,3,0,0,C:\Users\tsion\Projects\eni_dcim_qa\fixtures\20260719T204430-phase6i-r-rate-ab\20260719T201851-50f9dcc8-flight.jsonl
