flight_id,cohort,physical_term_rows,owner_provenance_valid,command_source,source_mode_counts,rate_source_counts,age_range_s,episode_elapsed_range_s,vz_up_range_mps,up_command_rows,down_command_rows,up_step_rows,down_step_rows,up_down_slope_triangular_rows,down_up_slope_triangular_rows,up_down_signed_triangular_rows,down_up_signed_triangular_rows,up_down_slope_triangular_episodes,down_up_slope_triangular_episodes,up_down_signed_triangular_episodes,down_up_signed_triangular_episodes,saturation_rows,authority_observable_rows,authority_limited_rows,path
20260719T201851-50f9dcc8,fixtures/20260719T204430-phase6i-r-rate-ab,28,True,"{""TERM"":28}","{""missing"":28}","{""missing"":28}",,0.000000..0.539703,-0.600000..-0.160000,0,28,11,2,0,28,0,0,0,1,0,0,3,0,0,C:\Users\tsion\Projects\eni_dcim_qa\fixtures\20260719T204430-phase6i-r-rate-ab\20260719T201851-50f9dcc8-flight.jsonl
