t,frame_id,det_reason,has_pose,conf,R_det,ty,nz,scale_ratio,lock_status,lock_accepted,trk_reason,trk_support,trk_edges,age,believed_dist,fov_tag,bloom_frac,red_frac
6.4231324,271,OK_pose,True,1.0,4.628601217853398,-0.8759787572795462,0.9702310904961973,1.093906002900381,ACCEPTED,True,OK,48,4,0.007232688,4.629894808750273,edge_clip:bottom,0.01203125,0.05390625
6.4519218,272,OK_pose,True,1.0,4.57833469901891,-0.9177565817248603,0.9789576492690757,1.1089596523134015,ACCEPTED,True,OK,48,4,0.00401212,4.598478276862106,in_fov,0.01640625,0.05453993055555555
6.4915641,273,OK_pose,True,1.0,4.541691923644888,-1.2316372341873183,0.9450321123875627,1.0559239380605026,ACCEPTED,True,OK,47,4,0.011660544,4.561783637772016,in_fov,0.020625,0.052543402777777776
6.5214107,274,grazing_normal(|nz|=0.18)+ty_max(|ty|=-6.51>6.0),False,1.0,10.819308629434072,-6.5139594430358665,0.18241066772092668,1.0943567861791206,ACCEPTED_tracker,True,OK,48,4,0.002975936,4.261826429902077,in_fov,0.00609375,0.051011284722222223
6.5864625,275,OK_pose,True,1.0,4.340589945263493,-3.3153314989091354,0.925823303641973,1.1021029157895585,ACCEPTED,True,OK,44,4,0.022829128,4.272837650152223,edge_clip:top,0.00765625,0.055026041666666664
6.5920501,276,grazing_normal(|nz|=0.20)+ty_max(|ty|=-8.21>6.0),False,1.0,11.324083204232235,-8.209347256316734,0.20119275064417458,1.240347614185525,ACCEPTED_tracker,True,OK,47,4,0.000604752,3.997377734125885,in_fov,0.01109375,0.0667013888888889
6.6344194,277,OK_pose,True,0.6,3.8557574720622707,-2.4886056344317584,0.9319085778347818,1.0195722154548623,ACCEPTED,True,OK,46,4,0.014802848,3.898903892410561,in_fov,0.0059375,0.06690972222222222
6.6667561,278,ty_max(|ty|=-6.21>6.0),False,1.0,10.922026183937405,-6.207020860752268,0.723953748114571,1.0954392991155533,ACCEPTED_tracker,True,OK,29,3,0.013929136,3.761526819589309,in_fov,0.009375,0.0668142361111111
6.7142109,279,grazing_normal(|nz|=0.27),False,1.0,10.940389800025345,-4.918515954076453,0.26857132773520775,1.0760624077371885,ACCEPTED_tracker,True,OK,45,4,0.017794664,3.8419438234781875,in_fov,0.011875,0.06588975694444445
6.7216887,280,OK_pose,True,1.0,10.932917522905113,-4.437960155693656,0.8306341615493302,1.1307201081358407,ACCEPTED_tracker,True,OK,34,3,0.0,3.9039383194032493,in_fov,0.010625,0.06328993055555555
6.7760563,281,OK_pose,True,1.0,10.642985387545247,-4.1702560476587,0.8205109502466789,1.121154244754539,ACCEPTED_tracker,True,OK,47,4,0.011438056,3.8617148515335327,in_fov,0.00890625,0.06200520833333333
6.7920795,282,OK_pose,True,1.0,10.995563945975734,-4.175813898373261,0.84506950544888,1.0874431402674656,ACCEPTED_tracker,True,OK,47,4,0.0,3.896106896001765,in_fov,0.01203125,0.06365451388888889
6.818072,283,OK_pose,True,1.0,10.80065890835215,-3.8766616604003827,0.8559622138008041,1.1005869284984209,ACCEPTED_tracker,True,OK,48,4,0.0,3.8603901129674285,in_fov,0.01265625,0.06712239583333333
6.8533765,284,grazing_normal(|nz|=0.19),False,1.0,10.349549512846577,-3.4971511968999414,0.1861663732213867,1.0941712412498918,ACCEPTED_tracker,True,OK,47,4,0.0,3.7902796465874853,in_fov,0.01015625,0.07030815972222222
6.9061796,285,OK_pose,True,1.0,10.92514147099449,-3.6125706714407033,0.8583101705468471,1.2889736523482451,ACCEPTED_tracker,True,OK,48,4,0.012044248,3.756223779174295,in_fov,0.01046875,0.07333333333333333
6.9263629,286,OK_pose,True,1.0,11.041189597333437,-3.5031582142594493,0.4108104538371293,1.1672925581537639,ACCEPTED_tracker,True,OK,48,4,0.0,3.7169056008408727,in_fov,0.00984375,0.07813802083333334
6.9499075,287,OK_pose,True,1.0,3.6673992577607946,-0.7762306037234117,0.9505099123625862,1.062524737292096,ACCEPTED,True,OK,48,4,0.0,3.6759587024216813,edge_clip:bottom,0.00140625,0.08045572916666667
6.998885,288,OK_pose,True,1.0,3.6473800068474764,-0.7711008855976068,0.978547410173696,1.0851567610194162,ACCEPTED,True,OK,48,4,0.005002104,3.63825074141607,edge_clip:bottom,0.00078125,0.08284288194444445
