diagnostic_only,report_generator_commit,criterion_commit,unit,auth_bin,abs_v_latch_bin,units_total,units_estimable_or_analyzable,repair_worsened_units,repair_worsened_fraction,median_auth_at_latch,median_abs_v_latch_mps,median_delta_abs_b0_new_minus_old_mps,max_delta_abs_b0_new_minus_old_mps
True,108a835f417df568018ad9d2f48e1d989bae97a1,9a85c7365994e87941636ccd567a87f42c417a21,cut,0.50-0.80,1.00-2.00,1,0,0,,,,,
True,108a835f417df568018ad9d2f48e1d989bae97a1,9a85c7365994e87941636ccd567a87f42c417a21,cut,0.50-0.80,<0.50,2,1,0,0.0,0.791435480117798,0.0,0.0,0.0
True,108a835f417df568018ad9d2f48e1d989bae97a1,9a85c7365994e87941636ccd567a87f42c417a21,cut,<0.50,1.00-2.00,4,3,0,0.0,0.21983742713928223,1.2884062220334602,-0.7291325858847122,-0.512618361446435
True,108a835f417df568018ad9d2f48e1d989bae97a1,9a85c7365994e87941636ccd567a87f42c417a21,cut,<0.50,<0.50,2,0,0,,,,,
True,108a835f417df568018ad9d2f48e1d989bae97a1,9a85c7365994e87941636ccd567a87f42c417a21,cut,>=0.999,0.50-1.00,5,0,0,,,,,
True,108a835f417df568018ad9d2f48e1d989bae97a1,9a85c7365994e87941636ccd567a87f42c417a21,cut,>=0.999,<0.50,12,8,0,0.0,1.0,0.0,0.0,0.0
