t,cert_status,mode,y_top_px,span_px,y_norm,span_norm,e_z_bar,e_z_banner,e_z_row_only_bar,e_believed_up,world_dz,aim,age,dist,delta_oracle_minus_believed,shadow_owner,up_legacy_mps
7.8852702,none,BAR_FULL,0.36292794745233437,1169.0563369840966,0.5613658501642115,3.653301053075302,-0.5541441706517295,0.09585582934827053,-0.4665470681039264,0.006937488984201982,0.0409952473870544,0.04793273637125638,0.016270176,0.6391031516167518,-0.5610816596359315,term,0.7781805481742414
7.9223633,none,BAR_FULL,0.017557868005951605,1203.835731882269,0.5624451316624814,3.7619866621320908,-0.5607880379485586,0.08921196205144141,-0.4829422736382111,0.0024872472730378403,0.04318110761763788,0.04566835489067572,0.027693056,0.608911398542343,-0.5632752852215964,term,0.7590290151836895
7.950679,none,BAR_FULL,-0.4609577128028377,1381.4664143467976,0.5639404928525089,4.317082544833743,-0.5909919999922626,0.05900800000773751,-0.5043290712066781,0.013926827225043868,0.02894071667634862,0.04286754390139249,0.041712056,0.5715672520185665,-0.6049188272173065,term,0.8155104123631666
