diagnostic_only,computation_commit,checkpoint_evidence_commit,report_generator_commit,criterion_commit,creation_time_utc,source_checkpoint_dir,input_manifest_path,input_manifest_sha256,rng_resample_provenance,viewed_old_output_statement,target_set,approaches_listed,approaches_analyzable,b0_new_abs_max_mps_exact,b0_new_auth1_abs_max_mps_exact,precision_note
True,de19d881ce8fa0ddc27dd71d7306d0d366c43e90,c19602f384bc30b0a53d649238b429f9085b6b8f,4d4b0ef13b8e8cbee7263964eba0259087ea72d8,02b32cca996a22f3a44a8757ce2486a747eb706e,2026-07-20T23:19:06.540217+00:00,tuning/ordered-round-A-G-DIAGNOSTIC-de19d88-20260720T220957Z,tuning/adjudicative-regeneration-DIAGNOSTIC-4d4b0ef-20260720T231905Z/checkpoint_input_manifest.json,6e352d4b0ea87650c7904e6096d490a0d62125467c8e13453d1e0180fe739821,Student-t nu=5.0; cluster_bootstrap_n=2200; cluster_bootstrap_seed=20260720; profile grid from archive_harvest_release_fit_v21/run_shadow_residual_diagnostics,385b7eb diagnostics and ordered A-G checkpoint outputs were viewed; this generator emits a post-criterion adjudicative report layer and does not relabel pre-criterion diagnostics.,discovery_overlap_3,3,3,0.2305251782459188,0.020166649907647105,"exact CSV value, do not round into threshold-pass language"
True,de19d881ce8fa0ddc27dd71d7306d0d366c43e90,c19602f384bc30b0a53d649238b429f9085b6b8f,4d4b0ef13b8e8cbee7263964eba0259087ea72d8,02b32cca996a22f3a44a8757ce2486a747eb706e,2026-07-20T23:19:06.540217+00:00,tuning/ordered-round-A-G-DIAGNOSTIC-de19d88-20260720T220957Z,tuning/adjudicative-regeneration-DIAGNOSTIC-4d4b0ef-20260720T231905Z/checkpoint_input_manifest.json,6e352d4b0ea87650c7904e6096d490a0d62125467c8e13453d1e0180fe739821,Student-t nu=5.0; cluster_bootstrap_n=2200; cluster_bootstrap_seed=20260720; profile grid from archive_harvest_release_fit_v21/run_shadow_residual_diagnostics,385b7eb diagnostics and ordered A-G checkpoint outputs were viewed; this generator emits a post-criterion adjudicative report layer and does not relabel pre-criterion diagnostics.,confirmatory_20,20,20,0.8588192627189799,0.8588192627189799,"exact CSV value, do not round into threshold-pass language"
True,de19d881ce8fa0ddc27dd71d7306d0d366c43e90,c19602f384bc30b0a53d649238b429f9085b6b8f,4d4b0ef13b8e8cbee7263964eba0259087ea72d8,02b32cca996a22f3a44a8757ce2486a747eb706e,2026-07-20T23:19:06.540217+00:00,tuning/ordered-round-A-G-DIAGNOSTIC-de19d88-20260720T220957Z,tuning/adjudicative-regeneration-DIAGNOSTIC-4d4b0ef-20260720T231905Z/checkpoint_input_manifest.json,6e352d4b0ea87650c7904e6096d490a0d62125467c8e13453d1e0180fe739821,Student-t nu=5.0; cluster_bootstrap_n=2200; cluster_bootstrap_seed=20260720; profile grid from archive_harvest_release_fit_v21/run_shadow_residual_diagnostics,385b7eb diagnostics and ordered A-G checkpoint outputs were viewed; this generator emits a post-criterion adjudicative report layer and does not relabel pre-criterion diagnostics.,pooled_23,23,23,0.8588192627189799,0.8588192627189799,"exact CSV value, do not round into threshold-pass language"
True,de19d881ce8fa0ddc27dd71d7306d0d366c43e90,c19602f384bc30b0a53d649238b429f9085b6b8f,4d4b0ef13b8e8cbee7263964eba0259087ea72d8,02b32cca996a22f3a44a8757ce2486a747eb706e,2026-07-20T23:19:06.540217+00:00,tuning/ordered-round-A-G-DIAGNOSTIC-de19d88-20260720T220957Z,tuning/adjudicative-regeneration-DIAGNOSTIC-4d4b0ef-20260720T231905Z/checkpoint_input_manifest.json,6e352d4b0ea87650c7904e6096d490a0d62125467c8e13453d1e0180fe739821,Student-t nu=5.0; cluster_bootstrap_n=2200; cluster_bootstrap_seed=20260720; profile grid from archive_harvest_release_fit_v21/run_shadow_residual_diagnostics,385b7eb diagnostics and ordered A-G checkpoint outputs were viewed; this generator emits a post-criterion adjudicative report layer and does not relabel pre-criterion diagnostics.,legacy_discovery_appendix_5_listed_4_analyzable,5,4,0.2305251782459188,0.020166649907647105,"exact CSV value, do not round into threshold-pass language"
