diagnostic_only,computation_commit,checkpoint_evidence_commit,report_generator_commit,criterion_commit,creation_time_utc,source_checkpoint_dir,input_manifest_path,input_manifest_sha256,rng_resample_provenance,viewed_old_output_statement,physical_approaches,correlated_variants,trace_rows,command_events,sign_evaluable_events,zero_on_support_events,legacy_formula_label,legacy_reconstructed_rows,registered_old_violations,registered_new_violations,new_excess_wrong_sign_events,verdict_scope_language,verdict_unit,population_claim
True,de19d881ce8fa0ddc27dd71d7306d0d366c43e90,c19602f384bc30b0a53d649238b429f9085b6b8f,4d4b0ef13b8e8cbee7263964eba0259087ea72d8,d0a73f028c265c428c1ceabbcb30b51cb2e66849,2026-07-20T23:19:06.540217+00:00,tuning/ordered-round-A-G-DIAGNOSTIC-de19d88-20260720T220957Z,tuning/adjudicative-regeneration-DIAGNOSTIC-4d4b0ef-20260720T231905Z/checkpoint_input_manifest.json,6e352d4b0ea87650c7904e6096d490a0d62125467c8e13453d1e0180fe739821,Student-t nu=5.0; cluster_bootstrap_n=2200; cluster_bootstrap_seed=20260720; profile grid from archive_harvest_release_fit_v21/run_shadow_residual_diagnostics,385b7eb diagnostics and ordered A-G checkpoint outputs were viewed; this generator emits a post-criterion adjudicative report layer and does not relabel pre-criterion diagnostics.,1,4,16,9,7,2,"reconstructed: cmd=terminal_vz_up_mps, e=e_meas, abs(e)>0.03, cmd*e<-1e-6; zero command has no deadband in the historical mask; reconstructs 28/68 scored trace rows",28,0,0,0,"PASS at 1/1 is a FIXTURE-LEVEL pass (one physical approach, four correlated variants), not population evidence.","command event keyed by flight_id, trial, mono_ns",none
