diagnostic_only,computation_commit,checkpoint_evidence_commit,report_generator_commit,criterion_commit,creation_time_utc,source_checkpoint_dir,input_manifest_path,input_manifest_sha256,rng_resample_provenance,viewed_old_output_statement,flight_id,trial,paired_command_events,sign_evaluable_events,zero_neutral_events_on_support,old_wrong_sign_needed,new_wrong_sign_needed,new_excess_wrong_sign_events,equivalence_margin,wrong_sign_clause_result,old_opposition_to_velocity_events,new_opposition_to_velocity_events,opposition_to_velocity_rate_delta,opposition_to_velocity_note,verdict_scope_language
True,de19d881ce8fa0ddc27dd71d7306d0d366c43e90,c19602f384bc30b0a53d649238b429f9085b6b8f,4d4b0ef13b8e8cbee7263964eba0259087ea72d8,d0a73f028c265c428c1ceabbcb30b51cb2e66849,2026-07-20T23:19:06.540217+00:00,tuning/ordered-round-A-G-DIAGNOSTIC-de19d88-20260720T220957Z,tuning/adjudicative-regeneration-DIAGNOSTIC-4d4b0ef-20260720T231905Z/checkpoint_input_manifest.json,6e352d4b0ea87650c7904e6096d490a0d62125467c8e13453d1e0180fe739821,Student-t nu=5.0; cluster_bootstrap_n=2200; cluster_bootstrap_seed=20260720; profile grid from archive_harvest_release_fit_v21/run_shadow_residual_diagnostics,385b7eb diagnostics and ordered A-G checkpoint outputs were viewed; this generator emits a post-criterion adjudicative report layer and does not relabel pre-criterion diagnostics.,20260720T071112-cd18c5fb,anchor_drop_frame_304,9,7,2,0,0,0,0,PASS,2,2,0.0,telemetry descriptor only; no pass/fail semantics,"PASS at 1/1 is a FIXTURE-LEVEL pass (one physical approach, four correlated variants), not population evidence."
