fid,t,span_px,R,product,ratio_to_512
20260719T161749-f170ead6,11.0209008,26.076809620810597,34.53838371000536,900.6508566163159,1.759083704328742
20260719T161859-f170ead6,7.0536388,51.0098029794274,3.2623562325968227,166.41214867347094,0.3250237278778729
20260719T161859-f170ead6,7.0833048,48.010415536631214,3.173063880971861,152.34011544973478,0.29753928798776325
20260719T161859-f170ead6,7.1201968,54.147945482723536,3.059593126840411,165.6706818314702,0.32357555045209024
20260719T161859-f170ead6,7.152396,51.03920062069938,3.043224891960356,155.32376579467083,0.3033667300677165
20260719T161859-f170ead6,7.1763899,52.46903848937962,2.9681671324150285,155.73687551359566,0.30417358498749153
20260719T161859-f170ead6,7.210409,51.0098029794274,2.869243977404578,146.35956998731618,0.2858585351314769
20260719T161859-f170ead6,7.2517099,53.03772242470448,2.7507989855133093,145.89611303981357,0.2849533457808859
20260719T161859-f170ead6,7.2863853,49.01020301937138,2.6734372225053122,131.0257010345297,0.2559095723330658
20260719T161859-f170ead6,7.3180598,52.08646657242167,2.54841613846377,132.73799200871306,0.2592538906420177
20260719T161859-f170ead6,7.3520501,52.03844732503075,2.50542480339915,130.3784166585122,0.25464534503615666
20260719T161859-f170ead6,7.378358,53.33854141237835,2.3991966766414285,127.96965129347934,0.24994072518257685
20260719T161859-f170ead6,7.4153329,14.866068747318506,2.3650686252566024,35.15927277519072,0.06867045463904438
20260719T161859-f170ead6,7.4530097,17.029386365926403,2.258414256123323,38.45940894184034,0.07511603308953191
20260719T161859-f170ead6,7.4860596,22.847319317591726,2.174899012217326,49.69061221564408,0.09705197698367984
20260719T162020-f170ead6,8.6350507,77.10382610480494,0.7542423786400886,58.15497320353983,0.11358393203816373
20260719T162020-f170ead6,10.7015992,25.079872407968907,8.83922843341479,221.68672129493382,0.4329818775291676
20260719T162020-f170ead6,10.7757054,113.99122773266372,9.07982625927335,1035.0205428938486,2.021524497839548
20260719T162020-f170ead6,10.7988762,111.4136436887332,9.104414620333294,1014.3560065043068,1.9811640752037243
20260719T162020-f170ead6,10.8717905,122.48265183282079,9.247599813807788,1132.6705482838777,2.2122471646169486
20260719T162020-f170ead6,11.0715176,138.45215780189199,6.159888838341583,852.849901488182,1.6657224638441055
20260719T162020-f170ead6,12.6025997,47.53945729601885,3.5426837749571782,168.41726403287564,0.3289399688142102
20260719T162020-f170ead6,12.6314619,48.46648326421054,3.5077842694800796,170.00996759121728,0.33205071795159624
20260719T162020-f170ead6,12.6677894,48.84669896727925,3.398068504405055,165.98442930486655,0.3241883384860675
20260719T162137-f170ead6,9.2095227,132.0,1.5163340721903984,200.15609752913258,0.39092987798658707
20260719T162137-f170ead6,9.2509546,193.0,1.5375927594871066,296.7554025810116,0.5796003956660383
20260719T162137-f170ead6,9.2828673,168.0,1.5375927594871066,258.31558359383394,0.5045226242067069
20260719T162245-f170ead6,8.187581,40.024992192379,1.2000048174442253,48.03018344902231,0.0938089520488717
20260719T162245-f170ead6,8.223406,36.40054944640259,1.1128804150040785,40.509458574289,0.0791200362779082
20260719T162245-f170ead6,8.28528,37.107950630558946,0.9502637844248383,35.262341598445005,0.0688717609344629
20260719T162245-f170ead6,8.320205,40.024992192379,0.8463537138735463,33.875300789779665,0.06616269685503841
20260719T162245-f170ead6,8.3560541,39.05124837953327,0.7377106538943021,28.808521977454294,0.05626664448721542
20260719T162358-f170ead6,9.9879177,14.317821063276353,1.0115132024647735,14.482665036032252,0.02828645514850049
20260719T162358-f170ead6,10.0214259,13.038404810405298,1.1167959500036666,14.561237686768962,0.02843991735697063
20260719T162358-f170ead6,10.0597085,16.1245154965971,1.2149875933251708,19.59108627674493,0.038263840384267445
20260719T162358-f170ead6,10.093851,15.231546211727817,1.2927829764147398,19.69108364699614,0.03845914774803934
20260719T162358-f170ead6,10.1238321,15.297058540778355,1.326129035445065,20.285873487829093,0.0396208466559162
20260719T162358-f170ead6,10.1521797,15.297058540778355,1.4278405826189187,21.841760979220673,0.04265968941254038
20260719T162358-f170ead6,10.1879461,14.866068747318506,1.4568942238839102,21.65828968982945,0.04230134705044814
20260719T162358-f170ead6,10.219375,17.11724276862369,1.553697692496786,26.595020591517923,0.05194339959280844
20260719T162358-f170ead6,10.2930743,17.08800749063506,1.6962072982841354,28.984803018749165,0.05661094339599446
20260719T162358-f170ead6,10.3197062,17.26267650163207,1.7507222760205576,30.222152295143893,0.059027641201452916
20260719T162358-f170ead6,10.3557831,18.973665961010276,1.8184452682400285,34.50257308796603,0.06738783806243365
20260719T162358-f170ead6,10.4928906,21.587033144922902,1.968675269608003,42.49785829661799,0.08300362948558201
20260719T162358-f170ead6,10.5214841,23.194827009486403,1.968675269608003,45.66308231641163,0.08918570764924147
20260719T162358-f170ead6,12.6869529,10.04987562112089,23.77983596536988,238.9843937426245,0.46676639402856346
20260719T162511-f170ead6,7.0774386,60.07495318350236,2.4951857086848728,149.8981646333879,0.29276985279958573
20260719T162511-f170ead6,7.1125198,59.07622195096772,2.4438118205770225,144.37116951880668,0.2819749404664193
20260719T162511-f170ead6,7.1399573,58.034472514187634,2.339219296947666,135.75535799336663,0.2651471835807942
20260719T162511-f170ead6,7.1752529,65.0,2.235761630683593,145.32450599443354,0.283836925770378
20260719T162511-f170ead6,7.215501,66.12110101926616,2.1505443814573972,142.19636229275983,0.27772727010304654
20260719T162511-f170ead6,7.2445201,63.0317380372777,2.082580313972109,131.2686567918815,0.2563840952966436
20260719T162511-f170ead6,9.136095,53.0,4.636174087549932,245.7172266401464,0.47991645828153595
20260719T162631-f170ead6,11.403454,14.212670403551895,2.7616028189281536,39.24975065094565,0.07665966924012822
20260719T162747-f170ead6,7.1410758,82.0,3.0659469467143876,251.40764963057978,0.49103056568472614
20260719T162853-f170ead6,10.574294,238.4491560060551,1.242961037416347,296.3830103203386,0.5788730670319113
20260719T162853-f170ead6,10.8778098,107.56393447619885,1.4890636451269643,160.16954435532662,0.3128311413189973
20260719T162853-f170ead6,10.9137997,115.0,1.4649027548907745,168.46381681243906,0.32903089221179505
20260719T162853-f170ead6,10.9370826,67.0,1.6195212574761106,108.5079242508994,0.2119295395525379
20260719T162853-f170ead6,14.0424044,64.38167441127949,4.633016846382674,298.2813821457822,0.5825808245034808
20260719T162853-f170ead6,14.0809783,63.28506932918696,4.583829026788424,290.087937753445,0.5665780034246972
