anchor_age_s,sigma_a_mps2,sigma_v_mps,floor_m,corridor_pass,observed_age_used
0.1,1.9557607427881463,0.21965882825489264,0.29243493891907135,True,True
0.2,1.9557607427881463,0.40373258887690705,0.4708235671444004,False,True
0.3,1.9557607427881463,0.5951890518757983,0.6600216725025954,False,True
0.4,1.9557607427881463,0.7886697745476231,0.8523231747746614,False,True
0.5,1.9557607427881463,0.982980173125486,1.0459137998617376,False,False
0.6,1.9557607427881463,0.982980173125486,1.0459137998617376,False,False
0.75,1.9557607427881463,0.982980173125486,1.0459137998617376,False,False
1.0,1.9557607427881463,0.982980173125486,1.0459137998617376,False,False
