attempt,label,idx,flight_id,gates_passed,finished,aborted,abort_reason,stale_imu,duration_s,lap_time_s,gate_clips,env_hits,score,param_hash,log_dir,error
1,campaign,1,20260715T192422-49cc98e8,0,False,True,stale channels: imu,True,2.405999999959022,,0,0,-200.2405999999959,49cc98e8e16404928014580f53087aafceee20f0ea36b3ae3f29d148ba133bc1,C:\Users\tsion\Projects\eni_dcim_qa\tuning\runtime-logs\2026-07-15-rebaseline-v2-1998e5c\campaign-attempt-1\20260715T192422-49cc98e8,
1,campaign,2,20260715T192426-02db8b76,1,False,True,environment collision (impulse=1.3),False,10.875,,0,1,-121.0875,02db8b765fa8a6ef7f4e37414ebbe1c590790a0dae6c68491d4b78cafdff2601,C:\Users\tsion\Projects\eni_dcim_qa\tuning\runtime-logs\2026-07-15-rebaseline-v2-1998e5c\campaign-attempt-1\20260715T192426-02db8b76,
1,campaign,3,20260715T192440-d80bd377,0,False,True,stale channels: imu,True,4.031000000075437,,0,0,-200.40310000000756,d80bd377ecce43e8e068dd81f92850eec958748e4c83474257cdec49652bff26,C:\Users\tsion\Projects\eni_dcim_qa\tuning\runtime-logs\2026-07-15-rebaseline-v2-1998e5c\campaign-attempt-1\20260715T192440-d80bd377,
1,campaign,4,20260715T192447-5c235138,0,False,True,environment collision (impulse=2.3),False,11.079000000027008,,0,1,-221.1079000000027,5c235138ee531d200d074c25888a7b7dcdeb89a5da1c28985199a8ac11d27921,C:\Users\tsion\Projects\eni_dcim_qa\tuning\runtime-logs\2026-07-15-rebaseline-v2-1998e5c\campaign-attempt-1\20260715T192447-5c235138,
1,campaign,5,20260715T192500-64fbed2b,0,False,True,environment collision (impulse=2.1),False,4.219000000040978,,0,1,-220.4219000000041,64fbed2bb62d9f22a88a352b4d36e3c3d15f6ca0e442ef647819dbe43f1a2397,C:\Users\tsion\Projects\eni_dcim_qa\tuning\runtime-logs\2026-07-15-rebaseline-v2-1998e5c\campaign-attempt-1\20260715T192500-64fbed2b,
1,campaign,6,20260715T192507-964a7d89,0,False,True,environment collision (impulse=1.9),False,13.202999999979511,,0,1,-221.32029999999796,964a7d8965d772159b5c228c2c507339222ca9e0cd15c577a87c32ffc2a464ef,C:\Users\tsion\Projects\eni_dcim_qa\tuning\runtime-logs\2026-07-15-rebaseline-v2-1998e5c\campaign-attempt-1\20260715T192507-964a7d89,
1,campaign,7,20260715T192522-0585a856,1,False,True,environment collision (impulse=3.5),False,11.15700000000652,,0,1,-121.11570000000066,0585a8563a2e6c03bb2a1fa6d5ec8e4815d5b61ad83d0273ae33e1afbdad8700,C:\Users\tsion\Projects\eni_dcim_qa\tuning\runtime-logs\2026-07-15-rebaseline-v2-1998e5c\campaign-attempt-1\20260715T192522-0585a856,
1,campaign,8,20260715T192536-64d27b68,0,False,True,environment collision (impulse=4.0),False,8.437000000034459,,0,1,-220.84370000000345,64d27b68e4ec54a6861fca56b890ca614de00d4a66a676fdb2896cb92c4f3048,C:\Users\tsion\Projects\eni_dcim_qa\tuning\runtime-logs\2026-07-15-rebaseline-v2-1998e5c\campaign-attempt-1\20260715T192536-64d27b68,
1,campaign,9,20260715T192547-8d2922b4,0,False,True,environment collision (impulse=3.6),False,17.905999999959022,,0,1,-221.7905999999959,8d2922b455396fe3334573127465437438833e80713a70c24da6df54a44a9e31,C:\Users\tsion\Projects\eni_dcim_qa\tuning\runtime-logs\2026-07-15-rebaseline-v2-1998e5c\campaign-attempt-1\20260715T192547-8d2922b4,
1,campaign,10,20260715T192607-7d155cb2,0,False,True,environment collision (impulse=3.1),False,9.280999999959022,,0,1,-220.9280999999959,7d155cb2914406ae2f857df0f7648f1a626b45555d80f58c2b497c724f158b95,C:\Users\tsion\Projects\eni_dcim_qa\tuning\runtime-logs\2026-07-15-rebaseline-v2-1998e5c\campaign-attempt-1\20260715T192607-7d155cb2,
