fixture,attempt,reason,reached_gate,gate_rel_t_right,gate_rel_t_down,gate_rel_t_fwd,gate_rel_age_s,exit_range_m,closest_range_m,closest_fwd_m,gates_passed_flight
20260725T214934-raceprep-t5-B-run4,1,corridor_abort,True,0.02903474300879929,-0.7682920162396658,0.9824118938968869,0.001361368,1.2474970011143378,1.2474970011143378,0.9824118938968869,1
20260725T215259-raceprep-t5-B-run5,1,corridor_abort,True,0.026001366921973593,-0.8846672860487971,0.985515379724602,0.02419656,1.3245953501958556,1.3245953501958556,0.985515379724602,0
20260725T215552-raceprep-t5-B-run6,1,corridor_abort,True,0.5942385154301223,-0.5333420848107455,1.066220985984358,0.00168744,1.3320662084162052,1.3320662084162052,1.066220985984358,0
