report_layer_generator_commit,sequencing_floor_commit,response53_commit,generator_postdates_181f41f,source_checkpoint_dir,target_set,approaches_listed,approaches_analyzable,b0_new_abs_max_mps_exact,b0_new_auth1_abs_max_mps_exact,precision_note
4b8e56de3df1fcf2e91de321dfa11ae869b82db2,181f41ff88a92febe386fd2b272162f0190c04d6,02b32cca996a22f3a44a8757ce2486a747eb706e,True,tuning/ordered-round-A-G-DIAGNOSTIC-de19d88-20260720T220957Z,discovery_overlap_3,3,3,0.2305251782459188,0.020166649907647105,"exact CSV value, do not round into threshold-pass language"
4b8e56de3df1fcf2e91de321dfa11ae869b82db2,181f41ff88a92febe386fd2b272162f0190c04d6,02b32cca996a22f3a44a8757ce2486a747eb706e,True,tuning/ordered-round-A-G-DIAGNOSTIC-de19d88-20260720T220957Z,confirmatory_20,20,20,0.8588192627189799,0.8588192627189799,"exact CSV value, do not round into threshold-pass language"
4b8e56de3df1fcf2e91de321dfa11ae869b82db2,181f41ff88a92febe386fd2b272162f0190c04d6,02b32cca996a22f3a44a8757ce2486a747eb706e,True,tuning/ordered-round-A-G-DIAGNOSTIC-de19d88-20260720T220957Z,pooled_23,23,23,0.8588192627189799,0.8588192627189799,"exact CSV value, do not round into threshold-pass language"
4b8e56de3df1fcf2e91de321dfa11ae869b82db2,181f41ff88a92febe386fd2b272162f0190c04d6,02b32cca996a22f3a44a8757ce2486a747eb706e,True,tuning/ordered-round-A-G-DIAGNOSTIC-de19d88-20260720T220957Z,legacy_discovery_appendix_5_listed_4_analyzable,5,4,0.2305251782459188,0.020166649907647105,"exact CSV value, do not round into threshold-pass language"
