report_layer_generator_commit,sequencing_floor_commit,response53_commit,generator_postdates_181f41f,source_checkpoint_dir,physical_approaches,correlated_variants,trace_rows,command_event_support,sign_evaluable_events,zero_on_support_events,new_excess_wrong_sign_events,wrong_sign_clause_result,registered_old_violations,registered_new_violations,verdict_scope_language,population_claim
4b8e56de3df1fcf2e91de321dfa11ae869b82db2,181f41ff88a92febe386fd2b272162f0190c04d6,02b32cca996a22f3a44a8757ce2486a747eb706e,True,tuning/ordered-round-A-G-DIAGNOSTIC-de19d88-20260720T220957Z,1,4,16,9,7,2,0,PASS,0,0,"PASS at 1/1 is a FIXTURE-LEVEL pass (one physical approach, four correlated variants), not population evidence.",none
