fixture,attempt,label,t_rel_s,range_m,fwd_m,down_m,right_m,v_cmd_vz,source,det_confidence,det_cert,feature_mode,gate_rel_age_s
20260726T012436-raceprep-b1-B-run8,1,FAIL,2.7398822,1.4108752231634318,1.2021200620572523,-0.7000075198900507,0.23551162144002954,-1.181291625,full_quad_unconfirmed,0.6,none,,0.010963288
20260726T012436-raceprep-b1-B-run8,1,FAIL,2.760078,1.3757147813218709,1.1784254696830114,-0.6680931996983894,0.2399084168315585,-1.2,full_quad_unconfirmed,0.6,none,,0.0
20260726T012436-raceprep-b1-B-run8,1,FAIL,2.7799319,1.2893687478166014,1.1158284467462072,-0.5979812994947995,0.24457516376894864,-1.2,full_quad_unconfirmed,0.6,none,,0.02573336
20260726T012436-raceprep-b1-B-run8,1,FAIL,2.7999766,1.2815560663424055,1.135753794077502,-0.5923157556983105,-0.0401412003945902,-1.2,full_quad_unconfirmed,0.6,none,,0.005701976
20260726T012436-raceprep-b1-B-run8,1,FAIL,2.8198232,1.2368753146819245,1.0963760186681124,-0.5713328264732582,-0.03740282279516395,-1.2,full_quad_unconfirmed,0.6,none,,0.026730976
20260726T012436-raceprep-b1-B-run8,1,FAIL,2.8399203,1.2834666490066244,1.1328449327157681,-0.5857696469698256,-0.1443014837808205,-1.2,full_quad_unconfirmed,0.6,none,,0.008668424
20260726T012436-raceprep-b1-B-run8,1,FAIL,2.8599514,1.211384621113623,1.0741774545738985,-0.5565789064742906,-0.06176906364531725,-1.2,close_tracker,0.6,none,,0.036582424
20260726T012436-raceprep-b1-B-run8,1,FAIL,2.8798584,1.304006757584845,1.146545587239232,-0.6166431628742559,-0.07495365160963907,-1.2,close_tracker,0.6,none,,0.018710264
20260726T012436-raceprep-b1-B-run8,1,FAIL,2.8998705,1.3492229129151636,1.1802952213043658,-0.6447221057057244,-0.10788450174021161,-1.2,full_quad,0.6,none,FULL_QUAD,0.005503344
20260726T012436-raceprep-b1-B-run8,1,FAIL,2.9202068,1.2795432794058417,1.123356221064498,-0.607365813552232,-0.08005356329596959,-1.2,full_quad,0.6,none,FULL_QUAD,0.036327344
20260726T012436-raceprep-b1-B-run8,1,FAIL,2.9399975,1.257699816389925,1.1423997099105694,-0.5081730366996051,0.13598490987973402,-1.2,full_quad,1.0,certified,FULL_QUAD,0.012376424
20260726T012436-raceprep-b1-B-run8,1,FAIL,2.959822,1.2276722054236895,1.1173024171981607,-0.489132157285692,0.13987167405181858,-1.2,full_quad,1.0,certified,FULL_QUAD,0.026203424
20260726T012436-raceprep-b1-B-run8,1,FAIL,2.9800548,1.3159757196197934,1.1469495913201593,-0.6433232165600823,-0.04933526765045725,-1.2,full_quad,1.0,certified,FULL_QUAD,0.025392992
20260726T012436-raceprep-b1-B-run8,1,FAIL,3.0052714,1.3159757196197934,1.1469495913201593,-0.6433232165600823,-0.04933526765045725,-1.2,no_detection,,,,0.025392992
20260726T012436-raceprep-b1-B-run8,1,FAIL,3.0198357,1.2468905856884316,1.02380055219375,-0.7012147368551186,-0.12192807233537006,-1.2,close_tracker,0.5,none,SIDE_PAIR,0.024371264
20260726T012436-raceprep-b1-B-run8,1,FAIL,3.039825,1.2493245165515299,0.9905236686686871,-0.7491713741014908,-0.13570873844643483,-1.2,close_tracker,0.5,none,SIDE_PAIR,0.003227376
20260726T012436-raceprep-b1-B-run8,1,FAIL,3.061178,1.188082166653351,0.9470124345070586,-0.7066044186547119,-0.1241647258538882,-1.2,close_tracker,0.5,none,SIDE_PAIR,0.030767376
20260726T012436-raceprep-b1-B-run8,1,FAIL,3.0798831,1.218590823098641,0.9577627268985012,-0.7463260014604314,-0.10320684399910036,-1.2,close_tracker,0.5,none,SIDE_PAIR,0.016086496
20260726T012436-raceprep-b1-B-run8,1,FAIL,3.1010123,1.1626030673882752,0.924066938804937,-0.6975328707674142,-0.10580207515577873,-1.2,close_tracker,0.5,none,SIDE_PAIR,0.044598496
20260726T012436-raceprep-b1-B-run8,1,FAIL,3.1199325,1.1503751852457307,0.9186728770380421,-0.6887773153620896,-0.07063300691877586,-1.2,close_tracker,0.5,none,SIDE_PAIR,0.021963752
20260726T012436-raceprep-b1-B-run8,1,FAIL,3.1399295,1.1148934465646985,0.8977519827330003,-0.6596129952311595,-0.04403942794879439,-1.2,close_tracker,0.5,none,SIDE_PAIR,0.00740636
20260726T012436-raceprep-b1-B-run8,1,FAIL,3.1598462,1.077555167357433,0.8719360634575591,-0.6308234048135392,-0.053985848889266136,-1.2,close_tracker,0.5,none,SIDE_PAIR,0.02146736
20260726T012436-raceprep-b1-B-run8,1,FAIL,3.1800264,1.021108464807878,0.8370202025170861,-0.58456799726645,-0.01843730057382383,-1.2,close_tracker,0.5,none,SIDE_PAIR,0.013562184
20260726T012436-raceprep-b1-B-run8,1,FAIL,3.2018931,0.9775496062384074,0.7977076397209423,-0.5643421026507793,-0.02799545254868832,-1.2,close_tracker,0.5,none,SIDE_PAIR,0.034290184
20260726T012436-raceprep-b1-B-run8,1,FAIL,3.2198488,0.9648653274832844,0.7967773303862344,-0.5434400079553047,0.02799899490248477,-1.2,close_tracker,0.5,none,SIDE_PAIR,0.013114752
20260726T012436-raceprep-b1-B-run8,1,FAIL,3.2399376,0.905794228819269,0.7569773767351622,-0.48624281305101164,0.10495886255903084,-1.2,close_tracker,0.5,none,SIDE_PAIR,0.012467024
20260726T012436-raceprep-b1-B-run8,1,FAIL,3.2636231,0.8551033845229009,0.7172801006555014,-0.45691119249873663,0.08912473054958668,-1.2,close_tracker,0.5,none,SIDE_PAIR,0.033016024
20260726T012436-raceprep-b1-B-run8,1,FAIL,3.2798298,0.8741152432508367,0.7350760752862691,-0.44415334558113023,0.1626912033095024,-1.2,close_tracker,0.5,none,SIDE_PAIR,0.011946808
20260726T012436-raceprep-b1-B-run8,1,FAIL,3.3004133,0.8546969934039342,0.7216570505027644,-0.4293082962976197,0.1594127934747099,-1.2,close_tracker,0.5,none,SIDE_PAIR,0.018808808
20260726T012436-raceprep-b1-B-run8,1,FAIL,3.3199687,0.7980111517642571,0.685929778354635,-0.36110567708764507,0.1895384591093608,-1.2,close_tracker,0.5,none,SIDE_PAIR,0.017679808
20260726T012436-raceprep-b1-B-run8,1,FAIL,3.3399418,0.8112254937821064,0.7023277891073709,-0.3678265298160961,0.17183166871395722,-1.2,close_tracker,0.5,none,SIDE_PAIR,0.0
