fix_idx,flight_id,frame_id,t_rel_s,phase,feature_mode,cert_status,det_cert_status,range_z_m,range_norm_m,x_m,y_down_m,gate_age_s,center_x_px,y_top_px,span_px,span_x_range_product,honest_product_px_m,scale_band_lo,scale_band_hi,scale_product_ok_vs_feature_range,span_over_expected_at_range_z,e_meas,e_reject,ez_usable,kill_stage,flag_far_right_edge,flag_large_lateral_x,flag_stale_gate_age,flag_undersized_span,stage_s1_full_quad,stage_s2_cert_certified,stage_s3_range_le_3p5,stage_s4_above_promote_floor,stage_s5_e_reject_ok
1,20260720T071220-5b501b4c,329,7.0330718,approach,FULL_QUAD,certified,certified,1.24343725135097,1.8640663686446441,1.3812810810505491,0.14376996834040584,1.49648756,476.5,309.0,69.46221994724903,86.37191184394385,512.0,302.08,798.72,False,0.16869514032020283,,scale_gate,False,scale_gate,False,False,True,True,True,True,True,False,False
