diagnostic_only,computation_commit,checkpoint_evidence_commit,report_generator_commit,criterion_commit,creation_time_utc,source_checkpoint_dir,input_manifest_path,input_manifest_sha256,cluster_id,flight_id,era,recording_regime,owner_state,auth_at_latch,delta_latch,b0_old,b0_new,b1,recorded_TERM_activity_rms_mps,recorded_TERM_activity_abs_mean_mps,recorded_TERM_activity_max_abs_mps,committed_reading_rule_fires,reading_rule
True,de19d881ce8fa0ddc27dd71d7306d0d366c43e90,c19602f384bc30b0a53d649238b429f9085b6b8f,55ba6da5a959371098c654826efff5ceec7688e1,bb998ae2a5edf79f7b2431b6b8388d496a76a522,2026-07-20T23:40:56.683708+00:00,tuning/ordered-round-A-G-DIAGNOSTIC-de19d88-20260720T220957Z,tuning/second-mechanism-update-DIAGNOSTIC-55ba6da-20260720T234056Z/checkpoint_input_manifest.json,40253f9d873573596e5346c69258361c41c285249cd40f7d4613ff4b89234a59,20260719T201851-50f9dcc8:A1,20260719T201851-50f9dcc8,phase6i,r-rate-ab,physical_TERM_episode_A091,1.0,0.0,-0.4448848463023972,-0.4448848463023972,-0.5012106779470025,0.2944134352355182,0.23031376877638285,0.7100630515775986,True,auth~1 and b0_new~b0_old~-0.44 re-attributes founding -0.437 away from latch attenuation
