diagnostic_only,computation_commit,checkpoint_evidence_commit,report_generator_commit,criterion_commit,creation_time_utc,source_checkpoint_dir,input_manifest_path,input_manifest_sha256,cluster_id,cut_id,frame_id,feature_ts_ns,age_s,era,recording_regime,owner_state,command_regime,v_ref_oracle_mps,v_latch_true_mps,recorded_legacy_applied_vertical_mps,r_v_before_no_legacy_mps,r_v_after_recorded_legacy_mps,after_matches_checkpoint,plant_signal
True,de19d881ce8fa0ddc27dd71d7306d0d366c43e90,c19602f384bc30b0a53d649238b429f9085b6b8f,55ba6da5a959371098c654826efff5ceec7688e1,bb998ae2a5edf79f7b2431b6b8388d496a76a522,2026-07-20T23:40:56.683708+00:00,tuning/ordered-round-A-G-DIAGNOSTIC-de19d88-20260720T220957Z,tuning/second-mechanism-update-DIAGNOSTIC-55ba6da-20260720T234056Z/checkpoint_input_manifest.json,40253f9d873573596e5346c69258361c41c285249cd40f7d4613ff4b89234a59,20260719T134326-2477345e:A2,20260719T134326-2477345e:A2:cut06,426,1784468618332600700,0.23607397079467773,phase6d,archive,legacy_common_arm,down,-0.0,-0.0,-0.054306273089033574,0.0,0.054306273089033574,True,rate_feed_forward_mps
True,de19d881ce8fa0ddc27dd71d7306d0d366c43e90,c19602f384bc30b0a53d649238b429f9085b6b8f,55ba6da5a959371098c654826efff5ceec7688e1,bb998ae2a5edf79f7b2431b6b8388d496a76a522,2026-07-20T23:40:56.683708+00:00,tuning/ordered-round-A-G-DIAGNOSTIC-de19d88-20260720T220957Z,tuning/second-mechanism-update-DIAGNOSTIC-55ba6da-20260720T234056Z/checkpoint_input_manifest.json,40253f9d873573596e5346c69258361c41c285249cd40f7d4613ff4b89234a59,20260719T134326-2477345e:A2,20260719T134326-2477345e:A2:cut06,427,1784468618360285100,0.26375865936279297,phase6d,archive,legacy_common_arm,down,-0.0,-0.0,-0.07197933560554959,0.0,0.07197933560554959,True,rate_feed_forward_mps
True,de19d881ce8fa0ddc27dd71d7306d0d366c43e90,c19602f384bc30b0a53d649238b429f9085b6b8f,55ba6da5a959371098c654826efff5ceec7688e1,bb998ae2a5edf79f7b2431b6b8388d496a76a522,2026-07-20T23:40:56.683708+00:00,tuning/ordered-round-A-G-DIAGNOSTIC-de19d88-20260720T220957Z,tuning/second-mechanism-update-DIAGNOSTIC-55ba6da-20260720T234056Z/checkpoint_input_manifest.json,40253f9d873573596e5346c69258361c41c285249cd40f7d4613ff4b89234a59,20260719T134326-2477345e:A2,20260719T134326-2477345e:A2:cut06,428,1784468618395037400,0.2985107898712158,phase6d,archive,legacy_common_arm,down,-0.0,-0.0,-0.06610899280680005,0.0,0.06610899280680005,True,rate_feed_forward_mps
True,de19d881ce8fa0ddc27dd71d7306d0d366c43e90,c19602f384bc30b0a53d649238b429f9085b6b8f,55ba6da5a959371098c654826efff5ceec7688e1,bb998ae2a5edf79f7b2431b6b8388d496a76a522,2026-07-20T23:40:56.683708+00:00,tuning/ordered-round-A-G-DIAGNOSTIC-de19d88-20260720T220957Z,tuning/second-mechanism-update-DIAGNOSTIC-55ba6da-20260720T234056Z/checkpoint_input_manifest.json,40253f9d873573596e5346c69258361c41c285249cd40f7d4613ff4b89234a59,20260719T134326-2477345e:A2,20260719T134326-2477345e:A2:cut07,421,1784468618166206800,0.0,phase6d,archive,legacy_common_arm,flat_no_ff,-0.0,-0.0,0.0,0.0,-0.0,True,rate_feed_forward_mps
True,de19d881ce8fa0ddc27dd71d7306d0d366c43e90,c19602f384bc30b0a53d649238b429f9085b6b8f,55ba6da5a959371098c654826efff5ceec7688e1,bb998ae2a5edf79f7b2431b6b8388d496a76a522,2026-07-20T23:40:56.683708+00:00,tuning/ordered-round-A-G-DIAGNOSTIC-de19d88-20260720T220957Z,tuning/second-mechanism-update-DIAGNOSTIC-55ba6da-20260720T234056Z/checkpoint_input_manifest.json,40253f9d873573596e5346c69258361c41c285249cd40f7d4613ff4b89234a59,20260719T134326-2477345e:A2,20260719T134326-2477345e:A2:cut07,423,1784468618228540900,0.06233406066894531,phase6d,archive,legacy_common_arm,down,-0.0,-0.0,-0.020908483720955884,0.0,0.020908483720955884,True,rate_feed_forward_mps
True,de19d881ce8fa0ddc27dd71d7306d0d366c43e90,c19602f384bc30b0a53d649238b429f9085b6b8f,55ba6da5a959371098c654826efff5ceec7688e1,bb998ae2a5edf79f7b2431b6b8388d496a76a522,2026-07-20T23:40:56.683708+00:00,tuning/ordered-round-A-G-DIAGNOSTIC-de19d88-20260720T220957Z,tuning/second-mechanism-update-DIAGNOSTIC-55ba6da-20260720T234056Z/checkpoint_input_manifest.json,40253f9d873573596e5346c69258361c41c285249cd40f7d4613ff4b89234a59,20260719T134326-2477345e:A2,20260719T134326-2477345e:A2:cut07,424,1784468618263321600,0.09711480140686035,phase6d,archive,legacy_common_arm,flat_no_ff,-0.0,-0.0,-0.019982590280992696,0.0,0.019982590280992696,True,rate_feed_forward_mps
True,de19d881ce8fa0ddc27dd71d7306d0d366c43e90,c19602f384bc30b0a53d649238b429f9085b6b8f,55ba6da5a959371098c654826efff5ceec7688e1,bb998ae2a5edf79f7b2431b6b8388d496a76a522,2026-07-20T23:40:56.683708+00:00,tuning/ordered-round-A-G-DIAGNOSTIC-de19d88-20260720T220957Z,tuning/second-mechanism-update-DIAGNOSTIC-55ba6da-20260720T234056Z/checkpoint_input_manifest.json,40253f9d873573596e5346c69258361c41c285249cd40f7d4613ff4b89234a59,20260719T134326-2477345e:A2,20260719T134326-2477345e:A2:cut07,425,1784468618297825600,0.13161873817443848,phase6d,archive,legacy_common_arm,down,-0.0,-0.0,-0.0585902947006014,0.0,0.0585902947006014,True,rate_feed_forward_mps
True,de19d881ce8fa0ddc27dd71d7306d0d366c43e90,c19602f384bc30b0a53d649238b429f9085b6b8f,55ba6da5a959371098c654826efff5ceec7688e1,bb998ae2a5edf79f7b2431b6b8388d496a76a522,2026-07-20T23:40:56.683708+00:00,tuning/ordered-round-A-G-DIAGNOSTIC-de19d88-20260720T220957Z,tuning/second-mechanism-update-DIAGNOSTIC-55ba6da-20260720T234056Z/checkpoint_input_manifest.json,40253f9d873573596e5346c69258361c41c285249cd40f7d4613ff4b89234a59,20260719T134326-2477345e:A2,20260719T134326-2477345e:A2:cut07,426,1784468618332600700,0.16639375686645508,phase6d,archive,legacy_common_arm,down,-0.0,-0.0,-0.09903875311606924,0.0,0.09903875311606924,True,rate_feed_forward_mps
True,de19d881ce8fa0ddc27dd71d7306d0d366c43e90,c19602f384bc30b0a53d649238b429f9085b6b8f,55ba6da5a959371098c654826efff5ceec7688e1,bb998ae2a5edf79f7b2431b6b8388d496a76a522,2026-07-20T23:40:56.683708+00:00,tuning/ordered-round-A-G-DIAGNOSTIC-de19d88-20260720T220957Z,tuning/second-mechanism-update-DIAGNOSTIC-55ba6da-20260720T234056Z/checkpoint_input_manifest.json,40253f9d873573596e5346c69258361c41c285249cd40f7d4613ff4b89234a59,20260719T134326-2477345e:A2,20260719T134326-2477345e:A2:cut07,427,1784468618360285100,0.1940784454345703,phase6d,archive,legacy_common_arm,down,-0.0,-0.0,-0.11671181563258526,0.0,0.11671181563258526,True,rate_feed_forward_mps
True,de19d881ce8fa0ddc27dd71d7306d0d366c43e90,c19602f384bc30b0a53d649238b429f9085b6b8f,55ba6da5a959371098c654826efff5ceec7688e1,bb998ae2a5edf79f7b2431b6b8388d496a76a522,2026-07-20T23:40:56.683708+00:00,tuning/ordered-round-A-G-DIAGNOSTIC-de19d88-20260720T220957Z,tuning/second-mechanism-update-DIAGNOSTIC-55ba6da-20260720T234056Z/checkpoint_input_manifest.json,40253f9d873573596e5346c69258361c41c285249cd40f7d4613ff4b89234a59,20260719T134326-2477345e:A2,20260719T134326-2477345e:A2:cut07,428,1784468618395037400,0.22883057594299316,phase6d,archive,legacy_common_arm,down,-0.0,-0.0,-0.11084147283383572,0.0,0.11084147283383572,True,rate_feed_forward_mps
True,de19d881ce8fa0ddc27dd71d7306d0d366c43e90,c19602f384bc30b0a53d649238b429f9085b6b8f,55ba6da5a959371098c654826efff5ceec7688e1,bb998ae2a5edf79f7b2431b6b8388d496a76a522,2026-07-20T23:40:56.683708+00:00,tuning/ordered-round-A-G-DIAGNOSTIC-de19d88-20260720T220957Z,tuning/second-mechanism-update-DIAGNOSTIC-55ba6da-20260720T234056Z/checkpoint_input_manifest.json,40253f9d873573596e5346c69258361c41c285249cd40f7d4613ff4b89234a59,20260719T134326-2477345e:A2,20260719T134326-2477345e:A2:cut08,424,1784468618263321600,0.0,phase6d,archive,legacy_common_arm,flat_no_ff,-0.0,-0.0,0.0,0.0,-0.0,True,rate_feed_forward_mps
True,de19d881ce8fa0ddc27dd71d7306d0d366c43e90,c19602f384bc30b0a53d649238b429f9085b6b8f,55ba6da5a959371098c654826efff5ceec7688e1,bb998ae2a5edf79f7b2431b6b8388d496a76a522,2026-07-20T23:40:56.683708+00:00,tuning/ordered-round-A-G-DIAGNOSTIC-de19d88-20260720T220957Z,tuning/second-mechanism-update-DIAGNOSTIC-55ba6da-20260720T234056Z/checkpoint_input_manifest.json,40253f9d873573596e5346c69258361c41c285249cd40f7d4613ff4b89234a59,20260719T134326-2477345e:A2,20260719T134326-2477345e:A2:cut08,425,1784468618297825600,0.034503936767578125,phase6d,archive,legacy_common_arm,down,-0.0,-0.0,-0.0386077044196087,0.0,0.0386077044196087,True,rate_feed_forward_mps
True,de19d881ce8fa0ddc27dd71d7306d0d366c43e90,c19602f384bc30b0a53d649238b429f9085b6b8f,55ba6da5a959371098c654826efff5ceec7688e1,bb998ae2a5edf79f7b2431b6b8388d496a76a522,2026-07-20T23:40:56.683708+00:00,tuning/ordered-round-A-G-DIAGNOSTIC-de19d88-20260720T220957Z,tuning/second-mechanism-update-DIAGNOSTIC-55ba6da-20260720T234056Z/checkpoint_input_manifest.json,40253f9d873573596e5346c69258361c41c285249cd40f7d4613ff4b89234a59,20260719T134326-2477345e:A2,20260719T134326-2477345e:A2:cut08,426,1784468618332600700,0.06927895545959473,phase6d,archive,legacy_common_arm,down,-0.0,-0.0,-0.07905616283507655,0.0,0.07905616283507655,True,rate_feed_forward_mps
True,de19d881ce8fa0ddc27dd71d7306d0d366c43e90,c19602f384bc30b0a53d649238b429f9085b6b8f,55ba6da5a959371098c654826efff5ceec7688e1,bb998ae2a5edf79f7b2431b6b8388d496a76a522,2026-07-20T23:40:56.683708+00:00,tuning/ordered-round-A-G-DIAGNOSTIC-de19d88-20260720T220957Z,tuning/second-mechanism-update-DIAGNOSTIC-55ba6da-20260720T234056Z/checkpoint_input_manifest.json,40253f9d873573596e5346c69258361c41c285249cd40f7d4613ff4b89234a59,20260719T134326-2477345e:A2,20260719T134326-2477345e:A2:cut08,427,1784468618360285100,0.09696364402770996,phase6d,archive,legacy_common_arm,down,-0.0,-0.0,-0.09672922535159256,0.0,0.09672922535159256,True,rate_feed_forward_mps
True,de19d881ce8fa0ddc27dd71d7306d0d366c43e90,c19602f384bc30b0a53d649238b429f9085b6b8f,55ba6da5a959371098c654826efff5ceec7688e1,bb998ae2a5edf79f7b2431b6b8388d496a76a522,2026-07-20T23:40:56.683708+00:00,tuning/ordered-round-A-G-DIAGNOSTIC-de19d88-20260720T220957Z,tuning/second-mechanism-update-DIAGNOSTIC-55ba6da-20260720T234056Z/checkpoint_input_manifest.json,40253f9d873573596e5346c69258361c41c285249cd40f7d4613ff4b89234a59,20260719T134326-2477345e:A2,20260719T134326-2477345e:A2:cut08,428,1784468618395037400,0.1317157745361328,phase6d,archive,legacy_common_arm,down,-0.0,-0.0,-0.09085888255284302,0.0,0.09085888255284302,True,rate_feed_forward_mps
True,de19d881ce8fa0ddc27dd71d7306d0d366c43e90,c19602f384bc30b0a53d649238b429f9085b6b8f,55ba6da5a959371098c654826efff5ceec7688e1,bb998ae2a5edf79f7b2431b6b8388d496a76a522,2026-07-20T23:40:56.683708+00:00,tuning/ordered-round-A-G-DIAGNOSTIC-de19d88-20260720T220957Z,tuning/second-mechanism-update-DIAGNOSTIC-55ba6da-20260720T234056Z/checkpoint_input_manifest.json,40253f9d873573596e5346c69258361c41c285249cd40f7d4613ff4b89234a59,20260719T134326-2477345e:A2,20260719T134326-2477345e:A2:cut09,473,1784468619894943000,0.06251716613769531,phase6d,archive,legacy_common_arm,authority_limited,0.16626175205589966,-3.1218491078357093,0.10902771649454124,3.288110859891609,3.179083143397068,True,rate_feed_forward_mps
True,de19d881ce8fa0ddc27dd71d7306d0d366c43e90,c19602f384bc30b0a53d649238b429f9085b6b8f,55ba6da5a959371098c654826efff5ceec7688e1,bb998ae2a5edf79f7b2431b6b8388d496a76a522,2026-07-20T23:40:56.683708+00:00,tuning/ordered-round-A-G-DIAGNOSTIC-de19d88-20260720T220957Z,tuning/second-mechanism-update-DIAGNOSTIC-55ba6da-20260720T234056Z/checkpoint_input_manifest.json,40253f9d873573596e5346c69258361c41c285249cd40f7d4613ff4b89234a59,20260719T134326-2477345e:A2,20260719T134326-2477345e:A2:cut09,474,1784468619929874800,0.09744882583618164,phase6d,archive,legacy_common_arm,authority_limited,0.3531752883664905,-3.1218491078357093,0.12670120847331656,3.4750243962022,3.3483231877288833,True,rate_feed_forward_mps
True,de19d881ce8fa0ddc27dd71d7306d0d366c43e90,c19602f384bc30b0a53d649238b429f9085b6b8f,55ba6da5a959371098c654826efff5ceec7688e1,bb998ae2a5edf79f7b2431b6b8388d496a76a522,2026-07-20T23:40:56.683708+00:00,tuning/ordered-round-A-G-DIAGNOSTIC-de19d88-20260720T220957Z,tuning/second-mechanism-update-DIAGNOSTIC-55ba6da-20260720T234056Z/checkpoint_input_manifest.json,40253f9d873573596e5346c69258361c41c285249cd40f7d4613ff4b89234a59,20260719T134326-2477345e:A2,20260719T134326-2477345e:A2:cut09,475,1784468619964482000,0.13205623626708984,phase6d,archive,legacy_common_arm,authority_limited,0.7411764396401342,-3.1218491078357093,0.17547218647881513,3.8630255474758437,3.6875533609970286,True,rate_feed_forward_mps
True,de19d881ce8fa0ddc27dd71d7306d0d366c43e90,c19602f384bc30b0a53d649238b429f9085b6b8f,55ba6da5a959371098c654826efff5ceec7688e1,bb998ae2a5edf79f7b2431b6b8388d496a76a522,2026-07-20T23:40:56.683708+00:00,tuning/ordered-round-A-G-DIAGNOSTIC-de19d88-20260720T220957Z,tuning/second-mechanism-update-DIAGNOSTIC-55ba6da-20260720T234056Z/checkpoint_input_manifest.json,40253f9d873573596e5346c69258361c41c285249cd40f7d4613ff4b89234a59,20260719T134326-2477345e:A2,20260719T134326-2477345e:A2:cut09,476,1784468619998889500,0.16646361351013184,phase6d,archive,legacy_common_arm,authority_limited,1.0970213020699702,-3.1218491078357093,0.204348631920368,4.21887040990568,4.014521777985312,True,rate_feed_forward_mps
True,de19d881ce8fa0ddc27dd71d7306d0d366c43e90,c19602f384bc30b0a53d649238b429f9085b6b8f,55ba6da5a959371098c654826efff5ceec7688e1,bb998ae2a5edf79f7b2431b6b8388d496a76a522,2026-07-20T23:40:56.683708+00:00,tuning/ordered-round-A-G-DIAGNOSTIC-de19d88-20260720T220957Z,tuning/second-mechanism-update-DIAGNOSTIC-55ba6da-20260720T234056Z/checkpoint_input_manifest.json,40253f9d873573596e5346c69258361c41c285249cd40f7d4613ff4b89234a59,20260719T134326-2477345e:A2,20260719T134326-2477345e:A2:cut09,477,1784468620028293100,0.19586730003356934,phase6d,archive,legacy_common_arm,authority_limited,1.1296048159153707,-3.1218491078357093,0.20495361224236142,4.25145392375108,4.046500311508718,True,rate_feed_forward_mps
True,de19d881ce8fa0ddc27dd71d7306d0d366c43e90,c19602f384bc30b0a53d649238b429f9085b6b8f,55ba6da5a959371098c654826efff5ceec7688e1,bb998ae2a5edf79f7b2431b6b8388d496a76a522,2026-07-20T23:40:56.683708+00:00,tuning/ordered-round-A-G-DIAGNOSTIC-de19d88-20260720T220957Z,tuning/second-mechanism-update-DIAGNOSTIC-55ba6da-20260720T234056Z/checkpoint_input_manifest.json,40253f9d873573596e5346c69258361c41c285249cd40f7d4613ff4b89234a59,20260719T134326-2477345e:A2,20260719T134326-2477345e:A2:cut09,478,1784468620061561200,0.22913527488708496,phase6d,archive,legacy_common_arm,authority_limited,1.222993444715477,-3.1218491078357093,0.21589268671243023,4.344842552551187,4.128949865838756,True,rate_feed_forward_mps
True,de19d881ce8fa0ddc27dd71d7306d0d366c43e90,c19602f384bc30b0a53d649238b429f9085b6b8f,55ba6da5a959371098c654826efff5ceec7688e1,bb998ae2a5edf79f7b2431b6b8388d496a76a522,2026-07-20T23:40:56.683708+00:00,tuning/ordered-round-A-G-DIAGNOSTIC-de19d88-20260720T220957Z,tuning/second-mechanism-update-DIAGNOSTIC-55ba6da-20260720T234056Z/checkpoint_input_manifest.json,40253f9d873573596e5346c69258361c41c285249cd40f7d4613ff4b89234a59,20260719T134326-2477345e:A2,20260719T134326-2477345e:A2:cut09,479,1784468620096349400,0.26392364501953125,phase6d,archive,legacy_common_arm,authority_limited,1.2766928250327743,-3.1218491078357093,0.0647103676561902,4.398541932868484,4.333831565212293,True,rate_feed_forward_mps
True,de19d881ce8fa0ddc27dd71d7306d0d366c43e90,c19602f384bc30b0a53d649238b429f9085b6b8f,55ba6da5a959371098c654826efff5ceec7688e1,bb998ae2a5edf79f7b2431b6b8388d496a76a522,2026-07-20T23:40:56.683708+00:00,tuning/ordered-round-A-G-DIAGNOSTIC-de19d88-20260720T220957Z,tuning/second-mechanism-update-DIAGNOSTIC-55ba6da-20260720T234056Z/checkpoint_input_manifest.json,40253f9d873573596e5346c69258361c41c285249cd40f7d4613ff4b89234a59,20260719T134326-2477345e:A2,20260719T134326-2477345e:A2:cut09,480,1784468620131006200,0.2985804080963135,phase6d,archive,legacy_common_arm,authority_limited,1.3439968775593398,-3.1218491078357093,0.030106852492561398,4.465845985395049,4.435739132902488,True,rate_feed_forward_mps
True,de19d881ce8fa0ddc27dd71d7306d0d366c43e90,c19602f384bc30b0a53d649238b429f9085b6b8f,55ba6da5a959371098c654826efff5ceec7688e1,bb998ae2a5edf79f7b2431b6b8388d496a76a522,2026-07-20T23:40:56.683708+00:00,tuning/ordered-round-A-G-DIAGNOSTIC-de19d88-20260720T220957Z,tuning/second-mechanism-update-DIAGNOSTIC-55ba6da-20260720T234056Z/checkpoint_input_manifest.json,40253f9d873573596e5346c69258361c41c285249cd40f7d4613ff4b89234a59,20260719T134326-2477345e:A2,20260719T134326-2477345e:A2:cut10,473,1784468619894943000,0.0,phase6d,archive,legacy_common_arm,authority_limited,0.46253659072606634,-2.743851334978819,0.0,3.2063879257048855,3.2063879257048855,True,rate_feed_forward_mps
True,de19d881ce8fa0ddc27dd71d7306d0d366c43e90,c19602f384bc30b0a53d649238b429f9085b6b8f,55ba6da5a959371098c654826efff5ceec7688e1,bb998ae2a5edf79f7b2431b6b8388d496a76a522,2026-07-20T23:40:56.683708+00:00,tuning/ordered-round-A-G-DIAGNOSTIC-de19d88-20260720T220957Z,tuning/second-mechanism-update-DIAGNOSTIC-55ba6da-20260720T234056Z/checkpoint_input_manifest.json,40253f9d873573596e5346c69258361c41c285249cd40f7d4613ff4b89234a59,20260719T134326-2477345e:A2,20260719T134326-2477345e:A2:cut10,474,1784468619929874800,0.03493165969848633,phase6d,archive,legacy_common_arm,authority_limited,0.7617552665453704,-2.743851334978819,0.017673491978775324,3.50560660152419,3.4879331095454145,True,rate_feed_forward_mps
True,de19d881ce8fa0ddc27dd71d7306d0d366c43e90,c19602f384bc30b0a53d649238b429f9085b6b8f,55ba6da5a959371098c654826efff5ceec7688e1,bb998ae2a5edf79f7b2431b6b8388d496a76a522,2026-07-20T23:40:56.683708+00:00,tuning/ordered-round-A-G-DIAGNOSTIC-de19d88-20260720T220957Z,tuning/second-mechanism-update-DIAGNOSTIC-55ba6da-20260720T234056Z/checkpoint_input_manifest.json,40253f9d873573596e5346c69258361c41c285249cd40f7d4613ff4b89234a59,20260719T134326-2477345e:A2,20260719T134326-2477345e:A2:cut10,475,1784468619964482000,0.06953907012939453,phase6d,archive,legacy_common_arm,authority_limited,1.3103368976360856,-2.743851334978819,0.06644446998427389,4.054188232614905,3.9877437626306307,True,rate_feed_forward_mps
True,de19d881ce8fa0ddc27dd71d7306d0d366c43e90,c19602f384bc30b0a53d649238b429f9085b6b8f,55ba6da5a959371098c654826efff5ceec7688e1,bb998ae2a5edf79f7b2431b6b8388d496a76a522,2026-07-20T23:40:56.683708+00:00,tuning/ordered-round-A-G-DIAGNOSTIC-de19d88-20260720T220957Z,tuning/second-mechanism-update-DIAGNOSTIC-55ba6da-20260720T234056Z/checkpoint_input_manifest.json,40253f9d873573596e5346c69258361c41c285249cd40f7d4613ff4b89234a59,20260719T134326-2477345e:A2,20260719T134326-2477345e:A2:cut10,476,1784468619998889500,0.10394644737243652,phase6d,archive,legacy_common_arm,authority_limited,1.4639862252636031,-2.743851334978819,0.09532091542582677,4.207837560242423,4.112516644816596,True,rate_feed_forward_mps
True,de19d881ce8fa0ddc27dd71d7306d0d366c43e90,c19602f384bc30b0a53d649238b429f9085b6b8f,55ba6da5a959371098c654826efff5ceec7688e1,bb998ae2a5edf79f7b2431b6b8388d496a76a522,2026-07-20T23:40:56.683708+00:00,tuning/ordered-round-A-G-DIAGNOSTIC-de19d88-20260720T220957Z,tuning/second-mechanism-update-DIAGNOSTIC-55ba6da-20260720T234056Z/checkpoint_input_manifest.json,40253f9d873573596e5346c69258361c41c285249cd40f7d4613ff4b89234a59,20260719T134326-2477345e:A2,20260719T134326-2477345e:A2:cut10,477,1784468620028293100,0.13335013389587402,phase6d,archive,legacy_common_arm,authority_limited,1.4415702456867225,-2.743851334978819,0.09592589574782018,4.185421580665542,4.089495684917722,True,rate_feed_forward_mps
True,de19d881ce8fa0ddc27dd71d7306d0d366c43e90,c19602f384bc30b0a53d649238b429f9085b6b8f,55ba6da5a959371098c654826efff5ceec7688e1,bb998ae2a5edf79f7b2431b6b8388d496a76a522,2026-07-20T23:40:56.683708+00:00,tuning/ordered-round-A-G-DIAGNOSTIC-de19d88-20260720T220957Z,tuning/second-mechanism-update-DIAGNOSTIC-55ba6da-20260720T234056Z/checkpoint_input_manifest.json,40253f9d873573596e5346c69258361c41c285249cd40f7d4613ff4b89234a59,20260719T134326-2477345e:A2,20260719T134326-2477345e:A2:cut10,478,1784468620061561200,0.16661810874938965,phase6d,archive,legacy_common_arm,authority_limited,1.4642730565795388,-2.743851334978819,0.10686497021788899,4.208124391558358,4.101259421340469,True,rate_feed_forward_mps
True,de19d881ce8fa0ddc27dd71d7306d0d366c43e90,c19602f384bc30b0a53d649238b429f9085b6b8f,55ba6da5a959371098c654826efff5ceec7688e1,bb998ae2a5edf79f7b2431b6b8388d496a76a522,2026-07-20T23:40:56.683708+00:00,tuning/ordered-round-A-G-DIAGNOSTIC-de19d88-20260720T220957Z,tuning/second-mechanism-update-DIAGNOSTIC-55ba6da-20260720T234056Z/checkpoint_input_manifest.json,40253f9d873573596e5346c69258361c41c285249cd40f7d4613ff4b89234a59,20260719T134326-2477345e:A2,20260719T134326-2477345e:A2:cut10,479,1784468620096349400,0.20140647888183594,phase6d,archive,legacy_common_arm,authority_limited,1.4642730565795388,-2.743851334978819,-0.044317348838351034,4.208124391558358,4.2524417403967085,True,rate_feed_forward_mps
True,de19d881ce8fa0ddc27dd71d7306d0d366c43e90,c19602f384bc30b0a53d649238b429f9085b6b8f,55ba6da5a959371098c654826efff5ceec7688e1,bb998ae2a5edf79f7b2431b6b8388d496a76a522,2026-07-20T23:40:56.683708+00:00,tuning/ordered-round-A-G-DIAGNOSTIC-de19d88-20260720T220957Z,tuning/second-mechanism-update-DIAGNOSTIC-55ba6da-20260720T234056Z/checkpoint_input_manifest.json,40253f9d873573596e5346c69258361c41c285249cd40f7d4613ff4b89234a59,20260719T134326-2477345e:A2,20260719T134326-2477345e:A2:cut10,480,1784468620131006200,0.23606324195861816,phase6d,archive,legacy_common_arm,authority_limited,1.5162071592968438,-2.743851334978819,-0.07892086400197984,4.260058494275663,4.338979358277642,True,rate_feed_forward_mps
True,de19d881ce8fa0ddc27dd71d7306d0d366c43e90,c19602f384bc30b0a53d649238b429f9085b6b8f,55ba6da5a959371098c654826efff5ceec7688e1,bb998ae2a5edf79f7b2431b6b8388d496a76a522,2026-07-20T23:40:56.683708+00:00,tuning/ordered-round-A-G-DIAGNOSTIC-de19d88-20260720T220957Z,tuning/second-mechanism-update-DIAGNOSTIC-55ba6da-20260720T234056Z/checkpoint_input_manifest.json,40253f9d873573596e5346c69258361c41c285249cd40f7d4613ff4b89234a59,20260719T134326-2477345e:A2,20260719T134326-2477345e:A2:cut10,488,1784468620394869300,0.4999263286590576,phase6d,archive,legacy_common_arm,authority_limited,1.5447689480258715,-2.743851334978819,-0.24126633143765552,4.288620283004691,4.529886614442346,True,rate_feed_forward_mps
True,de19d881ce8fa0ddc27dd71d7306d0d366c43e90,c19602f384bc30b0a53d649238b429f9085b6b8f,55ba6da5a959371098c654826efff5ceec7688e1,bb998ae2a5edf79f7b2431b6b8388d496a76a522,2026-07-20T23:40:56.683708+00:00,tuning/ordered-round-A-G-DIAGNOSTIC-de19d88-20260720T220957Z,tuning/second-mechanism-update-DIAGNOSTIC-55ba6da-20260720T234056Z/checkpoint_input_manifest.json,40253f9d873573596e5346c69258361c41c285249cd40f7d4613ff4b89234a59,20260719T142919-a76247fb:A1,20260719T142919-a76247fb:A1:cut01,355,1784471368427773000,0.2986485958099365,phase6e,archive,legacy_common_arm,authority_limited,-0.0,-0.0,-0.6356974509958528,0.0,0.6356974509958528,True,rate_feed_forward_mps
True,de19d881ce8fa0ddc27dd71d7306d0d366c43e90,c19602f384bc30b0a53d649238b429f9085b6b8f,55ba6da5a959371098c654826efff5ceec7688e1,bb998ae2a5edf79f7b2431b6b8388d496a76a522,2026-07-20T23:40:56.683708+00:00,tuning/ordered-round-A-G-DIAGNOSTIC-de19d88-20260720T220957Z,tuning/second-mechanism-update-DIAGNOSTIC-55ba6da-20260720T234056Z/checkpoint_input_manifest.json,40253f9d873573596e5346c69258361c41c285249cd40f7d4613ff4b89234a59,20260719T142919-a76247fb:A1,20260719T142919-a76247fb:A1:cut01,356,1784471368462595400,0.33347082138061523,phase6e,archive,legacy_common_arm,authority_limited,-0.0,-0.0,-0.7058673700069685,0.0,0.7058673700069685,True,rate_feed_forward_mps
True,de19d881ce8fa0ddc27dd71d7306d0d366c43e90,c19602f384bc30b0a53d649238b429f9085b6b8f,55ba6da5a959371098c654826efff5ceec7688e1,bb998ae2a5edf79f7b2431b6b8388d496a76a522,2026-07-20T23:40:56.683708+00:00,tuning/ordered-round-A-G-DIAGNOSTIC-de19d88-20260720T220957Z,tuning/second-mechanism-update-DIAGNOSTIC-55ba6da-20260720T234056Z/checkpoint_input_manifest.json,40253f9d873573596e5346c69258361c41c285249cd40f7d4613ff4b89234a59,20260719T142919-a76247fb:A1,20260719T142919-a76247fb:A1:cut01,357,1784471368497286500,0.3681619167327881,phase6e,archive,legacy_common_arm,authority_limited,-0.0,-0.0,-0.7320788434732272,0.0,0.7320788434732272,True,rate_feed_forward_mps
