comparison,status,A_min_true_world_dz_m,A_max_true_world_dz_m,A_spread_m,B_min_true_world_dz_m,B_max_true_world_dz_m,B_spread_m,verdict
A_vs_B_true_world_dz_spread_at_closest,MISSING_AT_HEAD,,,,,,,UNJUDGED_NO_R1F_FIXTURES
