flight,flight_id,frame_id,mono_ns,t_rel_s,feature_ts_ns,phase,commit,source,feature_mode,cert_status,range_z_m,range_norm_m,x_m,y_down_m,gate_age_s,center_x_px,y_top_px,span_px,span_x_range,e_meas,e_reject,level_pitch_rad,level_roll_rad,image_w,image_h,det_confidence,det_cert_status,setpoint_speed_xy_mps,sweep,fed,active_source,ready,ready_legacy,hist_n,hist_span_s,hist_gap_s,oracle_e_z
F2,20260720T071112-cd18c5fb,302,208150206326000,6.7342813,1784531480097612300,commit,True,detector,FULL_QUAD,certified,2.0128849435913914,2.37396700792764,0.06440746223697916,-1.2569269021706009,0.0,305.0,62.5,196.1249601657066,394.7769793800122,-0.23730212156147812,ok,-0.31070304002823274,0.00025602409079155774,640,360,1.0,certified,1.475797690063491,baseline,True,FULL_QUAD,False,False,5,0.13190245628356934,0.03487396240234375,
F2,20260720T071112-cd18c5fb,303,208150241394800,6.7693501,1784531480132076000,commit,True,detector,FULL_QUAD,certified,1.9027490654879835,2.292879666489552,0.03521499511243838,-1.2789069797702557,0.0,295.0,49.0,208.0384579831335,395.8449815129684,-0.23254347185842905,ok,-0.31070304002823274,0.00025602409079155774,640,360,1.0,certified,1.4431185325724492,baseline,True,FULL_QUAD,True,False,6,0.1663661003112793,0.03487396240234375,
F2,20260720T071112-cd18c5fb,304,208150268520200,6.7964755,1784531480159929900,commit,True,detector,FULL_QUAD,certified,1.8205209770928898,2.225537378690966,0.007765283910585188,-1.2801014398402932,0.0,282.5,39.0,213.03755537463343,387.8393384681083,-0.1851786338621162,ok,-0.31070304002823274,0.00025602409079155774,640,360,1.0,certified,1.4281072296813142,baseline,True,FULL_QUAD,True,False,7,0.19421982765197754,0.03487396240234375,
F2,20260720T071112-cd18c5fb,305,208150303798100,6.8317534,1784531480194656100,commit,True,detector,FULL_QUAD,certified,1.7168908179638442,2.1302923858979095,0.024272159765277045,-1.260889539518184,0.0,281.5,31.5,223.0022421411946,382.87050191756686,-0.1198992714440753,ok,-0.31070304002823274,0.00025602409079155774,640,360,1.0,certified,1.409706944610765,baseline,True,FULL_QUAD,True,False,8,0.22894597053527832,0.03487396240234375,
F2,20260720T071112-cd18c5fb,306,208150338727400,6.8666827,1784531480229388300,commit,True,detector,FULL_QUAD,certified,1.648511592213068,2.0410611171228696,0.04819051533367421,-1.2025047560828463,0.009296312,285.5,27.5,227.1079038695043,374.3900122120889,-0.03143560733548645,ok,-0.31070304002823274,0.00025602409079155774,640,360,1.0,certified,1.395029416036007,baseline,True,FULL_QUAD,True,False,9,0.26367831230163574,0.03487396240234375,
F2,20260720T071112-cd18c5fb,307,208150373706100,6.9016614,1784531480264298600,commit,True,detector,FULL_QUAD,certified,1.5762884941520543,1.958798741095215,0.014608971110171308,-1.1627526260057,0.008059432,271.5,24.5,239.00209204105306,376.7362477625822,-0.02277092753551163,ok,-0.31070304002823274,0.00025602409079155774,640,360,1.0,certified,1.3926156740979336,baseline,True,FULL_QUAD,True,False,10,0.29858851432800293,0.03491020202636719,
F2,20260720T071112-cd18c5fb,308,208150408857100,6.9368124,1784531480298793200,commit,True,detector,FULL_QUAD,certified,1.497103373282544,1.884470214415466,0.026223899581717836,-1.144212299276593,0.0,267.0,16.0,244.0327846827143,365.34230514002434,0.025564722327002853,ok,-0.31070304002823274,0.00025602409079155774,640,360,1.0,certified,1.3793854312377976,baseline,True,FULL_QUAD,True,False,11,0.3330833911895752,0.03491020202636719,
F2,20260720T071112-cd18c5fb,309,208150438790800,6.9667461,1784531480326569300,commit,True,detector,FULL_QUAD,certified,1.4409211052718314,1.8250063953457596,0.032456663516831394,-1.1195272557774028,0.0,265.5,10.0,255.07057846799972,367.53657984843557,0.05184613472384944,ok,-0.31070304002823274,0.00025602409079155774,640,360,1.0,certified,1.363899729276213,baseline,True,FULL_QUAD,True,False,12,0.36085939407348633,0.03491020202636719,
F2,20260720T071112-cd18c5fb,310,208150470606100,6.9985614,1784531480361406400,commit,True,detector,FULL_QUAD,certified,1.3790571721205138,1.7324278978709382,0.02374008284986481,-1.0483053685881663,0.0,259.5,7.0,265.1207272168662,365.61664034622567,0.09609947540341199,ok,-0.31070304002823274,0.00025602409079155774,640,360,1.0,certified,1.3758991487328323,baseline,True,FULL_QUAD,True,False,13,0.39569664001464844,0.03491020202636719,
F2,20260720T071112-cd18c5fb,311,208150504669700,7.032625,1784531480395970000,commit,True,detector,FULL_QUAD,certified,1.316321586403276,1.6522460238391528,0.03278690130718806,-0.9980678451707206,0.0,260.0,5.0,274.18242102658587,360.91223940960646,0.12608639114647818,ok,-0.31070304002823274,0.00025602409079155774,640,360,1.0,certified,1.3719666321851611,baseline,True,FULL_QUAD,True,False,14,0.43026018142700195,0.03491020202636719,
F2,20260720T071112-cd18c5fb,312,208150539550100,7.0675054,1784531480430727000,commit,True,detector,FULL_QUAD,certified,1.2654288899954418,1.6053468412541072,0.03738311009137784,-0.9871325686904164,0.0,264.0,2.0,282.02836736753983,356.8868438651326,0.146112794883707,ok,-0.31070304002823274,0.00025602409079155774,640,360,1.0,certified,1.3568881592417301,baseline,True,FULL_QUAD,True,False,15,0.46501708030700684,0.03491020202636719,
F2,20260720T071112-cd18c5fb,313,208150573979400,7.1019347,1784531480465555400,commit,True,detector,FULL_QUAD,certified,1.194004793393273,1.543267160575786,0.018503090597060318,-0.9775907722068031,0.0,262.0,0.0,296.0,353.4254188444088,0.1378038544011053,ok,-0.31070304002823274,0.00025602409079155774,640,360,1.0,certified,1.3441643683922997,baseline,True,FULL_QUAD,True,False,16,0.4998455047607422,0.03491020202636719,
F2,20260720T071112-cd18c5fb,314,208150602000200,7.1299555,1784531480493214800,commit,True,detector,FULL_QUAD,certified,1.1395733864973996,1.49563532257951,-0.003946212552818218,-0.9686495456773059,0.0,260.0,0.0,314.0,357.82604336018346,0.08857909091422259,ok,-0.31070304002823274,0.00025602409079155774,640,360,1.0,certified,1.3191544593844522,baseline,True,FULL_QUAD,True,False,17,0.5275046825408936,0.03491020202636719,
F2,20260720T071112-cd18c5fb,315,208150638869800,7.1668251,1784531480528160300,commit,True,detector,FULL_QUAD,certified,1.064305018103599,1.4338838060745474,-0.023989945298364006,-0.9605738286497867,0.0,263.0,0.0,336.0,357.6064860828092,0.03519142721221186,ok,-0.31070304002823274,0.00025602409079155774,640,360,1.0,certified,1.2862567821397302,baseline,True,FULL_QUAD,True,False,18,0.5624504089355469,0.03494572639465332,
F2,20260720T071112-cd18c5fb,316,208150671664100,7.1996194,1784531480562728400,commit,True,tracker,SIDE_PAIR,certified,1.0055592429041487,1.3300085551001881,-0.033637139112020056,-0.8698516589178205,0.0,310.3688416265154,0.4165066898073606,437.0860570219684,439.51592458297006,-0.14513021597705314,ok,-0.31070304002823274,0.00025602409079155774,640,360,0.5,certified,1.2579549445480949,baseline,True,FULL_QUAD,True,False,18,0.5624504089355469,0.03494572639465332,
F4,20260720T071333-cd18c5fb,253,208289308025700,4.8296668,1784531619199442600,commit,True,detector,FULL_QUAD,certified,3.436235464820484,4.124797651891942,-0.3269353536598937,-2.258175098146846,0.0,299.0,93.5,124.32618388738553,427.21404227962717,-0.45,ok,-0.3106577689082355,0.0002620316247470928,640,360,1.0,certified,1.5418709954689334,baseline,True,FULL_QUAD,False,False,1,0.0,inf,
F4,20260720T071333-cd18c5fb,254,208289343657400,4.8652985,1784531619234124700,commit,True,detector,FULL_QUAD,certified,3.5582483583200437,4.109127482056837,-0.3832229266406222,-2.0191427569155356,0.0,292.0,114.0,128.0,455.4557898649656,-0.45,ok,-0.3106577689082355,0.0002620316247470928,640,360,1.0,certified,1.57548636995956,baseline,True,FULL_QUAD,False,False,2,0.034682273864746094,0.034682273864746094,
F4,20260720T071333-cd18c5fb,255,208289376563900,4.898205,1784531619262107900,commit,True,detector,FULL_QUAD,certified,3.665154738031261,4.127412624289796,-0.40614298478247757,-1.8539750789440954,0.0,286.5,131.0,125.14391715141412,458.671820883297,-0.45,ok,-0.3106577689082355,0.0002620316247470928,640,360,1.0,certified,1.5863753339795494,baseline,True,FULL_QUAD,False,False,3,0.06266522407531738,0.034682273864746094,
F4,20260720T071333-cd18c5fb,256,208289405700600,4.9273417,1784531619296720000,commit,True,detector,FULL_QUAD,certified,3.6932835909353328,4.086452231141449,-0.40974967132690543,-1.7002509700559587,0.0,286.5,144.5,125.03599481749245,461.7933879357202,-0.45,ok,-0.3106577689082355,0.0002620316247470928,640,360,1.0,certified,1.6151513482196136,baseline,True,FULL_QUAD,False,False,4,0.09727716445922852,0.034682273864746094,
F4,20260720T071333-cd18c5fb,257,208289440391600,4.9620327,1784531619331376800,commit,True,detector,FULL_QUAD,certified,3.7680119480238377,4.03048745230777,-0.3744307966775564,-1.3808391076658402,0.0092312,288.0,168.0,128.14054783713078,482.8351152766289,-0.45,ok,-0.3106577689082355,0.0002620316247470928,640,360,1.0,certified,1.6894386129391012,baseline,True,FULL_QUAD,False,False,5,0.13193416595458984,0.034682273864746094,
F4,20260720T071333-cd18c5fb,258,208289474696500,4.9963376,1784531619366112400,commit,True,detector,FULL_QUAD,certified,3.761946717845305,3.9771003498019306,-0.3439303896327004,-1.2437025253551088,0.008369392,289.0,181.0,130.13838787997952,489.57368115076815,-0.45,ok,-0.3106577689082355,0.0002620316247470928,640,360,1.0,certified,1.6938516808681212,baseline,True,FULL_QUAD,True,True,6,0.1666698455810547,0.034735679626464844,
F4,20260720T071333-cd18c5fb,259,208289509719600,5.0313607,1784531619400790400,commit,True,detector,FULL_QUAD,certified,3.7122236855971096,3.9195528173962337,-0.31621812442843333,-1.2174956649752513,0.0,290.5,178.0,133.13526955694348,494.2279010376414,-0.45,ok,-0.3106577689082355,0.0002620316247470928,640,360,1.0,certified,1.695989775419314,baseline,True,FULL_QUAD,True,True,7,0.20134782791137695,0.034735679626464844,
F4,20260720T071333-cd18c5fb,260,208289537546400,5.0591875,1784531619428613000,commit,True,detector,FULL_QUAD,certified,3.671123941985499,3.873443860968604,-0.31957168311486006,-1.193436335129507,0.0,289.0,177.5,132.1854757528224,485.26926481893,-0.45,ok,-0.3106577689082355,0.0002620316247470928,640,360,1.0,certified,1.6974805855123782,baseline,True,FULL_QUAD,True,True,8,0.229170560836792,0.034735679626464844,
F4,20260720T071333-cd18c5fb,261,208289572159500,5.0938006,1784531619463254600,commit,True,detector,FULL_QUAD,certified,3.4850427044467667,3.6754716455920025,-0.3258833727191529,-1.121324749177658,0.0,289.5,184.5,135.18135966175217,471.1128112663838,-0.45,ok,-0.3106577689082355,0.0002620316247470928,640,360,1.0,certified,1.706067619453451,baseline,True,FULL_QUAD,True,True,9,0.2638118267059326,0.034735679626464844,
F4,20260720T071333-cd18c5fb,262,208289607366600,5.1290077,1784531619497949100,commit,True,detector,FULL_QUAD,certified,3.5424240940372376,3.6854661369470825,-0.3194858018298102,-0.965308762519678,0.0,286.5,193.5,135.44740676735012,479.81215720752346,-0.45,ok,-0.3106577689082355,0.0002620316247470928,640,360,1.0,certified,1.7126132416362092,baseline,True,FULL_QUAD,True,True,10,0.298506498336792,0.034735679626464844,
F4,20260720T071333-cd18c5fb,263,208289641932200,5.1635733,1784531619532701700,commit,True,detector,FULL_QUAD,certified,3.5295146759030027,3.622097126619429,-0.30342490802690314,-0.7550146173677097,0.008139552,287.0,207.0,140.356688476182,495.39099183783026,-0.45,ok,-0.3106577689082355,0.0002620316247470928,640,360,1.0,certified,1.7402110612667046,baseline,True,FULL_QUAD,True,True,11,0.33325910568237305,0.034752607345581055,
F4,20260720T071333-cd18c5fb,264,208289675586900,5.197228,1784531619567570300,commit,True,detector,FULL_QUAD,certified,3.540197025233399,3.619854368925492,-0.29048430927629654,-0.6971151560695255,0.0,288.5,212.5,141.28694207179942,500.18361202690784,-0.45,ok,-0.3106577689082355,0.0002620316247470928,640,360,1.0,certified,1.7533069506778236,baseline,True,FULL_QUAD,True,True,12,0.36812758445739746,0.034868478775024414,
F4,20260720T071333-cd18c5fb,265,208289704404300,5.2260454,1784531619595221700,commit,True,detector,FULL_QUAD,certified,3.508041181240004,3.5882931786370693,-0.2719797815875443,-0.7039332390114532,0.007281448,288.5,211.0,141.2267680009707,495.42931804083327,-0.45,ok,-0.3106577689082355,0.0002620316247470928,640,360,1.0,certified,1.751864399629437,baseline,True,FULL_QUAD,True,True,13,0.3957791328430176,0.034868478775024414,
F4,20260720T071333-cd18c5fb,266,208289741923200,5.2635643,1784531619629984000,commit,True,detector,FULL_QUAD,certified,3.4629427027663002,3.5500394908422517,-0.27598132566713596,-0.7311925408400697,0.0,289.0,203.5,142.28492541376264,492.72454417523664,-0.45,ok,-0.3106577689082355,0.0002620316247470928,640,360,1.0,certified,1.746356846299381,baseline,True,FULL_QUAD,True,True,14,0.4305412769317627,0.034868478775024414,
F4,20260720T071333-cd18c5fb,267,208289773453600,5.2950947,1784531619664671400,commit,True,detector,FULL_QUAD,certified,3.3726443151684826,3.461204055709814,-0.26057961449405986,-0.7330089379631803,0.006721088,289.5,199.5,147.16657229140046,496.3405034214233,-0.45,ok,-0.3106577689082355,0.0002620316247470928,640,360,1.0,certified,1.746238806412284,baseline,True,FULL_QUAD,True,True,15,0.465228796005249,0.034868478775024414,
F4,20260720T071333-cd18c5fb,268,208289808011400,5.3296525,1784531619699272900,commit,True,detector,FULL_QUAD,certified,3.271874601474427,3.3701738929030336,-0.2694359848888812,-0.7617827188107551,0.00580324,291.0,193.5,150.56227947264878,492.62089814665404,-0.45,ok,-0.3106577689082355,0.0002620316247470928,640,360,1.0,certified,1.740890102469015,baseline,True,FULL_QUAD,True,True,16,0.4998302459716797,0.034868478775024414,
F4,20260720T071333-cd18c5fb,269,208289843219600,5.3648607,1784531619734049700,commit,True,detector,FULL_QUAD,certified,3.2173525768688886,3.320290026450091,-0.264398963789799,-0.7765703083468674,0.004877144,292.0,192.5,154.26276284314372,496.3176975483027,-0.45,ok,-0.3106577689082355,0.0002620316247470928,640,360,1.0,certified,1.732053960102274,baseline,True,FULL_QUAD,True,True,17,0.5346071720123291,0.034868478775024414,
F4,20260720T071333-cd18c5fb,270,208289870484900,5.392126,1784531619761861800,commit,True,detector,FULL_QUAD,certified,3.2243741297586657,3.3167298427812906,-0.2520508520980189,-0.735240565594497,0.0,293.5,195.0,155.0,499.77799011259316,-0.45,ok,-0.3106577689082355,0.0002620316247470928,640,360,1.0,certified,1.7325264221268897,baseline,True,FULL_QUAD,True,True,18,0.5624191761016846,0.034868478775024414,
F4,20260720T071333-cd18c5fb,271,208289905667300,5.4273084,1784531619797060100,commit,True,detector,FULL_QUAD,certified,3.2184904953508955,3.3024792822120013,-0.24208985506075872,-0.6993431510010684,0.0,295.0,196.5,158.15498727514097,509.02032333738305,-0.45,ok,-0.3106577689082355,0.0002620316247470928,640,360,1.0,certified,1.7363831217205594,baseline,True,FULL_QUAD,True,True,19,0.5976173877716064,0.035198211669921875,
F4,20260720T071333-cd18c5fb,273,208289975106200,5.4967473,1784531619865962700,commit,True,detector,FULL_QUAD,certified,3.073789046997753,3.1707374489139104,-0.2208919371635103,-0.74605872195015,0.0,296.0,186.0,160.31219541881399,492.7658703785138,-0.45,ok,-0.3106577689082355,0.0002620316247470928,640,360,1.0,certified,1.726110006430028,baseline,True,FULL_QUAD,True,True,20,0.6665201187133789,0.06890273094177246,
F4,20260720T071333-cd18c5fb,274,208290009668900,5.53131,1784531619900773400,commit,True,detector,FULL_QUAD,certified,2.9984982414588606,3.0913312130181034,-0.24671591749820707,-0.7102592629463677,0.0,293.5,184.5,167.2423391369542,501.47585979962355,-0.45,ok,-0.3106577689082355,0.0002620316247470928,640,360,1.0,certified,1.727408022424093,baseline,True,FULL_QUAD,True,True,21,0.7013306617736816,0.06890273094177246,
F4,20260720T071333-cd18c5fb,275,208290037592600,5.5592337,1784531619928608400,commit,True,detector,FULL_QUAD,certified,2.9462550052554564,3.0246575875593353,-0.2756721362510969,-0.6262106987924968,0.0,290.0,191.0,172.10461934532728,507.06409617375556,-0.45,ok,-0.3106577689082355,0.0002620316247470928,640,360,1.0,certified,1.7394108975060532,baseline,True,FULL_QUAD,True,True,22,0.72916579246521,0.06890273094177246,
F4,20260720T071333-cd18c5fb,276,208290072198900,5.59384,1784531619963246600,commit,True,detector,FULL_QUAD,certified,2.8523120137582225,2.9326733846031985,-0.27903311238802675,-0.6221172551228134,0.0,290.0,187.5,180.13605968822566,513.8042471597943,-0.45,ok,-0.3106577689082355,0.0002620316247470928,640,360,1.0,certified,1.747205332682239,baseline,True,FULL_QUAD,True,True,23,0.7638039588928223,0.06890273094177246,
F4,20260720T071333-cd18c5fb,277,208290107169900,5.628811,1784531619997923900,commit,True,detector,FULL_QUAD,certified,2.7790967938171347,2.8727907119323826,-0.2687773636393598,-0.6762441969846122,0.007460488,297.0,175.5,175.26266002774236,487.07189655896127,-0.45,ok,-0.3106577689082355,0.0002620316247470928,640,360,1.0,certified,1.7444861487583097,baseline,True,FULL_QUAD,True,True,24,0.7984812259674072,0.06890273094177246,
F4,20260720T071333-cd18c5fb,287,208290440432500,5.9620736,1784531620331164700,commit,True,tracker,SIDE_PAIR,none,2.173643894139886,2.2196839288524206,-0.05061594406468956,-0.4468858821674166,0.0,351.3193654917676,172.57697071995645,247.84286018091933,538.7221197384208,,not_certified,-0.3106577689082355,0.0002620316247470928,640,360,0.5,none,1.7818324105562635,baseline,True,FULL_QUAD,True,True,24,0.7984812259674072,0.06890273094177246,
F4,20260720T071333-cd18c5fb,302,208290940189600,6.4618307,1784531620831154300,commit,True,tracker,SIDE_PAIR_ROW_ONLY,none,1.02838448116147,1.1346584539975897,0.3990417548441017,-0.2657834532573361,0.0,463.71968550416443,66.63487923781506,589.4101667076181,606.1402684809094,,not_certified,-0.3106577689082355,0.0002620316247470928,640,360,0.5,none,1.7660921289893399,baseline,True,FULL_QUAD,True,True,24,0.7984812259674072,0.06890273094177246,
F6,20260720T071545-cd18c5fb,273,208421999774500,5.6332292,1784531751886844500,commit,True,detector,FULL_QUAD,certified,4.2998921942529345,4.3656162705835735,0.15859648113217917,-0.7378209104919713,0.0,330.0,230.0,120.06664815842908,516.2736432065426,-0.45,ok,-0.3107014103610955,0.0002574278800456333,640,360,1.0,certified,1.7558656061055378,baseline,True,FULL_QUAD,False,False,1,0.0,inf,
F6,20260720T071545-cd18c5fb,274,208422030923200,5.6643779,1784531751921722400,commit,True,detector,FULL_QUAD,certified,3.9893416233980328,4.318122391835471,0.16246405043841086,-1.6446701295426962,0.0,327.5,161.0,113.07077429645558,451.0779462906947,-0.45,ok,-0.3107014103610955,0.0002574278800456333,640,360,1.0,certified,1.6553200835004496,baseline,True,FULL_QUAD,False,False,2,0.03487801551818848,0.03487801551818848,
F6,20260720T071545-cd18c5fb,275,208422064734300,5.698189,1784531751956305500,commit,True,detector,FULL_QUAD,certified,3.463562304492973,4.281986902645361,0.15429883120754256,-2.51303399658853,0.0,328.5,76.5,129.0968628588627,447.1350278262558,-0.45,ok,-0.3107014103610955,0.0002574278800456333,640,360,1.0,certified,1.565775511800206,baseline,True,FULL_QUAD,False,False,3,0.06946110725402832,0.03487801551818848,
F6,20260720T071545-cd18c5fb,276,208422099575200,5.7330299,1784531751991087100,commit,True,detector,FULL_QUAD,certified,3.4141340839710552,4.259218302404222,0.17216689007788238,-2.5406667562203307,0.0,330.5,68.0,127.01574705523721,433.64879122233157,-0.45,ok,-0.3107014103610955,0.0002574278800456333,640,360,1.0,certified,1.4497960854058842,baseline,True,FULL_QUAD,False,False,4,0.10424280166625977,0.03487801551818848,
F6,20260720T071545-cd18c5fb,277,208422139971200,5.7734259,1784531752025821800,commit,True,detector,FULL_QUAD,certified,3.453347926661262,4.180604357244209,0.20394865667344236,-2.3473912828232804,0.0,336.0,83.0,130.0,448.935230465964,-0.45,ok,-0.3107014103610955,0.0002574278800456333,640,360,1.0,certified,1.4551052099630728,baseline,True,FULL_QUAD,False,False,5,0.1389772891998291,0.03487801551818848,
F6,20260720T071545-cd18c5fb,282,208422301211400,5.9346661,1784531752192439600,commit,True,detector,FULL_QUAD,certified,2.931268457064226,3.184329120480923,0.20538293904633825,-1.2269617062124683,0.0,348.0,150.0,170.95028517086482,501.1011786474903,-0.45,ok,-0.3107014103610955,0.0002574278800456333,640,360,1.0,certified,1.6054575674665164,baseline,True,FULL_QUAD,False,False,1,0.0,inf,
F6,20260720T071545-cd18c5fb,286,208422434595700,6.0680504,1784531752324696700,commit,True,detector,FULL_QUAD,certified,2.9110505094641344,3.0191511192215987,0.12721328511254915,-0.7904904756772904,0.009251296,346.0,189.5,173.5655495770978,505.25808152183305,-0.45,ok,-0.3107014103610955,0.0002574278800456333,640,360,1.0,certified,1.6995050789108332,baseline,True,FULL_QUAD,False,False,1,0.0,inf,
F6,20260720T071545-cd18c5fb,287,208422467632000,6.1010867,1784531752359173000,commit,True,detector,FULL_QUAD,certified,3.0540570098401547,3.142639257955149,0.13102779024780276,-0.7292112207514916,0.007776928,346.0,201.5,175.35392781457733,535.5408924451144,-0.45,ok,-0.3107014103610955,0.0002574278800456333,640,360,1.0,certified,1.7091065393441696,baseline,True,FULL_QUAD,False,False,2,0.034476518630981445,0.034476518630981445,
F6,20260720T071545-cd18c5fb,288,208422500180800,6.1336355,1784531752386931400,commit,True,detector,FULL_QUAD,certified,3.1005084274319845,3.184150786250534,0.10926052107730914,-0.7167467192370328,0.0,345.5,204.5,177.341478509682,549.8487486525172,-0.45,ok,-0.3107014103610955,0.0002574278800456333,640,360,1.0,certified,1.7206311401171497,baseline,True,FULL_QUAD,False,False,3,0.06223487854003906,0.034476518630981445,
F6,20260720T071545-cd18c5fb,289,208422531318400,6.1647731,1784531752421803900,commit,True,detector,FULL_QUAD,certified,3.0941251811747756,3.189330213465368,0.10329697108930014,-0.7665156942339726,0.0,345.0,197.0,177.7751388693031,550.0585337623534,-0.45,ok,-0.3107014103610955,0.0002574278800456333,640,360,1.0,certified,1.7172337790492174,baseline,True,FULL_QUAD,False,False,4,0.0971071720123291,0.03487229347229004,
F6,20260720T071545-cd18c5fb,297,208422801281800,6.4347365,1784531752692319100,commit,True,tracker,SIDE_PAIR,none,2.3308558489175284,2.4587819886239966,-0.10609592102832976,-0.775540801434633,0.0,275.6259130479158,149.89705883626277,223.19584028601108,520.2373297847114,,not_certified,-0.3107014103610955,0.0002574278800456333,640,360,0.5,none,1.6759419737602705,baseline,True,FULL_QUAD,False,False,4,0.0971071720123291,0.03487229347229004,
